title,runtime,des,date,genre,cast,director,vote,gross,rating
Drinking Buddies,90,    Luke and Kate are coworkers at a brewery who spend their nights drinking and flirting heavily. One weekend away together with their significant others proves who really belongs together and who doesn't.,2013,"Comedy, Drama, Romance            ","Olivia Wilde, Jake Johnson, Anna Kendrick, Ron Livingston",Joe Swanberg,54322,$0.34M,6.1
A Christmas Cruise,90,"    When her best friend invites her along on a holiday-themed sail, an aspiring novelist unexpectedly finds the love of her life onboard.",2017,"Comedy, Drama, Family            ","Vivica A. Fox, Jessica Morris, Kristoff St. John, Rib Hillis",David DeCoteau,276,,4.8
Take Me Home Tonight,97,"    Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",2011,"Comedy, Drama, Romance            ","Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer",Michael Dowse,49496,$6.92M,6.3
Hotel Transylvania 2,89,"    Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",2015,"Animation, Comedy, Family            ","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",Genndy Tartakovsky,97567,$169.70M,6.7
A Bride for Christmas,84,    A single man tries to win a bet by getting a woman recovering from a broken engagement to marry him by Christmas.,2012,"Comedy, Romance            ","Arielle Kebbel, Andrew W. Walker, Kimberley Sustad, Sage Brocklebank",Gary Yates,3150,,6.6
Just Getting Started,91,"    A two-hander action comedy in the vein of Midnight Run (1988), about an ex-F.B.I. Agent (Tommy Lee Jones) and an ex-mob lawyer in the Witness Protection Program (Morgan Freeman) having to put aside their petty rivalry on the golf course to fend off a mob hit.",2017,"Action, Comedy            ","Morgan Freeman, Tommy Lee Jones, Rene Russo, Joe Pantoliano",Ron Shelton,5345,$6.07M,4.4
Lodge 49,51,"    Dud finds himself deposited by fate at the doorstep of Lodge 49, a dusty fraternal order that offers cheap beer and strange alchemical philosophies.",2018,"Comedy, Drama            ","Wyatt Russell, Brent Jennings, Sonya Cassidy, Linda Emond",,2511,,7.5
Alvin and the Chipmunks: The Road Chip,92,    The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,2015,"Animation, Adventure, Comedy            ","Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney",Walt Becker,15268,$85.89M,5.0
What to Expect When You're Expecting,110,"    Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby and realize that no matter what you plan for, life does not always deliver what is expected.",2012,"Comedy, Drama, Romance            ","Cameron Diaz, Matthew Morrison, J. Todd Smith, Dennis Quaid",Kirk Jones,67219,$41.15M,5.7
Mr. Pickles,15,"    The Goodman family lives with their lovable pet dog, Mr. Pickles, a deviant border collie with a secret satanic streak.",2019,"Animation, Comedy, Horror            ","Dave Stewart, Will Carsola, Kaitlyn Robrock, Jay Johnston",,6044,,7.4
Comedians in Cars Getting Coffee,20,"    Jerry Seinfeld is joined by friends for a cup of coffee and a drive in a classic car, sharing stories all along the way.",2012,"Comedy, Talk-Show            ","Jerry Seinfeld, Michael Richards, Mario Joyner, Jimmy Fallon",,9704,,8.1
The Job Lot,30,    The daily troubles of everyone who works at the job centre.,2013,Comedy            ,"Sarah Hadland, Russell Tovey, Angela Curran, Jo Enright",,1104,,7.1
Great News,22,"    A New Jersey mom puts her relationship with her daughter to the test when she lands an internship at her new job, which comes with many challenges.",2018,Comedy            ,"Briga Heelan, Andrea Martin, Adam Campbell, Nicole Richie",,4393,,7.0
Wanderlust,98,"    Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",2012,"Comedy, Romance            ","Jennifer Aniston, Paul Rudd, Malin Akerman, Justin Theroux",David Wain,70268,$17.23M,5.6
Anchorman 2: The Legend Continues,119,"    With the 1970s behind them, San Diego's top-rated newsman, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.",2013,Comedy            ,"Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell",Adam McKay,160379,$127.35M,6.3
The Three Stooges,92,"    While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.",2012,"Comedy, Family            ","Sean Hayes, Chris Diamantopoulos, Will Sasso, Jane Lynch","Bobby Farrelly, Peter Farrelly",28987,$44.34M,5.0
K.C. Undercover,30,    An outspoken and confident technology wiz and skilled black belt discovers that both her parents are spies and expect her to follow in their footsteps.,2018,"Action, Comedy, Family            ","Zendaya, Veronica Dunne, Kamil McFadden, Trinitee",,2923,,6.1
Mom and Dad,86,    A teenage girl and her little brother must survive a wild 24 hours during which a mass hysteria of unknown origins causes parents to turn violently on their own kids.,2017,"Comedy, Horror, Thriller            ","Nicolas Cage, Selma Blair, Anne Winters, Zackary Arthur",Brian Taylor,17689,,5.5
Diary of a Wimpy Kid: The Long Haul,91,    A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,2017,"Comedy, Family            ","Jason Drucker, Alicia Silverstone, Tom Everett Scott, Charlie Wright",David Bowers,6079,$20.64M,4.3
Trollhunters: Tales of Arcadia,23,"    An ordinary boy finds a magic amulet that chooses him to be a Trollhunter, a guardian that defends the world of humans and the secret world of trolls.",2018,"Animation, Action, Adventure            ","Charlie Saxton, Lexi Medrano, Anton Yelchin, Kelsey Grammer",,11198,,8.5
Muppets Most Wanted,107,"    While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",2014,"Adventure, Comedy, Crime            ","Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire",James Bobin,29795,$51.18M,6.4
Lemonade Mouth,103,"    Five high school kids, Olivia, Wendall, Stella, Charlie, and Mo, meet in detention and start a band based on the lemonade vending machine outside the detention room.",2011,"Comedy, Drama, Family            ","Bridgit Mendler, Adam Hicks, Hayley Kiyoko, Naomi Scott",Patricia Riggen,13046,,6.9
Angie Tribeca,30,"    Lone-wolf detective Angie Tribeca and a squad of committed LAPD detectives investigate the most serious cases, from the murder of a ventriloquist to a rash of baker suicides.",2018,"Action, Comedy, Crime            ","Rashida Jones, Jere Burns, Andree Vermeulen, Deon Cole",,7574,,7.0
Sherlock Gnomes,86,"    Garden gnomes, Gnomeo (James McAvoy) and Juliet (Emily Blunt), recruit renowned detective Sherlock Gnomes (Johnny Depp) to investigate the mysterious disappearance of other garden ornaments.",2018,"Animation, Adventure, Comedy            ","Johnny Depp, James McAvoy, Emily Blunt, Kelly Asbury",John Stevenson,8900,$43.24M,5.1
Sick Note,30,"    When Daniel Glass is misdiagnosed with a fatal disease he begins to notice how everyone around him treats him better, so he decides to keep pretending that he really is sick. This leads to more lies, and, eventually, crimes.",2017,"Comedy, Crime            ","Rupert Grint, Nick Frost, Pippa Bennett-Warner, Marama Corlett",,4725,,6.8
Before We Go,95,    Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,2014,"Comedy, Drama, Romance            ","Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum",Chris Evans,47482,$0.04M,6.8
Toni Erdmann,162,    A practical joking father tries to reconnect with his hard working daughter by creating an outrageous alter ego and posing as her CEO's life coach.,2016,"Comedy, Drama            ","Sandra Hüller, Peter Simonischek, Michael Wittenborn, Thomas Loibl",Maren Ade,40040,$1.48M,7.4
Mother's Day,118,    Three generations come together in the week leading up to Mother's Day.,2016,"Comedy, Drama, Romance            ","Jennifer Aniston, Kate Hudson, Julia Roberts, Jason Sudeikis",Garry Marshall,30112,$32.46M,5.7
Nathan for You,30,"    Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for.",2017,"Documentary, Comedy            ","Nathan Fielder, Anthony Filosa, William Heath, Brian S. Wolfe",,15465,,8.8
My Old Lady,107,    An American inherits an apartment in Paris that comes with an unexpected resident.,2014,"Comedy, Drama, Romance            ","Kevin Kline, Kristin Scott Thomas, Maggie Smith, Michel Burstin",Israel Horovitz,8287,$4.01M,6.3
Splitting Up Together,30,    The story of a couple whose marriage is reignited by their divorce.,2019,Comedy            ,"Jenna Fischer, Oliver Hudson, Olivia Keville, Van Crosby",,3111,,6.9
