title,runtime,des,date,genre,cast,director,vote,gross,rating
Betty White's Off Their Rockers,30,    A hidden camera show where senior citizens play pranks on unsuspecting youngsters.,2012,"Comedy, Reality-TV            ","Reatha Grey, Ann Benson, Betty White, Michael Yama",,1160,,7.1
Showing Roots,100,"    Set in the year 1977, two women look to integrate their small town, inspired by the miniseries ""Roots"" as it hits the airwaves.",2016,"Comedy, Drama            ","Elizabeth McGovern, Adam Brody, Maggie Grace, Viva Bianca",Michael Wilson,75,,5.7
Takim: Mahalle Askina!,110,    A misfit group of street soccer players bond and create a team in hopes of winning a tournament in order to raise enough money to save their neighborhood from the hands of Turkish construction giants.,2015,"Comedy, Drama, Romance            ","Firat Tanis, Yagiz Can Konyali, Beyza Sekerci, Cezmi Baskin",Emre Sahin,209,,6.1
"Little Fockers: Alternate Opening, Wedding Dream and Morning Wakeup",3,Add a Plot,2011,"Short, Comedy            ","Robert De Niro, Teri Polo, Ben Stiller, Owen Wilson",,81,,4.7
PotLuck,5,"    After moving into a new neighborhood, a young couple is welcomed by their neighbors with an unexpected gift.",2017,Comedy            ,"After moving into a new neighborhood, a young couple is welcomed by their neighbors with an unexpected gift.",,0,,0
These People,9,"    Comedic webseries about a family trying to find help for their insane little brother, Simon. In the meantime, they run afoul of a con man, get into a shaving contest, and tear open a good deal of family wounds.",2015,"Short, Comedy, Drama            ","Zac Hug, Cameron Miller-Desart, Claire Downs, Jeremy Glazer",,11,,8.1
The Kellyanne Conway Story,0,Add a Plot,2017,"Short, Comedy            ","Diane Kruger, Ben Feldman, Christopher Meloni",,17,,4.2
Little Bi Peep,78,"    Sleepless, hopeless, and out of love.",2013,"Comedy, Drama, Romance            ","Anna Shields, Sara Jecko, Leigh Strimbeck, Tara Rule","Jon Russell Cring, Anna Shields",54,,6.6
Cardinal Burns,29,    An English sketch comedy show aimed at an adult audience,2012,Comedy            ,"Dustin Demri-Burns, Lucinda Dryzek, Seb Cardinal, Fiona Button",,293,,7.5
Desire Will Set You Free,92,"    Desire Will Set You Free is a feature film that explores life in contemporary Berlin with an often critical and sometimes humorous eye. Based on a true story, the plot follows the ...                See full summary »",2015,"Comedy, Drama, Romance            ","Yony Leyser, Tim-Fabian Hoffmann, Chloe Griffin, Amber Benson",Yony Leyser,192,,4.5
Neighbours,0,Add a Plot,2015,Comedy            ,Add a Plot,,0,,0
Cro Minion,5,    The minions are in trouble to find everybody gone for a day,2015,"Animation, Short, Adventure            ","Pierre Coffin, Chris Renaud, Tara Strong","Didier Ah-Koon, Régis Schuller",563,,6.2
Stoute Boudjies,90,"    An Afrikaans sex comedy which follows the adventures of a third-year student and his buddy at their holiday job. Desperate to lose his virginity, he hooks up with a hot babe for some hanky ...                See full summary »",2010,Comedy            ,"Albert de Villiers, Angelique Pretorius, Gerhard Odendaal, Andrew Thompson",Willie Esterhuizen,61,,5.4
"Fear, Love, and Agoraphobia",90,    An agoraphobic man and a female Marine become emotionally entangled as they struggle to escape from their personal prisons.,2018,"Comedy, Drama            ","Lori Petty, Marcus LaVoi, Doug Haley, Anny Rosario",Alex D'Lerma,125,,5.5
Gun dan ba! Zhong liu jun,85,    An imaginative woman copes with a debilitating form of cancer by remaining optimistic and spending time with her friends.,2015,"Comedy, Romance            ","Baihe Bai, Daniel Wu, Zi-Xuan Zhang, Yuan Li",Yan Han,922,$0.29M,6.6
Cooking with Bill,3,"    A series of black comedy parodies of late-night cooking infomercials, starring a hapless presenter named Bill. The products he demonstrates all end up producing a disgusting product which ...                See full summary »",2017,"Comedy, Horror            ","Alec Gillis, Carly Pope",,383,,6.1
Doggy-Style,13,    Miss Grunbaum's dog leash has been stolen and she is having a hard time finding a new one in pet stores. New York City is gripped by a crazy fashion that explains the shortage!,2010,"Short, Comedy            ","Xin Wang, Adam Lim, Natalie Wetta, Roberta Kirshbaum",Emmanuel Sapolsky,11,,7.3
Suddenly Twenty,0,"    Parn is a stubborn old woman in her 70's whose only pleasure in life is to brag about her son who she single-handedly raised to be a professor. One day, she learns that her son is planning ...                See full summary »",2016,"Comedy, Fantasy, Romance            ","Davika Hoorne, Saharat Sangkapreecha, Kritsanapoom Pibulsonggram, Neeranuch Patamasood",Araya Suriharn,322,,7.2
Tokyo Fiancée,100,    A young Japanophile Belgian woman in Tokyo falls into a whirlwind romance with a Francophile Japanese student.,2014,"Comedy, Drama, Romance            ","Pauline Etienne, Taichi Inoue, Julie LeBreton, Alice de Lencquesaing",Stefan Liberski,1875,,6.3
Donald Glover: Weirdo,65,"    With his unique brand of youthful storytelling Donald Glover brings down the house in his hysterical stand-up special, Weirdo.",2012,"Documentary, Comedy            ",Star:Donald Glover,Shannon Hartman,2429,,7.5
Love Life,0,"    A comic story set in a blue collar world, about love, romance, family and babies. When Joe returns from his travels he is shocked to discover that the love of his life is carrying another man's baby.",2012,"Comedy, Drama, Romance            ","Robert James-Collier, Sophie Thompson, Andrea Lowe, Kieran O'Brien",,57,,6.7
Good Enough,80,    This is a comedic drama that follows New York City based flight attendant Lorna Flynn on her obsessive journey to find her long lost relative after her absent father passes away. In the ...                See full summary »,2016,"Comedy, Drama, Romance            ","AnnaRose King, Ted Tremper, Becky Yamamoto, Jennifer Dorr White",AnnaRose King,37,,5.4
Jess Like Me,11,"    An aspiring actress & singer struggles to make it in Hollywood, while having to be the rock for her very odd circle of friends.",2013,Comedy            ,"Heather Paige Cohn, Alexandra Grey, Bryan Sandlin, Melvin LaThomas Brimm",,10,,7.2
Tom and Jerry's Giant Adventure,57,"    Tom and Jerry are the faithful servants of Jack, the owner of a struggling storybook amusement park that gets a much-needed boost thanks to some mysterious magical beans",2013,"Animation, Adventure, Comedy            ","Jacob Bertrand, Thomas F. Wilson, Grey Griffin, Garrison Keillor","Spike Brandt, Tony Cervone",687,,6.0
Kevin Hart Presents: Plastic Cup Boyz,82,"    Led by Kevin Hart, The Plastic Cup Boyz are stepping into the spotlight with their stand-up and sketches. Joey Wells, Will ""Spank"" Horton, and Na'im Lynn take the stage in this comedy special taped at the House of Blues in San Diego.",2014,Comedy            ,"Kevin Hart, Will 'Spank' Horton, Na'im Lynn, Joey Wells",Jay Chapman,110,,5.7
Twenty,0,"    ""Twenty"" follows the story of Maya (Lily Richards), a gay 21 year old musician, who struggles to break her patterns of whirlwind romances while serving as the shoulder to lean on for a group of eclectic friends, who offer little in return.",2017,Comedy            ,"Lily Richards, Kathy Dorn, Alessa Esparza, Taylor Bennett",,74,,8.2
86'd,12,"    ""Full Moon, all the crazies are out."" Four seedy stories transpire over the course of one late-night order at 24-hour deli.",2018,"Short, Comedy, Crime            ","Mitzi Akaha, Lindsay Burdge, Buddy Duress, Brian Deran",Alan Palomo,23,,7.1
TSP's Rabish Ki Report,0,Add a Plot,2017,"Short, Comedy            ","Badri Chavan, Sachin Negi, Shivankit Singh Parihar, Himanshu Chouhan",,37,,8.8
Anna Kendrick Goes K-Pop with F(x),5,    Anna Kendrick joins the K-pop group F(x).,2013,"Short, Comedy, Music            ","D'Arcy Carden, Sulli Choi, Fx, Krystal Jung",Andy Maxwell,179,,6.4
We the Jury,0,    William dreamt of doing jury duty his whole life. He's always known he was destined to be a juror but he never imagined that when the day finally came he'd land the mother of all jury gigs - an actual murder trial.,2016,Comedy            ,"Vivienne Acheampong, Kae Alexander, Kenneth Collard, Edward Easton",,111,,5.8
Panic in the Mailroom,5,    Follows two minions who are up to mischief in the mailroom.,2013,"Animation, Short, Comedy            ","Pierre Coffin, Steve Carell","Fabrice Joubert, Mark O'Hare",995,,6.7
What If It Works?,95,"    Adrian, an irrepressibly chirpy tech nerd, has OCD. Grace, a beautiful street artist, has multiple personality disorder. It's a love story that seems impossible. But what if it works?",2017,"Comedy, Drama, Romance            ","Luke Ford, Anna Samson, Brooke Satchwell, Wade Briggs",Romi Trower,220,,5.2
Saving the Human Race: Webisodes,6,"    17 year old zombie apocalypse survivor Matt aide by his Cyborg, Joanesy, is in pursuit of a surviving female to help him repopulate the human race.",2017,Comedy            ,"Jessica Lu, Benjamin Papac, Hartley Sawyer",,62,,7.4
Ex-Sex,9,    A one night stand between two people who used to be in love (or so they thought).,2011,"Short, Comedy, Drama            ","Kristen Riley, Jacob Womack",Michael Mohan,11,,6.4
Amanda and the Fox,88,"    Ten year old Amanda desperately wants a dog but her Dad won't have it. When she finds a young fox, she and her friend Maggie conspire to keep it as a pet. Little do they know the trouble ...                See full summary »",2018,"Comedy, Family            ","Richard Karn, Jason London, Elizabeth Foster, Kristin Mellian",Joey Sylvester,62,,5.8
Kuu Kuu Harajuku,22,"    The show features G and the Harajuku Girls (Love, Angel, Music and Baby) and follows their adventures in Harajuku World. Together the girls form the band, HJ5; however every gig they book ...                See full summary »",2015,"Animation, Comedy, Drama            ","Danny Smith, Natalie Bond, Reagen Rees, Paul Henri",,89,,6.2
Greener Grass,15,"    In this dark comedy of manners, soccer moms Jill and Lisa seek the approval of their ""friends"" - at all costs. This surreal world is just on the edge of consciousness; suburbia through the ...                See full summary »",2015,"Short, Comedy, Thriller            ","Jocelyn DeBoer, Dawn Luebbe, Nick Kocher, Brian McElhaney",Paul Briganti,99,,7.3
Bite,90,"    Six criminals are tasked with kidnapping a young woman for ransom, but when they get locked inside her mansion, what they find is not what they expected.",2015,"Comedy, Crime, Horror            ","Vinnie Jones, Costas Mandylor, Gianni Capaldi, Elena Mirela",Alberto Sciamma,293,,3.8
Return of the Scarecrow,74,"    Return of the Scarecrow is an '80s horror comedy throwback that tells of a rural legend of an evil scarecrow that slumbers until it's evil cannot be contained, and it awakens and ...                See full summary »",2017,"Comedy, Horror            ","Jason Brenner, Scott Baisden, Rebecca Bettig, Jay J. Bidwell",Walter Lodes III,51,,3.1
Minions: Mini-Movie - Competition,4,    Two minions get in a competition.,2015,"Animation, Short, Action            ","Pierre Coffin, Chris Renaud","Kyle Balda, Julien Soret",774,,6.7
Aliens & Gufors,89,    Three aspiring ufologists set up a zany UFO shop (Global Unidentified Flying Object Research and Services) and unwittingly ignite the biggest UFO encounter since Roswell.,2017,"Comedy, Family, Sci-Fi            ","Nick Uzarski, Ryan Thomas Jeric, Justin Do, Stephanie Einstein",Fred Paskiewicz,65,,6.2
Asian Bachelorette,0,Add a Plot,2017,"Short, Comedy            ","Michael Bow, Alex Burris, Aaron Burriss, Timothy DeLaGhetto",Philip Wang,16,,9.0
Amapola,85,    The turbulent backdrop of the 1962 Argentinian military coup and the 1982 war for the Falkland Islands.,2014,"Comedy, Drama, Fantasy            ","Camilla Belle, Geraldine Chaplin, François Arnaud, Liz Solari",Eugenio Zanetti,265,,5.0
The Elevator,15,"    Due to unfortunate events, the main elevator of a residential building is out of order. Hugo 'Neil Tyrone Pritchard' the building manager has to rely on two employees, Papadakis 'Phyto ...                See full summary »",2018,Comedy            ,"Casey Webb, Phyto Stratis, Neil Tyrone Pritchard, Krystle Adams",,8,,5.0
Petting Scorpions,15,"    After Daisy (Cierra Ramirez) gets kicked out of a cult for exposing the leader's corruption, she teams up with a vagabond named Ace (Jeff Wittek) to seek revenge.",2017,"Short, Action, Comedy            ","Anwar Jibawi, Kristina Kane, Rudy Mancuso, Cierra Ramirez",The Young Astronauts,19,,7.2
Lego the Hobbit: The Video Game,0,    Relive the adventures of the first two hobbit movies in Lego style.,2014,"Action, Adventure, Comedy            ","Christopher Lee, Richard Armitage, Sarah Beck Mather, John Bell",James McLoughlin,654,,7.9
Danger Pay,0,    A woman takes a job that pays very well working for a bizarre lawyer. She endures his antics so she can afford to pursue her dreams.,2015,Comedy            ,"Carolyn Bridget Kennedy, Brent McIntosh, Richard J. McRae, Adrianne Hinds",,11,,5.2
Maddalena,0,"    Naive and sheltered, Maddalena is living a mundane life with her Nonna in the Northern Suburbs of Melbourne when a sudden event forces her to face an ugly truth - her father is alive.",2018,Comedy            ,"Sarah Nicolazzo, Adrian Alley, Lina Frugiero, David Meadows",,6,,3.0
Life's a Breeze,83,    Tells the story of a family as they search for a lost fortune around the streets of Dublin.,2013,"Comedy, Drama            ","Kelly Thornton, Fionnula Flanagan, Pat Shortt, Eva Birthistle",Lance Daly,995,$0.00M,6.3
Steven Universe: Save the Light,0,    This is an adventure style game based off the popular show 'Steven Universe'.,2017,"Animation, Adventure, Comedy            ","Zach Callison, Estelle, Michaela Dietz, Deedee Magno",,49,,8.0
Clint Howard Reboots Pippi Longstocking with Milla Jovovich and Fred Willard,4,Add a Plot,2015,"Short, Comedy            ","Ed Begley Jr., Sean Dacanay, Grae Drake, Chandler Duke",Clark Duke,52,,5.1
Flat TV,0,"    Two eccentric, man-child flatmates retreat from the tedium and responsibilities of the adult world by re-imagining their daily life in the flat as a series of parodies of popular TV show formats.",2014,Comedy            ,"Tom Rosenthal, Naz Osmanoglu, Rebecca Gethings, Javone Prince",,473,,7.3
Granny of the Dead,83,"    Regular guy Ed (Marcus Carroll) awakes one morning to find that his Grandmother has become one of the living dead. While trapped in his home Ed tries to survive the day, keep his house zombie free, stay alive and save the day.",2017,"Comedy, Horror            ","Marcus Carroll, Abigail Hamilton, Oliver Ferriman, William Huw",Craig Tudor,239,,3.2
Mr Hublot,11,"    Mr Hublot is a withdrawn, idiosyncratic character with OCD, scared of change and the outside world. Robot Pet's arrival turns his life upside down: he has to share his home with this very invasive companion.",2013,"Animation, Short, Comedy            ","Alexandre Espigares, Laurent Witz",,4384,,7.2
Elf on a Shelf,7,Add a Plot,2016,Comedy            ,"Mikey Scott, Kelly Tighe, Jorge Ortiz, Craig Taggart",Beth Berlin,6,,7.3
The Love Suckers,15,Add a Plot,2016,"Short, Comedy            ","Eddie Deezen, Lilian Lev, Caryn Richman, Larry Thomas",James Politano,7,,8.7
Elders React,8,"    The duo known as the FineBros, take hit songs, videos, and today's celebs, and introduce them to our grandparents.",2012,"Comedy, Reality-TV            ","Rock Mackenzie, Vera R. Taylor, Melvin Weiss, William Eldrich",,699,,5.8
Interrogations Gone Wrong,0,    Two inept police detectives always mistake the person they're interrogating for someone else to the point of complete absurdity.,2013,Comedy            ,"Jim Klock, Mike Capozzi, Eric Ladin, Keanu Reeves",,150,,7.6
Uncertain Terms,75,"    Fleeing the city, Robbie takes refuge at his aunt's country house, which happens to be a makeshift home for pregnant teenagers.",2014,"Comedy, Drama            ","David Dahlbom, Adinah Dancyger, Casey Drogin, Hannah Gross",Nathan Silver,322,,5.8
Katt Williams: Great America,60,"    Live performance of comedian Katt Williams riffing on the current state of politics, racial tensions and sex.",2018,Comedy            ,Star:Katt Williams,Leslie Small,743,,6.1
The Day My Butt Went Psycho!,0,"    The series, played out as a comedy as opposed to a story-based narrative as the novels were, features Zack Freeman, a junior butt fighter, his butt Deuce and Eleanor Sterne, the daughter of legendary butt fighter Silas Sterne.",2015,"Animation, Action, Adventure            ","Lauren Collins, Zachary Bennett, Kedar Brown, Dan Chameroy",,257,,3.1
Walk a Mile in My Pradas,87,    A magic Christmas ornament turns two men's lives upside down when homophobic Tony starts preferring men two weeks before his wedding and his gay co-worker Steve finds himself blossoming into a ladies' man.,2011,Comedy            ,"Nathaniel Marston, Tom Archdeacon, Tom Arnold, Mike Starr",Joey Sylvester,340,,4.6
Outside Bet,101,    A group of friends buy a racehorse to safeguard them in the event that they lose their jobs amidst the turbulence in 1980s Britain.,2012,Comedy            ,"Jenny Agutter, Emily Atack, Vincent Regan, Bob Hoskins",Sacha Bennett,275,,4.8
Lego the Lord of the Rings: The Video Game,0,"    Frodo Baggins, a hobbit from the Shire, must destroy the all powerful ring in the fires of mount doom before Suaron can lay hold upon it and gain control over all of Middle-Earth.",2012,"Action, Adventure, Comedy            ","Sean Astin, John Bach, Sean Bean, Cate Blanchett","James McLoughlin, Dan McCreadie",855,,8.2
Bad People,80,"    A sketch comedy on the underbelly subject of corrupt society involving sex, violence, internet dating and politics.",2016,Comedy            ,"Bear Badeaux, Ken Bahn, Maria Falgione, Jason Faunt",Alex Petrovitch,158,,3.9
The One Ronnie,48,"    A comedy sketch show and spiritual successor to The Two Ronnies (1971), in celebration of Ronnie Corbett's 80th birthday.",2010,Comedy            ,"Ronnie Corbett, Lionel Blair, Rob Brydon, Charlotte Church",Geoff Posner,81,,6.5
A Zombie Christmas,13,"    Christmas is a time for family, happiness, giving, and - Zombies? A rough and tough family and a mall Santa team up as they try to survive the impending zombie apocalypse during the holidays.",2017,"Short, Comedy, Horror            ","Christmas is a time for family, happiness, giving, and - Zombies? A rough and tough family and a mall Santa team up as they try to survive the impending zombie apocalypse during the holidays.",,0,,0
Always Woodstock,97,"    When Neurotic, struggling songwriter, Catherine Brown's life in New York City falls apart, she is forced to confront her past when she spends the summer at her childhood home in Woodstock, ...                See full summary »",2014,"Comedy, Music, Romance            ","Allison Miller, James Wolk, Rumer Willis, Jason Ritter",Rita Merson,668,,5.3
In a Relationship,20,"    In a Relationship is a spirited yet achingly tender look at modern love. Shot mockumentary style, this short film follows two young couples in opposite stages of romance: Matt and Willa, ...                See full summary »",2015,"Short, Comedy, Drama            ","Nicholas Braun, Peter Gallagher, Dakota Johnson, Isabelle McNally",Sam Boyd,214,,6.6
Sammy J & Randy in Ricketts Lane,0,"    A musical comedy about two mismatched housemates from the acclaimed comedic duo, Sammy J - a human - and Randy - a purple puppet.",2015,Comedy            ,"Sammy J, Heath McIvor, Georgia Chara, Nathan Lovejoy",,151,,8.2
Play Dead,18,"    A zombie apocalypse unites a ragtag pack of dogs in the ruined streets of Miami. Immune to the epidemic, they must stick together to survive in the midst of ferocious undead and human survivors. Sit. Stay. Play dead.",2011,"Short, Adventure, Comedy            ","Heather Ashley Chase, Andrew Jeffrey Brown, Eric Anderson, Chuck Aurin","Andres Meza-Valdes, Diego Meza-Valdes",110,,6.7
Pablo,0,    An autistic boy called Pablo draws animal friends to help him get through the challenges of daily life.,2020,"Animation, Comedy, Family            ","Jake Williamson, Rachael Dickson, Sumita Majumdar, Scott Mulligan",,21,,6.9
Tarnation,90,"    When Oscar is fired, and her boyfriend walks out (taking the cat), she heads to a remote cabin in the woods outside a ghost town called TARNATION. Here she plans to reflect on her life ...                See full summary »",2017,"Comedy, Horror            ","Emma-Louise Wilson, Joshua Diaz, Sarah Howett, Daisy Masterman",Daniel Armstrong,243,,3.4
Barely Speaking with Arnub,0,"    From the makers of tvf pitchers, a super funny debate show which reflects a funny and crazier version of indian politics, bollywood and the society.",2014,"Comedy, News, Talk-Show            ","Biswapati Sarkar, Pareeniti Chopra, Shah Rukh Khan, Ranveer Singh",,1126,,8.5
Another Night of the Living Dead,85,"    Director Alan Smithee takes us on an irreverent (and unauthorized) romp through George A. Romero's classic Night of the Living Dead, the film that spawned the modern zombie craze and a thousand ""of the living dead"" remakes and rip-offs.",2011,Comedy            ,"Stu Dodge, Samantha Falk, Karl Hardman, Stephanie Hovers",Alan Smithee,68,,3.4
Theo Von: No Offense,67,"    Southern comedian Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more.",2016,"Documentary, Comedy            ",Star:Theo Von,John Asher,608,,5.6
The Missing Link,96,"    A movie about a Gay Caveman... When an unexpected outsider arrives in their camp, a microcosmic group of cave men and women find their world turned upside down by this mysterious stranger's...                See full summary »",2018,Comedy            ,"Tiffany Collie, Anna Curtis, Allen English, Hilary Novelle Hahn",Markus Innocenti,49,,4.1
Rock Jocks,91,    A group of dysfunctional government employees find themselves responsible for shooting down asteroids that are headed for earth.,2012,"Comedy, Sci-Fi            ","Andrew Bowen, Felicia Day, Justin Chon, Gerry Bednob",Paul V. Seetachitt,465,,5.3
Jim Jefferies: Freedumb,86,"    Jim Jefferies talks about family life and challenges the idea of American freedom live on stage in Nashville, Tennessee.",2016,"Documentary, Comedy            ",Star:Jim Jefferies,Ryan Polito,4278,,7.7
Me,104,"    A down and out actress secretly sells a reality show about her friend, a delusional eccentric, a once famous creator of reality shows, who now believe that his entire life is being filmed ...                See full summary »",2014,Comedy            ,"Steve Agee, Allison Byrnes, Michael Des Barres, Gina Gershon",Jefery Levy,35,,5.4
Jasper,75,    A private detective takes on one final case before retirement.,2011,"Action, Comedy, Romance            ","Nathan Hill, Sandy Greenwood, Catherine Mack, Stewart Marshall",Nathan Hill,40,,4.4
Star Wars: Return of the Empire,7,"    A Star Wars parody which spoofs various scenes from the Star Wars movies IV, V and VI.",2013,"Short, Action, Comedy            ","Ed Bassmaster, Shay Carl, Timothy DeLaGhetto, Alex Farnham",Sam Macaroni,24,,7.8
Bed & Breakfast: Love is a Happy Accident,89,"    This is a romantic comedy about a saleswoman from a large department store in Rio, who discovers she has inherited property in the wine country of California. She could never expect what ...                See full summary »",2010,"Comedy, Romance            ","Dean Cain, Juliana Paes, Bill Engvall, Julian Stone",Marcio Garcia,854,,5.0
The M Word,117,"    When hotshot New York TV exec Charlie Moon is brought in to assess a struggling local station, children's show host Moxie Landon pitches him a documentary about menopause featuring her mother.",2014,"Comedy, Drama            ","Tanna Frederick, Michael Imperioli, Corey Feldman, Frances Fisher",Henry Jaglom,42,,6.4
Un nemico che ti vuole bene,97,"    A professor saves the life of an injured hit man who, in return, promises to find and kill an enemy of his. Although the professor says not to have any enemy the killer goes for his mission and turns the professor's square life into chaos.",2018,"Comedy, Crime            ","Diego Abatantuono, Antonio Folletto, Mirko Trovato, Sandra Milo",Denis Rabaglia,208,,6.2
Hermia & Helena,87,"    Hermia & Helena is a film of dead ends and new beginnings, navigating different hemispheres and languages with amorous detours, where the written words of Shakespeare clash with the entanglements of modern, digital life.",2016,"Comedy, Drama            ","Agustina Muñoz, María Villar, Mati Diop, Keith Poulson",Matías Piñeiro,348,$0.04M,5.8
Terror Nullius,54,    A political revenge fable which offers an un-writing of Australian national mythology.,2018,"Adventure, Comedy, Fantasy            ","Tony Abbott, Angry Anderson, Tom Burlinson, Stephen Curry",Soda_Jerk,36,,7.9
Comic 8: Casino Kings - Part 2,0,"    The eight secret agents (Arie Kriting, Babe Cabiita, Bintang Bete, Ernest Prakasa, Fico Fachriza, Ge Pamungkas, Kemal Palevi, Mongol) who adopted the code name COMIC 8 are back in ...                See full summary »",2016,"Action, Comedy            ","Hannah Al Rashid, Donny Alamsyah, Ence Bagus, Babe Cabita",Anggy Umbara,283,,6.3
Lucky Stiff,78,    A bachelor travels to Monte Carlo to claim an inheritance from his late rich uncle.,2014,"Comedy, Musical            ","Dominic Marsh, Nikki M. James, Pamela Shaw, Jason Alexander",Christopher Ashley,124,,5.2
Puppy!,4,"    A minion finds a little lost alien, and he cares for it.",2013,"Animation, Short, Comedy            ","Pierre Coffin, Steve Carell","Yarrow Cheney, Bruno Dequier",1218,,7.5
Unibomber,9,"    We've all been there. The feeling inside where you feel like you have to go to the bathroom but at the same time, don't. Our lead has experience with that, and after his coworker introduces...                See full summary »",2010,"Short, Comedy, Family            ","We've all been there. The feeling inside where you feel like you have to go to the bathroom but at the same time, don't. Our lead has experience with that, and after his coworker introduces...                See full summary »",,0,,0
Hua li shang ban zu,119,"    A musical set mainly in a corporate high-rise. Two assistants, Lee Xiang and Kat, start new jobs at the financial firm Jones & Sunn. Lee Xiang is an earnest young man who naively enters the...                See full summary »",2015,"Comedy, Musical, Romance            ","Sylvia Chang, Yun-Fat Chow, Eason Chan, Wei Tang",Johnnie To,757,,6.1
The 5th Quarter,0,    Mockumentary series chronicling the greatest untold and untrue stories in sports history.,2016,Comedy            ,"Kenny Mayne, Jake Green, Jim Ross, Mark Cuban",,12,,6.3
My Little Pony Equestria Girls: Rollercoaster of Friendship,0,    Rarity's friendship with Applejack is tested when Vignette Valencia hires her as her new designer for a theme park parade.,2018,"Animation, Comedy, Drama            ","Ashleigh Ball, Andrea Libman, Rebecca Shoichet, Tabitha St. Germain","Ishi Rudell, Katrina Hadley",194,,6.3
Sleep Away,79,"    Sleep Away (2018) follows a boy, Cameron (Joel Braunstein) through unexpected. . . adventures, after Mom (Naomi Grossman) ships him off to Summer Camp - for his ""1st Time"". Overwhelmed and homesick he juggles a new crush, no friends, extremely close quarters, and the lovable hyperactive child, Davy (Ari Dacy), who has an annoying habit of smearing things on Cameron's face.",2018,"Comedy, Drama, Family            ","Sleep Away (2018) follows a boy, Cameron (Joel Braunstein) through unexpected. . . adventures, after Mom (Naomi Grossman) ships him off to Summer Camp - for his ""1st Time"". Overwhelmed and homesick he juggles a new crush, no friends, extremely close quarters, and the lovable hyperactive child, Davy (Ari Dacy), who has an annoying habit of smearing things on Cameron's face.",,0,,0
Micky Flanagan Thinking Aloud,44,    Micky Flanagan bids to declutter his mind of the big questions that keep us all up at night.,2017,"Documentary, Comedy            ","Micky Flanagan, Julie Bindel, Eddie 'The Eagle' Edwards, Toby Mayer",,30,,7.6
Wacky Races,0,"    Hanna-Barbera's Wacky Races is brought to life in a mad, frantic race through the city streets. Anything can happen between the start and finish line, but one thing you can be sure of, Dick Dastardly won't be playing fair.",2013,"Short, Comedy            ","Domenico Clores, Porter Flynn, Gary Reimer, Andy Power-Tate",Antoine Bardou-Jacquet,22,,8.0
Daddy Long Legs,12,    Career criminal Chris delivers his belated coming of age epiphany story in an intimate behind the scenes confessional.,2013,"Short, Comedy, Drama            ",Career criminal Chris delivers his belated coming of age epiphany story in an intimate behind the scenes confessional.,,0,,0
Laid,0,"    Startled to realize that her former lovers are dying in unusual ways, a market researcher tries to unravel the cause and save her remaining exes.",2011,Comedy            ,"Alison Bell, Celia Pacquola, Toby Truslove, Graeme Blundell",,489,,7.4
28 Years Later,2,Add a Plot,2011,"Short, Comedy            ","Sarah Dyas, Francesca Fowler, Danny Shayler",Duncan Roe,37,,6.1
AwesomenessTV,30,"    Funny skits and more. Based on the hit YouTube channel ""AwesomenessTV"".",2013,Comedy            ,"Isaiah Fredericks, Josiah Fredericks, Lia Marie Johnson, Lainey Lipson",,318,,2.3
Backpackers,0,"    In an attempt to get over a serious case of cold feet, Backpackers finds recently engaged Ryan (Noah Reid, Titanic) and Beth (Meghan Heffern, Almost Heroes) embarking on separate European ...                See full summary »",2013,Comedy            ,"Noah Reid, Dillon Casey, Nils Hognestad, Meghan Heffern",,292,,3.4
Clusterf*ck,0,"    Clusterf*ck is the sexy, funny, heartfelt and always entertaining story of a group of friends in their mid-twenties who drink too much, make mistakes, hurt each other, hurt themselves and ...                See full summary »",2017,Comedy            ,"Tommie-Amber Pirie, Kjartan Hewitt, Glenda MacInnis, Andy McQueen",Mazi Khalighi,21,,5.5
Temporary,0,"    Childhood BFFs Sam and Lexi are stuck in a rut and trying to figure out what to do with the rest of their lives. And to make matters worse, their parents have cut them off. The solution? ...                See full summary »",2017,Comedy            ,"Cyrina Fiallo, Chrissie Fit, Anika C. McFall, Utkarsh Ambudkar",,9,,7.7
A Stand Up Guy,90,    A low-level mobster takes a stab at stand-up comedy while in the Witness Protection Program.,2016,Comedy            ,"Danny A. Abeckaser, Annie Heise, Nick Cordero, Luke Robertson",Mike Young,417,,4.7
She and I,100,"    From Adversaries to friends. Two women discover that their shared fury, passion and determination is the catalyst that can lead them on a journey towards self discovery and ultimately... success!",2015,Comedy            ,"Lydia Green, Leslie Gail, Darko Ostojic, Jessica Marshall-Gardiner",Lydia Green,9,,6.6
The Stream,82,"    A long time ago... in the summer of 1981, a tragedy of epic proportions (a broken plastic bat) sends five friends on an epic adventure to the mall. All they have to do is follow The Stream and back.",2013,"Adventure, Comedy, Family            ","Mario Lopez, Christopher Gorham, Kelly Rutherford, Rainn Wilson",Estlin Feigley,95,,5.9
The Obama Effect,85,"    A serious health scare ignites John Thomas, an insurance salesman in his 50s, to take a closer look at his life. Motivated by a misguided obsession with getting Barack Obama elected, John ...                See full summary »",2012,"Comedy, Drama            ","Charles S. Dutton, Katt Williams, Vanessa Bell Calloway, Toneey Acevedo",Charles S. Dutton,381,$0.11M,1.8
