title,runtime,des,date,genre,cast,director,vote,gross,rating
In the Paint,7,"    Before entering the NBA Draft, Kollin must make a life-changing decision that could direct the future of his professional career.",2017,"Short, Drama, Romance            ","Arjenise Ferreiras, Micah Giovanni, Tim Wardell",Ashton Pina,31,,6.3
Sperm,12,"    Liz will do anything to get pregnant when her gay best friend bails the morning of her ovulation. Her day starts to look up when Guido, a neurotic-stalker-baby-lover, breaks into her flat.",2012,"Short, Comedy, Drama            ","Christine Renard, Mario Demetriou, Henry Blake, Giles Foreman",Nicola Quilter,0,,0.0
June Weddings Preview Special,0,Add a Plot,2018,Romance            ,"Pascale Hutton, Kavan Smith",Leon Knoles,0,,0.0
The Strength Within You: Love Wins,3,    A teenager discovering his sexuality and confusion in his head is nothing in comparison to his father's moral rules. He just need to get out of the oppression of his house and his mind.,2017,"Short, Drama, Family            ","Josh Castille, Bob Hiltermann, Amanda McDonough, James T. McGowan",Dickie Hearts,0,,0.0
Strange Magic,0,    An awkward young man asks the love of his life on a date using magic.,2018,"Short, Comedy, Romance            ","Tanxuan Shi, Huang Yujun",Elizabeth Ann Stewart,0,,0.0
Blackfunk,61,"    Blackfunk is a provocative urban tale of love, anger and pain. It is sensuous, yet daring and raw-filled with colorful characters and realistic issues.",2017,"Drama, Romance            ","Jayson Wesley, Daniel Kirby, Faiven Feshazion, Roxanne Lee",Michael Presley Grimes,0,,0.0
Lux-Me,0,Add a Plot,2018,Romance            ,"Praneet Akilla, Brigitte Drescher, Daman Beatty, Rami Kahlon",,0,,0.0
Red Rose Chronicle,23,    Japanese guy Rick who just wants to have friends in New York City makes one couple's relationship worse.,2016,"Short, Comedy, Drama            ","Peter Coutavas, Jo Ichion, Norihiro Maruta, Fernanda Perfeito",Ted Sharks,0,,0.0
Random Strangers,25,Add a Plot,2011,"Short, Romance            ","Samy Challah, Inés Efron",Alexis Dos Santos,50,,6.5
Cargols!,17,"Three friends are partying in a park when, suddenly, Joey sees his first girlfriend, Eva. Joey decides to go talk to her, and when he finally tells her that he's still in love with her, the typical stupid boyfriend and a King-Kong-size snail appear to ruin his night. This short film is about everything Joey will have to do to get the love of his life back.",2011,"Short, Action, Romance            ","Marc Ayala, Guillermo A. Chaia, Mireia Figueras, George Goode",Geoffrey Cowper,51,,7.8
The CO-OP,27,"    Reborn with new life, a passionate woman builds intimate relationships with several residents in the same co-operative building. Her presence guides them with faith and determination as they struggle with choices and consequences.",2011,"Short, Drama, Family            ","Nazanin Homa, Frank Zandi, Dean Alai, Jen Araki",Nazanin Homa,8,,8.8
The Dream Salesman,10,"    In a world where dreams can be bought and sold, James wants to have the woman across the room.",2011,"Short, Fantasy, Mystery            ","Anais Alvarado, Paul Davidson, Adam Eljadi, Jonathan Leinmuller",Bob Denham,0,,0.0
Queen Mary of Scots: From Beginning to End,63,"A complete, fact based story of Queen Mary. How she lost her first love and blamed for her second husband's death. She was raped by her 3rd husband and then forced to abdicate to her one year old son. How she was imprisoned unfairly for 18 years before Queen Elizabeth took her life. Finalist at Red Corner Film Festival and nominated by Independent Horror Movie Award.",2017,"Biography, Drama, Romance            ","Sam Burtenshaw, Rocky Clark, Steffan Griggs, Morgan Krueger",Shihyun Wang,0,,0.0
Last Days,16,"Set against the paradisaical backdrop of Guadeloupe, Last Days explores the beauty and pathos of a dying relationship and the terrible insidiousness of depression as told through the fragmented memories and haunting musings of a woman as she remembers and replays the last holiday she ever took with her boyfriend, a holiday that would prove more defining than either of them could ever have predicted.",2014,"Short, Drama, Romance            ","Gary Carr, Malinda Kaur, Yusra Warsama",Jo Smyth,0,,0.0
The American Oz,116,A mysterious character who may or not be named Frank Thompson is kidnapped by two crazy and corrupted Floridian sisters in Disneyworld. An F.B.I. agent friend is then hired by a lady friend of Frank's to find him. It's 2015 and America is within their downward spiral leading up to their unreal election of 2016.,2017,"Comedy, Crime, Drama            ","Nora Bradley, Nathan Bragg, Nathan Bragg, Mia Burke",Jordan Richards,0,,0.0
Fingernails,15,    The trials and tribulations of on-line dating as experienced by a man with obsessive compulsive disorder.,2013,"Short, Comedy, Drama            ","Sylvia Grace Crim, Robert J. Gilchrist, Tenea Intriago, Kelly Murtagh",Robert J. Gilchrist,12,,4.6
Letting Go,10,"    After discovering a secret that her boyfriend has been keeping from her, Melody has to decide whether to keep holding on to the relationship or if she has the strength to let go.",2016,"Short, Drama, Romance            ","Christina July Kim, Diogo Hausen, Kelly Meyrath, Alvin Yu",Christina July Kim,0,,0.0
Cold Blue Eternal,100,"    A love triangle ends and a murder investigation begins when Brennon seeks to prove his innocence when charged with murdering his two best friends, his former lover and her husband.",2011,"Crime, Drama, Romance            ","Todd Pate, Vicky Pezza, Kevin O'Heron, Arnold A. Sidney Jr.",Ian J. Keeney,11,,5.6
Emmott & Rowland,15,    Rowland and Emmott were sweethearts and their story is a sad and romantic tragedy which has captured the imaginations of people who read about it.,2017,"Short, Drama, Romance            ","Edward Darling, Grace Day",Aneel Ahmad,0,,0.0
Loss and Recoup,8,"    A young man tries to get back with his ex girlfriend, all while unknowingly falling in love with another girl.",2016,"Short, Comedy, Drama            ","Alex Easson, Madison Daniels, Abbey Windover, Ethan Breinholt",Ethan Breinholt,0,,0.0
Diamond on Vinyl,95,"Henry's fiancee Beth kicks him out after discovering his audio recordings of their intimate life and his confession that he may no longer love her. After Beth confides in Charlie, a compassionate stranger, Charlie entangles herself in the couple's lives by helping Henry rehearse the perfect sequence of words that will regain Beth's trust. Charlie and Henry's recordings of imagined conversations become a game where intimacy and identity may be real or imagined.",2013,"Crime, Drama, Mystery            ","Brian McGuire, Sonja Kinski, Nina Millin, Jeff Doucette",J.R. Hughto,83,,6.6
Girl Knight,12,    A short film about falling in love and learning to let your guard down.,2016,"Short, Comedy, Drama            ","Charles Bracy, Ellen Dubin, Simon Lees, Darla Lewis",Deborah Attoinese,0,,0.0
The Distance Between,10,    Two roommates who are secretly in love with each other go through their morning routines while planning a 'spontaneous' encounter with each other.,2012,"Short, Romance            ","Amber Stevens West, Andrew J. West",Emily Ting,57,,7.5
Run,15,"    Troubled with their own circumstances, Adam and Lily run away from their lives. The one thing they hadn't expected was finding each other.",2014,"Short, Comedy, Drama            ","Marli Siu, Jacob Ward, Riley Jones, Rod Glenn",Jordan Barrett,0,,0.0
Meri Jaan,0,Add a Plot,2015,Romance            ,"Babar Ali, Javed Sheikh",,15,,1.6
Giorgio Bush and the B-people,84,"    In the Fall of 2006, Giorgio Frilli abandons Italy, in his mind run by the leftists and Berlusconi haters, to relocate to New York, where, he thinks, people love their president Bush.",2015,"Comedy, Romance            ","Chuck Nice, Tamar Kummel, John Thompson Jr., Ben Prayz",Paolo Frassanito,0,,0.0
Big & Rich: Gravity Long Form Project,0,Add a Plot,2015,"Drama, Music, Romance            ","Eric Callero, Ryan Johns, Big Kenny, John Rich",Trey Fanjoy,0,,0.0
Odessa,15,"    Mission specialist Shannon Wendell spends one last night in New York City with a stranger before she embarks on a 135 year long journey to the distant planet of Gliese 581g, or Odessa.",2013,"Short, Drama, Romance            ","Ken Fuller, Judy Maier, Madalyn McKay, Robert W Smith",Cidney Hue,20,,7.3
Departure,86,"    Sam, an emotionally distressed and mentally fragmented man, must decided whether or not to stay with his unfaithful girlfriend as he waits for a flight to see her.",2016,"Drama, Romance            ","Diana Sanchez, Joshua Cobb, Jake Zani, Keith LaFountaine",Keith LaFountaine,0,,0.0
Vehemence,125,    A guy starts seeing the new office temp who is also the object of affection of her psychotic friend. The psycho embarks on terror campaign with dreadful consequences for the couple and the people closest to them.,2010,"Drama, Romance, Thriller            ","Sebastian Street, Tanya Duff, Stephen Tallett, Stuart Packer",Meshack Enahoro,10,,5.2
#intimacy,19,"Five couples battle with social norms and distractions that are common among the millennial dating generation, struggling to find intimacy within their present relationships. The common desire to be loved is portrayed uniquely in each story.",2016,"Short, Drama, Romance            ","Abbey Dutton, Robin Gadsby, Alissa Hansen, Stephanie Hunt","Abbey Dutton, Alissa Hansen, Kaitlyn McCready, Alexandra Voicu, Starlise Waschuk, Starlise Waschuk",0,,0.0
"Pass the Salt, Please",13,Dinner. A glass of wine. Stimulating conversation. What better way to wind down the day? A couples dinner repartee quickly morphs into a scene ripped straight from the script of an adult film. Who wins this battle of the sexes is anyones guess.,2011,"Short, Comedy, Romance            ","Seymour Cassel, Fionnula Flanagan",Tatjana Najdanovic,32,,8.3
Anamnesis: The Memory,10,"    Prisoner in his own mind, a young man struggles to relive a memory but instead finds himself in a depression and on the brink of insanity.",2015,"Short, Drama, Mystery            ","Ben Hoffman, Emily Killian",Brandon Azoo,0,,0.0
Runways & BunkBeds,84,    In the International Modeling World...there's a thin line between comedy and reality.,2010,"Comedy, Drama, Romance            ","Axel Harney, Monica Percich, Luke Richmond, David G.B. Brown",Axel Harney,5,,7.6
More Than Only,107,"    A young gay man finds how to love himself and accept love from another, despite the disapproval of his father.",2017,"Comedy, Romance            ","Jonathan Daniel Miles, Bjorn Anderson, Riley Irvine, Annabeth Kerr",Michelle Leigh,0,,0.0
My Sweet Next Day,0,"    Josh Gibson is about to marry the girl of his dreams, but his reality gets twisted as he wakes up 5 years in the past. Only he knows what the future holds and must enlist the support of his friends to help him create his future now.",2018,"Drama, Romance            ","Michiel Allen, Calvin Bess, Jordan Carter, Alton Claude",Alton Claude,0,,0.0
6 Hearts 1 Beat,90,    A man falls in love with a mother of four children and faces the challenge of loving her in spite of the opinions of those around him.,2013,"Family, Romance            ","Jae Boddie, Ayesha Chaney, Tray Chaney, Jasmine Council","Frank E. Jackson Jr., Charlotte Yakovleff, Chaka Balamani",0,,0.0
Fall Into Me,0,Add a Plot,2016,Romance            ,"Nikki McCauley, Francesco Bauco, Hannah Barefoot, Marem Hassler",,0,,0.0
Sagittarius,17,    A group of friends initiate a bet that their last standing bachelor can't hook up with a girl from every zodiac sign.,2015,"Short, Comedy, Drama            ",Rahne Keith,,0,,0.0
Two of Hearts,7,    A couple surprise their 25th wedding anniversary guests.,2011,"Short, Romance            ","Dave Hobbs, Frances Mitchell, Diane Sokolowich, David B. Meadows","Nick Raimondi, Ernie Smith",0,,0.0
Pretty Good Friends,77,    A girl moves back to her home city and struggles to maintain an old friendship whilst a new & exciting one emerges.,2015,"Comedy, Drama, Romance            ","Nathan Barillaro, Rain Fuller, Glenn Luck, Jenni Townsend",Sophia Townsend,15,,7.7
Broad Strokes,14,"    Two gay, platonic friends, who are both struggling to find their significant others, contemplate getting married and raising a family with each other instead.",2016,"Short, Comedy, Drama            ","Aurelio De Anda, Richie DeBiase, Fed Erico, Alexis Figueroa",Phillip Vernon,0,,0.0
Alberto Goes to Rio,28,"'Alberto Goes to Rio' is a surreal randez-vous of tragedy and comedy, the story of Alberto, an aging corporate employee, who lives alone in the gloomy housing estate in East London and dreams about returning home to his beloved Rio de Janeiro. During a one solitary night in his room, Alberto immerses himself into the abyss of his vivid imagination and desires...",2014,"Short, Comedy, Drama            ","Marco Aponte, Gladys Cavalcante, Edwin De La Renta, Karol Grymuza",Lukasz Machowski,0,,0.0
A Sad State of Affairs,97,"    A wandering neo-vaudvillian becomes smitten with his motel neighbor, a slightly stubborn young woman who is on her way to the state capitol with a unique agenda.",2013,"Comedy, Musical, Romance            ","Darren Gresham, Carla Laemmle, Laura Morton, Jeremy Trager",Matthew A. Lanoue,5,,7.8
Baby Daddy,0,"    A high flying career woman is distraught when her long term boyfriend tells her that he is not ready for children and so decides to secure a baby daddy by any means necessary, however she is unprepared when the unexpected happens.",2017,Romance            ,"Tana Adelana, Alexx Ekubo, Emem Ufot",Akin-Tijani Balogun,0,,0.0
The Mister,10,"    Two teens are at odds when they find out they are dating the same guy. They band together to get revenge on the cheater, but develop feelings for each other in process.",2017,"Short, Comedy, Drama            ","Alex Aponte, Blake McClure, Tristan Rollet, Melanie Hernandez",Joseph Garrigan,0,,0.0
Time Jumper,4,"    A comedy short film about lovers who try to fix their past mistakes, only to find themselves reliving them over and over again. Starring Jennifer Francis and Erik Voss. Written by Erik Voss. Directed by Ryan Moulton.",2014,"Short, Comedy, Romance            ",Erik Voss,Ryan Moulton,0,,0.0
Hrid Majharey: Live in My Heart!,122,"    An affair that begins one rainy evening on a lonely Calcutta street. And ends on yet another rainy evening in the Andaman Islands. A journey dotted by love, jealousy and destiny, it is loosely inspired by the works of William Shakespeare.",2014,Romance            ,"Barun Chanda, Abir Chatterjee, Prasun Chatterjee, Tamal Ray Chowdhury",Ranjan Ghosh,183,,6.7
Blast from the Past,5,"While unenthusiastically waiting for a ""date' with an estranged friend from high school, Sandy plucks up the courage to make small talk with a tall, dark and handsome stranger. But will the stranger's secret derail her date and her chances with this mysterious dream man in one fell swoop?",2015,"Short, Comedy, Romance            ","Adam Blake, Anna Sambrooks, Kyrell Williams",Steven Huffaker,0,,0.0
Stargazer,24,"    Introverted call centre operator Alice bonds with her new co-worker, Sam, over her passion for amateur astronomy.",2014,"Short, Comedy, Romance            ","Sammy Broly, James Cranna, Alexandra Webb",Ben Wicks,0,,0.0
The Man with No Name,13,"The story of Jimmy, a Moped-riding contemporary Cowboy. In order to impress his dream girl he tries to stage a movie premiere - including a special appearance by Clint Eastwood - at his little Cinema in East London. While numerous friends help out to create the illusion, and the neighborhood buzzing at the prospect of a visit from a bona fide screen legend, Jimmy realizes too late that the monster he has created is already out of his control. But to his surprise things in the cinema turn out much better than anybody could expect.",2010,"Short, Comedy, Romance            ","Alistair Findlay, Andi Jashy, Adam Loxley, Mariya Mizuno",Nikolaj Belzer,5,,7.0
The Yakuza and the Mermaid,100,    When your imagination won't leave you alone.,2012,"Fantasy, Romance            ","Peter Hertsgaard, Georgiana Avram, Takumi Mitobe, Ikuko Ikari",Chris Benker,7,,7.1
Banana Pancakes,17,"When a sports fanatic chooses his love of sports over marriage, he must come up with the perfect play to win his wife back before time runs out and loses her forever. Banana Pancakes is a comedic short film about the tough decisions we must make for the ones we love. It's sex, romance and a dash of sports all wrapped in one, leaving your palette cleansed and hungry for more.",2014,"Short, Comedy, Romance            ","Laura Atwood, Lisa Black, Johnny Colon, Valerie Gorman",Jon Santiago,0,,0.0
Sweethearts,6,    A failing couple finds love after all.,2012,"Short, Comedy, Romance            ","Stephanie Domini, Dina Cataldi, Jared Blake DiCroce, Brian Roland","Mauricio Alexander, Leyla Rosario",0,,0.0
I Miss Me,112,"    After a nearly fatal accident, Calvin's 'perfect' world crumbles and he is forced to confront his demons.",2015,"Drama, Romance            ","Brock Roberts, Ashley Bauman, Andra Harkins, Randy Manning",Chelsea Zotta,0,,0.0
Farewell Hotel,15,    Avery and Theo exact their plans to fake a tropical vacation in the hopes of finalizing their separation in a quiet hotel on the city's edge.,2014,"Short, Comedy, Drama            ","Pamela Palsat, Robert David Duncan, Dale Edwards, Lucy Jeffrey",Mackenzie Warner,0,,0.0
Blind Date,7,    Two romantics spend an unexpected night together in New York City and find a new meaning to the term 'blind date'.,2016,"Short, Comedy, Romance            ","Adrienne Lovette, Ella Jane New",Adrienne Lovette,5,,9.0
How to Make Movies at Home,94,    Your new favorite movie is the one you're about to make.,2012,"Comedy, Drama, Romance            ","Joe Foster, Oded Gross, Elizabeth Lardie, Erik Moody",Morgan Nichols,23,,8.6
Paperboy,30,"    The story of a paperboy and a girl on his paper rout, who are trying to meet face to face for the first time.",2010,"Short, Drama, Family            ","Olivia Waldriff, Logan Grove, Marisilda Garcia, Leif Gantvoort",Mark LaFleur,9,,6.0
No Real Than You Are,20,"    Through an exploration of one teenage OxyContin addict's life, this narrative short examines how the modern day opiate epidemic relates to Florida's dark history.",2014,"Short, Drama, Romance            ","Audrey Scherer, Sam North, Steve McAllister, Jamie Day",Vincent Dale,12,,8.2
Sequence,0,    A glimpse into the intersecting lives of three couples.,2016,"Short, Drama, Romance            ","Samantha Frank, Elizabeth Lestina, Elvis Clark, Chase Baker",Madeline Packard,0,,0.0
Jimmy,13,"    On her first night in Hollywood, Rachel (Katie Stevens) discovers that dreamers are never truly gone.",2015,"Short, Drama, Romance            ","Louis Hunter, Pati Lauren, Molly McCook, Jarrett Sleeper",Robert Adamson,0,,0.0
Written on Your Face,23,"When a college senior ignores the affections of his closest friend and chases after a distant crush instead, his quirky roommates intervene. Continental philosophers, medieval knights and animal behaviorists come together in this romantic dramedy about the difficult of confronting emotions.",2013,"Short, Comedy, Drama            ","Miles Bonsignore, Emily Frachtling, Aiden Dale, Mitchell Metz","Rory Bradley, Liz Levitt-Bradley",0,,0.0
Consideration,71,"With two part-time jobs barely providing enough to keep up with her law school debt, Jessica finds her solution on a 'sugar daddy' dating site. But what was supposed to be a stop-gap until she finds a law job becomes complicated when she falls for someone her age yet begins to develop empathy for her wealthy benefactor.",2014,"Drama, Romance            ","Claire Richards, Mark Boyd, Philip Maxwell, Erika Hoveland",V. Prasad,11,,2.2
The Destroyer,32,    High school student Alex becomes an outcast when a rumor gets out that she hooked up with the popular guy in school. She begins to unravel when he returns to town during winter break after a semester in college.,2013,"Short, Drama, Romance            ","Robin K. Johnson, Christopher Hopkins, Cory M. Grant, Chris Castle",Robin K. Johnson,0,,0.0
Carriages,11,"    An unlucky-in-love young man tries to win the heart of the girl of his dreams during his daily train commute, only to find himself in awkward and embarrassing situations in his attempts.",2012,"Short, Comedy, Romance            ","Jonathan Dudley, Alishia Southall, Myke Cotton, Georgie Javins",Adam Palmer,11,,7.5
The Watch,4,"    Two ex-lovers meet. She doesn't wear the watch he gave her anymore, and says it has stopped working. Once at home, he wonders when that watch stopped.",2012,"Short, Romance            ","Maria Korchagina, Nicholas Maccarone",Marco Coppola,0,,0.0
Brutal Affairs,19,"    An actor is paid by a tenacious woman to act as her boyfriend at her boss' retirement party, however his actual girlfriend's presence at the event complicates the plan.",2017,"Short, Comedy, Drama            ","Gladys Bautista, Janna Bossier, Christopher Callen, Justin Figueroa",Matt Somogyi,0,,0.0
Going Commando,20,    It's last orders in the bar and our 5 heroes form a battle plan to win the hearts of the girls at the table opposite. Watch them all going over the top in this comedy-war drama.,2011,"Short, Comedy, Romance            ","Michael J. Ansley, Stephen Brocklehurst, Ursula Campbell, Nancy Cunningham",Mike D'Rews,0,,0.0
When She Went Away,25,"    A young writer, Baydon, returns to the spot where he met and lost the love of his life, a mysterious girl named Mia.",2015,"Short, Drama, Romance            ","Jordan Tofalo, Ara Woland, Kelly Chick, CJ Haley",Justin Katz,0,,0.0
June,25,"    A young widower, Leon, begins to take solace in a model skeleton owned by his recently-deceased wife, June.",2017,"Short, Drama, Horror            ","Owen Barton, Oisin De Lange, Dylan McDonough, Daniel Mahony",Andrew Holohan,0,,0.0
Jumpcut,8,Add a Plot,2012,"Short, Drama, Romance            ","DutchDame, Bob RopeMarks",Saskia Quax,14,,7.9
Happily Ever After,12,"Text: Happily Ever After is a romantic comedy about hopeless romantic, ANNIE. In a quest to not end up like her parents, miserably together, Annie puts her dates to the test when things start to get serious. If she and her date can recreate movie magic, Annie knows they'll live ""Happily Ever After,"" just like Harry and Sally. But can she really fake true love?",2015,"Short, Comedy, Romance            ","Matthew Atkinson, Jeff Pierre, Angela Sprinkle, Patrick Cavanaugh",Carsten Kurpanek,0,,0.0
"Bucuresti, te iubesc!",33,    Just another love story in a city.,2014,"Short, Romance            ","Kira Hagi, Rares Andrici, Ioana Abur, Filip Ristovski",Mircea Ghinescu,14,,6.9
Stranded in Existence,48,"    An alienated college student's last hope for living is to win the heart of the woman he loves, or else... ""Stranded in Existence"". The fight against depression begins. Out of despair, seek hope.",2013,"Drama, Romance            ","Dominique Williams, Jasmine Hughes, Steve Nichols, Duncan Bravo","Adekola Popoola, Kola Popoola",0,,0.0
Carry a Couch,9,"Carry a Couch is a short surrealist love story, a metaphorical reflection on what we carry along with us. It is a film about how to carry a couch with your loved. There is a lot of things in life we need to carry together. The film have a humorous tone but reflects on our vulnerability when we are on escape and really need each other.",2015,"Short, Comedy, Drama            ","Torkel Petersson, Eva Westerling, Anne Reumert, Sven Boräng",Nille Leander,0,,0.0
If Only,26,    Two musicians are faced with the beauties and the challenges of love.,2016,"Short, Comedy, Drama            ","Dora Pereli, Omar Cano, Sam Listoe, Tobin Edwards",Brandon Slezak,0,,0.0
72 Hours: A Love Story,17,"    Many of us have had great relationships as well as a few bad ones. For Brian, the best relationship of his life is also his worst. It all unfolds in 72 Hours, under extreme circumstances like the worst hurricanes of this century.",2017,"Short, Comedy, Drama            ","Eric Silver, Peyton McCormick, Charlie Heydt, Zay Harding",Djay Brawner,0,,0.0
Best,3,"    With his wedding only moments away, a man and his best friend confront their future.",2013,"Short, Drama, Romance            ","Jotham Annan, Terry Doe",William Oldroyd,16,,6.2
Nanyehi,20,"    Elderly Cherokee woman, Nanyehi, is visited by spirits of her past as she struggles with a very important decision that will affect the Cherokee people.",2017,"Short, Biography, Drama            ","Amber Leilani Awalt, Winnie Guess Perdue, Travis Fite, David Barnoski",Holly Rice,6,,6.8
Love,4,    Man traveling on the Underground with sinister intentions is moved by the open innocence of a child.,2013,"Short, Drama, Romance            ","Deanna Dewey, Ben Jacobson, Holly Jacobson, Kaley Jacobson",Phil Peel,0,,0.0
Funny Love,13,"In a modern day twist on silent film with written dialogue integrated into scenes, this delightfully dark tale tells the love story of two social misfits, Clown and Faerie.Their romance is sweet, but Faerie's serious nature presents trouble when Clown can't drop his perpetually playful demeanor. The devastation of losing his love brings out an ugly self destruction he didn't know was possible. Directed by world-renowned magician Stuart MacLeod, this innovative approach to silent film is far from the old black and white with title cards and includes a haunting original score by macabre cabaret artist Joe Black.",2015,"Short, Comedy, Fantasy            ","Lori Dean, Adrian Eli, Gigi Feshold, Stephen Hansen",Stuart MacLeod,0,,0.0
About Mom and Dad...,95,    A film about the family you never wanted to have but cannot imagine life without.,2014,"Drama, Romance            ","Farah White, Brent Anderson, Katy Rowe, Alisha Revel",Rachel Shepherd,11,,6.3
Three Doors Down,4,"    A coming of age story about friendship and love. At the crossroads of life, one man gets a second chance to choose what is right for him. From boyhood to manhood, the resolution comes from within.",2012,"Short, Drama, Family            ","Michael C. Baker Jr., Sam Karamaroudis, Darren Mangler, Landon Steinkamp",Shannon Muchow,0,,0.0
Single Servings,0,Add a Plot,2014,"Short, Comedy, Romance            ","Christina Benedetto, Leah Bezozo, Alexander Kikis, Corey Camperchioli",,0,,0.0
XOXO,0,Add a Plot,2018,"Short, Romance            ","Rachel Burns, Jolie Rae Madison, Lucy Marinelli, Sara Lucas",Anthony DeCologero,5,,9.0
Morgue,0,"Morgue follows the story of Simon, a timid coroner who has difficulty talking with real people. Simon tries to remedy this by talking to the bodies that he works on, much to the dismay and disgust of his boss Stacy. Simon eventually gets to the body of Charlotte, a young girl who Simon is immediately intrigued by. While going through his normal routine, Charlotte wakes up- much to the initial surprise of Simon. Simon and Charlotte begin to talk and find out that they have more in common than they realized.",2018,"Short, Comedy, Drama            ","Andre Devin, Laura Cantwell, Bernadette Perez, Langdon Ferguson",Triston Davenport,0,,0.0
Jezuz Loves Chaztity,6,Add a Plot,2010,"Short, Comedy, Fantasy            ","Zelda Williams, Michael Esparza, Dale Waddington, Emily Streat",Clarinda Morales,0,,0.0
Approval Needed,11,"Amita, a lonely traffic warden, has a terrible day at the hands of angry drivers, and home is no picnic either. But just when it seems her day can't get any worse, she makes an unexpected friend at the supermarket checkout, and finds the one who will love her, even though she's a traffic warden.",2018,"Short, Comedy, Drama            ","Paul Baichoo, Jessica Bennett, Ekow Otoo, Arinder Sadhra",Karen Anstee,0,,0.0
Eleanor Rigby,14,    A voluptuous lonely janitor with magical qualities begins to crush on the drama teacher at the preschool she cleans.,2013,"Short, Fantasy, Romance            ","Shay Astar, Ashley Fink, Scott Kuza, Caroline LeDuc",Sarah Louise Wilson,5,,8.8
Taste,97,"'Taste' is a bromance break-up film about the toxic masculinity between two Seattle chefs. With beautiful locations throughout Washington State, great local food, and music from the Pacific Northwest, 'Taste' tells the story of three people searching for something that will last.",2017,"Comedy, Drama, Romance            ","Aaron Blakely, Linas Phillips, Alycia Delmore, M.J. Sieber","M.J. Sieber, Hans Altwies",0,,0.0
Joy and the Apocalypse,80,    Two lovers reunite on the day of the apocalypse.,2011,Romance            ,"Reza Breakstone, Vanessa Leigh, Katelin Dickson, Daniel R. Black","Daniel R. Black, Ryan Convery",22,,8.6
Lenox Avenue,0,Add a Plot,2012,"Drama, Romance            ","Dorian Missick, Al Thompson, Ryan Vigilant",,94,,7.3
Omakase,14,"    A young, Japanese-American sushi chef struggles with the head sushi chef and especially when his pretty niece arrives from Japan to work as a waitress.",2010,"Short, Drama, Romance            ","Larry Kitagawa, Duke Lee, Suilma Rodriguez",Heather Donnell,0,,0.0
Farq saba'a sa'at,80,"A 7 Hour Difference is what happens when East meets West at the crossroads of love, culture, and most importantly family. Back home from the states, and enjoying the festivities leading up to her sister's wedding, Dalia (Randa Karadsheh) gets a huge surprise when the love of her life JASON (Thom Bishops) shows up unannounced in Amman, and proposes. Problem is , she hasn't told her family... yet.",2011,"Drama, Romance            ","Randa Karadsheh, Tarek Bishara, Ghassen Mashini, Leila Arabi",Deema Amr,181,,5.9
"James, Recently",8,    A middle aged man suffers a very literal bout of love sickness.,2011,"Short, Drama, Romance            ","Federico Monserrat, Sean Knopp, Elia Diaz, Samuel Clemens",Fernando Ruiz,20,,7.6
The Invisible Worm,82,"    The love of two young artist becomes corrupted by the manipulation of frustrated adults cursing them to Isolation, this loss may lead them to a nervous breakdown.",2016,"Drama, Romance            ","Ale Valentina, Christopher Dylan White, Estefania Barreira, Katya Martín",Guillermo Barreira Pérez,10,,6.9
"Holy Crap, I'm Trapped",21,"Holy Crap I'm Trapped is a romantic comedy about a woman named Mavis, Played by Brianna Goldie who dreams of Marrying her handsome neighbor Chance, played by Chavis Brown. Mavis has never worked up the nerve to speak with Chance and on this particular day after taking laxatives to help relive herself she was prompted by her roommate Samantha, played by Dionne Warren to head out to the grocery store with the chance she might run into Chance. after encountering a mean cashier played by Megan Leach and her boss Bill, played by Joe Muwanga she rushes to get back to her building only to find two trouble kids Ramone and Cassandra played by Keeaundra 'kiki' Hammill and Elijha Hammill, playing with the elevator. The elevator breaks down Mavis gets trapped with chance and she must use the bathroom.",2013,"Short, Comedy, Family            ","Brianna Goldie, Chavis Brown, Dionne b Warren, Ariyena Sorani",James McDougall,9,,9.4
Abduction,0,Add a Plot,2015,"Short, Romance            ","Taz de Alencar, Jadie, Nathan Sela, Kostiantyn Vlasenko",William Inhyuk Hyoung,0,,0.0
If I Were You,12,    Mason's love for Adam has turned to despair. Her only road out of loss may be a dark one. But with a loyal heart there is always the possibility of redemption.,2018,"Short, Drama, Romance            ","Kelly Cruz, Daniel Cowley, Harry Lang, Karen Mitchell",Michele Konrad,0,,0.0
Bluegrass,12,"    A dark romantic comedy about marriage, the multiverse, revenge murder, and vhs.",2016,"Short, Adventure, Comedy            ","Rob Kerkovich, Jamieson Fry, Kerrie Kvashay","Jamieson Fry, Rob Kerkovich, Kerrie Kvashay",0,,0.0
Millennial Romance,14,    A recently single commercial writer must enter the Millennial dating scene to cure her writer's block before production commences on a high profile music video.,2018,"Short, Romance            ","Katie Freeman, Lisa Easley, Kai Morgan, Grant Linden",Scott Bergen Espanol,0,,0.0
Lauren Higbie,0,    March through an American Civil War time portal; experience the untold romance of the 1800's that has survived over a century of time.,2017,"Short, Drama, Family            ","Brittany Fisheli, Sarah Pullin, Mary Vaughan, Andrea Bensussen",,0,,0.0
Date Night Live,120,    Couples in four different cities are followed on their first dates in real time.,2017,"Comedy, Reality-TV, Romance            ","Paul Carrick Brunson, Skyler Joy",,17,,6.1
