title,runtime,des,date,rating,genre
The House,88,"    After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.",2017,5.6,"Comedy, Crime            "
Leap!,89,"    An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",2016,6.8,"Animation, Adventure, Comedy            "
Ice Age: Collision Course,94,"    When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend.",2016,5.7,"Animation, Adventure, Comedy            "
Nekrotronic,99,    A man who discovers that he is part of a secret sect of magical beings who hunt down and destroy demons in the internet.,2018,5.4,"Action, Comedy, Horror            "
Tower Heist,104,"    When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.",2011,6.2,"Action, Comedy, Crime            "
Bizaardvark,30,    Centers on best friends Paige and Frankie who express their offbeat individuality through funny music videos on their vlog channel Bizaardvark.,2019,3.5,"Comedy, Family            "
SMILF,30,"    A single, 20-something mom struggles to find a happy work-life balance.",2017,6.7,Comedy            
The Dressmaker,119,"    A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.",2015,7.1,"Comedy, Drama            "
Take Me Home Tonight,97,"    Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",2011,6.3,"Comedy, Drama, Romance            "
My Christmas Prince,85,"    Samantha, a teacher, returns to her hometown for Christmas, where she is joined by her boyfriend, Alex. When she learns Alex is the crown prince of Madelvia, she must decide if she loves Alex enough to stop teaching and become a royal.",2017,5.2,"Comedy, Drama, Family            "
The Christmas Note,85,"    The new original film is based on a bestselling novel by Donna VanLiere. ""The Christmas Note"" Having just moved back to her hometown without her serviceman husband but with her young son, ...                See full summary »",2015,6.7,"Comedy, Romance            "
Safety Not Guaranteed,86,    Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.,2012,7.0,"Comedy, Drama, Romance            "
Looking,30,    The experiences of three close friends living and loving in modern-day San Francisco.,2015,8.2,"Comedy, Drama, Romance            "
A Futile and Stupid Gesture,101,"    In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled Douglas Kenney.",2018,6.8,"Biography, Comedy            "
30 Minutes or Less,83,"    Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...",2011,6.1,"Action, Comedy, Crime            "
I Don't Feel at Home in This World Anymore.,93,"    When a depressed woman is burgled, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbour. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.",2017,6.9,"Comedy, Crime, Drama            "
Killing Gunther,92,"    A group of eccentric assassins are fed up with Gunther, the world's greatest hitman, and decide to kill him, but their plan turns into a series of bungled encounters as Gunther seems to always be one step ahead.",2017,4.7,"Action, Comedy, Thriller            "
Demolition,101,"    A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",2015,7.0,"Comedy, Drama            "
Turbo,96,    A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,2013,6.4,"Animation, Adventure, Comedy            "
Fist Fight,91,"    When one school teacher unwittingly causes another teacher's dismissal, he is challenged to an after-school fight.",2017,5.6,Comedy            
Ride Along,99,"    Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta.",2014,6.2,"Action, Comedy, Crime            "
Home Alone: The Holiday Heist,87,"    Finn Baxter sets up booby traps to catch the ghost of his new home's former occupant, only to discover he must protect the house and his sister from three bumbling art thieves.",2012,3.5,"Comedy, Crime, Family            "
Hot Pursuit,87,    An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,2015,5.1,"Action, Comedy, Crime            "
A Star for Christmas,88,"    The only thing that is working in Cassie's world is her small town business. Her Christmas Cupcakery is a huge success, but her love life is a mess. Cassie's whole universe is turned upside...                See full summary »",2012,5.3,"Comedy, Drama, Romance            "
Zoolander 2,101,"    Derek and Hansel are lured into modelling again, in Rome, where they find themselves the target of a sinister conspiracy.",2016,4.7,"Action, Comedy            "
Christmas Land,84,"    After inheriting a Christmas tree farm, a woman's plans to sell it change when she falls in love with the townspeople and meets a charming lawyer named Tucker.",2015,6.2,"Comedy, Drama, Family            "
Detectorists,30,"    The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime.",2017,8.6,Comedy            
Unicorn Store,92,"    Kit, a twenty-something dreamer, receives an invitation that would fulfill her childhood dreams.",2017,5.5,"Comedy, Drama, Fantasy            "
In the Long Run,30,    The Easmon family living in London in 1985 sees their quiet life disrupted when their relative from Sierra Leone moves in.,2018,7.4,Comedy            
Summer '03,95,    A 16-year-old girl and her extended family are left reeling after her calculating grandmother unveils an array of secrets on her deathbed.,2018,5.4,"Comedy, Drama, Romance            "
Star vs. the Forces of Evil,22,"    Intergalactic warrior Star Butterfly arrives on Earth to live with the Diaz family. She continues to battle villains throughout the universe and high school, mainly to protect her extremely powerful wand, an object that still confuses her.",2019,8.1,"Animation, Action, Adventure            "
The Zero Theorem,107,"    A hugely talented but socially isolated computer operator is tasked by Management to prove the Zero Theorem: that the universe ends as nothing, rendering life meaningless. But meaning is what he already craves.",2013,6.1,"Comedy, Drama, Fantasy            "
The Fundamentals of Caring,97,    A man suffering a family loss enrolls in a class about care-giving that changes his perspective on life.,2016,7.3,"Comedy, Drama            "
Carnage,80,"    Two pairs of parents hold a cordial meeting after their sons are involved in a fight, though as their time together progresses, increasingly childish behavior throws the discussion into chaos.",2011,7.2,"Comedy, Drama            "
Florence Foster Jenkins,111,"    The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.",2016,6.8,"Biography, Comedy, Drama            "
Angie Tribeca,30,"    Lone-wolf detective Angie Tribeca and a squad of committed LAPD detectives investigate the most serious cases, from the murder of a ventriloquist to a rash of baker suicides.",2018,7.0,"Action, Comedy, Crime            "
Disjointed,30,"    Cannabis legend Ruth Whitefeather Feldman employs her newly graduated son and a team of young ""budtenders"" to help run her Los Angeles marijuana dispensary.",2018,6.7,Comedy            
Don't Trust the B---- in Apartment 23,22,"    Chloe is a New York party girl with the morals of a pirate. She causes trouble for her naive small town roommate, June, and Chloe's best friend, James Van Der Beek.",2013,7.3,Comedy            
Super Troopers 2,99,"    When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",2018,6.1,"Comedy, Crime, Mystery            "
Casual,25,"    A new comedy series about a bachelor brother and his newly divorced sister living under one roof again. Together, they coach each other through the crazy world of dating while raising her teenage daughter.",2015,7.5,"Comedy, Drama            "
Food Wars: Shokugeki no Soma,24,"    Meet Souma, he is the son of the owner of a small eatery in Japan. For his age, Souma is a very talented person able to easily come up with new dishes; sometimes these dishes are some ...                See full summary »",2015,8.3,"Animation, Comedy, Drama            "
Suburgatory,22,"    Tessa Altman is used to the big city but when her dad moves her away, she has to adapt to her new suburban life in Chatswin.",2014,7.2,Comedy            
Goon,92,"    Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way.",2011,6.8,"Comedy, Drama, Sport            "
Great News,22,"    A New Jersey mom puts her relationship with her daughter to the test when she lands an internship at her new job, which comes with many challenges.",2018,7.0,Comedy            
Jack and Jill,91,"    Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his fraternal twin sister, the needy and passive-aggressive Jill, who then refuses to leave.",2011,3.3,Comedy            
Bachelorette,87,    Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,2012,5.3,"Comedy, Romance            "
Wet Hot American Summer: First Day of Camp,30,    Follows the counselors and campers on their first day at Camp Firewood in the summer of 1981.,2015,7.4,Comedy            
K.C. Undercover,30,    An outspoken and confident technology wiz and skilled black belt discovers that both her parents are spies and expect her to follow in their footsteps.,2018,6.0,"Action, Comedy, Family            "
The Incredible Burt Wonderstone,100,"    A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder.",2013,5.9,Comedy            
While We're Young,97,    A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.,2014,6.3,"Comedy, Drama, Mystery            "
Andi Mack,25,"    A contemporary coming-of-age story about a girl who's trying to determine where she fits in, when her free-spirited older sister returns with a revelation that changes everything, it sends Andi on an uncharted course of self-discovery.",2019,7.3,"Comedy, Family            "
Young Adult,94,"    Soon after her divorce, a fiction writer returns to her home in small-town Minnesota, looking to rekindle a romance with her ex-boyfriend, who is now happily married and has a newborn daughter.",2011,6.3,"Comedy, Drama            "
Claws,45,    A look at the life and crimes of five women who work at a Florida nail salon.,2017,7.3,"Comedy, Crime, Drama            "
The Detour,30,"    A contemporary father takes his family on a road trip across America, but a set of crazy, unforeseen circumstances causes them to end up on the run from the FBI.",2019,7.7,"Adventure, Comedy            "
Paper Towns,109,"    After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",2015,6.3,"Comedy, Drama, Mystery            "
Support the Girls,93,"    The general manager at a highway-side ''sports bar with curves"" has her incurable optimism and faith, in her girls, her customers, and herself, tested over the course of a long, strange day.",2018,6.4,"Comedy, Drama            "
The Sessions,95,    A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.,2012,7.2,"Biography, Comedy, Drama            "
Please Like Me,29,"    After breaking up with his girlfriend, Josh comes to the realization that he is homosexual. With the support of his now ex girlfriend Claire, and his best friend and house mate Tom, Josh ...                See full summary »",2016,8.5,"Comedy, Drama, Romance            "
Kevin Can Wait,30,"    A retired police officer is on a fresh career path as he rises to the challenge of being a newly single dad. His kids are grateful to him for making sure they're okay, but decide it's time for him to get out of the house, so they turn to Vanessa (Leah Remini), his former police partner, for help.",2018,5.6,Comedy            
Sierra Burgess Is a Loser,105,    A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,2018,5.9,"Comedy, Drama, Romance            "
Crashing,30,    A New York comic is forced to make a new start for himself after his wife leaves him.,2019,7.5,Comedy            
A Very English Scandal,180,    British Liberal Party leader Jeremy Thorpe is accused of conspiracy to murder his gay ex-lover and forced to stand trial in 1979.,2018,7.8,"Biography, Comedy, Crime            "
Comedians in Cars Getting Coffee,20,"    Jerry Seinfeld is joined by friends for a cup of coffee and a drive in a classic car, sharing stories all along the way.",2012,8.1,"Comedy, Talk-Show            "
Johnny English Reborn,101,    Johnny English goes up against international assassins hunting down the Chinese premier.,2011,6.3,"Action, Adventure, Comedy            "
Snatched,90,"    When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.",2017,4.5,"Action, Adventure, Comedy            "
White Gold,30,"    The story of a double-glazing showroom in Essex in 1983, led by charismatic salesman Vincent who is smart, handsome and cocksure, He will happily break the rules if it guarantees a sale.",2017,7.4,Comedy            
Happy Feet Two,100,"    Mumble's son, Erik, is struggling to realize his talents in the Emperor Penguin world. Meanwhile, Mumble and his family and friends discover a new threat their home -- one that will take everyone working together to save them.",2011,5.9,"Animation, Adventure, Comedy            "
Forever,30,"    June and Oscar live a comfortable but very predictable suburban wedded life when suddenly they find themselves in a completely otherworldly situation, raising questions about love and marriage in the afterlife.",2018,7.2,"Comedy, Drama, Fantasy            "
The Loud House,22,"    Lincoln Loud is an eleven-year-old boy who lives with ten sisters. With the help of his right-hand man Clyde, Lincoln finds new ways to survive in such a large family every day.",2016,7.3,"Animation, Short, Action            "
TEOTFW,0,    The short film that became a pilot for the TV series 'The End of the F**king World',2014,7.6,"Short, Comedy            "
Sick Note,30,"    When Daniel Glass is misdiagnosed with a fatal disease he begins to notice how everyone around him treats him better, so he decides to keep pretending that he really is sick. This leads to more lies, and, eventually, crimes.",2017,6.8,"Comedy, Crime            "
Key and Peele,30,    Project sees Keegan-Michael Key and Jordan Peele in front of a live studio audience bantering about a topic weaved between filmed shorts and sketches.,2015,8.3,"Short, Action, Adventure            "
Paradise PD,28,"    Animated series about bad cops. Not bad as in corrupt, bad as in under-performing. They aren't first responders, they are the worst responders.",2018,7.0,"Animation, Comedy, Crime            "
Stuck in Love.,97,"    An acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.",2012,7.2,"Comedy, Drama, Romance            "
Barely Lethal,96,"    A teenage special ops agent coveting a ""normal"" adolescence fakes her own death and enrolls in a suburban high school. She quickly learns that surviving the treacherous waters of high school is more challenging than international espionage.",2015,5.4,"Action, Adventure, Comedy            "
The Boy Who Cried Werewolf,83,"    A Californian family inherits a castle in Romania. This is especially exciting to the son, who is obsessed with monsters. And he is not disappointed.",2010,6.0,"Comedy, Family, Fantasy            "
Private Life,123,"    An author is undergoing multiple fertility therapies to get pregnant, putting her relationship with her husband on edge.",2018,7.3,"Comedy, Drama            "
Uncle Drew,103,    An anti-ageist comedy about a man's dream to win the Rucker Classic street ball tournament in Harlem.,2018,5.7,"Comedy, Sport            "
The Audition,16,Robert De Niro and Leonardo DiCaprio must compete for the lead role in Martin Scorsese's next film.,2015,6.6,"Short, Comedy            "
Travel Man: 48 Hours in...,24,"    British comedian Richard Ayoade and a celebrity guest, usually from the comedy world, spend 48 hours in a popular city to discover the must see tourist attractions.",2015,8.3,"Documentary, Adventure, Comedy            "
Charlie Countryman,103,"    While travelling abroad, a guy falls for a Romanian beauty whose unreachable heart has its origins in her violent, charismatic ex.",2013,6.4,"Comedy, Drama, Romance            "
Sisters,118,    Two sisters decide to throw one last house party before their parents sell their family home.,2015,6.0,Comedy            
Let's Be Cops,104,"    Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",2014,6.4,"Action, Comedy, Crime            "
Devious Maids,60,    Four Latina maids with ambition and dreams of their own work for the rich and famous in Beverly Hills.,2016,7.8,"Comedy, Drama, Mystery            "
Action Point,85,    A daredevil designs and operates his own theme park with his friends.,2018,5.1,Comedy            
Playing It Cool,94,    Unrequited love motivates a guy to write about his experiences.,2014,6.0,"Comedy, Romance            "
Porn Stars Explain Net Neutrality,2,"    Porn Stars Alex Chance, Mercedes Carrera and Nadia Styles explain the concept and importance of Net Neutrality, the idea that all data on the internet is treated equally by Internet Service Providers.",2014,5.9,"Short, Comedy            "
The Three Stooges,92,"    While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.",2012,5.0,"Comedy, Family            "
"Nicky, Ricky, Dicky & Dawn",30,"    11-year-old Nicky, Ricky, Dicky, and Dawn Harper's sibling rivalry are heightened by the fact that they are quadruplets.",2018,5.1,"Comedy, Family            "
Mayhem,86,    A virus spreads through an office complex causing white collar workers to act out their worst impulses.,2017,6.3,"Action, Comedy, Horror            "
Two Night Stand,86,    A snowstorm forces two people who made an online connection to unwillingly extend their one-night stand as the blizzard goes through the night.,2014,6.4,"Comedy, Romance            "
Stuck in the Middle,30,    Teenager Harley Diaz maneuvers her way through the bustle of being a middle child in a family with six other siblings.,2018,5.9,"Comedy, Family            "
Nebraska,115,"    An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",2013,7.7,"Adventure, Comedy, Drama            "
Mississippi Grind,108,"    Down on his luck and facing financial hardship, Gerry teams up with younger charismatic poker player, Curtis, in an attempt to change his luck. The two set off on a road trip through the South with visions of winning back what's been lost.",2015,6.4,"Comedy, Drama            "
Just Add Magic,27,    Three friends cook up spells to unlock the secrets and curses that befall their small town.,2015,8.2,"Comedy, Family, Fantasy            "
Red Nose Day Actually,15,"    After 13 years, the cast of Love Actually reunite to pick up from where they are now.",2017,7.2,"Short, Comedy, Romance            "
Trollhunters: Tales of Arcadia,23,"    An ordinary boy finds a magic amulet that chooses him to be a Trollhunter, a guardian that defends the world of humans and the secret world of trolls.",2018,8.5,"Animation, Action, Adventure            "
High Maintenance,30,    A comedy that explores the private lives of unique New York individuals through a common thread: their weed deliveryman.,2016,8.0,"Comedy, Drama            "
Anger Management,22,    Divorced former baseball player Charlie Goodson is now an anger management therapist. He has a teenage daughter with obsessive-compulsive disorder and he has a purely sexual relationship ...                See full summary »,2014,6.6,"Comedy, Romance            "
Winnie the Pooh,63,"    While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called, The Backson.",2011,7.2,"Animation, Adventure, Comedy            "
Almost Friends,101,    Charlie is an unmotivated man in his mid 20s still living at home with his mother and stepfather who falls for a young woman who has a serious boyfriend.,2016,5.9,"Comedy, Drama            "
A Christmas in Vermont,86,"    Riley Thomas (Abigail Hawk) is a rising star at one of the world's most noted holding companies. With Christmas fast approaching, she is sent to the small town of Chestnut, Vermont to ...                See full summary »",2016,5.5,Comedy            
The Week Of,116,"    Two fathers with opposing personalities come together to celebrate the wedding of their children. They are forced to spend the longest week of their lives together, and the big day cannot come soon enough.",2018,5.1,Comedy            
Madagascar 3: Europe's Most Wanted,93,"    The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.",2012,6.8,"Animation, Adventure, Comedy            "
Red Oaks,30,"    A coming-of-age comedy set in the ""go-go"" 80s about a college student enjoying a last hurrah before summer comes to an end--and the future begins.",2017,7.9,"Comedy, Drama, Sport            "
Zookeeper,102,"    A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious.",2011,5.2,"Comedy, Family, Fantasy            "
The F Word,98,"    Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",2013,6.8,"Comedy, Romance            "
Ride Along 2,102,"    As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",2016,5.9,"Action, Comedy, Crime            "
LOL,97,"    As a new year at school begins, Lola's heart is broken by her boyfriend, though soon she's surprised by her best friend, promising musician Kyle, who reveals his feelings for her.",2012,4.4,"Comedy, Drama, Romance            "
The Carrie Diaries,42,"    Carrie Bradshaw is in her junior year of high school in the early 1980s. She asks her first questions about love, sex, friendship and family while navigating the worlds of high school and Manhattan.",2014,7.0,"Comedy, Romance            "
Dragons: Race to the Edge,22,"    Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",2018,8.3,"Animation, Short, Action            "
Auditorium 6,35,"    A night janitor takes a job working for an old movie theater and is warned of its sinister history. When he encounters the presence that haunts the theater, something unexpected happens.",2017,7.0,"Short, Comedy, Horror            "
Cloudy with a Chance of Meatballs 2,95,"    Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.",2013,6.4,"Animation, Adventure, Comedy            "
Hitchcock,98,    The relationship between Alfred Hitchcock and his wife Alma Reville during the filming of Psycho (1960) in 1959 is explored.,2012,6.8,"Biography, Comedy, Drama            "
Flaked,30,"    A recovering alcoholic faces reality after a life changing accident in Venice Beach, California.",2016,7.2,"Comedy, Drama            "
The Big Wedding,89,    A long-divorced couple fakes being married as their family unites for a wedding.,2013,5.6,"Comedy, Drama, Romance            "
Mother's Day,118,    Three generations come together in the week leading up to Mother's Day.,2016,5.7,"Comedy, Drama, Romance            "
F*&% the Prom,92,    1st day of high school 2 friends split and 3.5 years later he's still the least popular and she's the most popular girl but brutally loses the throne and allies with her old friend and get Machiavellian at the popular girls and their prom.,2017,4.2,"Comedy, Drama            "
The First Time,95,    A shy senior and a down-to-earth junior fall in love over one weekend.,2012,6.8,"Comedy, Drama, Romance            "
We Bare Bears,30,    Three bear brothers do whatever they can to be a part of human society by doing what everyone around them does.,2014,8.0,"Animation, Short, Adventure            "
The Green Hornet,119,"    Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.",2011,5.8,"Action, Comedy, Crime            "
Pride,119,    U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,2014,7.8,"Biography, Comedy, Drama            "
Wrecked,30,"    When a plane crashes on a deserted island on the way to Thailand, the remaining survivors of the crash struggle to get along and heads clash as they have differing views on how to stay alive and how they will get off the island.",2018,7.2,"Action, Adventure, Comedy            "
Portlandia,22,"    A sketch-comedy series that parodies life in Portland, Oregon.",2018,7.8,Comedy            
Sherlock Gnomes,86,"    Garden gnomes, Gnomeo (James McAvoy) and Juliet (Emily Blunt), recruit renowned detective Sherlock Gnomes (Johnny Depp) to investigate the mysterious disappearance of other garden ornaments.",2018,5.1,"Animation, Adventure, Comedy            "
Grudge Match,113,"    A pair of aging boxing rivals are coaxed out of retirement to fight one final bout, thirty years after their last match.",2013,6.4,"Comedy, Drama, Sport            "
Selfie,22,"    After being the subject of an embarrassing viral video, a self-involved 20-something enlists the help of a marketing expert to revamp her image in the real world.",2014,7.2,"Comedy, Romance            "
21 & Over,93,"    The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends.",2013,5.8,Comedy            
Once Upon a Time in Venice,94,    A Los Angeles detective seeks out the ruthless gang that stole his dog.,2017,5.3,"Action, Comedy            "
The Dilemma,111,    A man discovers that his best friend's wife is having an affair.,2011,5.3,"Comedy, Drama            "
Fifty Shades of Black,92,    An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,2016,3.5,Comedy            
The Wizards Return: Alex vs. Alex,60,"    While visiting Tuscany, Italy, a young wizard accidentally creates an evil version of herself.",2013,6.5,"Adventure, Comedy, Drama            "
Big Hero 6: The Series,21,"    As the new prodigy at San Fransokyo Institute of Technology, Hiro now faces daunting academic challenges and the social trials of being the little man on campus. Off campus, the stakes are ...                See full summary »",2017,7.2,"Animation, Short, Action            "
The Wedding Ringer,101,"    Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.",2015,6.6,Comedy            
Walk of Shame,95,"    A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.",2014,6.0,Comedy            
Alone Together,30,"    Two not-so-young, socially awkward Millennials, rich, self-conscious and unmotivated Benji and his poor, freeloading, self-centered and strictly platonic best friend, Esther, try to fit in with L.A.'s vain and status-obsessed elite.",2018,6.2,Comedy            
"Men, Women & Children",119,"    A group of high school teenagers and their parents attempt to navigate the many ways the Internet has changed their relationships, their communications, their self-images, and their love lives.",2014,6.7,"Comedy, Drama            "
My Mad Fat Diary,47,"    Set in 1996 in Lincolnshire, the show tells the tragic and humorous story of a very troubled young girl, Rae, who spent four months in a psychiatric hospital for attempted suicide. After ...                See full summary »",2015,8.4,"Comedy, Drama, Romance            "
Rise of the Teenage Mutant Ninja Turtles,22,    Four mutant turtle brothers go on adventures where they end up tapping into mystic ninja powers.,2018,5.1,"Animation, Short, Action            "
Last Vegas,105,    Four friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,2013,6.6,"Comedy, Drama            "
Who Is America?,30,    Sacha Baron Cohen offers his take on America's patriotism.,0,8.3,Comedy            
12 Dates of Christmas,90,"    A story that follows Kate, a young woman who after a horrible blind date on Christmas Eve, wakes up to find she is re-living that same day and date all over again.",2011,6.3,"Comedy, Fantasy, Romance            "
Christmas Lodge,86,"    Mary Tobin has wonderful memories of family gatherings at the Christmas Lodge. When she arrives for a weekend vacation, she quickly realizes that the lodge that she loves has fallen into ...                See full summary »",2011,6.3,"Comedy, Drama, Family            "
The Muppets.,21,    Jim Henson's lovable Muppets return to the small screen in this mockumentary-style series that follows their personal and professional lives.,2016,7.4,"Comedy, Family            "
The Watch,102,    Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,2012,5.7,"Action, Comedy, Horror            "
Wellington Paranormal,30,"    Sergeant Maaka and Officers Minogue and O'Leary are members of the Wellington, New Zealand, police. Their job is to investigate paranormal phenomena.",2018,7.5,"Comedy, Crime, Fantasy            "
TVF Pitchers,40,    A story of trials and tribulations of four young entrepreneurs who quit their day jobs in order to pursue their start up venture.,2015,9.2,"Comedy, Drama            "
Danny Collins,106,    An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,2015,7.0,"Biography, Comedy, Drama            "
Body of Proof,60,    Medical examiner Megan Hunt's unique approach to solving crimes puts her at odds with her superiors.,2013,7.1,"Comedy, Crime, Drama            "
Fright Night,106,"    When a nice new neighbor moves in next door, Charley discovers that he is an ancient vampire who preys on the community. Can he save his neighborhood from the creature with the help of the famous ""vampire killer"", Peter Vincent?",2011,6.3,"Comedy, Horror            "
Ibiza,94,    A young American woman and her two best friends seek out a hot DJ in Spain.,2018,5.2,"Comedy, Romance            "
Escape from Pleasure Planet,81,"    A Princess has her erotic vacation interrupted when a renegade alien force, led by her arch enemy, Aria, attacks Pleasure Planet. A quick escape lands her in even more hot water as the Princess and her busty bodyguard crash land on Earth.",2016,3.8,"Action, Comedy, Fantasy            "
Sharknado,86,"    When a freak hurricane swamps Los Angeles, nature's deadliest killer rules sea, land, and air as thousands of sharks terrorize the waterlogged populace.",2013,3.3,"Action, Adventure, Comedy            "
Naked,96,"    Nervous about finally getting married, a guy is forced to relive the same nerve-wracking hours over and over again until he gets things right on his wedding day.",2017,5.4,"Comedy, Fantasy, Romance            "
The Voices,103,"    A likable guy pursues his office crush with the help of his evil talking pets, but things turn sinister when she stands him up for a date.",2014,6.4,"Comedy, Crime, Horror            "
Stan Against Evil,30,"    An aging police sheriff begrudgingly joins an alliance with a new sheriff, Evie Barret, to battle angry demons haunting their small New Hampshire town.",2018,7.3,"Comedy, Fantasy, Horror            "
Red Dog,92,    Based on the legendary true story of the Red Dog who united a disparate local community while roaming the Australian outback in search of his long lost master.,2011,7.4,"Biography, Comedy, Drama            "
Baskets,30,"    After failing at a prestigious French clowning college, Chip Baskets looks to keep his dream of becoming a professional clown alive.",2019,7.5,"Comedy, Drama            "
El Camino Christmas,89,"    Eric comes to El Camino looking for his unknown dad. He's harassed, hit and jailed by a drunk local cop, who later shoots at a liquor mart with Eric +4 inside. The sheriff and deputy then shoot up the place, answering each other's fire.",2017,5.6,"Comedy, Crime, Western            "
At Middleton,99,    Two parents fall in love over the course of a single day while playing hooky from their children's college tour.,2013,6.5,"Comedy, Romance            "
Mr. Church,104,"    ""Mr. Church"" tells the story of a unique friendship that develops when a little girl and her dying mother retain the services of a talented cook - Henry Joseph Church. What begins as a six month arrangement instead spans into fifteen years and creates a family bond that lasts forever.",2016,7.6,"Comedy, Drama            "
12 Gifts of Christmas,83,"    With two more weeks until Christmas, a busy business man, Marc Rehnquist, hires a struggling artist, Anna Parisi, to help him pick out gifts for his friends and family.",2015,6.7,"Comedy, Romance            "
Zoo,95,    A couple try to save their marriage during a zombie apocalypse.,2018,5.4,"Comedy, Drama, Horror            "
The New Romantic,82,"    Frustrated with the lack of chivalrous guys her own age, a college senior gives up on dating for love to date an older man in exchange for gifts instead.",2018,5.7,"Comedy, Drama, Romance            "
The Sweetest Christmas,90,"    Kylie is expecting a proposal from her boyfriend/boss at a restaurant and gets a promotion instead. The restaurant owner is her old high school boyfriend, she hasn't seen in years. They help each other out. Love in the air?",2017,6.4,"Comedy, Drama, Romance            "
