title,runtime,des,date,genre,cast,director,vote,gross,rating
Survivor,96,"    A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York City, but is forced to go on the run when she is framed for crimes she did not commit.",2015,"Action, Crime, Thriller            ","Milla Jovovich, Pierce Brosnan, Dylan McDermott, Paddy Wallace",James McTeigue,29474,,5.6
Message Man,91,    A retired assassin's past catches up with him and his brutality surfaces as he goes on a final killing spree to make things right.,2018,"Action, Crime, Thriller            ","Paul O'Brien, Aji Santosa, Verdi Solaiman, Mario Irwinsyah",Corey Pearson,2477,,6.6
Shin Godzilla,120,    Japan is plunged into chaos upon the appearance of a giant monster.,2016,"Action, Adventure, Drama            ","Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren Osugi","Hideaki Anno, Shinji Higuchi",19789,$1.91M,6.7
Acts of Vengeance,87,"    A fast-talking lawyer transforms his body and takes a vow of silence, not to be broken until he finds out who killed his wife and daughter and has his revenge.",2017,"Action, Drama, Thriller            ","Antonio Banderas, Karl Urban, Paz Vega, Cristina Serafini",Isaac Florentine,8552,,5.7
Bad Day for the Cut,99,"    A middle-aged Irish farmer, who still lives at home with his mother, sets off on a mission of revenge when the old lady is murdered.",2017,"Action, Crime, Drama            ","Nigel O'Neill, Susan Lynch, Józef Pawlowski, Stuart Graham",Chris Baugh,4489,,6.5
Wolves,91,    A boy is trying to find out about his family history and stumbles upon a town of lycans.,2014,"Action, Fantasy, Horror            ","Lucas Till, Stephen McHattie, John Pyper-Ferguson, Merritt Patterson",David Hayter,7584,,5.3
Mortal Kombat: Legacy,10,"The first season of Mortal Kombat: Legacy is a prequel to the original game, explaining the background stories of several characters from the series and demonstrating their reasons for participating in the upcoming tenth Mortal Kombat tournament on which the first game was based. The episodes are non-linear with minimal continuity and each devoted to the story of a specific character or characters. The second season covers the tournament itself.",2013,"Action, Adventure, Crime            ","Casper Van Dien, Ian Anthony Dale, Samantha Win, Kim Do Nguyen",,7918,,7.5
Abominable Snowman,85,    Friends go on a snowy adventure and come face to face with a deadly creature.,2013,"Action, Adventure, Horror            ","Chuck Campbell, Adrian Paul, Lauren O'Neil, Nicholas Boulton",Marko Mäkilaakso,704,,2.9
Dominion,90,    Follows the perilous journey of a rebellious young soldier who discovers he's the unlikely savior of humanity.,2015,"Action, Drama, Fantasy            ","Christopher Egan, Tom Wisdom, Roxanne McKee, Luke Allen-Gale",,22007,,6.8
The 12 Disasters of Christmas,90,"It's Christmas Eve when an ominous dark star appears in the sky; could this star be a sign that Judgment Day is near? When massive earthquakes and natural disasters tear apart cities, it seems that the day of reckoning is upon us - and now a small band of heroes must come together to save the world!",2012,"Action, Adventure, Drama            ","Ed Quinn, Magda Apanowicz, Holly Elissa, Roark Critchlow",Steven R. Monroe,929,,3.6
Blackhat,133,    A furloughed convict and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta.,2015,"Action, Crime, Thriller            ","Chris Hemsworth, Viola Davis, Wei Tang, Leehom Wang",Michael Mann,49756,$7.10M,5.4
Big Game,110,    A young teenager camping in the woods helps rescue the President of the United States when Air Force One is shot down near his campsite.,2014,"Action, Adventure            ","Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber",Jalmari Helander,29480,$0.02M,5.4
The Tomorrow People,43,"    Evolved humans with amazing abilities (Teleportation, Telekinesis, Telepathy) are being hunted down by agents of Ultra.",2014,"Action, Drama, Sci-Fi            ","Robbie Amell, Peyton List, Luke Mitchell, Aaron Yoo",,33168,,7.2
Life on the Line,97,    A crew of men who do the high-wire work of fixing the electrical grid are hit by a sudden deadly storm.,2015,"Action, Drama            ","John Travolta, Kate Bosworth, Devon Sawa, Gil Bellows",David Hackl,4128,,5.2
Hodejegerne,96,    An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,2011,"Action, Crime, Thriller            ","Aksel Hennie, Synnøve Macody Lund, Nikolaj Coster-Waldau, Julie R. Ølgaard",Morten Tyldum,92846,$1.20M,7.5
Hellblade: Senua's Sacrifice,0,"    Set in the age of Vikings, a broken Celtic warrior named Senua embarks on a haunting vision quest into Viking Hell to fight for the soul of her dead lover.",2017,"Action, Adventure, Fantasy            ","Melina Juergens, Steven Hartley, Nicholas Boulton, Oliver Walker",Tameem Antoniades,1856,,8.9
Batman: Arkham Knight,0,"    With his back against the wall, Batman turns to his closest allies to help him save Gotham City from the clutches of Scarecrow and the Arkham Knight's army. A familiar face also returns to give The Dark Knight a message he cannot ignore.",2015,"Action, Adventure, Crime            ","Carlos Alazraqui, Laura Bailey, Troy Baker, Jonathan Banks",Sefton Hill,12524,,9.0
American Heist,94,"    James owes his life to his older brother, Frankie after taking the rap for a crime they committed together. While Frankie served time, James worked to turn his life around, got a steady job and began courting his former girlfriend Emily. Now, Frankie is released and back on the streets with no money and no place to go.",2014,"Action, Crime, Drama            ","Hayden Christensen, Adrien Brody, Jordana Brewster, Akon",Sarik Andreasyan,15779,,5.0
Secret Santa,89,"    After an unknown assailant spikes the punch of a pharmaceutical family Christmas with a military grade version of sodium pentothal during Secret Santa, members of the family must survive the night from the victims of the untested drug.",2018,"Action, Comedy, Horror            ","Michael Rady, Drew Lynch, Debra Sullivan, A Leslie Kies",Adam Marcus,623,,5.1
Rush: Inspired by Battlefield,0,"    Rush is based from the popular video game series Battlefield, from Swedish game developers DICE. The name comes from a battlefield unique mode in which the player must locate and destroy/defend two objectives.",2016,"Action, Drama, War            ","Tiffany Burns, Stephen A. Chang, Lou Ferrigno Jr., Mark Leslie Ford",,103,,7.4
Into the Storm,89,"    Storm trackers, thrill-seekers, and everyday townspeople document an unprecedented onslaught of tornadoes touching down in the town of Silverton.",2014,"Action, Adventure, Drama            ","Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon",Steven Quale,61845,$47.60M,5.8
Erased,100,"    An ex-CIA agent and his estranged daughter are forced on the run when his employers erase all records of his existence, and mark them both for termination as part of a wide-reaching international conspiracy.",2012,"Action, Thriller            ","Aaron Eckhart, Nick Alachiotis, Liana Liberato, Olga Kurylenko",Philipp Stölzl,28155,,6.1
Destiny 2,0,"    Humanity's last safe city has fallen to an overwhelming invasion force, led by Ghaul, the imposing commander of the brutal Red Legion. He has stripped the city's Guardians of their power, and forced the survivors to flee.",2017,"Action, Adventure, Fantasy            ","Nathan Fillion, Lance Reddick, Gina Torres, Nolan North","Christopher Barrett, Luke Smith, Ryan Ellis, Jim McQuillan",1985,,7.7
24: Live Another Day,46,    Jack Bauer comes out of hiding in London to head off a massive terrorist attack while being hunted down by American forces dispatched by President James Heller.,2014,"Action, Crime, Drama            ","Kiefer Sutherland, Yvonne Strahovski, Tate Donovan, Mary Lynn Rajskub",,41815,,8.4
Moonwalkers,107,"    After failing to locate the legendary Stanley Kubrick, an unstable CIA agent must instead team up with a seedy rock band manager to develop the biggest con of all time-staging the moon landing.",2015,"Action, Comedy            ","Rupert Grint, Ron Perlman, Robert Sheehan, Stephen Campbell Moore",Antoine Bardou-Jacquet,8037,,6.1
PJ Masks,24,"Three children become superheroes at night. During the school day a problem arises, and during the night the culprit is found by the PJ Masks and the problem gets solved by sharing ideas, recognizing strengths and weaknesses, and the ability of working together to get the problem solved. Everything is made right for the children the next day thanks to the PJ Masks. Because bedtime is the right time to fight crime.",2015,"Animation, Action, Adventure            ","Kyle Breitkopf, Addison Holley, Juan Luis Bonilla, Brianna Daguanno",,656,,5.7
Mission of Honor,107,"    The exploits of 303 Squadron RAF during the Battle of Britain. The squadron consisted of Polish pilots, many of whom were veterans of the air battles involved in Germany's invasion of Poland.",2018,"Action, Drama, War            ","Iwan Rheon, Milo Gibson, Stefanie Martini, Krystof Hádek",David Blair,3208,,5.9
One for the Money,91,"    Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past.",2012,"Action, Comedy, Crime            ","Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo",Julie Anne Robinson,39180,$26.41M,5.3
Rogue,50,"Grace, a morally and emotionally-conflicted undercover detective, is tormented by the possibility that her own actions contributed to her son's mysterious death. In her quest for the truth, Grace finds herself striking out on her own and falling deeper into the city's most powerful and dangerous crime family. As Grace struggles to become the wife and mother her family now needs, her life is further complicated by a forbidden relationship with crime boss Jimmy Laszlo. In order to stay alive, Grace needs to help Jimmy find the traitor in his midst, while knowing he may have played a part in her tragedy.",2013,"Action, Crime, Drama            ","Cole Hauser, Thandie Newton, Sergio Di Zio, Sarah Jeffery",,2341,,6.9
The Domestics,95,"    In the weeks following an apocalyptic event, a husband and wife venture across the countryside inhabited by deadly factions in search of safety, and must work together as they are pushed to the breaking point in order to survive.",2018,"Action, Horror, Sci-Fi            ","Kate Bosworth, Tyler Hoechlin, Sonoya Mizuno, Lance Reddick",Mike P. Nelson,7363,,5.7
Graceland,42,"    A rookie FBI agent is sent to a house for undercover agents in Southern California, where he is trained by a former legend FBI agent.",2015,"Action, Crime, Drama            ","Daniel Sunjata, Aaron Tveit, Vanessa Ferlito, Manny Montana",,15423,,7.7
Breaking In,88,    A woman fights to protect her family during a home invasion.,2018,"Action, Crime, Drama            ","Gabrielle Union, Billy Burke, Richard Cabral, Ajiona Alexus",James McTeigue,11406,$46.38M,5.4
The Legend of Hercules,99,"    The origin story of the mythical Greek hero. Betrayed by his stepfather, the King, and exiled and sold into slavery because of a forbidden love, Hercules must use his formidable powers to fight his way back to his rightful kingdom.",2014,"Action, Adventure, Fantasy            ","Kellan Lutz, Gaia Weiss, Scott Adkins, Roxanne McKee",Renny Harlin,51105,$18.85M,4.2
Parasyte: The Maxim,22,"    17-year-old Shinichi Izumi is partially infected by a Parasyte; monsters that butcher and consume humans. He must learn to co-exist with the creature if he is to survive both the life of a Parasyte and human, as part monster, part person.",2015,"Animation, Action, Horror            ","Adam Gibbs, Aya Hirano, Brittney Karbowski, Nobunaga Shimazaki",,19012,,8.4
The Bible,440,    A religious dramatic miniseries about God's creation and physical landmark events leading up to the Crucifixion and Resurrection of Jesus Christ.,2013,"Action, Drama, War            ","Keith David, Robert Powell, Jake Canuso, Diogo Morgado",,10153,,7.5
Kickboxer: Vengeance,90,    A kick boxer is out to avenge his brother.,2016,"Action, Crime, Drama            ","Dave Bautista, Alain Moussi, Gina Carano, Jean-Claude Van Damme",John Stockwell,9751,,4.9
Jackass 3D,94,"    Johnny Knoxville and company return for the third installment of their TV show spin-off, where dangerous stunts and explicit public displays rule.",2010,"Documentary, Action, Comedy            ","Johnny Knoxville, Steve-O, Bam Margera, Ryan Dunn",Jeff Tremaine,54483,$117.22M,7.0
ARQ,88,"    Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.",2016,"Action, Sci-Fi, Thriller            ","Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell",Tony Elliott,30891,,6.4
"I, Frankenstein",92,"    Frankenstein's creature finds himself caught in an all-out, centuries old war between two immortal clans.",2014,"Action, Fantasy, Horror            ","Aaron Eckhart, Bill Nighy, Miranda Otto, Virginie Le Brun",Stuart Beattie,76189,$19.08M,5.1
The Blacklist: Redemption,43,"    Covert operative Tom Keen joins forces with Susan ""Scottie"" Hargrave, the brilliant and cunning chief of a covert mercenary organization that solves problems that are too dangerous for the government.",2017,"Action, Crime, Drama            ","Famke Janssen, Ryan Eggold, Edi Gathegi, Tawny Cypress",,5588,,7.1
The Transporter Refueled,96,"    In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.",2015,"Action, Thriller            ","Ed Skrein, Loan Chabanol, Ray Stevenson, Lenn Kudrjawizki",Camille Delamarre,37216,$16.03M,5.2
Kung Fury,31,"    In 1985, Kung Fury, the toughest martial artist cop in Miami, goes back in time to kill the worst criminal of all time - Kung Führer, a.k.a. Adolf Hitler.",2015,"Short, Action, Comedy            ","David Sandberg, Jorma Taccone, Steven Chew, Leopold Nilsson",David Sandberg,53583,,8.0
Slow West,84,"    A young Scottish man travels across America in pursuit of the woman he loves, attracting the attention of an outlaw who is willing to serve as a guide.",2015,"Action, Adventure, Western            ","Kodi Smit-McPhee, Caren Pistorius, Aorere Paki, Jeffrey Thomas",John Maclean,39697,$0.23M,6.9
Deathgasm,86,    Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.,2015,"Action, Comedy, Horror            ","Milo Cawthorne, James Joshua Blake, Kimberley Crossman, Sam Berkley",Jason Lei Howden,14566,,6.3
Traffik,96,"    A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",2018,"Action, Crime, Drama            ","Priscilla Quintana, Luke Goss, Paula Patton, William Fichtner",Deon Taylor,17299,$9.19M,6.0
Christmas Icetastrophe,86,"    A meteorite brings ice and freezing temperatures, which threatens to harm the residents of a small town at Christmas.",2014,"Action, Adventure, Drama            ","Victor Webster, Jennifer Spence, Richard Harmon, Tiera Skovbye",Jonathan Winfrey,1120,,3.8
Ransom,44,    A team of crisis negotiators travel the globe to help multinational corporations and governmental agencies with complex negotiations and conflict resolution.,2019,"Action, Crime, Drama            ","Luke Roberts, Brandon Jay McLaren, Nazneen Contractor, Sarah Greene",,2983,,6.5
The Brave,43,    The complex world of our bravest military heroes who make personal sacrifices while executing the most challenging and dangerous missions behind enemy lines.,2018,"Action, Drama, Thriller            ","Anne Heche, Mike Vogel, Tate Ellington, Demetrius Grosse",,7786,,7.6
Han Solo: A Smuggler's Trade,14,    A young smuggler by the name of Han Solo is on a mission to rescue his pal Chewbacca. Which of course brings some trouble along the way...,2016,"Short, Action, Sci-Fi            ","Jamie Costa, Doug Jones, Kristine Gerolaga, Cory Daniel",Keith Allen,1648,,7.0
Shades of Blue,60,"    Harlee Santos, New York police officer and single mother, is forced to work in the F.B.I.'s anti-corruption task force while dealing with her own financial problems.",2018,"Action, Crime, Drama            ","Jennifer Lopez, Ray Liotta, Drea de Matteo, Dayo Okeniyi",,9189,,7.0
The Debt Collector,95,"    A classically-trained martial artist goes to work as a mob debt collector. The job seems easy enough, until a client drags him into a situation deeper than could ever be anticipated.",2018,"Action, Comedy            ","Scott Adkins, Louis Mandylor, Vladimir Kulich, Tony Todd",Jesse V. Johnson,3698,,5.7
Red State,88,"    Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter fundamentalists with a much more sinister agenda.",2011,"Action, Crime, Horror            ","Michael Parks, Melissa Leo, John Goodman, Michael Angarano",Kevin Smith,60183,$1.10M,6.2
Comrade Detective,40,"Parody comedy designed to resemble a non-existent gritty 1980's Cold War Romanian police show that promoted Communist ideals. The action-packed and blood-soaked first season finds Detectives Gregor Anghel and Joseph Baciu investigating the murder of fellow officer Nikita Ionescu and, in the process, unraveling a subversive plot to destroy their country that is fueled by what-else-but the greatest enemy: Capitalism.",2017,"Action, Comedy            ","Channing Tatum, Florin Piersic Jr., Joseph Gordon-Levitt, Corneliu Ulici",,2416,,7.3
Blitz,97,    A tough cop is dispatched to take down a serial killer who has been targeting police officers.,2011,"Action, Crime, Thriller            ","Jason Statham, Paddy Considine, Aidan Gillen, Zawe Ashton",Elliott Lester,78594,,6.2
Bushwick,94,"    When a U.S. based military force invades their Brooklyn neighborhood, 20-year-old Lucy and war veteran Stupe must depend on each other to survive.",2017,"Action, Adventure, Drama            ","Dave Bautista, Brittany Snow, Angelic Zambrana, Jeremie Harris","Jonathan Milott, Cary Murnion",8279,,5.2
Voltron: Legendary Defender,23,    Five teenagers become the last line of defense for the galaxy in an intergalactic battle against the evil alien force led by King Zarkon.,2018,"Animation, Short, Action            ","Jeremy Shada, Bex Taylor-Klaus, Tyler Labine, Kimberly Brooks",,6932,,8.2
Free Rein,26,"    After befriending a mysterious horse during a summer in the English countryside, 15-year-old Zoe finds the strength to deal with issues she faces.",2017,"Short, Action, Adventure            ","Freddy Carter, Jaylen Barron, Manpreet Bambra, Celine Buckens",,1419,,7.4
Skyline,92,"    Strange lights descend on the city of Los Angeles, drawing people outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth.",2010,"Action, Sci-Fi, Thriller            ","Eric Balfour, Donald Faison, Scottie Thompson, Brittany Daniel","Colin Strause, Greg Strause",84621,$21.37M,4.4
The Man with the Iron Fists,95,"    On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers.",2012,Action            ,"Russell Crowe, Cung Le, Lucy Liu, RZA",RZA,58998,$15.63M,5.4
Bait,93,    A freak tsunami traps shoppers at a coastal Australian supermarket inside the building - along with 12-foot Great White Sharks.,2012,"Action, Adventure, Drama            ","Richard Brancatisano, Xavier Samuel, Chris Betts, Sharni Vinson",Kimble Rendall,15302,,5.2
Future World,90,    A young boy searches a future world wasteland for a rumored cure for his dying mother.,2018,"Action, Adventure, Sci-Fi            ","James Franco, Suki Waterhouse, Jeff Wahlberg, Margarita Levieva","James Franco, Bruce Thierry Cheung",4819,,3.2
Halo 4: Forward Unto Dawn,100,    UNSC Cadet Thomas Lasky must conquer his inner fears and join forces with super-soldier John-117 to take down a massive faction of the Covenant.,2012,"Action, Adventure, Family            ","Thom Green, Anna Popplewell, Enisha Brewster, Ayelet Zurer",,22913,,6.9
In a Valley of Violence,104,    A mysterious stranger and a random act of violence drag a town of misfits and nitwits into the bloody crosshairs of revenge.,2016,"Action, Western            ","Ethan Hawke, John Travolta, Taissa Farmiga, James Ransone",Ti West,14026,$0.05M,6.0
Bleeding Steel,109,    A Special Forces Agent is assigned to protect a scientist and his creation from a sinister gang.,2017,"Action, Sci-Fi, Thriller            ","Jackie Chan, Show Lo, Na-Na OuYang, Erica Xia-Hou",Leo Zhang,7109,,5.2
Speed Kills,102,"    Speedboat racing champion and multimillionaire, Ben Aronoff, leads a double life that lands him in trouble with the law and drug lords.",2018,"Action, Crime, Drama            ","John Travolta, Katheryn Winnick, Jennifer Esposito, Michael Weston",Jodi Scurfield,2025,,4.1
Killing Gunther,92,"    A group of eccentric assassins are fed up with Gunther, the world's greatest hitman, and decide to kill him, but their plan turns into a series of bungled encounters as Gunther seems to always be one step ahead.",2017,"Action, Comedy, Thriller            ","Taran Killam, Dave 'Squatch' Ward, Bobby Moynihan, Hannah Simone",Taran Killam,9732,,4.7
Reprisal,89,"    A bank manager haunted by a violent heist that took the life of a coworker teams up with his ex-cop neighbor to bring down the assailant, initiating an explosive counterattack that brings all three men to the breaking point.",2018,"Action, Crime, Thriller            ","Bruce Willis, Frank Grillo, Johnathon Schaech, Olivia Culpo",Brian A. Miller,4830,,4.2
Captain Underpants: The First Epic Movie,89,"    Two overly imaginative pranksters named George and Harold hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.",2017,"Animation, Action, Comedy            ","Kevin Hart, Thomas Middleditch, Ed Helms, Nick Kroll",David Soren,23214,$73.92M,6.2
Momentum,96,    4 criminals steal diamonds from a safe deposit box in Cape Town - including a drive containing a US senator's evil plans. He'll do anything to get it back from Alexis/Olga Kurylenko.,2015,"Action, Crime, Thriller            ","Olga Kurylenko, James Purefoy, Morgan Freeman, Colin Moss",Stephen S. Campanelli,13176,,5.5
Howl,89,"    When passengers on a train are attacked by a creature, they must band together in order to survive until morning.",2015,"Action, Fantasy, Horror            ","Ed Speleers, Holly Weston, Shauna Macdonald, Elliot Cowan",Paul Hyett,10334,,5.4
In the Blood,108,"    When her husband goes missing during their Caribbean vacation, a woman sets off on her own to take down the men she thinks are responsible.",2014,"Action, Crime, Thriller            ","Gina Carano, Cam Gigandet, Ismael Cruz Cordova, Danny Trejo",John Stockwell,10800,,5.7
Hot Pursuit,87,    An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,2015,"Action, Comedy, Crime            ","Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley",Anne Fletcher,45969,$34.51M,5.1
Sleepless,95,    A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.,2017,"Action, Crime, Thriller            ","Jamie Foxx, Michelle Monaghan, Dermot Mulroney, Gabrielle Union",Baran bo Odar,26986,$20.76M,5.6
Beast of Burden,89,"    Sean Haggerty only has an hour to deliver his illegal cargo. An hour to reassure a drug cartel, a hitman, and the DEA that nothing is wrong. An hour to make sure his wife survives. And he must do it all from the cockpit of his Cessna.",2018,"Action, Crime, Drama            ","Daniel Radcliffe, Grace Gummer, Pablo Schreiber, Robert Wisdom",Jesper Ganslandt,2326,,3.6
Ride Along 2,102,"    As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",2016,"Action, Comedy, Crime            ","Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt",Tim Story,50484,$91.22M,5.9
Ninjago: Masters of Spinjitzu,30,"    When the fate of their world, Ninjago, is challenged by great threats, it's up to the ninja: Kai, Jay, Cole, Zane, Lloyd and Nya to save the world.",2019,"Animation, Action, Adventure            ","Michael Adamthwaite, Kelly Metzger, Kirby Morrow, Vincent Tong",,2319,,6.8
Fortnite,0,"    A cooperative shooter-survival game for up to four players to fight off zombie-like husks, defend objects with fortifications you can build, and a battle royale mode where up to 100 players fight to be the last person standing.",2017,"Action, Adventure, Comedy            ","Adria Arjona, David Boat, Ashly Burch, David Chen",Darren Sugg,2804,,4.7
Odd Squad,27,"    Geared for children ages 5-8, ""Odd Squad"" follows two young agents, Olive and Otto, who are part of an agency that seeks to save the day using math when odd things happen.",2014,"Short, Action, Adventure            ","Millie Davis, Sean Michael Kyer, Dalila Bela, Filip Geljo",,723,,6.5
Death Race 2,96,"    Explores the origins of the first ""Frankenstein"" car driver, Carl ""Luke"" Lucas, who died in a race at the beginning of the first film.",2010,"Action, Crime, Sci-Fi            ","Luke Goss, Lauren Cohan, Sean Bean, Ving Rhames",Roel Reiné,29593,,5.6
'71,99,"    In 1971, a young and disorientated British soldier is accidentally abandoned by his unit following a riot on the deadly streets of Belfast.",2014,"Action, Crime, Drama            ","Jack O'Connell, Sam Reid, Sean Harris, Paul Popplewell",Yann Demange,47386,$1.27M,7.2
Jue di tao wang,107,    A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal.,2016,"Action, Adventure, Comedy            ","Jackie Chan, Johnny Knoxville, Bingbing Fan, Eric Tsang",Renny Harlin,17777,$0.00M,5.7
Power Rangers Ninja Steel,21,    A new team of superhuman power rangers must work together and use their new ninja powers to prevent evil from dominating the human race and from destroying the planet earth and the universe,2018,"Action, Sci-Fi            ","William Shewfelt, Nico Greetham, Zoë Robins, Peter Adrian Sudarso",,569,,6.1
Dead Man Down,118,"    In New York City, a crime lord's right-hand man is helped by a woman seeking retribution.",2013,"Action, Crime, Drama            ","Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard",Niels Arden Oplev,62086,$10.88M,6.5
Hobo with a Shotgun,86,"    A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun.",2011,"Action, Comedy, Horror            ","Rutger Hauer, Pasha Ebrahimi, Robb Wells, Brian Downey",Jason Eisener,42675,$0.70M,6.1
Fallout 4,0,"    In the post-apocalyptic Boston, Massachusetts area, you play as the ""Sole Survior"" of Vault 111, recently revived from centuries of forced cryostasis, determined to find your kidnapped son.",2015,"Action, Adventure, Drama            ","Brian T. Delaney, Courtenay Taylor, Stephen Russell, Courtney Ford",Todd Howard,9469,,8.7
Mard Ko Dard Nahin Hota,134,"    It is a story of a young boy Surya who has a rare condition of Congenital Insensitivity to pain meaning he can not feel pain, and he sets out to learn martial arts and hunt down muggers.",2018,"Action, Comedy            ","Abhimanyu Dasani, Radhika Madan, Mahesh Manjrekar, Gulshan Devaiah",Vasan Bala,4271,,7.4
Zombeavers,77,    A fun weekend turns into madness and horror for a bunch of groupies looking for fun in a beaver infested swamp.,2014,"Action, Adventure, Comedy            ","Rachel Melvin, Cortney Palm, Lexi Atkins, Hutch Dano",Jordan Rubin,15339,$0.01M,4.7
Tremors: A Cold Day in Hell,98,"    The new sequel finds Burt Gummer, who's dying from Graboid poison, and his son Travis at a remote research station in Canada's Nunavut Territory, where they must go up against a new batch of Graboids to save Burt's life.",2018,"Action, Adventure, Comedy            ","Jay Anstey, Alistair Moulton Black, Paul du Toit, Michael Gross",Don Michael Paul,3810,,5.0
Paul Blart: Mall Cop 2,94,"    After six years of keeping our malls safe, Paul Blart has earned a well-deserved vacation. He heads to Las Vegas with his teenage daughter before she heads off to college. But safety never takes a holiday and when duty calls, Blart answers.",2015,"Action, Comedy, Crime            ","Kevin James, Raini Rodriguez, Eduardo Verástegui, Daniella Alonso",Andy Fickman,32088,$71.04M,4.4
Devilman: Crybaby,25,"    Demons invade humanity after being frozen in ice for millions of years. Akira, a timid boy, is tasked by his friend Ryo to merge with one of these demons in order to be able to fight back against them for the sake of humanity.",2018,"Animation, Action, Fantasy            ","Griffin Burns, Cherami Leigh, Kyle McCarley, Cindy Robinson",,8808,,7.6
Kingsglaive: Final Fantasy XV,110,"    King Regis, who oversees the land of Lucis, commands his army of soldiers to protect the kingdom from the Niflheim empire's plans to steal the sacred crystal which gives Lucis its magic and power.",2016,"Animation, Action, Adventure            ","Aaron Paul, Lena Headey, Sean Bean, Neil Newbon",Takeshi Nozue,18976,$0.23M,6.8
Next Gen,106,"    A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.",2018,"Animation, Action, Adventure            ","John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña","Kevin R. Adams, Joe Ksander, Ricardo Curtis",11966,,6.6
The Prince,93,"    When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.",2014,"Action, Thriller            ","Jason Patric, Bruce Willis, John Cusack, Jessica Lowndes",Brian A. Miller,16502,,4.6
Alex Cross,101,    A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.,2012,"Action, Crime, Mystery            ","Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns",Rob Cohen,31337,$25.89M,5.1
A Taxi Driver,137,"    A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.",2017,"Action, Drama, History            ","Kang-ho Song, Thomas Kretschmann, Hae-jin Yoo, Jun-yeol Ryu",Hun Jang,11003,$1.53M,7.8
Dog Eat Dog,93,    A crew of ex-cons are hired by a Cleveland mafioso to kidnap the baby of a rival mobster.,2016,"Action, Thriller            ","Nicolas Cage, Willem Dafoe, Christopher Matthew Cook, Omar J. Dorsey",Paul Schrader,7118,,4.7
Wrecked,30,"    When a plane crashes on a deserted island on the way to Thailand, the remaining survivors of the crash struggle to get along and heads clash as they have differing views on how to stay alive and how they will get off the island.",2018,"Action, Adventure, Comedy            ","Zach Cregger, Asif Ali, Brian Sacca, Ally Maki",,5767,,7.2
7 Guardians of the Tomb,90,"    An innocent discovery of a well-preserved mummified Chinese Emperor from 200 B.C. unearths a two-thousand-year-old nightmare, a secret that should have remained buried.",2018,"Action, Adventure, Horror            ","Bingbing Li, Kellan Lutz, Kelsey Grammer, Chun Wu",Kimble Rendall,2871,,4.5
Automata,109,    Human race is at edge of the end. Robot race is at edge of the beginning.,2014,"Action, Sci-Fi, Thriller            ","Antonio Banderas, Birgitte Hjort Sørensen, Dylan McDermott, Melanie Griffith",Gabe Ibáñez,52004,,6.1
