title,runtime,des,date,genre,cast,director,vote,gross,rating
Catatan (Harian) Si Boy,96,"A circle of friends risking their Friendship, Trust, Love and Hope in search of a legend. A young and privileged teenager with a golden heart, beset with challenges and tribulations we face today with the goal to open many young people's mind with inspirations and hopes that drive them in achieving their dreams. To get out of their comfort zone and finish what they started.",2011,"Action, Drama, Romance            ","Ario Bayu, Onky Alexander, Abimana Aryasatya, Tara Basro",Putrama Tuta,121,,6.8
Avengers Assemble in the Playroom,3,    Panic breaks out in the playroom and the Avengers are assembled to save the day.,2012,"Short, Action, Comedy            ","Jessica Fildes, James Fildes",,35,,5.3
Muse: Pressure,5,    Music video by Muse. Homecoming dance '84 turns into 80s horror movie when mutated man-eating fuzzballs escape their cages in the science lab and start devouring everyone present. The principal and the hired band try to stop them.,2018,"Short, Action, Horror            ","Matthew Bellamy, Terry Crews, Michelle Fang, Javier Luna",Lance Drake,14,,8.5
The Hideout,90,"    Five thieves take refuge in cabin as distrust and greed stirs among the group, an infection erupts in the world outside and chaos ensues.",2014,"Action, Horror, Thriller            ","Jinhee Joung, Jonathan Carlander, I. Elijah Baughman, Patrick Lazzara","Denny Barnes, Ken Moralez",31,,3.0
The Woman in the Red Dress,92,    An MMA fighter falls in love with a beautiful woman as an evil man will stop at nothing to end them.,2016,"Action, Crime, Drama            ","John Nicholas, Freya Adams, Nelson Estevez, Faye Viviana",Calvert David Miles,6,,7.8
Kikô shôjo wa kizutsukanai,24,"During the early 20th century, along with technological advancements, scientists were able to develop sophisticated magic. The combination of science and sorcery was Makinot, circuits made from spells that were put into objects to bring them to life and even gain a personality. It was developed as a military weapon and has now spread throughout the world. Akabane Raishin is now attending the Royal Academy to become the best in the world. Accompanied by the lovely teenage girl Yaya, who is actually Raishin's puppet weapon, he plans on rocketing to the top of the class. However, his test scores come nearly dead last although his combat skills and determination are second to none. Raishin has to compete with the deadliest of classmates if he wants to come out as the king.",2013,"Animation, Action, Fantasy            ","Bryn Apprill, Clifford Chapin, Kristin Sutton, Kristin McCollum",,237,,7.1
Retribution,10,"    A homeless man is forced into acts of brutal violence, as he takes retribution against anyone who crosses him.",2018,"Short, Action            ","Daniel Stisen, Phillip Ray Tommy, Grant Steven, Dimitri Raft",Nick Wall,22,,6.7
The Fray: Love Don't Die,4,    It's a great song and the girlfriend gets hit on so the boyfriend fight the man who hit on the girlfriend,2013,"Short, Action, Romance            ","The Fray, Candice King, Joe King, Isaac Slade",Nathan 'Karma' Cox,11,,7.4
Infiltrators,94,    An 'urban explorer' is blackmailed into infiltrating a derelict building on the eve of its demolition in the hope he can recover a forgotten treasure.,2014,"Action, Thriller            ","Glenn Bradley, Stephanie Rhodes, Scott Challgren, Tom Costello Jr.",Michael Stokes,50,,4.8
Medal of Victory,89,"    When two soldiers on the run are mistaken for war heroes and dragged into the corrupt politics of a small town, murder and mayhem follow not far behind them.",2016,"Action, Adventure, Comedy            ","Richard Riehle, Gary Houston, Cliff Chamberlain, Jack O'Connell",Joshua Moise,163,,4.1
You Do Not Mess with Jack Reacher: Combat & Weapons,10,"    A look at the film's authentically styled action choreography and details behind shooting the film's major action scenes. Unfortunately, as the title seems to suggest, there's nothing about the film's firearms in the piece.",2013,"Short, Action            ","Robert Alonzo, Tom Cruise, Don Granger, Paul Jennings",Jon Mefford,8,,6.5
N00bslayr,5,    A strange habitat is invaded by terrifying creatures named normies. A ricefield slave must create a gang to take on the villainous normie and save the day.,2017,"Action, Adventure, Comedy            ","Leafy Clone, Chin Chin, Marty Jimmy John, Meme Machine",,30,,7.8
Kingsman: Bespoke Lessons for Gentlemen Spies,0,    An animated series of adventures that double as lessons in Kingsman style.,2015,"Animation, Action, Adventure            ",Mel Elliott,,38,,7.9
The Dark Ages,14,"    In 2027, Avalon has to escape the Militia, a repression commando obeying a totalitarian regime controlling the United-States.",2012,"Short, Action, Sci-Fi            ","Jessica Richards, John C. Epperson, Hunter Jackson, Jesus Martinez",Geoffroy Faugérolas,11,,6.6
Dorner: Manifesto for Murder,94,"    Inspired by actual events, Dorner: Manifesto for Murder, chronicles the wild chase for rogue ex-LAPD officer Christopher Dorner.",2014,"Action, Thriller            ","Jay Jee, Melissa Ricci, Adrian Bustamante, Tim Pipher",Tim Pipher,0,,0.0
Until Dawn,0,Add a Plot,2016,"Short, Action            ","Connor Dylan, Loren Giron, Mary Limbert, Jeff Moffitt",Sy Cody White,0,,0.0
Battleship,0,"    Mainly following the movie, you go behind scenes as the special forces against aliens.",2012,Action            ,"Kirk Thornton, Dave Mallow, David Lodge, Michael McConnohie",,41,,4.8
The Bureau: XCOM Declassified,0,"As a covert government unit begins investigating and concealing a series of mysterious alien attacks, Special Agent William Carter must make the decisions and lead his squad into a covert war, defending the human race and protecting the truth.",2013,"Action, Sci-Fi            ","Mark Hildreth, Alan Dale, Peter Jessop, Courtenay Taylor","Morgan Gray, Erik J. Caponi",208,,6.5
And There Were 4,86,    And There Were 4 is Crash (2005 Oscar winning movie) meets African-American Superheroes.,2018,"Action, Drama, Fantasy            ","Shadner Ifrene, Nathaniel Ryan J., Mysonne Linen, Bek Markas",Saquan Jones,43,,3.9
Hiszpanka,127,"    Steeped in wonder and mystery, HISZPANKA (Influenz) tells the story of a group of clairvoyants committed to restoring the Polish state as World War One dwindles to an end. Gathered inside a...                See full synopsis »",2015,"Action, Crime, History            ","Crispin Glover, Artur Krajewski, Bruce Glover, Karl Markovics",Lukasz Barczyk,183,,4.1
The Lab,0,"    Set in a pocket universe of Aperture Science, The Lab offers a wide range of ways to enjoy VR, all in one application.",2016,"Action, Comedy, Sci-Fi            ","Laura Bailey, Steve Blum, Ashly Burch, Phil LaMarr",,11,,7.3
6 Bullets to Hell,80,"    When a farmer's wife is brutally murdered by the ruthless bandit Bobby Durango and his gang of killers, Billy Rogers goes back to his old gun and starts to hunt them one by one.",2016,"Action, Adventure, Western            ","Tanner Beard, Crispian Belfrage, Russell Quinn Cummings, Ken Luckey","Tanner Beard, Russell Quinn Cummings",63,,6.4
Company of Heroes 2,0,    As in the first Comapany oh Heroes from the Americans in WWII. This will continue the dramatic plot of a brave team of Soviet Union soldiers will defend the Motherland at any cost from the Germans.,2013,"Action, War            ","Barry Aird, David Annen, Charlie Anson, Tim Beckmann",Damien Goodwin,221,,6.4
Ninjas vs. Monsters,90,"In this final installment, the Ninjas and their friends find themselves pitted against the most evil and memorable monsters of them all - Dracula, Frankenstein, the Mummy, the Werewolf, and MORE! Loaded with martial arts action, bloody horror, gun play, magic, comedy, pop-culture references, and a tightly woven twist-filled plot.",2012,"Action, Comedy, Horror            ","Daniel Ross, Cory Okouchi, Dan Guy, P.J. Megaw",Justin Timpane,125,,3.2
Spider-Man Lives: A Miles Morales Story,9,"    In the wake of Peter Parker's death, will Miles Morales find the courage to put on the mask and become Spider-Man?",2015,"Short, Action, Sci-Fi            ","Demetrius Stephens, Patrick McDaniel, Michael J. Patterson, Diane Samuelson",Ivan Kander,98,,6.1
American Brawler,91,    A martial arts instructor must enter the world of illegal pit fighting in order to save his family and his dojo.,2013,"Action, Crime, Drama            ","Marco Antonio Alvarez, Dennis Ruel, O.G. Dave Rivera, E. Ambriz DeColosio",Jose Montesinos,289,,4.0
Attack in LA,80,    Three friends find themselves lost on Skid Row and are captured by an angry homeless gang.,2018,Action            ,"Shaun T. Benjamin, Kurt Bonzell, Burt Culver, Jeffrey Decker",Chad Ferrin,29,,4.2
