title,runtime,des,date,genre,cast,director,vote,gross,rating
Patagonia: Earth's Secret Paradise,59,"    Patagonia is one of the ultimate lands of mystery - the remote, windswept, tail end of South America - a place we may have heard of but know very little about. Narrated by Santiago Cabrera,...                See full summary »",2015,Documentary            ,Star:Santiago Cabrera,,151,,8.1
Uyghurs: Prisoners of the Absurd,99,"    The incredible odyssey of a group of men from China's persecuted Uyghur minority, detained in Guantánamo as terrorists. Exposing the cold logic of post-September 11 geopolitical gamemasters...                See full summary »",2014,Documentary            ,Patricio Henríquez,,24,,7.4
Out of Darkness,192,    Out of Darkness is a full length three-part documentary examining the untold history of African people and the African cultural contribution to the nations of the world.,2016,Documentary            ,"Umar Johnson, Sabir Bey, Claud Anderson, Kaba Kamene",Amadeuz Christ,22,,7.1
Underwater Dreams,86,"    Underwater Dreams, narrated by Michael Peña, chronicles the story of how the sons of undocumented Mexican immigrants learned how to build underwater robots. And go up against MIT in the process.",2014,"Documentary, History, News            ",Star:Michael Peña,Mary Mazzio,76,,7.8
Churchill's Secret Son,90,    Brendan Bracken was Winston Churchill's closest advisor for over 30 years. Was Brendan Bracken Churchill's illegitimate son? In the 1920's even Winston's wife had to ask. This documentary tells the truth about this remarkable man.,2014,"Documentary, History            ",Brendan Bracken was Winston Churchill's closest advisor for over 30 years. Was Brendan Bracken Churchill's illegitimate son? In the 1920's even Winston's wife had to ask. This documentary tells the truth about this remarkable man.,,0,,0
Commie Camp,81,"    Not Another Jesus Camp is a documentary about the legendary Camp Kinderland, the summer camp, which still exists, and was founded in the 1920's by secular Jewish workers who wanted their ...                See full summary »",2013,"Documentary, Comedy, Drama            ","Not Another Jesus Camp is a documentary about the legendary Camp Kinderland, the summer camp, which still exists, and was founded in the 1920's by secular Jewish workers who wanted their ...                See full summary »",,0,,0
Bob Wilson's Life & Death of Marina Abramovic,57,"    ""Bob Wilson's Life & Death of Marina Abramovic"" follows the coming together of director Robert Wilson, performance artist Marina Abramovic, singer and composer Antony Hegarty and performer ...                See full summary »",2012,Documentary            ,"Willem Dafoe, Marina Abramovic, Robert Wilson, Anohni",Giada Colagrande,47,,7.0
The Women Who Kill Lions,47,    Female big game hunters Rebecca Francis and Jacine Jadresko talk candidly about why they participate in this blood sport and the extreme levels of abuse they have received including from celebrities.,2016,Documentary            ,"Rebecca Front, Rebecca Francis, Jacine Jadresko",Neil Rawles,124,,3.8
Pacific Warriors,93,"    A insight into the origins and stories of Pacific Island rugby teams such as Tonga, Samoa and Fiji. This documentary explores the backgrounds of a wide variety of players, past and present.",2015,"Documentary, Sport            ","Serge Betsen, Bakkies Botha, Brian Cox, Ranulph Fiennes",James Marquand,171,,7.4
Judas Priest: Epitaph,142,"    On May 26, 2012, Judas Priest wrapped up their epic ""Epitaph"" world tour with a storming set at London's Hammersmith Apollo. The band, having announced that this would be their final ...                See full summary »",2013,"Documentary, Music            ","Rob Halford, Glenn Tipton, Richie Faulkner, Ian Hill",Alex Walker,54,,8.4
The '90s Greatest,30,"    When the '90s kicked off, the Berlin Wall has just fallen down, and soon other walls were coming downtown - between public and private, news and entertainment, reality and fantasy. The ...                See full summary »",2018,Documentary            ,"Huey Morgan, Bob Batchelor, Perez Hilton, David Sirota",,30,,6.7
"Art, Passion & Power: The Story of the Royal Collection",240,"    Art historian Andrew Graham-Dixon explores the history of the Royal Collection, one of the largest and most important art collections in the world - built up over 500 years.",2018,"Documentary, History            ","Andrew Graham-Dixon, Kajal Meghani, Sophie Gordon, Caroline De Guitaut",,16,,8.2
Hooligan,79,"    Sean Bean (Game of Thrones, The Lord of the Rings series) presents one of the hardest hitting films on football violence ever made.",2012,Documentary            ,"Sean Bean, Tamer Hassan, Jamie Dorrington, Andrew Jennings","Donal MacIntyre, Gerry Easter",161,,4.7
Benefits Street,0,"    A controversial 'fly-on-the-wall' documentary series documenting the people who live on James Turner Street, Birmingham which, according to several tabloid newspapers, 90% of it's residents live off government funded benefits",2014,Documentary            ,"Tony Hirst, Deirdre Kelly, Fungi, Sue Griffiths",,113,,5.7
Called to Duty: The Civil War Training Camps of New Jersey,35,"    The year was 1862; the Civil War is now in its second year, with no end in sight. More troops were needed to drive the south to its knees and bring this conflict to a hasty conclusion. ...                See full summary »",2016,"Documentary, Short            ","Ann Marie Ahlers, Ken Aldous, Mike Bell, Nikki Bell",Rich Mendoza,10,,8.0
Triumph,88,"    On October 14, 2014 the two Eastern European countries of Albania and Serbia faced off on the soccer field in the Serbian capital of Belgrade. With Albanian fans not permitted to attend the...                See full summary »",2017,"Documentary, Sport            ","Lorik Cana, Gianni De Biasi, Blendi Fevziu, Shkëlzen Gashi","Charlie Askew, Kreshnik Jonuzi, Luftar Von Rama",17,,8.1
Breaking Point,0,    Families across the nation are on the brink of destruction as their lives have been hijacked by a criminal loved one... this is their BREAKING POINT. This reality series features subjects ...                See full summary »,2015,"Documentary, Biography, Crime            ","Darren Kavinoky, Rafaella Biscayn, Willow Hale, Tim Hooper",,44,,8.3
Viking Dead,60,Add a Plot,2018,Documentary            ,Star:Jeremy Freeston,,9,,6.8
A Small Section of the World,62,    A Small Section of the World is an inspirational story about a group of women from a remote farming region of Costa Rica whose ideas sparked a revolution in the coffee growing world. After ...                See full summary »,2014,"Documentary, Biography            ",Lesley Chilcott,,62,,7.8
Mary Mary,60,"    Follow sisters Erica and Tina Campbell, of the gospel duo Mary Mary, as they balance busy careers and growing families.",2012,"Documentary, Reality-TV            ","Erica Campbell, Tina Atkins, Anyshka, Mark Siegel",,111,,6.1
2350 Last Call: The Neo Story,46,"    Opened in 1979 as Chicago's first alternative dance club, the nightclub Neo reigned for 36 years as a sanctuary for misfits, weirdos, and outcasts and ground zero for an explosion of ...                See full summary »",2018,Documentary            ,"Opened in 1979 as Chicago's first alternative dance club, the nightclub Neo reigned for 36 years as a sanctuary for misfits, weirdos, and outcasts and ground zero for an explosion of ...                See full summary »",,0,,0
OnCreativity,0,"    Explores creativity, through interviews with a diverse range of well known designers, artists, musicians, animators, educators, and more.",2012,Documentary            ,"Explores creativity, through interviews with a diverse range of well known designers, artists, musicians, animators, educators, and more.",,0,,0
The Dwarvenaut,84,"    A dreamlike glimpse into the visionary mind of Brooklyn-based artist and entrepreneur Stefan Pokorny. An art prodigy obsessed with Dungeons and Dragons, who attempts to bring his most ambitious work to life through Kickstarter.",2016,Documentary            ,Star:Stefan Pokorny,Josh Bishop,266,,6.3
Mountain Quest,45,Add a Plot,2018,Documentary            ,Add a Plot,,0,,0
This Is Drag,60,"    An intimate, behind-the-scenes look at performance, glamor, fame, family, love and sacrifice as some of the world's most renowned drag queens come together for World Pride in Toronto.",2015,Documentary            ,"Roy Haylock, Danny Noriega, Shane Jenek, Greg Meyer",Mark Kenneth Woods,82,,4.9
Australia: The Time Traveller's Guide,0,"    Of all continents on Earth, none preserve the story of the formation of our planet and the evolution of life quite like Australia. Nowhere else can you simply jump in a car and travel back ...                See full synopsis »",2012,Documentary            ,Star:Richard Smith,,50,,8.3
Anthology Zero: The Beatles at Their Best,25,"    A re-telling of the early years of The Beatles. Get reintroduced to the group at the time when John Lennon says they were at their best. A time when their most popular member wasn't John, Paul, George or Ringo.",2011,"Documentary, Short, Biography            ","A re-telling of the early years of The Beatles. Get reintroduced to the group at the time when John Lennon says they were at their best. A time when their most popular member wasn't John, Paul, George or Ringo.",,0,,0
Blue Zoo,0,    6 WEEKS. ONE MISSION. TURN 8 TEENAGE ROOKIES INTO MARINE EXPERTS Blue Zoo is an empowering 13-part observational documentary that follows eight young marine animal enthusiasts as they ...                See full summary »,2014,Documentary            ,"Xenia Goodwin, Liam McKenna",,8,,7.9
Mayan Renaissance,68,"    Feature length film which documents the glory of the ancient Maya civilization, the Spanish conquest in 1519, five hundred years of oppression, and the courageous fight of the Maya to ...                See full summary »",2012,Documentary            ,"Rigoberta Menchú, Adolfo Pérez Esquivel, Jody Williams, Pedro Celestino Yac Noj",Dawn Gifford Engle,12,,8.0
Cointelpro 101,56,"    Cointelpro 101 exposes illegal surveillance, disruption, and outright murder committed by the US government in the 1950s, 60s, and 70s. Cointelpro refers to the official FBI COunter ...                See full summary »",2010,"Documentary, History            ",Star:Liz Derias,,18,,7.8
The Mentors: Kings of Sleaze Rockumentary,78,"    How did three losers from Seattle shock, inspire, and offend masses worldwide? One of the most offensive bands to emerge from the 70's, the trio played a role in corrupting society and ...                See full summary »",2017,"Documentary, Comedy, Music            ","Steve Broy, Eric Carlson, Dave Chandler, El Duce",April Jones,27,,7.3
A Fuller Life,80,    Friends and admirers of iconoclastic film director Sam Fuller read from his memoirs.,2013,"Documentary, Biography, Crime            ","James Franco, Jennifer Beals, Bill Duke, James Toback",Samantha Fuller,166,,6.9
Agatha Christie: Murder Beyond the Orient Express,60,Add a Plot,2017,Documentary            ,"Mark Aldridge, Lucy Boynton, Kenneth Branagh, Olivia Colman",Tim Postins,9,,4.0
"Ben-Gurion, Epilogue",61,"    Based on archive material, the film reveals the final years of Israel's founder, David Ben-Gurion. Excluded from leadership, he allowed himself a hindsight perspective on the Zionist enterprise.",2016,"Documentary, History            ",Star:David Ben-Gurion,Yariv Mozer,85,,8.0
Catching Hell in the City of Angels,96,    This documentary feature film tells a story of life and death in South Central Los Angeles. A struggle beyond the nearby Hollywood limelight among people for whom state intervention comes mostly with a siren attached.,2013,Documentary            ,"B., Charlie Beck, Letitia Corrill, K.C. Cressell",Andy Baybutt,56,,6.8
Life After Pi,30,"    'Life After Pi' is a short documentary about Rhythm & Hues Studios, the L.A. based Visual Effects company that won an Academy Award for its groundbreaking work on 'Life of Pi' - just two weeks after declaring bankruptcy.",2014,"Documentary, Short, Drama            ","Lois Anderson, Saraswathi Vani Balgam, Lee Berger, Prashant Buyyala",Scott Leberecht,196,,7.5
Oriented,86,    A feature documentary that follows the lives of three gay Palestinian friends exploring their national and sexual identity in Tel-Aviv during the Israel-Gaza conflict of 2014.,2015,Documentary            ,"Khader Abu Seif, Fadi Daeem, Naeem Jiryes, David Pearl",Jake Witzenfeld,501,,6.6
The Rabbi Who Found Messiah,60,    Mystical death curses. Visions of Messiah. A renowned world political leader under the threat of death. Religious leaders in absolute shock. A cryptic death note... The story is shocking. ...                See full summary »,2013,Documentary            ,Star:Carl Gallups,George D. Escobar,11,,5.2
Heart Like a Hand Grenade,120,    An intimate look of the band recording their album American Idiot...art house style.,2015,Documentary            ,"Billie Joe Armstrong, Rob Cavallo, Tre Cool, Mike Dirnt",John Roecker,344,,7.6
San Francisco 2.0,39,    The invasion of the technology elite causes economic division and upheaval in the city of San Francisco.,2015,Documentary            ,"Alexandra Pelosi, William Wong",Alexandra Pelosi,315,,7.0
Petals: Vagina Dialogues,78,    The 78-minute documentary both questions and examines the many unspoken myths of a woman's core sexuality -- her vulva. These deep-seated beliefs directly affect female sexual self-esteem. ...                See full summary »,2010,"Documentary, Biography            ",Beck Peacock,,70,,5.7
Unprotected,81,"    A documentary about the objectification of women as the result of the availability of contraception, from a Catholic point of view.",2018,Documentary            ,"Jason Evert, Jennifer Fulwiler, Benjamin Wiker",Donald J. Johnson,38,,5.0
"In Conversation with Armie Hammer, Timothée Chalamet, Michael Stuhlbarg & Luca Guadagnino",25,Add a Plot,2018,"Documentary, Short, Talk-Show            ","Kyle Buchanan, Timothée Chalamet, Luca Guadagnino, Armie Hammer",,11,,6.9
Diana: Her Story,84,Add a Plot,2017,Documentary            ,Star:Bill Fellows,Kevin Sim,58,,8.0
Jesus Meets the Gay Man,107,"    A story of reconciliation, forgiveness and renewal wrapped in Monty Python-like sketches and a jazzy dance number, Jesus Meets the Gay Man is a fun documentary that will have you see Jesus ...                See full summary »",2017,Documentary            ,Star:Jean-Claude Lafond,,7,,5.4
Sports Illustrated Swimsuit 2016 Revealed,60,Add a Plot,2016,Documentary            ,"Caroline Wozniacki, Ronda Rousey, Elle Macpherson, Nick Cannon",Ivan Dudynsky,9,,5.2
Tvillingsøstrene,58,"    The true story of twin sisters from China, adopted by two separate sets of parents.",2013,Documentary            ,"Alexandra Hauglum, Mia Hansen, Wenche Hauglum, Sigmund Hauglum",Mona Friis Bertheussen,241,,7.7
Faith in the Big House,60,    The power of the growing prison ministry movement is put to the test as six Louisianian inmates struggle to break the cycle of incarceration. The late Orlando based Bishop Frank Constantino...                See full summary »,2011,"Documentary, Biography, Crime            ","Nick Chinlund, Charles Colson, Jack Murphy, Frank Constantino",Jonathan Schwartz,6,,5.8
Bill Coors: The Will to Live,116,    Bill Coors is known for being a titan of the brewing industry but what is less known is the heroic personal journey he undertook to discover a holistic answer to treat the depression and ...                See full summary »,2018,Documentary            ,"Elizabeth Archer, Tracy Atkins, Herbert Benson, Padraic Benson",Kerry David,12,,6.4
Last Will & Testament,85,"    This documentary explores the ongoing debate about the authorship of the works attributed to Shakespeare. Writers and critics, actors and scholars, including Mark Twain, Sigmund Freud, ...                See full summary »",2012,"Documentary, Mystery            ","Jonathan Bate, Charles Beauclerk, William Boyle, Michael Cecil","Laura Wilson, Lisa Wilson",165,,8.0
The Maze Runner: Finding the Gang,0,Add a Plot,2014,"Documentary, Short            ",,,76,,8.1
Custer's Last Man: I Survived Little Big Horn,88,    The most iconic battle in American History is looked at from the point of view of a man who may actually have survived the Battle of Little Big Horn. George Armstrong Custer and over 200 of...                See full summary »,2011,"Documentary, Western            ","Louise Barnett, Dwight V Coleman, Scott Cross, John Doener",Ted Schillinger,20,,8.2
Take None Give None,83,"    The documentary Take None Give None, a portrait of the Chosen Few M.C. evolved from a long term relationship between photographer Gusmano Cesaretti and the Chose Few Motorcycle Club. In ...                See full summary »",2016,Documentary            ,"Gusmano Cesaretti, Kurt Mangum",,8,,7.8
The Coronation,60,"    Marking the 65th anniversary of the Queen's Coronation, Queen Elizabeth II herself shares her memories of the ceremony for the first time, and showcases the Crown Jewels like never before.",2018,Documentary            ,"Alastair Bruce, Bernard Fitzalan-Howard 16th Duke of Norfolk, Lady Glenconner, John Hall",Harvey Lilley,73,,7.8
In the Name of Confucius,52,"    After one unassuming Chinese language teacher defected and spoke up against the Chinese government's multi-billion dollar Confucius Institute (CI) program, One of Canada's top 10 ...                See full summary »",2017,Documentary            ,"Sonia Zhao, Anastasia Lin, Chris Bolton, Michel Juneau-Katsuya",Doris Liu,40,,8.5
Everyday Gourmet with Justine Schofield,30,"    A weekday cooking show, hosted by Justine Schofield. She gives tips and insights to viewers, to help make cooking enjoyable for everyone.",2011,Documentary            ,"Justine Schofield, Adam Swanson, Tom Niall, Lucy Kelly",,20,,7.8
Screaming in High Heels: The Rise & Fall of the Scream Queen Era,63,"    Three actresses ""accidentally"" became cult horror film icons in the late 1980s and created the modern interpretation of the ""Scream Queen"" image.",2011,Documentary            ,"Linnea Quigley, Brinke Stevens, Michelle Bauer, Fred Olen Ray",Jason Paul Collum,249,,6.8
Close Encounters of the 'Fourth Kind',0,Add a Plot,2011,Documentary            ,Add a Plot,,0,,0
Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,65,"    Magic: The Gathering is the most popular collectible card game in the world. At Magic's Pro Tour, players from around the globe compete to prove who is the best. They are writers, game ...                See full summary »",2016,Documentary            ,"Wil Wheaton, Reid Duke, Owen Turtenwald, William Jensen","Nathan Holt, Shawn Kornhauser",254,,6.0
Finding Mitch Rapp: Dylan O'Brien,10,    This piece focuses on the assassin hero of Vince Flynn's book series.,2017,"Documentary, Short            ",This piece focuses on the assassin hero of Vince Flynn's book series.,,0,,0
The Grounded,71,"    The Grounded movie tells the true tale of an Alaskan wildlife filmmaker's persistent curiosity and quest to test the claims of what appears to be an outrageously simple and ""too good to be ...                See full summary »",2013,Documentary            ,"Charles Duke, Brian Dunning, Laura Koniver, Garrett Kroschel",Steve Kroschel,24,,8.0
Gary Gulman: In This Economy?,60,"    Money is a running theme in Gary Gulman's comedy special, In This Economy?, where he shares some of his money-saving tips, like staying in a relationship and buying a water filter. He talks...                See full summary »",2012,"Documentary, Comedy            ",Star:Gary Gulman,Jay Chapman,297,,7.4
Milford Graves Full Mantis,91,"    A philosophical investigation into the nature of humanity, art, creativity, being, and purpose. As much a visual poem as a documentary, the film oscillates from present to past and weaving ...                See full summary »",2018,Documentary            ,Star:Milford Graves,"Jake Meginsky, Neil Young",85,$0.03M,7.7
The Strange Case of the Law,59,    Barrister Harry Potter tells the remarkable story of English justice.,2012,Documentary            ,Star:Harry Potter,,5,,5.8
Rick Stein's Long Weekends,0,"    Popular chef Rick Stein gives the inside track on some of our favourite destinations for a weekend jaunt. Visiting places such as Bordeaux, Berlin, Reykjavik, Bologna and Vienna, Rick is ...                See full summary »",2016,Documentary            ,Star:Rick Stein,,14,,8.6
Ghetto Uprising: The Untold Story,61,"    The Warsaw Ghetto Uprising has become a symbol of heroism throughout the world, but it's generally accepted story is incomplete. Among the fighters was a group that was not granted ...                See full summary »",2017,"Documentary, Animation, Drama            ",Star:Aleksandr Polovets,"Yuval Haimovich-Zuser, Simon Shechter",16,,8.4
Russia's Lost Princesses,0,Add a Plot,2014,Documentary            ,"Helen Rappaport, Grigory Rasputin, Christopher Warwick, Mother Alexandra",,22,,7.5
Charlie's Scars,0,"    Charlie Petrizzo knows about hurt, and the scars it can leave. He also knows about healing. What he never suspected is how little he knew about forgiveness. Charlie Petrizzo looked death in...                See full summary »",2012,Documentary            ,"Charlie Petrizzo knows about hurt, and the scars it can leave. He also knows about healing. What he never suspected is how little he knew about forgiveness. Charlie Petrizzo looked death in...                See full summary »",,0,,0
Why I'm Not on Facebook,78,    One man's soul searching decision on whether or not he should join Facebook sets him off on an epic journey of self-discovery as he weighs the pros and cons of becoming a member of the ...                See full summary »,2014,Documentary            ,"Angelica, Julian Assange, Roseanne Barr, Cheyenne",Brant Pinvidic,121,,5.8
Serena,95,    An intimate look into the life of tennis champion Serena Williams during her 2015-2016 season.,2016,"Documentary, Biography, Sport            ","Novak Djokovic, Drake, Chris Evert, Roger Federer",Ryan White,202,,6.8
Twerk INC,73,    Twerking has become a common term among teens in America. But what these young women from Europe have done is beyond just a dance. Join me as I travel to Israel and Russia to uncover the ...                See full summary »,2018,Documentary            ,Twerking has become a common term among teens in America. But what these young women from Europe have done is beyond just a dance. Join me as I travel to Israel and Russia to uncover the ...                See full summary »,,0,,0
Jello Underground,10,    A diverse group of women battle for the championship title in the unique world of underground jello wrestling.,2017,"Documentary, Short            ","Alexandria Konkler, Jenna Labelle",Gracie Garnet,5,,6.6
Maineland,90,"    Stella and Harry are affluent, cosmopolitan teenagers who are part of the enormous wave of ""parachute students"" from Mainland China enrolling in U.S. private schools. Shot over three years ...                See full summary »",2017,Documentary            ,Miao Wang,,77,,5.6
Granny Project,89,"    Three grandsons embark with their grannies on an anarchic journey into the past - a complex road movie about intergenerational dialogue in Great Britain, Germany and Hungary.",2017,Documentary            ,Bálint Révész,,126,,7.6
The Yes Men Are Revolting,91,    Comedy troupe The Yes Men stage phony events and press releases in an effort to bring attention to environmental dangers and corporate greed.,2014,Documentary            ,"Mike Bonanno, Andy Bichlbaum, Benadette Chandia Kodili, Albert Mwesigwa","Andy Bichlbaum, Mike Bonanno, Laura Nix",696,$0.05M,6.8
London: The Modern Babylon,125,    London: The Modern Babylon is legendary director Julien Temple's epic time-traveling voyage to the heart of his hometown.,2012,"Documentary, History, Music            ","Keith Allen, Michael Gambon, Steve Jones, Bill Nighy",Julien Temple,528,,7.2
Family Rules,26,"    This up close and personal series gives an exclusive insight into modern Indigenous family life through the eyes of nine sisters and their mother. Angela, Shenika, Helen, Kelly, Kiara, ...                See full summary »",2018,Documentary            ,,,5,,5.6
Operation Oman,67,    The untold story of a secret war,2014,"Documentary, History, War            ","Mike Austin, Mike Ball, Craig Bevan, Ranulph Fiennes",Tristan Ofield,49,,7.4
Evolution vs. God: Shaking the Foundations of Faith,38,"    Ray Comfort, New Zealand-born evangelist, takes to the streets to ask random people to provide him with evidence for evolution, along with four evolutionary biologists.",2013,"Documentary, Short            ","Ray Comfort, Kevan Brighting, Alessandro Bianchi, Gail Kennedy",Ray Comfort,579,,3.6
Alex Honnold: At Home Off the Wall,0,Add a Plot,2015,"Documentary, Short            ",Star:Alex Honnold,"Tyler Nilson, Michael Schwartz",5,,7.6
The Reservoir Game,100,    Investigation about government-involved insider trading in South Korea.,2017,Documentary            ,"Hong Ik-Pyo, Jung Jae-Ho, Lee Ji-Hyung, Joo Jin-Woo",Jin-sung Choi,22,,6.0
Jeremy Jones' Further,85,"    FURTHER: the second installment in the DEEPER, FURTHER, HIGHER trilogy. FURTHER will explore some of the world's most remote mountain terrain while continuing Jones' mission to camp deep in...                See full summary »",2012,"Documentary, Action, Adventure            ","Ryland Bell, Lucas Debari, Josh Dirksen, Terje Håkonsen",Jon Klaczkiewicz,239,,7.6
Breathe,51,    Martin Khodabakhshian (9-Time Emmy Award-winning ESPN producer) directs and produces this fascinating documentary that truly goes to new depths in the search for man's physical and mental ...                See full summary »,2011,"Documentary, Adventure            ",Star:William Trubridge,Martin Khodabakhshian,59,,7.4
Great Indian Railway Journeys,0,"    Former British Secretary of State for Defence Michael Portillo embarks upon a railway journey across India guided by his copy of Bradshaw's 1913 handbook of Indian, Foreign and Colonial travel.",2018,Documentary            ,Star:Michael Portillo,,48,,7.6
I Ain't Scared of You: A Tribute to Bernie Mac,60,"    I AIN'T SCARED OF YOU is a documentary tribute to Bernie Mac (1957-2008). From his stand-up in underground Chicago comedy clubs to the Big Screen in Hollywood, Bernie Mac's sharp tongue and...                See full summary »",2011,"Documentary, Biography, Comedy            ","Anthony Anderson, Tom Arnold, Angela Bassett, Bill Bellamy",Robert Small,118,,8.3
Wish List,13,Add a Plot,2017,"Documentary, Short            ",Add a Plot,,0,,0
Deep Water: The Real Story,87,"    Up to 80 murders, 30 unsolved cases, thousands of assaults. In the 1980s and 1990s a murderous epidemic grips Sydney. The attackers are united by contempt. Their targets united by their ...                See full summary »",2016,"Documentary, Crime            ","David McMahon, Sue Thompson, Peter Russell, Ted Russell",Amanda Blue,72,,7.3
Wild West: America's Great Frontier,0,    Documentary series exploring the innovative ways that nature has found in order to survive the extremely testing environment of America's wild west.,2016,Documentary            ,"James Norton, Sander Guis, Diane Bohna, Heidi Hirschy",,41,,7.9
Just Visiting TV,0,"    Just Visiting TV explores the most interesting locations, events, and celebrations and engages with the realest people on the planet.",2019,"Documentary, Comedy, Talk-Show            ","Just Visiting TV explores the most interesting locations, events, and celebrations and engages with the realest people on the planet.",,0,,0
Shunte Ki Pao!,90,    Rebuilding homes and lives after disaster strikes in Bangladesh.,2012,Documentary            ,Kamar Ahmad Simon,,52,,8.6
Life After Hoop Dreams,40,Add a Plot,2015,"Documentary, Short            ","Arthur Agee, Sheila Agee, Catherine Gates, William Gates","Steve James, Abbey Lustgarten",17,,5.6
Like There's No Tomorrow,99,"    There's no better time to get out and ski than right now. Warren Miller's Like There's No Tomorrow takes you on an adventure to 5 different continents: from the Himalayas of India, to the ...                See full summary »",2011,"Documentary, Sport            ","Chris Davenport, Julia Mancuso, Jonny Moseley, Daron Rahlves",Max Bervy,35,,6.3
Homosexual,75,Add a Plot,2013,"Documentary, Comedy            ","Blake Ahoy, John Biederman, Stacy Bridges, Rachel Cable",Toby Ross,16,,5.6
Secrets of the Third Reich,47,    Little-known events that played a large role in determining the outcome of World War II are revealed in this documentary series.,2014,Documentary            ,"Steven Kamer, Sönke Neitzel, Nassir Ghaemi, Nick Hewitt",,41,,6.6
Strange Rumblings in Shangri-LA,60,    Strange Rumblings in Shangri La is a mix of high performance surfing and stunning cinematography that documents our unforgettable worldwide journey in search of surfing's own holy grail. ...                See full summary »,2014,"Documentary, Sport            ","Dion Aguis, Taj Burrow, Noa Deane, Svava Egils",Joe Guglielmino,24,,8.0
Ancient Tomorrow,85,    A young man driven to help the earth embarks on a journey around the world to investigate the secrets behind a lost pyramid energy technology.,2016,"Documentary, Action, Adventure            ","Adrienne Rusk, Hugh Newman, Maja d'Aoust, JJ Yosh",JJ Yosh,33,,7.3
American Socialist: The Life and Times of Eugene Victor Debs,97,"    Bernie Sanders inspired a generation - but who inspired him? This is the passionate, thoughtful biography of the founder of the American Socialist Party, five-time presidential candidate ...                See full summary »",2017,Documentary            ,"Nick Cagle, Tom 'Jack' Daniels, Steve Gunderson, Amy Madigan",Yale Strom,31,$0.01M,6.6
Easy Rider,95,Add a Plot,2012,Documentary            ,James Benning,,48,,6.5
Tutankhamun: The Truth Uncovered,0,"    What killed King Tutankhamun? Ever since his spectacular tomb was discovered, the boy king has been the most famous pharaoh of all ancient Egypt. But his mysterious death, at just 19 years old, has never been explained.",2014,Documentary            ,Star:Dallas Campbell,Tom Stubberfield,36,,6.7
Still Alive,100,    Still Alive draws an intimate portrait of an emerging generation who still wants to believe the popular uprising of January 2011 wasn't vain.,2017,Documentary            ,Still Alive draws an intimate portrait of an emerging generation who still wants to believe the popular uprising of January 2011 wasn't vain.,,0,,0
We Could Be King,80,"    Germantown and Martin Luther King High Schools were bitter rivals for over 40 years. This past year, a budget crisis caused Philadelphia to lay off over 4000 employees and close two dozen ...                See full summary »",2014,"Documentary, Sport            ","Dontae Angus, Ed Dunn, Salvatore Henderson, William Wade",Judd Ehrlich,361,,7.0
Origins of Us,0,"    We have uncovered the secrets of the atom, travelled to the moon, and dominated planet Earth. But how did humans come to be so successful? This three-part series reveals the powerful ...                See full summary »",2011,Documentary            ,"Alice Roberts, Jeremy DeSilva, Clive Finlayson, Kris Hern",,255,,8.1
Civil War: The Untold Story,0,"    In this revealing documentary, Elizabeth McGovern recounts how the struggle between North and South - long defined by battles like Gettysburg, Antietam, and Bull Run - was quite dependent ...                See full summary »",2014,Documentary            ,"Whit Barr, Frank Kirtley, Harry Bulkeley, Chris Mekow",,20,,8.0
Mercenaries,44,"    Take an exclusive peek inside the adrenaline-fueled world of the real Expendables'. Mercenaries' shines a light on the murky world of guns for hire, examining their motivations, fears and ...                See full synopsis »",2014,Documentary            ,,,7,,6.9
Dragged,101,    A Documentary team follows a group of drag queens and their lives.,2016,Documentary            ,"RuPaul, Chaz Bono, Barry Humphries, Michelle Visage",Christopher Birk,43,,4.3
Breaking Free,82,    Filmmaker and gay activist Sridhar Rangayan embarks on a personal journey to expose the human rights violations faced by the LGBTQ community in India due to a draconian law Section 377 and homophobic social mores of a patriarchal society.,2015,"Documentary, Crime, History            ","Vivek Anand, Manohar Elavarthi, Anand Grover, Ashok Row Kavi",Sridhar Rangayan,24,,6.6
The Embassy,0,"    Goes behind the scenes of one of the world's busiest Australian Embassies, in Bangkok, Thailand, following the diplomats that make up Australia's consular team.",2014,Documentary            ,Star:Les Hill,,16,,6.8
Decanted.,82,"    Look inside one of the most intimate wine growing regions in the world, Napa Valley, as we follow the journey of new beginnings and mastering a craft.",2016,Documentary            ,"Steve Reynolds, Julien Fayard, Heidi Barrett, Aaron Pott",Nick Kovacic,181,,5.8
The Kyle Files,0,"Jeremy Kyle investigates high-profile issues that impact on the lives of people across the UK today - from legal highs to knife crime, and from underage drinking to plastic surgery.",2015,Documentary            ,Star:Jeremy Kyle,,16,,3.4
The Joneses,80,"    Moby Longinotto's feature documentary debut tells the story of Jheri Jones, a 74 year old transgender divorcee, and her family in Bible Belt Mississippi. Reconciled after years of ...                See full summary »",2016,"Documentary, Biography            ",Moby Longinotto,,18,,6.3
Elvis Comeback Theatrical Event,106,"    The Elvis '68 Comeback Special, directed and produced by Steve Binder, is considered one of the greatest music shows and artist performances in pop music history. Fathom Events, in a ...                See full summary »",2018,Documentary            ,Steve Binder,,9,,8.4
Bloody Tales,0,Add a Plot,2013,"Documentary, Reality-TV            ","Suzannah Lipscomb, Joe Crowley, Gary Heron, Alexander Evers",,34,,7.4
Trauma,91,"    After saving lives on the battlefields of Afghanistan, the members of a medevac unit return home to their families, each wounded in different ways.",2018,"Documentary, War            ",Harry Sanna,,22,,8.7
