title,runtime,des,date,genre,cast,director,vote,gross,rating
Orange Sunshine,105,"    Orange Sunshine is the never-before-told story of the Brotherhood of Eternal Love - a spiritual group of surfers and hippies in California, which became the largest suppliers of LSD during ...                See full summary »",2016,"Documentary, Adventure, Biography            ","Austin Arnold, Tyler Mauro, Francesca Galassi, Taylor Bottles",William A. Kirkley,497,,7.2
Finders Keepers,82,"    A story about fame, addiction and a custody battle over a man's leg.",2015,Documentary            ,"John Wood, Shannon Whisnant","Bryan Carberry, Clay Tweel",2203,$0.04M,6.8
Chasing Trane: The John Coltrane Documentary,99,"    An exploration of the global power and impact of the music of John Coltrane where the passions, experiences and forces that shaped his life and revolutionary sounds are revealed.",2016,"Documentary, Biography, Music            ","Denzel Washington, Reggie Workman, Ravi Coltrane, Ashley Kahn",John Scheinfeld,1539,$0.41M,7.3
Big Men,99,"    The film's central story follows a small group of American explorers at Dallas-based oil company Kosmos Energy. Between 2007 and 2011, with unprecedented, independent access, Big Men's ...                See full summary »",2013,Documentary            ,Rachel Boynton,,545,$0.04M,7.2
All the Queen's Horses,70,"    In 2012, Crundwell was arrested as the largest municipal fraud perpetrator in the nation's history, embezzling upwards of $50 million as the comptroller and treasurer of Dixon, a city in ...                See full summary »",2017,Documentary            ,Kelly Richmond Pope,,269,$0.01M,6.8
Mission Blue,95,"    Feature documentary about legendary oceanographer, marine biologist, environmentalist and National Geographic Explorer-in-Residence Sylvia Earle, and her campaign to create a global network of protected marine sanctuaries.",2014,"Documentary, Drama            ","Barbara Block, James Cameron, Michael deGruy, Sylvia Earle","Robert Nixon, Fisher Stevens",1335,,8.0
Iverson,106,"    Iverson is the ultimate legacy of NBA legend Allen Iverson, who rose from a childhood of crushing poverty in Hampton, Virginia, to become an 11-time NBA All-Star and universally recognized ...                See full summary »",2014,"Documentary, Biography, Sport            ","Allen Iverson, Tom Brokaw, Larry Brown, Dwyane Wade",Zatella Beatty,3178,,7.0
Dave Allen: God's Own Comedian,60,"    Friends, family and co-workers discuss Dave Allen's comedic themes, especially those regarding religion.",2013,Documentary            ,"Dave Allen, Kevin Day, Maggie Smith, Steven Berkoff",Verity Maidlow,55,,7.2
Darwin,86,"    Darwin is a documentary feature about an isolated community at the end of a weathered road in Death Valley, California. Propelled from society by tragic turns, the people of Darwin (...                See full summary »",2011,"Documentary, Drama, History            ",Nick Brandestini,,269,,7.1
For No Good Reason,89,"    Johnny Depp pays a visit to Ralph Steadman, the renown artist and the last of the original Gonzo visionaries who worked alongside Hunter S. Thompson.",2012,"Documentary, Biography, History            ","Ralph Steadman, Johnny Depp, Hunter S. Thompson, Terry Gilliam",Charlie Paul,1345,$0.07M,7.0
Ingrid Bergman: In Her Own Words,114,    A captivating look behind the scenes of the remarkable life of a young Swedish girl who became one of the most celebrated actresses of American and World cinema.,2015,"Documentary, Biography            ","Ingrid Bergman, Alicia Vikander, Pia Lindström, Roberto Rossellini",Stig Björkman,1808,$0.14M,7.3
Fuck for Forest,86,"    Berlin's Fuck for Forest is one of the world's most bizarre charities: based on the idea that sex can change the world, the NGO raises money for their environmental cause by selling home-made erotic films on the Internet.",2012,"Documentary, Drama            ","Tommy Hol Ellingsen, Leona Johansson, Dany DeVero, Kaajal",Michal Marczak,511,,5.3
I Hate Everything: the Search for the Worst,0,"    Alex Beltman, the host of I Hate Everything (IHE), goes the IMDb's bottom 100 rated films (or other films he knows will be terrible) to find the worst film of all time.",2014,"Documentary, Animation, Comedy            ","Alex Beltman, Ralph Sepe, Jamie Beltman, Ruben Brown",,1647,,8.5
My Beautiful Broken Brain,86,"    MY BEAUTIFUL BROKEN BRAIN is 34 year old Lotje Sodderland's personal voyage into the complexity, fragility and wonder of her own brain following a life changing hemorrhagic stroke. ...                See full summary »",2014,"Documentary, Biography            ","David Lynch, Sophie Robinson, Hente Sodderland, Jan Sodderland","Sophie Robinson, Lotje Sodderland",1867,,7.1
Cocaine Cowboys: Reloaded,152,"    In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago. Cocaine Cowboys is the true story of how Miami ...                See full summary »",2014,"Documentary, Crime, History            ","Mickey Munday, Jon Roberts",Billy Corben,1183,,7.7
The Bomb,55,    the bomb places the viewer in the middle of the story of nuclear weapons - the most dangerous machines ever built - from the Trinity Test in 1945 to the current state of nuclear weapons in 2016.,2016,Documentary            ,"Kevin Ford, Smriti Keshari, Eric Schlosser",,448,,6.5
Don't Be Tardy...,60,"    It's only been a year since Kim Zolciak's million dollar wedding to the Atlanta Falcons Defensive End Kroy Biermann, but a lot has changed in the newlyweds' life. This season, their family ...                See full summary »",2012,Documentary            ,"Kroy Biermann, Kim Zolciak-Biermann, Tracey Bloom, Ariana Biermann",,228,,4.5
Rammstein in Amerika,91,"    A documentary about the German Industrial Metal band Rammstein. Especially centering on their relationship with the USA, cumulating in the group's 2010 New York concert.",2015,"Documentary, Music            ","Flake Lorenz, Richard Kruspe, Paul Landers, Till Lindemann",Hannes Rossacher,908,,8.2
The Death and Life of Marsha P. Johnson,105,"    Victoria Cruz investigates the mysterious 1992 death of black gay rights activist and Stonewall veteran, Marsha P. Johnson. Using archival interviews with Johnson, and new interviews with Johnson's family, friends and fellow activists.",2017,Documentary            ,"Kurt Wolfe, Sue Yacka, Catherine Shugrue Dos Santos, Victoria Cruz",David France,1296,,7.2
Donkey Love,84,    An award-winning documentary that introduces the unknown tradition of Colombians having sex and falling in love with donkeys.,2012,"Documentary, Comedy            ","Daryl Stoneage, Tyler Chandler, Ricardo Ramos, Father Sanchez",Daryl Stoneage,46,,8.1
Lucky Dog,30,    Brandon trains dogs to the point where they can find forever homes.,2013,"Documentary, Adventure, Family            ","Brandon McMillan, Michael Berger, Howard Pearl, Kenley Smyth",,144,,8.5
The Green Girl,94,"    A feature-length documentary about Star Trek's iconic Green Girl, Susan Oliver: Prolific actress of the '50s - '80s, original member of the AFI Directing Workshop for Women, record-setting ...                See full summary »",2014,"Documentary, Biography            ","Susan Oliver, Lee Meriwether, David Hedison, Nancy Malone",George A. Pappy Jr.,99,,8.4
Ping Pong,80,"    8 players with 703 years between them compete in the World over 80s Table Tennis Championships in Inner Mongolia. Terry (81) having been given a week to live, gets in sight of winning gold....                See full summary »",2012,"Documentary, Sport            ","Anson Hartford, Hugh Hartford",,302,,7.3
The Reality of Truth,84,"    This highly controversial documentary explores the relationship between, Spirituality, Religion, and Psychedelics. Lead by ""Zappy"" Zapolin, the film explores the many myths about reality, ...                See full summary »",2016,Documentary            ,"Tim Booth, Deepak Chopra, Peter Coyote, Ram Dass","Laurent Levy, Mike Zapolin",140,,6.4
Dark Matters: Twisted But True,30,"    Delves into the most unusual research ever conducted, including attempts to crossbreed humans and apes, actual zombie investigations and head transplantation studies. Cutting-edge CGI ...                See full summary »",2011,"Documentary, Horror, Sci-Fi            ","John Noble, Jim Ottaviani, Sean Montgomery, David Maiullo",,788,,8.0
Do I Sound Gay?,77,    A documentary about the stereotype of the gay voice.,2014,Documentary            ,"David Thorpe, George Takei, Tim Gunn, David Sedaris",David Thorpe,1716,$0.06M,5.6
Madonna: The MDNA Tour,120,"    Madonna returns to stadiums and arenas for her ninth tour, and the highest grossing tour of 2012! EPIX is proud to exclusively broadcast this thrilling, dazzling, cutting edge and controversial concert. In HD.",2013,"Documentary, Music            ","Madonna, Kevin Antunes, Monte Pittman, Rickey Pageot","Mark Ritchie, Stéphane Sennour, Danny Tull, Tom Munro",852,,8.1
Mike Tyson: Undisputed Truth,90,    Mike Tyson's one-man show is a fascinating journey into his storied life and career.,2013,"Documentary, Comedy            ",Star:Mike Tyson,Philip Marcus,2614,,7.4
Sebastian Maniscalco: Aren't You Embarrassed?,63,"    Sebastian Maniscalco returns home to Chicago to perform in front of a live sold-out audience in this all-new comedy event. With his inimitable delivery, he burns modern-day society through ...                See full summary »",2014,"Documentary, Comedy            ",Star:Sebastian Maniscalco,John Asher,780,,7.8
#TAKEMEANYWHERE,44,"    LaBeouf, Rönkkö and Turner embark on a month-long project to hitchhike the internet, posting their coordinates online each day and waiting for a ride, with their path entirely in the hands of the public.",2018,"Documentary, Adventure            ","Luke Turner, Shia LaBeouf, Nastja Säde Rönkkö, Lucille Petty","Shia LaBeouf, Nastja Säde Rönkkö, Luke Turner",57,,7.6
I Am Chris Farley,96,"    A documentary on the life of comedian, Chris Farley.",2015,"Documentary, Biography            ","Adam Sandler, Christina Applegate, Dan Aykroyd, Mike Myers","Brent Hodge, Derik Murray",3058,,7.4
The House I Live In,108,"    From the dealer to the narcotics officer, the inmate to the federal judge, a penetrating look inside America's criminal justice system, revealing the profound human rights implications of U.S. drug policy.",2012,Documentary            ,"Eugene Jarecki, David Simon, Shanequa Benitez, William Julius Wilson",Eugene Jarecki,5060,$0.21M,7.9
Unsealed: Alien Files,30,"    Unsealed Alien Files investigates documents of alien and UFO encounters, made accessible to the public by the Freedom of Information Act. Each episode tackles a compelling alien case by opening these previously off-limit secret files.",2012,"Documentary, History, Sci-Fi            ","John B. Wells, John Greenewald Jr., Nick Pope, Bill Birnes",,694,,6.6
Merchants of Doubt,96,"    A documentary that looks at pundits-for-hire who present themselves as scientific authorities as they speak about topics like toxic chemicals, pharmaceuticals and climate change.",2014,Documentary            ,"Frederick Singer, Naomi Oreskes, Jamy Ian Swiss, Sam Roe",Robert Kenner,3431,$0.19M,7.7
Last Days in Vietnam,98,"    During the chaotic final weeks of the Vietnam War, the North Vietnamese Army closes in on Saigon as the panicked South Vietnamese people desperately attempt to escape. On the ground, ...                See full summary »",2014,"Documentary, History, War            ","Richard Nixon, Henry Kissinger, Stuart Herrington, Juan Valdez",Rory Kennedy,3562,$0.47M,7.6
Becoming Santa,97,    The story of one man entering the culture and character of Santa Claus for a single season. We follow Jack as he bleaches his hair and goes to Santa School. He tries to do everything that ...                See full summary »,2011,"Documentary, Comedy, History            ","John Merian, Gary Casey, Peter Fontana, David Childs",Jeff Myers,363,,7.6
The World Before Your Feet,95,"    For over six years, and for reasons he can't explain, Matt Green, 37, has been walking every block of every street in New York City - a journey of more than 8,000 miles. THE WORLD BEFORE ...                See full summary »",2018,Documentary            ,Star:Matt Green,Jeremy Workman,436,$0.27M,7.7
Furious 7: Talking Fast,32,    Director James Wan hosts a closer look at some of the key moments from the film. This is essentially a mini-commentary in which Wan discusses some technically and dramatically insightful ...                See full summary »,2015,"Documentary, Short            ","James Wan, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson",,62,,7.8
JFK: The Smoking Gun,120,    Australian detective Colin McLaren investigates the JFK assassination using ballistics expert Howard Donahue's evidence of a second shooter in Dealey Plaza.,2013,"Documentary, History            ","Alex Ivanovici, Howard Donahue, Colin McLaren, Colleen Lorenzen",Malcolm Mcdonald,601,,7.2
Frank Serpico,98,"    In his own words, Frank Serpico tells the story of his one-man crusade for police reform in the NYPD during the early 1970s.",2017,"Documentary, Biography            ","Frank Serpico, Stanislao Pugliese, Janet Panetta, John O'Connor",Antonino D'Ambrosio,227,$0.01M,6.7
Empire of the Tsars: Romanov Russia with Lucy Worsley,0,    British historian Lucy Worsley travels to Russia to investigate the 300-year reign of the Romanov dynasty.,2016,"Documentary, History            ","Lucy Worsley, Janet Hartley, Simon Dixon, Sergei Bogatyrev",,677,,7.6
11/8/16,104,"    On the morning of Election Day 2016, Americans of all stripes woke up and went about living their lives. These were the hours leading up to Donald Trump's unexpected, earth-shaking victory, but, of course, no one knew that yet.",2017,Documentary            ,Star:Abby Linne,"Duane Andersen, Don Argott, Yung Chang, Garth Donovan, Petra Epperlein, Vikram Gandhi, Raul Gasteazoro, J. Gonçalves, Andrew Grace, Alma Har'el, Sheena M. Joyce, Daniel Junge, Alison Klayman, Ciara Lacy, Martha Shane, Elaine McMillion Sheldon, Bassam Tariq, Michael Tucker",249,,5.4
Room to Breathe,76,    Room to Breathe is a surprising story of transformation as troubled kids in a San Francisco public middle school are introduced to the practice of mindfulness meditation. Topping the ...                See full summary »,2013,"Documentary, Family            ",Russell Long,,14,,7.9
A Leaf of Faith,86,"    This documentary explores Kratom, a botanical supplement that has been proposed as an alternative to today's opioid painkillers.",2018,Documentary            ,"Susan Ash, Chris Bell, Mark Bell, Rosemary Bell","Chris Bell, David Baca Jr.",310,,7.2
Chemsex,83,"    In hidden basements, bedrooms and bars across London, ""Chemsex"" is a documentary that exposes frankly and intimately a dark side to modern gay life. Traversing an underworld of intravenous ...                See full summary »",2015,Documentary            ,"William Fairman, Max Gogarty",,539,,6.3
Bottom,85,    A cinema verite documentary about a man living in New York City determined to have raw sex with as many men as possible in a year and meticulously keeping count of the number of 'loads' he takes.,2012,"Documentary, Biography            ",Star:Anonymous Anonymous,Todd Verow,58,,4.6
Nuts!,79,"    The mostly true story of Dr. John Romulus Brinkley, an eccentric genius who built an empire with his goat-testicle impotence cure and a million-watt radio station.",2016,"Documentary, Animation            ","Gene Tognacci, Andy Boswell, John Causby, Kelly Mizell",Penny Lane,653,,7.2
Ukraine on Fire,95,"    Ukraine. Across its eastern border is Russia and to its west-Europe. For centuries, it has been at the center of a tug-of-war between powers seeking to control its rich lands and access to the Black Sea. 2014's Maidan Massacre triggered a bloody uprising that ousted president Viktor Yanukovych and painted Russia as the perpetrator by Western media. But was it? ""Ukraine on Fire"" by Igor Lopatonok ...                See full summary »",2016,Documentary            ,"Fanny Sage, Lotus Bech, Arina Belanova, Evgeny Chernov",Igor Lopatonok,1921,,5.4
Hal,90,"    Hal Ashby's obsessive genius led to an unprecedented string of Oscar®-winning classics, including Harold and Maude, Shampoo and Being There. But as contemporaries Coppola, Scorsese and ...                See full summary »",2018,"Documentary, Biography            ","Allison Anders, Judd Apatow, Rosanna Arquette, Hal Ashby",Amy Scott,324,$0.05M,7.0
Christopher Kimball's Milk Street,0,"    Season 1 of Christopher Kimball's Milk Street Television travels to Thailand, Mexico, Peru, Israel, and London - and also films at their home, 177 Milk Street in Boston. Follow the journey ...                See full summary »",2017,Documentary            ,"Christopher Kimball, Matthew Card, Lynn Clark, Catherine Smart",,32,,6.8
The Code,0,"    Numbers are the rulers of the universe. What if there is a code for life's perfection? A code making the world we see, the ""what we are"" and the ""everything else in the universe""?",2011,Documentary            ,"Marcus du Sautoy, Jennifer Basil, Loren Carpenter, Corrie Conrad",,566,,7.4
Video Games: The Movie,101,"    Learn how video games are made, marketed, and consumed by looking back at gaming history and culture through the eyes of game developers, publishers, and consumers.",2014,"Documentary, Animation, History            ","Sean Astin, Al Alcorn, Peter Armstrong, Cliff Bleszinski",Jeremy Snead,5237,$0.02M,6.1
E-Motion,87,    E-Motion is a factual documentary that explores how human emotions affect the physiology of the human body and how once negative emotions are replaced with positive emotions bona fide ...                See full summary »,2014,"Documentary, News            ","Joseph Dispenza, Nassim Haramein, Ty Hungerford, Lauren A Jackson",Frazer Bailey,161,,7.7
Making 'Logan',76,"    This six-part documentary covers a variety of subjects, which at least give fans the opportunity to clarify that Dafne Keen is not the devil child she appears to be in the film. Segments ...                See full summary »",2017,Documentary            ,"François Audouy, Marco Beltrami, Maria T. Bierniak, Steven John Brown",,28,,8.2
Tempest Storm,82,    Burlesque performer Tempest Storm reflects on her long career and her strained relationship with her family.,2016,Documentary            ,"Tempest Storm, Garry Marshall, Harvey Robbins, Danielle Colby-Cushman",Nimisha Mukerji,42,,7.2
The Search for General Tso,71,"    Who was General Tso, and why are we eating his chicken? This feature documentary explores the origins and ubiquity of Chinese-American food through the story of an iconic sweet and spicy chicken dish.",2014,"Documentary, Comedy, History            ",Star:Ian Cheney,Ian Cheney,1609,$0.01M,6.9
Do You Trust This Computer?,78,    Artificial Intelligence: Monster or Shangri-La?,2018,Documentary            ,"James Barrat, Rana El Kaliouby, David Ferrucci, Christine Fox",Chris Paine,1433,,7.4
Being Elmo: A Puppeteer's Journey,80,    The Muppet Elmo is one of the most beloved characters among children across the globe. Meet the unlikely man behind the puppet - the heart and soul of Elmo - Kevin Clash.,2011,Documentary            ,"Kevin Clash, Whoopi Goldberg, Frank Oz, Bill Barretta","Constance Marks, Philip Shane",6545,$0.30M,7.6
Who Killed Tupac?,253,    Civil rights attorney Benjamin Crump leads an investigation into the 1996 murder of influential rap artist Tupac Shakur.,2017,"Documentary, Biography, Crime            ","Chuck D, Lolita Files, P. Frank Williams, Benjamin Crump",,121,,5.7
Origins,30,"    Origins: The History of Everything explores the remarkable origin of hundreds of the world's most influential and important inventions, natural objects, products, games, and ideas from technology, sports, medicine, business and more.",2015,"Documentary, History            ",,,70,,6.4
My Fighting Season,0,    A documentary series following American Soldiers in Afghanistan. Real footage captured from on the ground camera's.,2016,"Documentary, War            ",,,80,,8.6
L Word Mississippi: Hate the Sin,89,    Lesbians in the Bible Belt endure bigotry and sexism.,2014,Documentary            ,"Amber, Bebe, Cameron, Dannika",Lauren Lazin,96,,6.2
Gogglesprogs,0,Add a Plot,2015,Documentary            ,,,13,,7.1
Oceans: Our Blue Planet,40,    Embark on a global odyssey to discover the largest and least explored habitat on earth. New ocean science and technology has allowed us to go further into the unknown than we ever thought possible.,2012,Documentary            ,Star:Kate Winslet,"Mark Brownlow, Rachel Butler",188,,7.3
"The Old, the Young & the Sea",90,"    The Old, the Young and the Sea embarks on an adventurous documentary trip along the Atlantic Coast of France, Spain and Portugal. The movie frames a vivid snapshot of European post modern ...                See full summary »",2013,"Documentary, Action, Adventure            ","Mario Hainzl, Andreas Jaritz",,103,,8.3
Strip the Cosmos,0,"    STRIP THE COSMOS strips major planets, moons, black holes, stars and galaxies of their gas, force-fields, rocks and magma, layer by layer, act by act, to explore their hidden secrets and ...                See full summary »",2014,Documentary            ,"Eric Loren, Hakeem Oluseyi, Richard Cotton, Laura Danly",,172,,7.9
Princess Margaret: The Rebel Royal,0,"    How the younger sister of Queen Elizabeth II of the United Kingdom, for better or worse, fully embraced the great social changes of the 1960s and 70s, which reshaped both England's social norms and the way people saw the royal family.",2018,"Documentary, Biography            ","Craig Brown, Anne de Courcy, Lady Glenconner, Clive Irving",,66,,7.5
The Tickle King,20,    HD. This follow-up to 'Tickled' features new footage documenting the bizarre and unsettling things that happen to the filmmakers.,2017,"Documentary, Short            ","Kevin Clarke, David D'Amato, David Farrier, Dylan Reeve","David Farrier, Dylan Reeve",627,,7.2
Beware of Mr. Baker,100,    Ginger Baker looks back on his musical career with Cream and Blind Faith; his introduction to Fela Kuti; his self-destructive patterns and losses of fortune; and his current life inside a fortified South African compound.,2012,Documentary            ,"Ginger Baker, Femi Kuti, Eric Clapton, Stewart Copeland",Jay Bulger,3103,$0.11M,7.6
"The Rolling Stones Olé, Olé, Olé!: A Trip Across Latin America",105,"    Rocknroll concert doc following the Stones on their 2016 tour, culminating in their historic stop in Havana, Cuba.",2016,"Documentary, Music            ","Mick Jagger, Keith Richards, Charlie Watts, Ronnie Wood",Paul Dugdale,775,,7.5
Awake: The Life of Yogananda,87,"    Unique biopic about Yogananda, telling the story of his life and influence on yoga, religion and science, combining re-enactment, interviews, and verité.",2014,Documentary            ,"Deepak Chopra, George Harrison, Herb Jeffries, Anupam Kher","Paola di Florio, Lisa Leeman",1013,$1.02M,7.3
Snow Day,60,"    'Snow Day' is a documentary film about life, death, and skiing that follows a group of senior citizens on their weekly ski trip in the Colorado Rockies. Full of life, but frequently facing ...                See full summary »",2014,"Documentary, Action, Drama            ","Roland Bame, Earl Erikson, Dave Hamling, Phil Mathews",Erica Milsom,25,,8.3
Patterns of Evidence: Exodus,115,    What is the validity of history found in the Bible? Is it fact or fiction? What does the hard evidence really have to say about the foundational story of the Old Testament: the Exodus out ...                See full summary »,2014,"Documentary, History            ","Charles Aling, Manfred Bietak, John Bimson, Mansour Boraik",Tim Mahoney,936,,7.2
A Tuba to Cuba,82,    A TUBA TO CUBA follows New Orleans' famed Preservation Hall Jazz Band as they retrace their musical roots from the storied city of jazz to the shores of Cuba and in turn discover a connection that runs much deeper than could have been imagined.,2018,"Documentary, History, Music            ","Ben Jaffe, Walter Harris, Charlie Gabriel, Ronell Johnson","T.G. Herrington, Danny Clinch",104,$0.12M,7.2
Demetri Martin: Live (At the Time),61,    Demetri Martin performs his newest stand-up routine at The Lincoln Theater in Washington D.C.,2015,"Documentary, Comedy            ",Star:Demetri Martin,Jay Karas,1739,,7.3
1066: A Year to Conquer England,180,"    Drama-Documentary in which historian Dan Snow explores the political intrigues and family betrayals between Vikings, Anglo-Saxons and Normans that led to the Battle of Hastings.",2017,"Documentary, Drama, History            ","Jotham Annan, Andrew Havill, Tom Holland, Adam James",,155,,6.6
Project Nim,93,    Tells the story of a chimpanzee taken from its mother at birth and raised like a human child by a family in a brownstone on the upper West Side in the 1970s.,2011,Documentary            ,"Nim Chimpsky, Stephanie LaFarge, Herbert Terrace, Wer LaFarge",James Marsh,8010,$0.41M,7.4
The Final Year,89,    A chronicle of the Barack Obama administration's foreign policy team and the events of Obama's final year in office.,2017,Documentary            ,"Ben Rhodes, Samantha Power, John Kerry, Susan Rice",Greg Barker,2299,$0.19M,6.3
Bob and the Monster,87,"    Six years in the making, this documentary film follows outspoken indie-rock hero Bob Forrest, through his life-threatening struggle with addiction, to his transformation into one of the ...                See full summary »",2011,Documentary            ,"Bob Forrest, David Adelson, Steven Adler, Buddy Arnold",Keirda Bahruth,234,,7.6
Coast Guard Alaska,0,"    The Third season of Coast Guard Alaska takes the viewer back into the world of the United States Coast Guard stationed in rugged Kodiak, Alaska as they train and work in the harsh ...                See full summary »",2011,"Documentary, Adventure            ",,,43,,8.1
Follow This,0,    A look inside the busy newsroom at BuzzFeed.,2018,Documentary            ,"Karolina Waclawiak, Scaachi Koul, Bim Adewunmi, Azeen Ghorayshi",,587,,4.8
Ai Weiwei: Never Sorry,91,    A documentary that chronicles artist and activist Ai Weiwei as he prepares for a series of exhibitions and gets into an increasing number of clashes with the Chinese government.,2012,Documentary            ,"Weiwei Ai, Dan Ai, Lao Ai, Lee Ambrozy",Alison Klayman,4031,$0.53M,7.6
Bushwhacked!,24,"    Bushwhacked! is a high-energy, adrenalin-fueled race around Australia in search of weird, wacky and endangered species!",2012,"Documentary, Action, Adventure            ","Kayne Tremills, Kamil Ellis, Brandon Walters",,17,,6.1
The Institute,92,"    A documentary on the Jejune Institute, a mind-bending San Francisco phenomenon where 10,000 people became ""inducted"" without ever quite realizing what they'd signed up for.",2013,"Documentary, Crime, Mystery            ","Arye Bender, Boston Blake, Jeff Hull, Chelsea London Lloyd",Spencer McCall,1028,,6.2
Killers: Behind the Myth,0,    A look at some of Europe's and America's most horrific serial killers and how bizarrely simple blunders eventually brought them to justice.,2015,"Documentary, Crime            ","David Holmes, Nathan Constance, Kacper Gradon, Mark Billingham",,36,,7.4
Mansome,82,"    A documentary that explores the question: In the age of manscaping, metrosexuals, and grooming products galore - what does it mean to be a man?",2012,Documentary            ,"Jason Bateman, Will Arnett, Morgan Spurlock, Zach Galifianakis",Morgan Spurlock,2751,$0.02M,5.4
CounterPunch,91,"    The seasoned pro. The Olympic hopeful. The young up-and-comer. The ring is their home, and the titles are their dream. As boxing' popularity wanes, three fighters at different stages of ...                See full summary »",2017,Documentary            ,"Oscar De La Hoya, David Diamante, Bernard Hopkins, Sugar Ray Leonard",Jay Bulger,664,,6.8
The Enemies Within,88,"    Trevor Loudon's terrifying documentary ""Enemies Within"" exposes the ties between elected officials in the highest reaches of the United States government and their radical, anti-American allies.",2016,Documentary            ,"John C. Drew, Clare Lopez, Trevor Loudon, James Simpson",Judd Saul,249,,5.6
John McEnroe: In the Realm of Perfection,95,    A documentary set at the final of the 1984 French Open between John McEnroe and Ivan Lendl at a time when McEnroe was the world's top-ranked player.,2018,"Documentary, Sport            ","John McEnroe, Ivan Lendl, Mathieu Amalric",Julien Faraut,475,$0.09M,6.7
Season X,83,    Follows making of the revival of The X-Files to television after a long 13 year commercial break. Covers the bulk of creative decisions and production stories from the 6 episodes as filmed ...                See full summary »,2016,Documentary            ,"David Duchovny, Gillian Anderson, Chris Carter, Glen Morgan",Julie Ng,516,,8.2
Marcia Clark Investigates The First 48,120,"    Famed prosecutor and defense attorney Marcia Clark delves into some of the most controversial homicides in America. These are cases that have shocked and captivated the public, but have ...                See full summary »",2018,Documentary            ,"Sal LaBarbera, Keith Greer, Victoria Pynchon, Cathy Scott",,122,,7.9
Britain's Most Evil Killers,60,"    Brand new and exclusive to Pick, Britain's Most Evil Killers explores the crimes of Britain's 12 most brutal killers.",2018,"Documentary, Crime            ","Fred Dinenage, Elizabeth Yardley, Geoffrey Wansell, Stuart Hamilton",,45,,7.9
Everything That Rises Must Converge,56,Add a Plot,2014,Documentary            ,"Tommy Pistol, Julia Ann, Dane Cross, Adrianna Luna",Omer Fast,15,,7.3
Fucking Kassovitz,58,    A making-of of the chaotic production of Mathieu Kassovitz's Babylon A.D. (2008).,2011,Documentary            ,"Thierry Arbogast, Éric Besnard, Bob Brown, Stephane Ceretti",François-Régis Jeanne,81,,7.4
Big Cats,180,"    Wildlife documentary series following cat species from around the world, from the lions of Tanzania to the tiny rusty spotted cat of Sri Lanka.",2018,Documentary            ,Star:Bertie Carvel,,424,,8.5
Becoming Cary Grant,85,"    For the first time one of Hollywood's greatest stars tells his own story, in his own words. From a childhood of poverty to global fame, Cary Grant, the ultimate self-made star, explores his own screen image and what it took to create it.",2017,"Documentary, Biography            ","Mark Kidel, Cary Grant, Frank Sinatra, Judy Balaban",Mark Kidel,748,,6.6
77 Minutes,98,"    77 Minutes is a documentary by Charlie Minn about the McDonalds Massacre from 1984, when a man walked into a McDonald's restaurant in San Diego armed with guns and shot 40 men, women, and ...                See full summary »",2016,Documentary            ,"Carlos Amezcua, Maria Aquino, Max Branscomb, Richard Carlson",Charlie Minn,255,,5.4
Les Grands Mythes,26,"    Tales of love, sex, power, betrayal, heinous crimes, unbearable separations, atrocious revenge, and metamorphoses - the poetic force of the myths has crossed the centuries.",2019,"Documentary, Animation, Fantasy            ",,,169,,8.8
In Ice Cold Blood,0,"    Hosted by Ice-T, this series exposed outrageous tales and shocking true stories involving sex, money, murder and sometimes a fatal cocktail of all three.",2018,Documentary            ,"Ice-T, Mark Krenik, Karen Mitchell, Gregory Schwabe",,67,,6.6
Yellowstone LIVE,0,"    Yellowstone Live's home-base is a century-old barn just outside the national park boundary. From here, seven live teams will spread out across the wilderness using cutting-edge, 4G mobile ...                See full summary »",2019,Documentary            ,"Josh Elliott, Chris Packham, Jenna Wolfe, Casey Anderson",,25,,5.5
Ancient Aliens and the New World Order 2,67,"    Throughout history, it has never been more obvious that we are being controlled and manipulated than we are today. The New World Order has been shrewdly governing humanity for centuries ...                See full summary »",2016,Documentary            ,"Jonathan Harper, Paul Hughes, Razor Keeves",J. Michael Long,16,,5.4
Do Not Resist,72,"    An account of the increasing use of military weapons and tactics by local law enforcement in the United States, counterpointed with civil unrest in Ferguson, Missouri following the shooting of Michael Brown in 2014.",2016,Documentary            ,"James Comey, Dave Grossman, Rand Paul",Craig Atkinson,1016,$0.07M,7.0
JonBenet: An American Murder Mystery,0,    A three-part miniseries exploring the various theories surrounding the unsolved murder of JonBenet Ramsey.,2016,"Documentary, Crime            ","Braxton Alexander, Diane Dimond, Barry Hart, Dylan Howard",,241,,6.8
Addicted to Porn: Chasing the Cardboard Butterfly,82,"    Like it or not, porn is here and it is harmful. In this controversial film, award-winning filmmaker Justin Hunt dissects the impact of pornography on societies around the globe, from how it...                See full summary »",2017,"Documentary, Drama, History            ",Star:James Hetfield,Justin Hunt,284,,4.6
God the Father,101,"    Michael Franzese, the son of John ""Sonny"" Franzese, an underboss of the Colombo crime family, recounts his spiritual transformation.",2014,Documentary            ,"Tom Benedict Knight, Amanda Fernando Stevens, Robert Ashby, Thomas L. Colford",Simon Fellows,633,$0.09M,6.0
