title,runtime,des,date,rating,genre
Vivegam,149,    An Interpol agent betrayed by his friends sets out to take revenge against the friends who work for a secret agency.,2017,5.7,"Action, Thriller            "
Blood of Redemption,85,"    Quinn Forte had it all: power, money, a brother who idolized him, and a woman who loved him. He also had enemies. In the course of one night, he loses everything. Betrayed by someone in his...                See full summary »",2013,4.4,"Action, Crime, Drama            "
The Brain from Planet Arous,71,"    Gor, a powerful criminal brain from the planet Arous, assumes the body of scientist Steve March. Through March, he begins to control the world by threatening destruction to any country ...                See full summary »",1957,5.3,"Action, Adventure, Horror            "
Tom and Jerry Blast Off to Mars!,74,"    While carrying on their usual chases, Tom and Jerry inadvertently stow-away on a spaceship bound for Mars.",2005,6.0,"Animation, Action, Adventure            "
Batman: Dead End,8,"    The Joker has escaped from Arkham and Batman must once again bring him in - once and for all. Unfortunately for the bat, there is something even more sinister than the Joker waiting in the alley for the dark knight detective..",2003,7.4,"Short, Action, Sci-Fi            "
Basil the Great Mouse Detective,8,    A friend of the mouse Basil has been kidnapped by the villainous Professor Ratigan and Basil must search through London for clues that will lead him to the fiend's lair. Based on the 1986 animated movie.,1987,7.3,"Action, Adventure, Family            "
White and Black,96,"    Two years after Haley Curtiz is betrayed by her partner and her employer, she returns to play a deadly game with those who betrayed her. Aided by her friend Sanya, they enlist the help of ...                See full summary »",2007,7.6,Action            
Book of Fire,85,"    A 19-year-old girl discovers she is the descendant of the Byzantine Emperor Justinian, and she learns that the emperor might have unleashed the plague on mankind and cursed his bloodline.",2015,4.1,"Action, Horror            "
Pancho Villa,92,"    A double-cross in an arms deal prompts Mexican revolutionary Pancho Villa to raid a US Army weapons depot in Columbus, New Mexico.",1972,4.7,"Action, Biography, Comedy            "
The Marksman,95,    Chechen rebels take over a Russian nuclear plant and it's up to a mysterious agent (Snipes) to stop them.,2005,4.1,"Action, Adventure, Thriller            "
Mortal Kombat,95,"    A reboot of the Mortal Kombat franchise with a retcon to the earliest periods in the series, featuring a multitude of game modes.",2011,8.4,"Action, Adventure, Fantasy            "
Pickup Alley,92,    International narcotics smuggler Frank McNally is trailed through various European countries by U.S. drug enforcement agent Charles Sturgis.,1957,6.1,"Action, Crime, Drama            "
Heineken's the Chase,2,    James Bond unwittingly draws a bystander into the action as he tries to throw off his pursuers.,2015,6.7,"Short, Action, Comedy            "
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,4,    Agent Coulson stops at a convenience store and deals with a coincidental robbery during his visit.,2011,7.3,"Short, Action, Sci-Fi            "
Crack House,90,    Rick and Melissa are a pair of young lovers hoping to get out of the slums for good and escape the poverty and crime their families and friends have gotten involved in. All this comes to an...                See full summary »,1989,5.7,"Action, Crime, Drama            "
Spring Break Shark Attack,88,    Killer sharks invade the waters off the Florida coast as co-eds celebrate spring break.,2005,3.6,"Action, Adventure, Drama            "
Cuphead,88,    An anthropomorphic cup embarks on a journey and fights a series of bosses to repay a debt to the devil.,2017,8.6,"Animation, Action, Adventure            "
Shark,92,"    A gunrunner loses his cargo near a small coastal Sudanese town so he's stuck there. When a woman hires him to raid a sunken ship in the shark-infested waters, he sees a chance to compensate for his losses. He's not the only one.",1969,4.6,"Action, Adventure, Thriller            "
Red Water,92,    A group of oil workers being held hostage by a group of gangsters on a small oil rig are attacked by a freshwater bull shark.,2003,4.1,"Action, Adventure, Crime            "
Rage and Honor,89,    Story about an inner-city high school teacher who musters the martial arts to thwart the lure of street gangs and their seductive plague of drugs.,1992,5.2,"Action, Crime, Drama            "
Under Lock and Key,92,"    An FBI agent goes undercover in a women's prison to find evidence hidden by a drug dealer's ex-girlfriend. After she is taken off the case, she finds that the drug dealer has kidnapped her ...                See full summary »",1995,5.1,"Action, Crime, Drama            "
Godzilla vs. Mechagodzilla II,105,"    The United Nations assembles the ultimate weapon to defeat Godzilla, while scientists discover a fresh pteranodon egg on a remote Japanese island.",1993,6.6,"Action, Adventure, Drama            "
Captain Scarlet,21,    Captain Scarlet and the other members of a secret organization fights against an unseen alien race known as The Mysterons.,2005,7.5,"Animation, Action, Sci-Fi            "
Outlaws Don't Get Funerals,99,"    An outlaw and his ex-con grandfather team up for a big score, but a ruthless killer stands in their way.",2019,3.5,"Action, Crime, Drama            "
Hell's Belles,95,"    When hot-headed Dan out-drives the thoroughly vicious Tony in a motorcycle race and wins a brand new bike, he sets in motion a chain of events that includes one blazing gas station and a disastrous rock slide.",1969,5.5,"Action, Drama, Thriller            "
Warcraft III: Reign of Chaos,95,"    Years after the fall of the Orcish Horde to the human Alliance of Lordaeron, the remaining humans and orcs find themselves facing a common enemy: the demons of the Burning Legion and their armies of undead monsters.",2002,8.9,"Action, Adventure, Fantasy            "
"Richard Diamond, Private Detective",30,"    Richard Diamond is a suave private investigator, who, at first, walks the mean streets of New York City, then later packs up and moves to Los Angeles, California, where he tools around in a...                See full summary »",1960,8.0,"Action, Crime, Drama            "
Transufômâ: Maikuron densetsu,30,"    The Autobots and the Decepticons are going at it again, but this time the two factions are fighting over little transformers called the Mini-Cons. These Transformers gives their masters a ...                See full summary »",2003,7.0,"Action, Animation, Adventure            "
Vechtmeisje,84,"    Twelve-year-old Bo is a talented but hot-tempered kick boxer. However, Bo is distracted by her fighting parents who are in the middle of a divorce. Bo needs to learn how to control her ...                See full summary »",2018,6.8,"Action, Drama, Family            "
Wicked Blood,92,"    Hannah and Amber Baker are trapped in a dark Southern underworld of violence, drugs and bikers. Both live in fear of their ""Uncle Frank"" Stinson, the ruthless leader of a crime organization.",2014,5.4,"Action, Crime, Drama            "
Dixie Dynamite,88,"    When their moonshiner father is killed by a corrupt deputy, two young girls decide to take over his business and get revenge on the men who had him killed.",1976,5.3,"Action, Drama            "
Hwasango,120,"    Violence in Korean High School, especially inside the WaSanGo (Volcano High). You won't be able to escape.",2001,6.0,"Action, Comedy, Fantasy            "
River City Girls,120,"    There's trouble once again in River City, and this time only the girls can save the day. Using a variety of attacks, weapons, and items, these hot-blooded heroines are ready to teach the ...                See full summary »",2019,7.6,Action            
American Grindhouse,80,"    A documentary about the history of exploitation movies, from the silent movie era to the 1970s.",2010,7.1,"Documentary, Action, Comedy            "
The X Files: Resist or Serve,80,"    Survival horror game set during season 7 of The X-Files (1993). Scully and Mulder travel to Red Falls, Colorado to look for two missing teenage girls accused of witchcraft only to find the place infested with black oil zombies.",2004,8.4,"Action, Adventure, Horror            "
Sharpe's Sword,101,"    Sharpe is tasked to protect the most important spy in Lord Wellington's network, but domestic issues, a traumatized young girl, and possible French spies all threaten his success.",1995,7.9,"Action, Adventure, History            "
Sonic Unleashed,101,"    When Dr. Eggman shatters the planet into 7 pieces, releasing a powerful creature that was sealed in the planet, Sonic must search the planet for 7 temples to use the Chaos Emeralds power to repair the world and destroy the creature that has been released, all while dealing with a werewolf curse.",2008,6.5,"Action, Adventure, Family            "
Prelude to Axanar,21,"    Various retired leaders discuss their experiences of the Four Years War, a war between the Federation and the Klingons, and the build up to a battle at Axanar that caused a major turning point in the war.",2014,8.3,"Short, Action, Drama            "
Hirokin: The Last Samurai,105,    A reluctant samurai with a dark past sets off on a mission to fulfill his destiny.,2012,3.3,"Action, Adventure, Drama            "
Submerged,96,"    Chris Kody, the world's best mercenary, is freed from prison -- but there's a catch. Kody must use his lethal weapons and fighting skills to stop a group of terrorists who have taken over a nuclear sub.",2005,3.7,"Action, Thriller            "
Hotel Inferno,80,"    Assigned the easy task of assassinating a couple in a hotel room, instead, a hardened contract killer finds himself fighting for his life in a maze-like place crammed with demonic henchmen. Can he escape from the nightmarish Hotel Inferno?",2013,4.6,"Action, Horror            "
Carnosaur 2,83,    A team of scientists go to a nuclear mining facility to investigate a possible meltdown and instead find a large amount of cloned dinosaurs.,1995,3.7,"Action, Horror, Sci-Fi            "
Super Mario 64,83,"    When the evil Bowser steals 120 power stars and traps Princess Peach within the walls of her own castle, it's up to Mario to save her once again.",1996,9.1,"Animation, Action, Adventure            "
Savage Gringo,82,    A drifter helps a ranch couple fend off the approaches of a ruthless landowner.,1966,5.7,"Action, Western            "
When Worlds Collide,82,"    A rogue planet is discovered on a collision course for Earth, and mass hysteria of biblical proportions will break out in the streets once knowledge of the secret and impending doom is ...                See full summary »",0,0,"Action, Drama, Sci-Fi            "
Motorpsycho!,74,"    Three bad boy motorcyclists get kicks raping women and generally being a nuisance. When they rape a veterinarian's wife, he takes exception and pursues them, teaming up with a Cajun woman ...                See full summary »",1965,6.0,"Action, Thriller            "
Hell Up in Harlem,94,"    A gangster in Harlem must rescue his ex-wife, who has been kidnapped by the Mafia.",1973,6.1,"Action, Crime, Drama            "
Transmorphers,86,"    A race of alien robots have conquered Earth and forced humanity underground. After 400 years, a small group of humans develop a plan to defeat the mechanical invaders in the ultimate battle between man and machine.",2007,1.7,"Action, Sci-Fi, Thriller            "
Kokoda,92,    A bitter battle is fought between Australian and Japanese soldiers along the Kokoda trail in New Guinea during World War II.,2006,6.1,"Action, Drama, War            "
Tarzan: The Epic Adventures,60,"    Tarzan returns to Africa to defend his jungle from both human and supernatural foes alike with a little help from his friends, including in one episode Carson Napier of Venus, who's also authored by Tarzan's creator Edgar Rice Burroughs.",1996,6.6,"Action, Adventure, Fantasy            "
Counter-Strike: Global Offensive,60,    A first person shooter game depicting death matches between terrorists and counter-terrorists.,2012,7.8,"Action, War            "
Devil May Cry 4,60,    A young knight named Nero comes to grips with his newly found power as his beliefs and allegiance are tested when he witnesses Sparda's legendary son Dante slaughter his fellow warriors.,2008,8.0,"Action, Adventure, Comedy            "
Unnatural History,60,"    A young man is sent to live with his uncle and cousin in Washington DC by his anthropologist parents. In the process, he must use the skills he learned around the world in order to solve various crimes and conspiracies.",2010,7.5,"Action, Adventure, Drama            "
Black Dawn,96,"    Jonathan Cold returns, this time he goes undercover to stop a group of terrorists before they bomb Los Angeles.",2005,3.8,Action            
The Immortal,60,    An immortal warrior hunts down demons in the modern-day world.,2001,5.0,"Action, Drama, Fantasy            "
Bloodsuckers,99,"    Intergalactic vampire hunters. ""Buffy"" meets ""Star Trek"" in a ""Mad Max"" world.",2005,4.4,"Action, Horror, Sci-Fi            "
Invincible,99,"    Colonel John Taylor enlists billionaire inventor Leor Teska to fund a secret black site, testing Teska's new nano technology for military applications, developed by scientists. When one of ...                See full summary »",0,0,Action            
Cleopatra Jones and the Casino of Gold,94,"    When fellow operatives (and childhood friends) Matthew Johnson and Melvin Johnson disappear during an undercover mission in Hong Kong, Cleopatra Jones (Tamara Dobson) travels there to find ...                See full summary »",1975,5.6,Action            
Super Force,30,"    In the year 2020, an astronaut becomes a vigilante when he returns from a mission to learn his cop brother's been murdered.",1990,7.2,"Action, Adventure, Sci-Fi            "
Young Warriors,105,"    A young woman is gang raped and murdered in a California college town, sparking her brother Kevin to take up arms by night with a gang of like-minded vigilantes from his fraternity, ...                See full summary »",1983,4.7,"Action, Crime, Drama            "
The Elder Scrolls VI,105,    Sequel to The Elder Scrolls V: Skyrim (2011).,0,0,"Action, Adventure, Fantasy            "
Family of Cops III: Under Suspicion,90,"    Police Inspector Paul Fein (Bronson) copes with family troubles while also dealing with the possibility of advancement to police chief. Meanwhile, his son (Joe Penny) is investigating the murder of a banker.",1999,5.7,"Action, Drama            "
Yeti: Curse of the Snow Demon,87,    A plane flight carrying a college football team crashes in the Himalayas. Surviving the crash was only part of their problem. Trying not to become a meal for the monster lurking in the mountains will be their greater challenge.,2008,3.3,"Action, Adventure, Horror            "
Persona 4: The Animation,25,"    Yu Narukami has moved from Tokyo to Inaba to stay with his uncle and cousin, while his parents are away on business. However, after a murder shakes up the sleepy town, things get even more ...                See full summary »",2012,7.6,"Animation, Action, Adventure            "
The Take,96,"    After he's shot during a heist in East L.A., an armored truck driver wrestles with rehabilitation and tracking down the man who committed the crime.",2007,5.8,"Action, Crime, Drama            "
Spender,50,"    Jimmy Nail plays Spender, a Northeast England police detective with marital problems.",1993,7.7,"Action, Drama            "
The Outside Man,104,"    After fulfilling a contract killing in Los Angeles, a French hit man becomes the target of a hit himself and tries to flee back to Paris.",1972,6.6,"Action, Crime, Drama            "
CBS Summer Playhouse,60,    Anthology television series that aired unsold television pilots during the summer.,1989,6.4,"Action, Adventure, Comedy            "
Higashi no Eden,23,"    On November 22, 2010 ten missiles strike Japan. However, this unprecedented terrorist act, later to be called as ""Careless Monday,"" does not result in any apparent victims, and is soon ...                See full summary »",2009,7.6,"Animation, Action, Comedy            "
Immortals 2,23,Add a Plot,0,0,Action            
The Eleven Little Roosters,23,"    After Ryan escapes the hands of a serial killer, he now must help the ""Rooster Corps"", an international spy agency, in finding a mole inside the corporation who's trying to eliminate all the other parties",2017,7.8,"Action, Comedy, Mystery            "
The LXD: The Legion of Extraordinary Dancers,85,    Chronicles the journey of seemingly ordinary people who discover they have extraordinary powers and must choose their place in an epic war between good and evil.,2010,7.1,"Action, Adventure, Music            "
Bulletproof,93,    A group of dangerous terrorists succeeds to get hold of a tank of the army and all its crew.,1987,5.1,Action            
Desperate Journey,107,"    When the crew of a downed British bomber escape from their Nazi captors with Top Secret intelligence, they make a desperate journey to get out of Germany alive.",1942,6.9,"Action, Adventure, Drama            "
Jue se wu qi,94,"    A gorgeous lethal killer, brainwashed by the villain, makes a startling discovery in a mission to eliminate a person she can in no way imagine.",2012,4.8,"Action, Crime, Drama            "
The Gaelic King,87,"    Set in war-torn 800AD Scotland, The Gaelic King tells the story of warrior-king Alpin mac Eachdach. When his young brother is captured, Alpin must hunt the kidnappers though a dark forest that hides an ancient evil.",2017,3.7,"Action, Adventure, Fantasy            "
The Cure,37,Add a Plot,2020,0,"Short, Action            "
Class of 1999 II: The Substitute,87,"    In the original movie, the cyborg-teachers were all destroyed. Well that's what we thought, but there's one more rogue military robot out there determined to clean up the education system.",1994,4.3,"Action, Horror, Sci-Fi            "
The Life and Times of Juniper Lee,30,    Juniper Lee is an 11 year old girl who can fight the force of chaos and curses. One day she skipped one of her friends' birthdays and fights the chaos again.,2007,6.6,"Animation, Action, Adventure            "
Africa Screams,79,"    Abbott & Costello search for diamonds in Africa, along the way meeting a visually-impaired gunner, a hungry lion, and a tribe of cannibals...",1949,6.2,"Action, Adventure, Comedy            "
Gunfighter's Moon,95,"    A notorious gunfighter returns to his ex-wife, who only wants him to save her sheriff husband from being killed by gunmen out to free his condemned prisoner.",1995,6.6,"Action, Drama, Romance            "
The Prototype,95,"    A government agent stumbles upon an alien conspiracy to conquer Earth. Using a blue liquid created by the aliens to make soldiers stronger, he becomes The Prototype-the only hope for mankind.",0,0,"Action, Sci-Fi, Thriller            "
The Last Patrol,95,"    After a massive earthquake destroys Los Angeles, a new order is formed. But disagreement among the ranks leads to more war and disruption, and The Last Patrol must bring order if there's to be any hope for the future.",2000,3.7,"Action, Drama, Sci-Fi            "
S Storm,95,    No sooner is a team at ICAC set up to investigate irregularities in soccer official betting in Hong Kong before a suspect is assassinated.,2016,5.1,"Action, Crime            "
Rough Air: Danger on Flight 534,86,"    Having taken the blame for an accident beyond his control, pilot Mike Hogan has been on administrative leave indefinitely; however when the airline is desperately short of staff, he is ...                See full summary »",2001,4.4,"Action, Thriller            "
Sly Cooper,86,"    Orphaned raccoon, Sly Cooper, discovers that he comes from a long line of highly-skilled, international thieves. Based on the 'Sly Cooper' video games.",0,0,"Animation, Action, Adventure            "
The Island,86,Add a Plot,2019,0,"Action, Drama, Sci-Fi            "
Final Impact,99,"    Nick, former world champion in kick boxing, discovers Danny, who just became light heavy-weight champion of Ohio. Danny is very ambitious to become world champion, so Nick offers to train ...                See full summary »",1992,4.7,"Action, Drama            "
Descendants: Genie in a Bottle,4,"    Dove Cameron sings in the music video for ""Genie in a Bottle"".",2016,7.6,Action            
Portal,4,    A film adaptation of the video game series.,0,0,"Action, Adventure, Sci-Fi            "
The Legend of Hell's Gate: An American Conspiracy,108,"    The story of how 'Hell's Gate' at Possum Kingdom Lake, Texas came to have its name. Relive the story of how three outlaws' expeditions and encounters through historical 1870s Texas were remembered for a lifetime.",2011,4.3,"Action, Adventure, History            "
Narco Valley,78,"    An ex-gangster who after being released from prison attempts to get on the straight and narrow. When that doesn't work out, he is pulled back into crime, building his empire as a kingpin, only to have it taken away as fast as he gained it.",2018,7.4,"Action, Crime, Drama            "
For the Love of Money,93,"    One man leaves his old gangster lifestyle for a fresh start. As his past creeps up, he'll have to protect his family, even if it means going back to his old ways. Based on a true story.",2012,4.4,"Action, Crime, Drama            "
Below the Belt,89,"    A boxer's manager pays a prostitute to make his boxer's nights hot, and endless. Not so strange, considering all the dirty deals the manager has with the local mafia. The strong champion ...                See full summary »",1971,3.7,"Comedy, Action, Crime            "
Pistol Whipped,100,    A tough ex-policeman (S.Seagal) with a gambling and alcohol problem gets offered a job as assassin of bad men. It'll rid him of all gambling debt as well as get him money and a chance of cleaning up his act and be with his daughter.,2008,5.2,"Action, Crime, Drama            "
Bitter Harvest,98,    Two attractive strangers invade the life of a reclusive farmboy who recently inherited his father's estate.,1993,4.6,"Action, Comedy, Thriller            "
Psy,104,"    In good old days Franz Maurer and his partners from secret police used to live like kings. Now, they all must adapt to new post-communist environment where they are scorned and losing all ...                See full summary »",1992,7.7,"Action, Crime, Drama            "
Reign of the Gargoyles,88,"    During World War 2 a group of brave US Airmen are downed in Nazi controlled Europe, after their aircraft is attacked by Nazi-controlled mythological Gargoyles.",2007,3.6,"Action, Adventure, Fantasy            "
Fighting the Sky,97,"    Strange other-worldly sounds are echoing around the world. A group of researchers, led by expert ufologist Lorraine Gardner, begin an expedition to track down the point of origin from which the sounds emerge. Yet as their journey deepens, they begin to discover more than they bargained for.",2018,2.9,"Action, Sci-Fi, Thriller            "
Cop Shop,50,    Life in a suburban Australian police station.,1983,7.7,"Action, Crime, Drama            "
Johnny Cool,103,    Exiled American gangster Colini sends his protégé-killer Giordano to the USA to eliminate Colini's mob enemies.,1963,6.5,"Action, Crime, Drama            "
The Lone Ranger and the Lost City of Gold,81,    Three Indians are murdered. Each was wearing a medallion when he died. Together the medallions form a puzzle whose solution points to gold.,1958,6.8,"Action, Adventure, Western            "
Special Forces,93,"    In a former Soviet Republic, the President is oppressing the people and with help from a former Bosnian General who's a sadist, he is extremely hated. An American reporter goes there to ...                See full summary »",2003,5.1,"Action, Thriller, War            "
Bloodsport III,91,"    Bloodsport III brings us back to the world of Alex Cardo. This time he must battle in a fight to end all fights - The Kumite, the most vicious warrior alive - Beast. He must not only battle...                See full summary »",1996,4.3,"Action, Sport            "
Khaleja,170,"    When a mysterious illness ravages a remote village, the villagers embrace a reluctant taxi driver as their savior.",2010,7.5,"Action, Drama            "
The Return,78,    THE RETURN is a 2016 documentary directed by Emmy Award winning director Erich Joiner chronicling Ford GT's return to 24 Hours of Le Mans after their 1966 1-2-3 victory.,2017,6.9,"Documentary, Action            "
Fortnite: The Sacrifice,110,"    5 Teams gather up together, 1 Year Later after the 2 Film, in an Race to stop the war and The Storm On all Islands. Together they must ban to save the world.",2020,0,"Action, Adventure, Drama            "
Street Fighter: Legacy,4,    Ryu fights his old sparring partner Ken Masters.,2010,7.5,"Short, Action            "
The Carrier,90,"    As an antibiotic-resistant pandemic devastates the planet, the only safe place is in the air.",2015,3.8,"Action, Horror, Sci-Fi            "
Todd McFarlane's Spawn,120,    The first movie compilation of SPAWN made from the TV's first season.,1997,8.5,"Animation, Action, Adventure            "
Age of the Dragons,91,"    Herman Melville's classic novel Moby Dick, is recreated in a world where Captain Ahab and his crew search for a Great White Dragon.",2011,3.4,"Action, Adventure, Fantasy            "
The Lost World,92,    A group of unlikely allies are assembled to go on an expedition deep within the Amazon forest in search of new discoveries.,1999,7.0,"Action, Sci-Fi, Adventure            "
Hieroglyph,92,    A notorious thief is plucked out of the prison to serve a Pharaoh obsessed with maintaining power.,2014,7.0,"Action, Adventure            "
City Beneath the Sea,98,    A group of 21st-century colonists inhabit the underwater city called Pacifica. They find they must defend the city against hostile alien forces.,1971,5.3,"Action, Adventure, Sci-Fi            "
'Z' fung bou,92,"    This is a story about the biggest financial fraud attempted in Hong Kong, directed at the Government of Hong Kong and involved all 7 million Hong Kong citizens... no one is free from the ...                See full summary »",2014,5.3,"Action, Crime            "
Red Dead Redemption: Undead Nightmare,92,"    After a highly-infectious undead plague spreads across the frontier, John Marston does anything he can to find a cure.",2010,8.4,"Action, Adventure, Fantasy            "
Nightmare at Noon,96,"    Scientists poison the water supply of a small town, turning the residents into homicidal maniacs who kill each other and anybody who passes through.",1988,4.7,"Action, Sci-Fi, Horror            "
Destry,95,"    In his desire to control a frontier town, ruthless town boss Decker appoints the town drunk as sheriff who, in return, hires gunfighter Destry as his deputy.",1954,6.7,"Action, Adventure, Music            "
San ren xing,88,"    Realizing that he will be defeated in no time during a police showdown, a thug shoots himself to force the cops to cease fire and take him to the hospital. In the hospital, he claims human ...                See full summary »",2016,5.9,"Action, Crime, Thriller            "
The Second Time Around,99,"    In 1911, a widow with two children leaves New York City for territorial Arizona and becomes a ranch hand and later gets herself elected sheriff. A gambler and a rancher become rivals for her affections.",1961,6.5,"Action, Adventure, Comedy            "
Castlevania: Lords of Shadow 2,99,    Dracula awakens after decades of slumber to find that Satan's return is imminent. He reluctantly teams up with his old enemy Zobek to stop the apocalypse from happening.,2014,7.7,"Action, Fantasy, Horror            "
Green,12,"    An undocumented Turkish pedicab driver unwittingly draws police attention, endangering his brother, his community, and himself.",2018,7.7,"Short, Action, Drama            "
Thou Shalt Not Kill... Except,84,"    Jack Stryker took two bullets in the leg in Vietnam and was carried back by one of his men. When he returns he tries to live a peaceful life in his cabin and resume dating his girlfriend, ...                See full summary »",1985,5.8,"Action, Thriller, Adventure            "
Geo-Disaster,87,    The effect of dark matter colliding with the earth is the opening of this film.,2017,2.6,"Action, Adventure, Drama            "
Veeram,100,"    Veeram is based on the ballads of North Malabar and narrates the tale of the brave and ambitious Kalarippayattu warrior, Chandu, whose story resembles that of William Shakespeare's Macbeth.",2017,6.9,"Action, Drama, History            "
War Party,97,    A group of re-enactors attempt to stage a hundred year anniversary battle between US Cavalry and Blackfeet Indians. Unfortunately racial hostilities and a real gun lead to some all too real...                See full summary »,1988,6.3,"Action, Drama            "
Temple Run 2,97,Add a Plot,2013,5.9,"Action, Adventure, Fantasy            "
Dead Rising 3,97,"    In the midst of the looming zombie apocalypse, players control a man who is simply trying to survive and establish how all of this began.",2013,7.4,"Action, Adventure, Comedy            "
Canyon Passage,92,    Businessman Logan Stuart is torn between his love of two very different women in 1850's Oregon and his loyalty to a compulsive gambler friend who goes over the line.,1946,6.9,"Action, Drama, Music            "
Tiger Claws,92,    The police do not know what to do. They have to deal with a serial killer who aims at martial arts masters. One after another is killed in the same brutal way. This may be a chance for ...                See full summary »,1991,5.5,Action            
The Road Killers,89,"    At a desert truck stop, a gang of joyriders kidnaps a man's family and kills his brother. The local sheriff is of no help, so the man goes after them himself.",1994,5.1,"Action, Crime, Drama            "
Sgt. Kabukiman N.Y.P.D.,105,    A streetwise New York police officer transforms into the world's most unusual superhuman hero.,1990,5.9,"Action, Comedy, Crime            "
Lure,93,"    An undercover female cop enters Belmont High as a transfer student, after several girls in the area go missing. While trying to assimilate in the school, she and her new friends are lured into a place where they must fight for their lives.",2010,3.6,"Action, Crime, Drama            "
GatorBait II: Cajun Justice,99,"    A sweet city girl initiated into the rugged ways of the Louisiana swamp by her good-natured Cajun husband ""Big T"". She ends up putting her newly acquired survival skills to good use when ...                See full summary »",1988,4.3,Action            
Hot Bath an' a Stiff Drink 2,104,"    Twin brothers - one a Marshal, one an Outlaw - join forces against a hardened killer bent on revenge in the old west.",0,0,"Action, Family, Western            "
Treasure of the Amazon,104,"    A ragtag group of adventurers, including a former Nazi, is led by a half-maddened grizzled treasure hunter who wants a second chance to find the mythical treasure of the Amazon, after his first mission went terrible wrong.",1985,4.4,"Action, Adventure, Drama            "
Billy the Kid,98,"    In this version of the Billy the Kid legend, Billy, after shooting down land baron William Donovan's henchmen for killing Billy's boss, is hunted down and captured by his friend, Sheriff ...                See full summary »",1930,6.0,"Action, Biography, Drama            "
Heaven's Burning,96,"    After a botched bank job, a gang takes hostage a Japanese girl on the run from an arranged marriage, and escapes. Their wheel man saves the girl from them and the two go on the run with cops, the gang and her psycho husband on their tail.",1997,5.7,"Action, Crime, Drama            "
Valhalla,64,"    Valhalla, Sweetgrass Productions' fourth feature film, is the tale of one man's search to rediscover the freedom of his youth. Beyond action sports-- with Valhalla's totally unique style ...                See full summary »",2013,7.0,"Action, Adventure            "
Axiom,15,    A high fashion action film set in the near future about robotic assassins causing female genocide in peaceful communities for an unknown reason.,2015,7.6,"Short, Action, Drama            "
Crash Bandicoot N. Sane Trilogy,15,"    Crash Bandicoot, an experiment gone wrong, must chase down and thwart the evil genius Dr. Cortex's plans to raise an evil army of genetically mutated animals in this remake of the critically-acclaimed original 3 PlayStation 1 games.",2017,8.6,"Action, Adventure, Comedy            "
S*P*Y*S,87,"    Two spies end up being chased by the C.I.A., The K.G.B., and a group of anarchists after a botched mission invoked an unwritten ""corpse for a corpse"" pact.",1974,4.5,"Action, Comedy            "
Atlantis Interceptors,98,"    A team of scientists working to raise a sunken Russian nuclear submarine on an ocean platform off the coast of Miami, Florida, unearth an ancient Atlantean relic from the sea floor and ...                See full summary »",1983,4.9,"Action, Sci-Fi            "
Hardwired,94,"    After a tragic accident nearly claims the life Luke Gibson (Gooding Jr.) the Hexx Corporation hardwire an implant into Luke's brain, it saves his life, but Luke soon finds out that this new technology comes at price, advertising.",2009,4.7,"Action, Sci-Fi            "
Dead Ringer,96,    This movie is a modern day version of The Prince And The Pauper where one man from a poor background ends up taking over another man's life from the entirely opposite end of the spectrum. ...                See full summary »,2018,4.5,Action            
Beyond Sherwood Forest,93,"    England 1174: King Richard is away fighting the Crusade, his brother Prince John has been left in charge. In order to further international diplomatic relations with Austria, the beautiful ...                See full summary »",2009,4.5,"Action, Adventure, Fantasy            "
Turbulence 3: Heavy Metal,98,    Terrorists hijack an airplane that is broadcasting a rock concert live on the Internet.,2001,3.6,"Action, Music, Thriller            "
Fortress,105,    A replacement co-pilot joins a B-17 bomber crew in North Africa. He soon finds himself at odds with the remainder of the crew and has to regain their trust and support.,2012,5.0,"Action, Drama, War            "
"The Six Million Dollar Man: Wine, Women and War",73,"    After Colonel Steve Austin fails to retrieve the contents of a safe owned by arms dealer Arlen Findletter, he takes up a friendly offer of a vacation in the Bahamas. There, he runs into ...                See full summary »",1973,7.1,"Action, Drama, Sci-Fi            "
Pegasus Bridge,73,    In the early hours of the 6th of June 1944 Allied Airborne Forces launched one of most daring assaults in history. 181 men in 6 gliders landed at night to capture two bridges vital to the ...                See full summary »,0,0,"Action, Drama, War            "
The Phantom Empire,245,"    When the ancient continent of Mu sank beneath the ocean, some of its inhabitant survived in caverns beneath the sea. Cowboy singer Gene Autry stumbles upon the civilization, now buried ...                See full summary »",1935,6.3,"Action, Adventure, Music            "
Pathfinders: In the Company of Strangers,100,    Three companies of paratroopers travel in a deadly mission to France to prepare the drop zone for the airborne attack on the D-Day. They have to install an Eureka transmitter and searchlight to guide the planes in the Normandy invasion.,2011,3.5,"Action, Drama, History            "
Superman: Red Son,6,"    In the 1950s, the Soviet Union reveals its newest asset to be Superman. The sudden revelation of a superpowered alien under Soviet control causes panic in the United States, shifting the ...                See full summary »",2009,6.9,"Animation, Action, Adventure            "
WrestleMania,314,"    Superstars of RAW and Smackdown fight on the grandest stage of them, all, 'WrestleMania'; in order to show, who is the best.",2018,6.6,"Action, Sport            "
Johan Falk: Slutet,103,"    In the final movie about Swedish special force policeman Johan Falk, he tries to solve the problem with the Eastern European mafia, who is threatening his family. Meanwhile, his co-workers ...                See full summary »",2015,7.8,"Action, Crime, Thriller            "
Green Arrow,12,"    At an airport, the Emerald Archer must protect a young princess from assassins.",2010,7.3,"Animation, Short, Action            "
