title,runtime,des,date,rating,genre
The Mandalorian,30,"    The travails of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.",2019,9.1,"Action, Adventure, Sci-Fi            "
Ford v Ferrari,152,"    American car designer Carroll Shelby and driver Ken Miles battle corporate interference, the laws of physics and their own personal demons to build a revolutionary race car for Ford and challenge Ferrari at the 24 Hours of Le Mans in 1966.",2019,8.3,"Action, Biography, Drama            "
Charlie's Angels,118,"    When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",2019,3.9,"Action, Adventure, Comedy            "
Watchmen,60,"    Set in an alternate history where masked vigilantes are treated as outlaws, Watchmen embraces the nostalgia of the original groundbreaking graphic novel of the same name, while attempting to break new ground of its own.",2019,7.2,"Action, Drama, Mystery            "
Midway,138,"    The story of the Battle of Midway, told by the leaders and the sailors who fought it.",2019,6.9,"Action, Drama, History            "
See,60,"    Far in a dystopian future, the human race has lost the sense of sight, and society has had to find new ways to interact, build, hunt, and to survive. All of that is challenged when a set of twins is born with sight.",2019,7.7,"Action, Drama, Sci-Fi            "
Star Wars: Episode IX - The Rise of Skywalker,141,    The surviving Resistance faces the First Order once more in the final chapter of the Skywalker saga.,2019,0,"Action, Adventure, Fantasy            "
Jack Ryan,60,"    An up-and-coming CIA analyst, Jack Ryan, is thrust into a dangerous field assignment as he uncovers a pattern in terrorist communication that launches him into the center of a dangerous gambit.",2018,8.2,"Action, Drama, Thriller            "
Game of Thrones,57,"    Nine noble families fight for control over the mythical lands of Westeros, while an ancient enemy returns after being dormant for thousands of years.",2019,9.4,"Action, Adventure, Drama            "
Terminator: Dark Fate,128,"    An augmented human and Sarah Connor must stop an advanced liquid Terminator, from hunting down a young girl, who's fate is critical to the human race.",2019,6.5,"Action, Adventure, Sci-Fi            "
Gemini Man,117,    An over-the-hill hitman faces off against a younger clone of himself.,2019,5.7,"Action, Drama, Sci-Fi            "
Angel Has Fallen,121,    Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.,2019,6.5,"Action, Thriller            "
Vikings,44,"    Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore - and raid - the distant shores across the ocean.",2013,8.6,"Action, Adventure, Drama            "
Avengers: Endgame,181,"    After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",2019,8.5,"Action, Adventure, Drama            "
Arrow,42,"    Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",2012,7.6,"Action, Adventure, Crime            "
Titans,45,    A team of young superheroes combat evil and other perils.,2018,7.9,"Action, Adventure, Crime            "
The Flash,43,"    After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, fighting crime in Central City.",2014,7.8,"Action, Adventure, Drama            "
21 Bridges,99,    An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.,2019,6.5,"Action, Crime, Drama            "
The Witcher,60,"    Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",2019,0,"Action, Adventure, Drama            "
Star Wars Jedi: Fallen Order,60,"    Set shortly after Revenge of the Sith, the player takes on the role of a Jedi padawan being hunted by the Empire after Order 66.",2019,9.1,"Action, Adventure, Fantasy            "
The Boys,60,    A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,2019,8.8,"Action, Comedy, Crime            "
Sonic the Hedgehog,60,    A cop in the rural town of Green Hills will help Sonic escape from the government who is looking to capture him.,2020,0,"Action, Adventure, Family            "
Britannia,60,"    In 43 AD, the Roman Army returns to crush the Celtic heart of Britannia.",2017,6.7,"Action, Drama, Fantasy            "
Batwoman,45,    Kate Kane seeks justice for Gotham City as Batwoman.,2019,3.3,"Action, Adventure, Crime            "
Jumanji: The Next Level,114,"    In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",2019,0,"Action, Adventure, Comedy            "
Fast & Furious Presents: Hobbs & Shaw,137,    Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.,2019,6.5,"Action, Adventure            "
Supergirl,43,    The adventures of Superman's cousin in her own superhero career.,2015,6.3,"Action, Adventure, Drama            "
Money Heist,70,    A group of unique robbers assault the Factory of Moneda and Timbre to carry out the most perfect robbery in the history of Spain and take home 2.4 billion euros.,2017,8.5,"Action, Crime, Mystery            "
Zombieland: Double Tap,99,"    Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",2019,7.2,"Action, Comedy, Horror            "
NCIS,60,"    The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team, led by Special Agent Leroy Jethro Gibbs.",2003,7.8,"Action, Crime, Drama            "
Daybreak,60,    High school outcast Josh is searching for his missing girlfriend in post apocalyptic Glendale. He's joined by a group of misfits Angelica and his former bully Wesley. On the way they'll face many weird things.,2019,6.8,"Action, Adventure, Comedy            "
Watchmen,162,"    In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",2009,7.6,"Action, Drama, Mystery            "
Captain Marvel,123,    Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,2019,6.9,"Action, Adventure, Sci-Fi            "
Rambo: Last Blood,89,    Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission.,2019,6.5,"Action, Adventure, Thriller            "
Death Stranding,89,    Deliveryman Sam Porter must travel across a ravaged wasteland and reconnect the city states of America formed after a mysterious apocalyptic event dubbed 'death stranding' left the world in ruins and plagued by supernatural tar creatures.,2019,9.2,"Action, Adventure, Drama            "
No Time to Die,89,"    Bond has left active service. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",2020,0,"Action, Adventure, Thriller            "
The Dark Knight,152,"    When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",2008,9.0,"Action, Crime, Drama            "
Star Wars: Episode I - The Phantom Menace,136,"    Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their old glory.",1999,6.5,"Action, Adventure, Fantasy            "
Star Wars: The Clone Wars,23,"    Yoda, Mace Windu, Obi-Wan Kenobi, Anakin Skywalker and other Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.",2020,8.1,"Animation, Action, Adventure            "
Spider-Man: Far from Home,129,"    Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",2019,7.6,"Action, Adventure, Sci-Fi            "
Harriet,125,"    The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes, whose courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history.",2019,6.5,"Action, Biography, Drama            "
Spies in Disguise,102,"    When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.",2019,0,"Animation, Action, Adventure            "
Black Widow,102,    A film about Natasha Romanoff in her quests between the films Civil War and Infinity War.,2020,0,"Action, Adventure, Sci-Fi            "
Gotham,42,    The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.,2019,7.8,"Action, Crime, Drama            "
Chicago P.D.,43,"    Follows District 21 of the Chicago Police Department, which is made up of two distinctly different groups: the uniformed cops and the Intelligence Unit.",2014,8.1,"Action, Crime, Drama            "
Jumanji: Welcome to the Jungle,119,"    Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",2017,6.9,"Action, Adventure, Comedy            "
Hawaii Five-0,42,"    Steve McGarrett (Alex O'Loughlin) returns home to Oahu, in order to find his father's killer. The Governor offers him the chance to run his own task force (Five-0).",2010,7.3,"Action, Crime, Drama            "
9-1-1,43,"    Explores the high-pressure experiences of the first responders who are thrust into the most frightening, shocking and heart-stopping situations.",2018,7.7,"Action, Drama, Thriller            "
Star Wars: Episode VIII - The Last Jedi,152,"    Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",2017,7.1,"Action, Adventure, Fantasy            "
Star Wars: Episode IV - A New Hope,121,"    Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",1977,8.6,"Action, Adventure, Fantasy            "
The Gentlemen,121,    A very British drug lord tries to sell off his highly profitable empire to a dynasty of Oklahoma billionaires.,2020,0,"Action, Crime            "
Chicago Fire,43,"    The story of firefighters in Chicago, both on a personal and professional level.",2012,7.9,"Action, Drama            "
Charlie's Angels,98,"    Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",2000,5.5,"Action, Adventure, Comedy            "
Rogue One,133,    The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.,2016,7.8,"Action, Adventure, Sci-Fi            "
El Camino: A Breaking Bad Movie,122,"    A sequel, of sorts, to Breaking Bad following Jesse Pinkman after the events captured in the finale of Breaking Bad. Jesse is now on the run, as a massive police manhunt for him is in operation.",2019,7.5,"Action, Drama            "
Guardians of the Galaxy,121,    A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,2014,8.0,"Action, Adventure, Comedy            "
The Batman,121,    The plot is unknown.,2021,0,"Action, Crime, Drama            "
Anna,119,    Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,2019,6.6,"Action, Thriller            "
Wonder Woman 1984,119,    Plot unknown. A sequel to the 2017 super hero film 'Wonder Woman'.,2020,0,"Action, Adventure, Fantasy            "
Treadstone,44,"    The Treadstone project, having created super spy Jason Bourne, turns its attention on a new protocol to develop unstoppable superhuman assassins.",2019,7.2,Action            
NCIS: Los Angeles,43,"    The Naval Criminal Investigation Service's Office of Special Projects takes on the undercover work and the hard to crack cases in LA. Key agents are G. Callen and Sam Hanna, streets kids risen through the ranks.",2009,6.7,"Action, Crime, Drama            "
Solo: A Star Wars Story,135,"    During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",2018,6.9,"Action, Adventure, Sci-Fi            "
Crown Vic,110,    Follows one memorable night in the life of LAPD officer Ray Mandel while hunting two cop killers on the loose.,2019,6.2,"Action, Crime, Drama            "
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,110,"    After splitting with the Joker, Harley Quinn joins superheroes Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord.",2020,0,"Action, Adventure, Crime            "
SEAL Team,43,"    The lives of the elite Navy S.E.A.L.s as they train, plan and execute the most dangerous, high-stakes missions our country can ask.",2017,7.4,"Action, Drama, War            "
Alita: Battle Angel,122,"    A deactivated cyborg is revived, but cannot remember anything of her past life and goes on a quest to find out who she is.",2019,7.4,"Action, Adventure, Sci-Fi            "
The Last Kingdom,60,"    As Alfred the Great defends his kingdom from Norse invaders, Uhtred - born a Saxon but raised by Vikings - seeks to claim his ancestral birthright.",2015,8.3,"Action, Drama, History            "
S.W.A.T.,43,    Follows a locally born and bred S.W.A.T. lieutenant who is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.,2017,6.9,"Action, Adventure, Crime            "
John Wick: Chapter 3 - Parabellum,131,"    John Wick is on the run after killing a member of the international assassin's guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",2019,7.6,"Action, Crime, Thriller            "
Star Wars Rebels,22,    A brave and clever ragtag starship crew stands up against the evil Empire as it tightens its grip on the galaxy and hunts down the last of the Jedi Knights.,2018,8.0,"Animation, Action, Adventure            "
Line of Duty,98,    A disgraced cop finds himself in a race against time to find a kidnap victim whose abductor he accidentally killed.,2019,5.0,"Action, Thriller            "
Avatar,162,    A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,2009,7.8,"Action, Adventure, Fantasy            "
Star Trek: The Next Generation,44,"    Set almost 100 years after Captain Kirk's five-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on their own mission to go where no one has gone before.",1994,8.6,"Action, Adventure, Mystery            "
Star Wars: Episode II - Attack of the Clones,142,"    Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.",2002,6.6,"Action, Adventure, Fantasy            "
6 Underground,142,"    Meet a new kind of action hero. Six untraceable agents, totally off the grid. They've buried their pasts so they can change the future.",2019,0,"Action, Thriller            "
Blade Runner 2049,164,"    A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.",2017,8.0,"Action, Drama, Mystery            "
Gladiator,155,    A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,2000,8.5,"Action, Adventure, Drama            "
Star Wars: Episode VII - The Force Awakens,138,"    Three decades after the Empire's defeat, a new threat arises in the militant First Order. Defected stormtrooper Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker.",2015,7.9,"Action, Adventure, Sci-Fi            "
Willow,126,    A reluctant dwarf must play a critical role in protecting a special baby from an evil queen.,1988,7.3,"Action, Adventure, Drama            "
The Matrix,136,    A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.,1999,8.7,"Action, Sci-Fi            "
Avengers: Infinity War,149,    The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,2018,8.5,"Action, Adventure, Sci-Fi            "
Aquaman,143,"    Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",2018,7.0,"Action, Adventure, Fantasy            "
Star Trek: Discovery,60,"    Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.",2017,7.4,"Action, Adventure, Drama            "
Killing Eve,42,"    After a series of events, the lives of a security operative and an assassin become inextricably linked.",2018,8.3,"Action, Adventure, Drama            "
Terminator 2: Judgment Day,137,"    A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",1991,8.5,"Action, Sci-Fi            "
Agents of S.H.I.E.L.D.,45,"    The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.",2013,7.5,"Action, Adventure, Drama            "
Designated Survivor,60,    A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.,2019,7.6,"Action, Drama, Mystery            "
DC's Legends of Tomorrow,42,"    Time-travelling rogue Rip Hunter has to recruit a rag-tag team of heroes and villains to help prevent an apocalypse that could impact not only Earth, but all of time.",2016,6.8,"Action, Adventure, Drama            "
Gargoyles,30,    A clan of heroic night creatures pledge to protect modern New York City as they did in Scotland one thousand years earlier.,1996,8.1,"Animation, Action, Adventure            "
Prison Break,44,"    Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside.",2017,8.3,"Action, Crime, Drama            "
Swamp Thing,60,"    Abby Arcane returns home to Marais, Louisiana to investigate a deadly swamp-borne virus, only to discover the dark, terrifying mysteries of the swamp.",2019,7.8,"Action, Adventure, Drama            "
Altered Carbon,60,"    Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom.",2018,8.1,"Action, Drama, Sci-Fi            "
The Dark Knight Rises,164,"    Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",2012,8.4,"Action, Thriller            "
The Terminator,107,"    In 1984, a human soldier is tasked to stop an indestructible cyborg killing machine, both sent from 2029, from executing a young woman, whose unborn son is the key to humanity's future salvation.",1984,8.0,"Action, Sci-Fi            "
Baywatch,116,"    Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",2017,5.5,"Action, Comedy, Crime            "
Primal,97,    Frank's caught wildlife in the Brazilian jungle incl. a 400 lbs. white jaguar. He ships it on the same ship as an arrested assassin. The assassin breaks free and frees the animals.,2019,4.9,Action            
Magnum P.I.,43,    An ex-Navy SEAL returns home from Afghanistan and uses his military skills to become a private investigator in Hawaii.,2018,5.6,"Action, Adventure, Crime            "
Justice League,120,"    Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",2017,6.4,"Action, Adventure, Fantasy            "
The Purge,60,"    Set in an altered United States, several unrelated people discover how far they will go to survive a night where all crime is legal for 12 hours.",2018,6.3,"Action, Drama, Horror            "
Star Wars: Episode III - Revenge of the Sith,140,"    Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.",2005,7.5,"Action, Adventure, Fantasy            "
Inception,148,    A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,2010,8.8,"Action, Adventure, Sci-Fi            "
Spartacus,55,"    The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",2013,8.5,"Action, Adventure, Biography            "
Star Wars: Episode VI - Return of the Jedi,131,"    After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",1983,8.3,"Action, Adventure, Fantasy            "
Spider-Man: Into the Spider-Verse,117,"    Teen Miles Morales becomes Spider-Man of his reality, crossing his path with five counterparts from other dimensions to stop a threat for all realities.",2018,8.4,"Animation, Action, Adventure            "
Underwater,117,    A crew of aquatic researchers work to get to safety after an earthquake devastates their subterranean laboratory. But the crew has more than the ocean seabed to fear.,2020,0,"Action, Drama, Horror            "
Star Wars: Episode V - The Empire Strikes Back,124,"    After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader.",1980,8.7,"Action, Adventure, Fantasy            "
Eternals,124,"    The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",2020,0,"Action, Adventure, Drama            "
Dark Phoenix,113,"    Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",2019,5.8,"Action, Adventure, Sci-Fi            "
Kingsman: The Golden Circle,141,"    When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the United States. These two elite secret organizations must band together to defeat a common enemy.",2017,6.8,"Action, Adventure, Comedy            "
Crawl,87,"    A young woman, while attempting to save her father during a category 5 hurricane, finds herself trapped in a flooding house and must fight for her life against alligators.",2019,6.2,"Action, Drama, Horror            "
The Umbrella Academy,60,"    A family of former child heroes, now grown apart, must reunite to continue to protect the world.",2019,8.0,"Action, Adventure, Comedy            "
Captain America: The First Avenger,124,"    Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.",2011,6.9,"Action, Adventure, Sci-Fi            "
Runaways,60,"    After discovering their parents are super-villains in disguise, a group of teenagers band together to run away from their homes in order to atone for their parents' actions and to discover the secrets of their origins.",2017,7.1,"Action, Drama, Sci-Fi            "
Band of Brothers,594,"    The story of Easy Company of the U.S. Army 101st Airborne Division, and their mission in World War II Europe, from Operation Overlord, through V-J Day.",2001,9.5,"Action, Drama, History            "
Shazam!,132,"    We all have a superhero inside us, it just takes a bit of magic to bring it out. In Billy Batson's case, by shouting out one word - SHAZAM - this streetwise fourteen-year-old foster kid can turn into the grown-up superhero Shazam.",2019,7.1,"Action, Adventure, Comedy            "
Mad Max: Fury Road,120,"    In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",2015,8.1,"Action, Adventure, Sci-Fi            "
Black Panther,134,"    T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",2018,7.3,"Action, Adventure, Sci-Fi            "
Suicide Squad,123,    A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,2016,6.0,"Action, Adventure, Fantasy            "
Independence Day,145,"    The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.",1996,7.0,"Action, Adventure, Sci-Fi            "
Star Trek,127,    The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,2009,7.9,"Action, Adventure, Sci-Fi            "
Thor: Ragnarok,130,"    Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",2017,7.9,"Action, Adventure, Comedy            "
Overlord,110,    A small group of American soldiers find horror behind enemy lines on the eve of D-Day.,2018,6.6,"Action, Adventure, Horror            "
Blade Runner,117,"    A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",1982,8.1,"Action, Sci-Fi, Thriller            "
Mission: Impossible - Fallout,147,"    Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",2018,7.8,"Action, Adventure, Thriller            "
Buffy the Vampire Slayer,44,"    A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.",2003,8.2,"Action, Drama, Fantasy            "
Danger Close,118,"    In August 1966, in a Vietnamese rubber plantation called Long Tan, 108 young and inexperienced Australian and New Zealand soldiers are fighting for their lives against 2500 North Vietnamese and Viet Cong soldiers.",2019,7.1,"Action, Drama, War            "
Terminator Genisys,126,"    When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",2015,6.4,"Action, Adventure, Sci-Fi            "
Bad Boys for Life,126,"    Marcus Burnett is now a police inspector and Mike Lowery is in a midlife crisis. They unite again when an Albanian mercenary, whose brother they killed, promises them an important bonus.",2020,0,"Action, Comedy, Crime            "
Avatar: The Last Airbender,23,"    In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",2008,9.2,"Animation, Action, Adventure            "
Guardians of the Galaxy Vol. 2,136,"    The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",2017,7.6,"Action, Adventure, Comedy            "
Léon: The Professional,110,"    Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",1994,8.5,"Action, Crime, Drama            "
Top Gun: Maverick,110,    The plot is unknown at this time.,2020,0,"Action, Drama            "
Men in Black: International,114,"    The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization.",2019,5.7,"Action, Adventure, Comedy            "
Stuber,93,    A detective recruits his Uber driver into an unexpected night of adventure.,2019,6.2,"Action, Comedy, Crime            "
Mortal Engines,128,"    In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.",2018,6.1,"Action, Adventure, Fantasy            "
Avengers: Age of Ultron,141,"    When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",2015,7.3,"Action, Adventure, Sci-Fi            "
Star Trek: Voyager,44,"    Pulled to the far side of the galaxy, where the Federation is seventy-five years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",2001,7.8,"Action, Adventure, Sci-Fi            "
The Kitchen,102,    The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.,2019,5.2,"Action, Crime, Drama            "
Dunkirk,106,"    Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",2017,7.9,"Action, Drama, History            "
Attack on Titan,24,"    After his hometown is destroyed and his mother is killed, young Eren Yeager vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",2013,8.8,"Animation, Action, Adventure            "
Iron Man,126,"    After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008,7.9,"Action, Adventure, Sci-Fi            "
John Wick,101,    An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took everything from him.,2014,7.4,"Action, Crime, Thriller            "
Godzilla: King of the Monsters,132,"    The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",2019,6.1,"Action, Adventure, Fantasy            "
Godzilla vs. Kong,132,"    As the gigantic Kong meets the unstoppable Godzilla, the world watches to see which one of them will become King of the Monsters.",2020,0,"Action, Sci-Fi, Thriller            "
Deadpool 2,119,"    Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",2018,7.7,"Action, Adventure, Comedy            "
The King's Man,119,"    As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",2020,0,"Action, Adventure, Comedy            "
Into the Badlands,42,    A mighty warrior and a young boy search for enlightenment in a ruthless territory controlled by feudal barons.,2019,8.0,"Action, Adventure, Drama            "
Black Adam,42,"    Plot unknown. A spin-off from 'Shazam!' centering on the film's anti-hero, Black Adam.",2021,0,"Action, Sci-Fi            "
Cold Pursuit,119,    A grieving snowplow driver seeks out revenge against the drug dealers who killed his son.,2019,6.2,"Action, Crime, Drama            "
The Punisher,53,"    After the murder of his family, Marine veteran Frank Castle becomes the vigilante known as ""The Punisher,"" with only one goal in mind: to avenge them.",2019,8.5,"Action, Adventure, Crime            "
The Avengers,143,    Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,2012,8.0,"Action, Adventure, Sci-Fi            "
The Hunger Games,142,    Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,2012,7.2,"Action, Adventure, Sci-Fi            "
Snowpiercer,126,"    In a future where a failed climate-change experiment has killed all life except for the lucky few who boarded the Snowpiercer, a train that travels around the globe, a new class system emerges.",2013,7.1,"Action, Drama, Sci-Fi            "
Thor,115,"    The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",2011,7.0,"Action, Adventure, Fantasy            "
Star Trek: Deep Space Nine,45,"    In the vicinity of the liberated planet of Bajor, the Federation space station Deep Space Nine guards the opening of a stable wormhole to the far side of the galaxy.",1999,7.9,"Action, Adventure, Drama            "
