title,runtime,des,date,genre,cast,director,vote,gross,rating
Vault of the Macabre Presents; the Fright Before Christmas,0,    VAULT OF THE MACABRE PRESENTS: THE FRIGHT BEFORE CHRISTMAS. Narrated by Stephen Moyer.- featuring a double bill of horrific holiday horror.,2016,"Animation, Short            ",VAULT OF THE MACABRE PRESENTS: THE FRIGHT BEFORE CHRISTMAS. Narrated by Stephen Moyer.- featuring a double bill of horrific holiday horror.,,0,,0
Clarence: Beans,0,"    Clarence takes a stroll to visit a dog named ""Beans"", but quickly discovers that not everything is what it seems.",2016,"Animation, Short            ","Clarence takes a stroll to visit a dog named ""Beans"", but quickly discovers that not everything is what it seems.",,0,,0
December Miracles,0,    An orphan named TJ is excited to be adopted just in time for Christmas but is disappointed to find that his new parents don't share his belief in Santa Claus.,2010,Animation            ,An orphan named TJ is excited to be adopted just in time for Christmas but is disappointed to find that his new parents don't share his belief in Santa Claus.,,0,,0
Annie's Room,9,    Lonely Annie receives a mysterious visitor.,2014,"Animation, Short            ",Lonely Annie receives a mysterious visitor.,,0,,0
Peak Phosphorus,3,"    Before we run out of gas, we will have no more phosphor for industrial agriculture. No fertilizer, no crops! And in 300 years meatware is history...",2016,"Animation, Short, Sci-Fi            ","Sean Chiplock, Rick Lance, Lea Whitcher",Michael Mehring,8,,5.5
Diary of a Blueberry,5,"    The Story Pirates are a company of actors, improv comedians and teachers who teach creative writing to thousands of elementary school students in New York City, Los Angeles and many places ...                See full summary »",2011,"Animation, Short, Comedy            ","Drew Callander, Nichi Douglas, Alana Harrison, Kristen Schaal","Directors:Drew Callander, Alana Harrison",9,,3.7
Player Two,4,"    Player Two is a short animation that explore the relationship that develops between two brothers of differing age growing up, and how video games foster that bond.",2016,"Animation, Short, Adventure            ","Directors:Zachary Antell, Zachary Antell",,20,,6.5
Working,3,    A well meaning sister tries to reason with her slacker brother.,2016,"Animation, Short, Comedy            ",A well meaning sister tries to reason with her slacker brother.,,0,,0
Sesame Street: Which Foods Begin with the Letter P?,2,"    Real fruits and vegetables dance onscreen in colorful formations, showing off their inherent beauty as would-be-performers for young Sesame Street audiences.",2013,"Animation, Short            ","Real fruits and vegetables dance onscreen in colorful formations, showing off their inherent beauty as would-be-performers for young Sesame Street audiences.",,0,,0
Renga,90,Add a Plot,2012,Animation            ,Add a Plot,,0,,0
Todd the Zombie,20,"    Todd is a Zombie. Todd works in IT for the most bizarre company in the world. He has to deal with a devil accountant, a crazy HR cult, killer vending machines and all other sorts of crazy ...                See full summary »",2011,Animation            ,"Gareth Ellis, Emma Johnston, Michael Steggals, Meredith McGrath",,25,,7.0
Found Found Found,19,    This personal narrative touches on some of the cultural changes that mobile technologies bring.,2014,"Documentary, Animation, Short            ",This personal narrative touches on some of the cultural changes that mobile technologies bring.,,0,,0
Max Throttle,7,Add a Plot,2015,"Animation, Short            ",Add a Plot,,0,,0
Down Toward the Sun,3,"    A starving loner is taken in by an underground society who, because of the constant rainfall on the surface, believes that they must dig underground to locate the sun.",2017,"Animation, Short, Sci-Fi            ","A starving loner is taken in by an underground society who, because of the constant rainfall on the surface, believes that they must dig underground to locate the sun.",,0,,0
The Oder Bridge,55,"    The film revolves around the complicated German Polish relations viewed through the eyes of an American physicist of Polish origin, living and working in Berlin. He crossed the German ...                See full summary »",2010,"Documentary, Animation, History            ","The film revolves around the complicated German Polish relations viewed through the eyes of an American physicist of Polish origin, living and working in Berlin. He crossed the German ...                See full summary »",,0,,0
The Hydric Zone,0,Add a Plot,2015,"Animation, Adventure, History            ",Add a Plot,,0,,0
Martian Mating Ritual,0,Add a Plot,2017,"Animation, Short            ",Add a Plot,,0,,0
Ripples,4,    A woman reminisces about her hometown.,2012,"Animation, Short, Biography            ",A woman reminisces about her hometown.,,0,,0
When I Worry About Things,0,    When I Worry About Things is a series of animated documentaries for the BBC exploring the experiences of six children who suffer from mental ill health. Each of these five films tells the ...                See full summary »,2017,Animation            ,When I Worry About Things is a series of animated documentaries for the BBC exploring the experiences of six children who suffer from mental ill health. Each of these five films tells the ...                See full summary »,,0,,0
Empire,14,    Behind every headline there is another story. Sometimes these stories are not meant to be heard. Because sometimes the truth is harder to believe than fiction. At least that is what you are told.,2011,"Animation, Short, Action            ",Behind every headline there is another story. Sometimes these stories are not meant to be heard. Because sometimes the truth is harder to believe than fiction. At least that is what you are told.,,0,,0
Strawberry Shortcake: Berry Big Help,75,"    It's time for everyone to help out as best they can in these three delightful Strawberry Shortcake episodes. It's Strawberry to the rescue in ""Babysitter Blues"" when the princess asks her ...                See full summary »",2014,"Animation, Family            ",Star:Sarah Heinke,,9,,6.2
Little Hero,10,    Little Hero is a documentary about a six-year-old boy's Autism as seen through his twin sister's eyes.,2014,"Documentary, Animation, Short            ",Little Hero is a documentary about a six-year-old boy's Autism as seen through his twin sister's eyes.,,0,,0
The Egg,10,"    Patsy is determined to beat the odds and hatch her own little chick, but she discovers she must fight some angry dads for her right to become a mum.",2013,"Animation, Short, Comedy            ","Patsy is determined to beat the odds and hatch her own little chick, but she discovers she must fight some angry dads for her right to become a mum.",,0,,0
Kronitron,4,"    Music video for ""Kronitron"" off of the Kottonmouth Kings' 2015 album ""Krown Power"".",2015,"Animation, Short            ","Music video for ""Kronitron"" off of the Kottonmouth Kings' 2015 album ""Krown Power"".",,0,,0
Superbugs,2,Add a Plot,2018,"Animation, Short            ",Add a Plot,,0,,0
Keep Calm and Decolonize: Flood,5,"    A young woman, guided by Spider Woman, must overcome colonial history and education to find herself.",2017,"Animation, Short            ","A young woman, guided by Spider Woman, must overcome colonial history and education to find herself.",,0,,0
Betty Goes A-Posen,0,Add a Plot,2017,"Animation, Short            ",Add a Plot,,0,,0
The Happy Easter Easter Bunny,1,    This madcap Rabbit unveils his magic and zips off-screen.,2013,"Animation, Short, Action            ",This madcap Rabbit unveils his magic and zips off-screen.,,0,,0
Maud Mary & the Titanic,7,"    Maud Mary & the Titanic - a sweet short film about a late, great lady who missed the boat and sailed into history.",2012,"Documentary, Animation, Short            ","Maud Mary & the Titanic - a sweet short film about a late, great lady who missed the boat and sailed into history.",,0,,0
Eggbert,4,Add a Plot,2017,"Animation, Short            ",Add a Plot,,0,,0
Roodmate,4,    Student Film about a student going through madness through his rude roommate.,2017,"Animation, Short, Comedy            ",Student Film about a student going through madness through his rude roommate.,,0,,0
Rat-a-Tat vs Catman,80,"    The adventures of Don, a darling house-dog, who is at war with the mice-trio that has set camp in his house continue but this time not only does he have the help of his brother Colonel, an ...                See full summary »",2016,Animation            ,"The adventures of Don, a darling house-dog, who is at war with the mice-trio that has set camp in his house continue but this time not only does he have the help of his brother Colonel, an ...                See full summary »",,0,,0
Shoes,5,Add a Plot,2017,"Animation, Short            ",Add a Plot,,0,,0
CMYK,0,"    This short animation is a dizzying celebration of sound, colour and movement. Here, multitudes of CMYK symbols, pulled off flaps of cereal boxes and other common printed materials, have ...                See full summary »",2011,"Animation, Short            ",Marv Newland,,11,,4.1
Sexorama,0,Add a Plot,2015,"Animation, Short            ",Add a Plot,,0,,0
Milk Paton,13,"    Pseudo animated comedy about a streetwise bottle of milk who moves to the countryside and gets into new types of trouble with the locals. The first in a series of shorts, based on a concept...                See full summary »",2013,"Animation, Short            ","Pseudo animated comedy about a streetwise bottle of milk who moves to the countryside and gets into new types of trouble with the locals. The first in a series of shorts, based on a concept...                See full summary »",,0,,0
The Bennett Family,0,Add a Plot,2014,Animation            ,Add a Plot,,0,,0
Club Sandwich,0,    Club Sandwich is a place where food doesn't just come to life -- it parties.,2012,Animation            ,Club Sandwich is a place where food doesn't just come to life -- it parties.,,0,,0
Goop,1,Add a Plot,2017,"Animation, Short            ",Add a Plot,,0,,0
Gravitons,4,    A 50's style mockumentary following Sir Isaac Newton and his discovery of what's really behind gravity - the mischievous Gravitons.,2010,"Animation, Short, Comedy            ",A 50's style mockumentary following Sir Isaac Newton and his discovery of what's really behind gravity - the mischievous Gravitons.,,0,,0
The Life-Givers,6,"    In the caves below the earth are housed thousands of candles, each representing a human life. Life-Givers light the candles, signifying the birth of a child, while Death snuffs out the ...                See full summary »",2014,"Animation, Short            ","In the caves below the earth are housed thousands of candles, each representing a human life. Life-Givers light the candles, signifying the birth of a child, while Death snuffs out the ...                See full summary »",,0,,0
The History of Life,3,"    A Sci-Fi/Historical short on the warring history of human life, and it's potential destruction.",2013,"Animation, Short, Fantasy            ","A Sci-Fi/Historical short on the warring history of human life, and it's potential destruction.",,0,,0
Adamantine,9,"    In this fairytale set in rural Uzbekistan, a young shepherd longs to find his true love; but an evil mountain witch might stand in the way of his happily-ever-after.",2017,"Animation, Short            ","In this fairytale set in rural Uzbekistan, a young shepherd longs to find his true love; but an evil mountain witch might stand in the way of his happily-ever-after.",,0,,0
Hindrance,0,Add a Plot,2013,"Animation, Short, Fantasy            ",Add a Plot,,0,,0
The Many Maladies of Marty Mitchell,14,    The Many Maladies of Marty Mitchell is the story of a young boy who can't seem to pass a day without encountering trouble. There is always some sort of malady complicating his life. Luckily...                See full summary »,2012,"Animation, Short, Adventure            ",The Many Maladies of Marty Mitchell is the story of a young boy who can't seem to pass a day without encountering trouble. There is always some sort of malady complicating his life. Luckily...                See full summary »,,0,,0
Ex Nihilo,4,"    In this film, small mundane moments are transformed into something strange and unknown. Corn flour becomes a non-Newtonian fluid, bubbles in oil demonstrate cellular division, while chunks ...                See full summary »",2012,"Animation, Short, Biography            ",Star:Lawrence M. Krauss,Sophie Rautenbach,8,,5.6
The App Story,1,Add a Plot,2013,"Animation, Short            ",Add a Plot,,0,,0
The Seed in the Sky,5,"    Above a peaceful planet, untouched by human hands, a rumbling vessel drifts through the clouds. Deep within the belly of the lumbering craft mechanical gadgets of steam and fire shape and ...                See full summary »",2016,"Animation, Short, Action            ","Above a peaceful planet, untouched by human hands, a rumbling vessel drifts through the clouds. Deep within the belly of the lumbering craft mechanical gadgets of steam and fire shape and ...                See full summary »",,0,,0
Bento Box Song,1,"    Bento Box Song is an original arrangement of a beloved Japanese children's song and dance. Sukeroku, a Kabuki character, sings and dances, with each movement representing the different ...                See full summary »",2014,"Animation, Short, Family            ","Bento Box Song is an original arrangement of a beloved Japanese children's song and dance. Sukeroku, a Kabuki character, sings and dances, with each movement representing the different ...                See full summary »",,0,,0
Surfing the Great Goliath,6,"    On the island of Lanai, tough guy Gabriel challenges small fry Dave to a surfing contest during a thunderstorm. But the high waves put both their lives in danger, and it will take an act of God to save Dave from the depths of darkness.",2014,"Animation, Short, Family            ","On the island of Lanai, tough guy Gabriel challenges small fry Dave to a surfing contest during a thunderstorm. But the high waves put both their lives in danger, and it will take an act of God to save Dave from the depths of darkness.",,0,,0
Casting Shadows,14,"    Casting Shadows portrays the internal struggle of a Korean-American woman living in the Californian suburbs. Longing to reconnect with the memory of her mother, Lillian idealizes Korea with...                See full summary »",2012,"Animation, Short, Drama            ","Paget Kagy, Jonathan Le Billon, Micah Maheo, Bo Kyung Park",Angela Park,8,,7.8
Small Wonders,15,    Small Wonders is an abstract narrative film short following British microbiologist Terence Preston's 50 year journey into discovering how amoebae move at the air water interface. The film ...                See full summary »,2013,"Documentary, Animation, Short            ",Small Wonders is an abstract narrative film short following British microbiologist Terence Preston's 50 year journey into discovering how amoebae move at the air water interface. The film ...                See full summary »,,0,,0
"Hair and Diamonds, Episode 14: Love Letter.",3,    True love is visceral in the world of Hair and Diamonds. A man writes a love letter to someone very close - his stomach. Will his love be returned... and how?,2010,"Animation, Short, Comedy            ",True love is visceral in the world of Hair and Diamonds. A man writes a love letter to someone very close - his stomach. Will his love be returned... and how?,,0,,0
Vocabulary 1,4,Add a Plot,2016,"Animation, Short, Comedy            ",Add a Plot,,0,,0
Giggle and Hoot: Sweet Dreams,0,    Hoot had a hootastic dream and he's painted a picture of it to show Jimmy Giggle.,2010,"Animation, Fantasy            ",Star:James Rees,,5,,6.0
Space Face,4,"    Space face, a Sasquatch who longs to explore the edges of his world in the forest, meets a emerging rock star in the 1970's and they form a cosmic bond sending Space Face on a journey of self discovery.",2015,"Animation, Short, Comedy            ","Space face, a Sasquatch who longs to explore the edges of his world in the forest, meets a emerging rock star in the 1970's and they form a cosmic bond sending Space Face on a journey of self discovery.",,0,,0
What's the Use?,82,"    In this over-caffeinated black comedy, a teenage girl revisits the hot summer night she went on a manhunt for a loan shark, in order to save her junkie father's life.",2015,"Animation, Comedy, Drama            ","In this over-caffeinated black comedy, a teenage girl revisits the hot summer night she went on a manhunt for a loan shark, in order to save her junkie father's life.",,0,,0
Shhh!,1,    A Native American elder is interrupted as he addresses the tribe.,2013,"Animation, Short, Comedy            ",A Native American elder is interrupted as he addresses the tribe.,,0,,0
Crimson Steel Satin Night,8,    Two guys play a video game in which you could choose to be a gay character.,2015,"Animation, Short, Comedy            ",Two guys play a video game in which you could choose to be a gay character.,,0,,0
Mars,5,Add a Plot,2011,"Animation, Short, Comedy            ",Add a Plot,,0,,0
"Honey, There's Something Weird!",1,Add a Plot,2017,"Animation, Short            ",Add a Plot,,0,,0
Lara Croft: Retired,8,Add a Plot,2012,"Animation, Short, Comedy            ",Add a Plot,,0,,0
Sonex the Hodgehead: Episodes 1,0,Add a Plot,2015,"Animation, Short, Comedy            ",Add a Plot,,0,,0
Notes on Monstropedia,7,    An animated archive of imaginary monsters written by a fictitious mosterologist in Medieval Europe.,2017,"Animation, Short, Comedy            ",Koji Yamamura,,7,,6.6
Theodore,18,"    Theodore, a shy warm hearted teddy bear, lives a lonely life in an old dusty pawn shop. His only friends and company are the characters in his books. One stormy night, Theodore is magically...                See full summary »",2011,"Animation, Short, Adventure            ","Theodore, a shy warm hearted teddy bear, lives a lonely life in an old dusty pawn shop. His only friends and company are the characters in his books. One stormy night, Theodore is magically...                See full summary »",,0,,0
The Train Job,20,"    An indie animated short about a wild west train robbery. Cookie has worked on the train for a full year now and it is about time to let Tina know how he feels about her. But before he can, ...                See full summary »",2015,"Animation, Short, Action            ","An indie animated short about a wild west train robbery. Cookie has worked on the train for a full year now and it is about time to let Tina know how he feels about her. But before he can, ...                See full summary »",,0,,0
J'aime L'Anglais,0,Add a Plot,2012,Animation            ,Add a Plot,,0,,0
The Secret Life of Samson the Superhero,0,    The secret life of Samson the superhero is about a super special guy that God gave super special strength to defeat his people's enemies. With a huge S on his chest he had unmatchable ...                See full summary »,2017,"Animation, Short            ",The secret life of Samson the superhero is about a super special guy that God gave super special strength to defeat his people's enemies. With a huge S on his chest he had unmatchable ...                See full summary »,,0,,0
Madness: Another Version of Me,3,Add a Plot,2017,"Animation, Short, Music            ",Add a Plot,,0,,0
Marie,4,    A personal story of the peace building process in Rwanda in recent years.,2012,"Documentary, Animation, Short            ",A personal story of the peace building process in Rwanda in recent years.,,0,,0
A Catstein Christmas,0,    Catstein and Yetti go shopping for Yetti's very first Christmas tree.,2011,"Animation, Short            ",Catstein and Yetti go shopping for Yetti's very first Christmas tree.,,0,,0
Hook Ups,0,Add a Plot,2013,"Animation, Short            ",Add a Plot,,0,,0
Faruza,21,    Faruza is a Mediaval story about an isolated island kingdom with a harsh law: all women on the island had to wear a locked mask made of copper from the day they turn 12 until their death. ...                See full summary »,2011,"Animation, Short, Drama            ","Aliisa Pulkkinen, Priscilla Bergey",Katariina Lillqvist,14,,5.4
The Storyteller,11,    7 year old Nirmala attempts to grapple with the demons of her grandfather's dementia when he forgets the details of her favorite story. Nirmala confidently takes up her grandfather's role ...                See full summary »,2011,"Animation, Short, Drama            ","Rashid Karapiet, Nishi Malde",Nandita Jain,11,,7.6
Pinburgh,5,    Pinburgh is a short musical fantasy placed into hilly panoramic Pittsburgh industrial landscapes drawn by muralist Doug Cooper. A man on a streetcar sees a man dancing down a set of steep ...                See full summary »,2010,"Animation, Short, Fantasy            ",Pinburgh is a short musical fantasy placed into hilly panoramic Pittsburgh industrial landscapes drawn by muralist Doug Cooper. A man on a streetcar sees a man dancing down a set of steep ...                See full summary »,,0,,0
Procrastination,6,"    A boy, bored with his homework, has an adventure in his home with some doodles that come to life.",2014,"Animation, Short, Adventure            ","A boy, bored with his homework, has an adventure in his home with some doodles that come to life.",,0,,0
The Conversation,5,"    In a land of Dogs, Pig is a stranger. He sees Horse across a crowded train and recognises a fellow traveler. They have the same difficulties of poor doggy language. The more they try to ...                See full summary »",2014,"Animation, Short, Comedy            ","In a land of Dogs, Pig is a stranger. He sees Horse across a crowded train and recognises a fellow traveler. They have the same difficulties of poor doggy language. The more they try to ...                See full summary »",,0,,0
Pencils,0,Add a Plot,2017,Animation            ,Add a Plot,,0,,0
Lucid,0,"    After an attempt to escape her family problems, a girl finds herself traveling through people's dreams, but can't return home until she learns to confront her real world issues.",2015,"Animation, Short            ","After an attempt to escape her family problems, a girl finds herself traveling through people's dreams, but can't return home until she learns to confront her real world issues.",,0,,0
X-Force: The Enemy Within,8,"    The X-Force, an elite team of anti-virus security agents, is mobilised to eradicate an invading force of malicious spy-ware.",2011,"Animation, Short, Action            ","The X-Force, an elite team of anti-virus security agents, is mobilised to eradicate an invading force of malicious spy-ware.",,0,,0
They Crawl Amongst Us!,13,    A stop-motion documentary about life in New York City - as told by its pests!,2014,"Documentary, Animation, Short            ",A stop-motion documentary about life in New York City - as told by its pests!,,0,,0
Lone,4,    A 3-minute film about a lone astronaut that embarks on a journey to a distant planet. A planet that will prove the existence of life on other worlds. Or not.,2014,"Animation, Short, Drama            ",Star:Tod Puckett,Timothy Plain,11,,5.7
Collaging Film,125,"    ""Collaging Film"" is a series of shorts dating back to 2007. Published NY artist and writer, Stephen Mead, started out fairly bare-bones when beginning to make films, an experimentation ...                See full summary »",2012,Animation            ,"""Collaging Film"" is a series of shorts dating back to 2007. Published NY artist and writer, Stephen Mead, started out fairly bare-bones when beginning to make films, an experimentation ...                See full summary »",,0,,0
Global Warming Myth or Fact You Decide,18,    'The Planet can only give so much before all resources are depleted. Man is taking more rapidly then the Planet can replenish. Soon there will be nothing left to give. When the Planet has ...                See full summary »,2013,"Documentary, Animation, Short            ",'The Planet can only give so much before all resources are depleted. Man is taking more rapidly then the Planet can replenish. Soon there will be nothing left to give. When the Planet has ...                See full summary »,,0,,0
Kevin and Evan,1,    2 clerks who work night shift at a 7/11 get bored so they recreate famous movie scenes and just make the best of their crap job.,2016,Animation            ,2 clerks who work night shift at a 7/11 get bored so they recreate famous movie scenes and just make the best of their crap job.,,0,,0
Hit Is Shit,13,"    There's a new hipster cafe in the neighborhood, Cafe Hit. Jonas works with his group on protests actions. But he has recurring sexual fantasies too.",2012,"Animation, Short, Romance            ","There's a new hipster cafe in the neighborhood, Cafe Hit. Jonas works with his group on protests actions. But he has recurring sexual fantasies too.",,0,,0
Drag Hell: Zombies Meat Lovers,73,    Drag Hell - Zombies 'Meat Lovers' is an 80's B-style comedy horror film with partial animation that tells the story of a suspense-filled evening with seven drag queen performers. Drag Hell ...                See full summary »,2015,"Animation, Comedy, Horror            ",Drag Hell - Zombies 'Meat Lovers' is an 80's B-style comedy horror film with partial animation that tells the story of a suspense-filled evening with seven drag queen performers. Drag Hell ...                See full summary »,,0,,0
The Duck,10,    A duck fell in love with a rock.,2014,"Animation, Short, Adventure            ",Simon Cottee,,7,,6.7
Bäverhatt,15,Add a Plot,2012,"Documentary, Animation, Short            ",Add a Plot,,0,,0
Fish with Legs,10,    A school of fish wakes up one day to discover they have grown legs. Is it evolution or a curse from god?,2016,"Animation, Short, Comedy            ","Barry Otto, Frank Woodley, Rupert Degas, Rachel King","Directors:Dave Carter, Nikos Andronicos",11,,7.6
Last Stop Is The Moon,9,    A story of a girl who is trying to deal with her illness. Imagining the illness as a Lion and herself as a Unicorn she goes through the different stages of acceptance.,2017,"Animation, Short, Drama            ",A story of a girl who is trying to deal with her illness. Imagining the illness as a Lion and herself as a Unicorn she goes through the different stages of acceptance.,,0,,0
One Night in Florida,1,"    A rollicking one minute journey through President Obama's July 2013 speech, in which he addressed the outrage caused by the trial of George Zimmerman.",2013,"Animation, Short, History            ","A rollicking one minute journey through President Obama's July 2013 speech, in which he addressed the outrage caused by the trial of George Zimmerman.",,0,,0
Origins before There Was a before,10,"    ""You aren't the supreme ruler of all ... you aren't God, you're mistaken!""",2015,"Animation, Short, Action            ","""You aren't the supreme ruler of all ... you aren't God, you're mistaken!""",,0,,0
Dino Yacht Club,0,Add a Plot,2011,Animation            ,"Steve Greene, Michael J. Gallagher, Glasgow Phillips, Patrick O'Sullivan",,9,,6.7
Elizabeth Sees,8,"    A blind woman, with just a small dot of vision, must reconstruct the world around her, piece by piece. Before her sight is entirely gone, she must find a way to see it all.",2017,"Documentary, Animation, Short            ","A blind woman, with just a small dot of vision, must reconstruct the world around her, piece by piece. Before her sight is entirely gone, she must find a way to see it all.",,0,,0
Quack City Quickies: Miss Liberty,0,Add a Plot,2013,"Animation, Short            ",Add a Plot,,0,,0
You've Been Left Behind,0,Add a Plot,2013,"Animation, Short            ",Add a Plot,,0,,0
Sesame Street: Silly Storytime,50,"    It's fairytale fun for everyone in ""The Tale of Rapunzoe,"" ""Sleeping Grouchy,"" and more silly Sesame stories! Features 4 classic ""Muppet Newsflash"" segments with Kermit the Frog!",2011,Animation            ,"It's fairytale fun for everyone in ""The Tale of Rapunzoe,"" ""Sleeping Grouchy,"" and more silly Sesame stories! Features 4 classic ""Muppet Newsflash"" segments with Kermit the Frog!",,0,,0
Liquid Memories,32,"    On the night of a lunar eclipse a mysterious man finds a way to edit his own memories, by injecting secret fluids located in the brains of the recently deceased. While trying to erase his ...                See full summary »",2010,"Animation, Short, Horror            ","Brandon Slagle, Ruby Larocca, Linnea Quigley, Edward Bonacore",Jimmy ScreamerClauz,30,,5.5
Nite Nite Teddy: An A.D.D. Fairy Tale,6,"    A little girl is telling her teddy bear a bedtime story, but she gets a little confused and a little distracted along the way.",2013,"Animation, Short, Comedy            ","A little girl is telling her teddy bear a bedtime story, but she gets a little confused and a little distracted along the way.",,0,,0
Dome,13,"    DOME is the story of a Simple Robot on an Epic Journey to get back home. After becoming separated and lost from his floating home in the sky, our hero, MB-209, enlists the unlikely help of ...                See full summary »",2017,"Animation, Short            ","DOME is the story of a Simple Robot on an Epic Journey to get back home. After becoming separated and lost from his floating home in the sky, our hero, MB-209, enlists the unlikely help of ...                See full summary »",,0,,0
The Lunch Witch,2,"    Whilst the students of Salem Elementary listen to the principal's morning announcement, a sinister lunch lady prowls the corridors on the hunt for new ingredients to add to her strange recipes.",2016,"Animation, Short, Comedy            ","Whilst the students of Salem Elementary listen to the principal's morning announcement, a sinister lunch lady prowls the corridors on the hunt for new ingredients to add to her strange recipes.",,0,,0
The Page,3,    The story centers on a page found in the woods in 1879. It will become a chilling prediction.,2016,"Animation, Short, Drama            ",The story centers on a page found in the woods in 1879. It will become a chilling prediction.,,0,,0
Serial Taxi,3,    A young business woman takes a chilling ride when she realizes her cab driver could be the notorious Taxi Killer.,2013,"Animation, Short, Comedy            ","Jonathan Cooke, Rebecca Parham",Paolo Cogliati,43,,6.7
In an Empty Wood,3,Add a Plot,2018,"Animation, Short            ",Add a Plot,,0,,0
Iesodo: Forgiveness,29,    Watch as Iesodo and his friends bring your favorite New Testament stories to life in a whole new way.,2015,"Animation, Short, Family            ",Watch as Iesodo and his friends bring your favorite New Testament stories to life in a whole new way.,,0,,0
Woodstock Manor,9,"    Join the adventures of Carmen, Starshine and Col. Climber as 20 somethings try to run a hippie retirement home in up state New York.",2011,"Animation, Short            ","Join the adventures of Carmen, Starshine and Col. Climber as 20 somethings try to run a hippie retirement home in up state New York.",,0,,0
Hi Hi Puffy AmiYumi: The Best Day Ever,10,Add a Plot,2018,Animation            ,Add a Plot,,0,,0
Meddy,24,    Samantha is a lonely video game streamer who relies on her online world for friendship.,2017,"Animation, Short, Drama            ",Samantha is a lonely video game streamer who relies on her online world for friendship.,,0,,0
Calvary Animation Video: What Happened At The Cross,4,"    Travel back in time and catch a glimpse of what really happened at the cross. This short animated video shows not only how Jesus Christ suffered physically, but also shows what He ...                See full summary »",2014,"Animation, Short, Action            ","Travel back in time and catch a glimpse of what really happened at the cross. This short animated video shows not only how Jesus Christ suffered physically, but also shows what He ...                See full summary »",,0,,0
Ills,4,"    A man and woman couple find themselves each getting sick and passing their illness onto each other. Many outside characters such as dogs, cats, birds, nurses, doctors, and even characters ...                See full summary »",2011,"Animation, Short, Comedy            ","A man and woman couple find themselves each getting sick and passing their illness onto each other. Many outside characters such as dogs, cats, birds, nurses, doctors, and even characters ...                See full summary »",,0,,0
Rainy Day,10,    The story of a father and son trying to mend a broken relationship after the death of the wife and mother.,2013,"Animation, Short, Drama            ",The story of a father and son trying to mend a broken relationship after the death of the wife and mother.,,0,,0
Transformers: How to Ride Your Dinobot,0,Add a Plot,2014,"Animation, Short, Comedy            ",Add a Plot,,0,,0
Rippled,3,"    In a dystopian landscape, a new breed of creature evolves.",2012,"Animation, Short, Adventure            ","In a dystopian landscape, a new breed of creature evolves.",,0,,0
Spinning Southward,108,"    A documentary film following 3 bicyclists who traveled from the far northern shores of Prudhoe Bay, Alaska - through 13 countries - to Ushuaia, Argentina in support of the National Brain ...                See full summary »",2010,"Documentary, Animation, Adventure            ","A documentary film following 3 bicyclists who traveled from the far northern shores of Prudhoe Bay, Alaska - through 13 countries - to Ushuaia, Argentina in support of the National Brain ...                See full summary »",,0,,0
Pop Up Video: Jersey Shore,60,Add a Plot,2012,Animation            ,,,11,,7.5
My Little Underground,7,"    A young girl seeks self-discovery and rebirth, drifting between real and imagined events.",2012,"Animation, Short, Drama            ",Star:Elise Simard,Elise Simard,8,,6.9
The First Contact,5,    Our existence is multidimensional and basic. Our Universe is infinite and limited. The most precious and awaited event in human history may end up being a tragic and prosaic incident.,2010,"Animation, Short, Adventure            ",Our existence is multidimensional and basic. Our Universe is infinite and limited. The most precious and awaited event in human history may end up being a tragic and prosaic incident.,,0,,0
Black Cab Chaos: Anatomy of a Killer Chase,13,Add a Plot,2017,"Documentary, Animation, Short            ","Bradley James Allan, Angus Bickerton, Taron Egerton, James Ferguson",,6,,6.0
Moonlight,2,"    A young monk is waiting for something in a temple talking with the moon. The boy doesn't have dictionary definitions about what the moon asks to the boy. However, he already knows the truth and finally, the boy is enfolded in the truth.",2013,"Animation, Short, Fantasy            ","A young monk is waiting for something in a temple talking with the moon. The boy doesn't have dictionary definitions about what the moon asks to the boy. However, he already knows the truth and finally, the boy is enfolded in the truth.",,0,,0
The Wrong Block,0,"    Detective Max Braddock meets with a trusted informant who has information about a plot to kidnap wealthy socialite, Jerrica Ming.",2015,"Animation, Action, Crime            ","Detective Max Braddock meets with a trusted informant who has information about a plot to kidnap wealthy socialite, Jerrica Ming.",,0,,0
Nice Weather an Anti-War Film,1,    Follow the bird flying through the sky and discover the truth about where these clouds are coming from. It seems as though war is an inevitable part of our lives. Even when we feel the ...                See full summary »,2013,"Animation, Short, War            ",Follow the bird flying through the sky and discover the truth about where these clouds are coming from. It seems as though war is an inevitable part of our lives. Even when we feel the ...                See full summary »,,0,,0
Dating Sucks: A Genderqueer Misadventure,13,"    A documentary about the successes, failures, and incredible confusion trying to date as a genderqueer/trans person.",2013,"Documentary, Animation, Short            ",Sam Berliner,,5,,7.8
GI JOE: Silent Killers,21,"    While US Forces withdraw from Iraq, GI JOE continues to eliminate enemy threats throughout the country, until they finally encounter Cobra. As GI JOE has its focus on enemy terrorist ...                See full summary »",2012,"Animation, Short, Action            ","James Ronald Aguilar, Daniel Boyd, David Kim, Andrius Mazeika",Andrius Mazeika,10,,6.7
Sisyphus,5,    This stop motion animated short explores the common challenges of maintaining a work/life balance as shown through the eyes of Sisyphus.,2017,"Animation, Short            ",This stop motion animated short explores the common challenges of maintaining a work/life balance as shown through the eyes of Sisyphus.,,0,,0
Bad Night in a Tough City,3,Add a Plot,2013,"Animation, Short, Crime            ",Add a Plot,,0,,0
