title,runtime,des,date,genre,cast,director,vote,gross,rating
Claude,12,Add a Plot,2018,Animation            ,"Alexander Molony, Simon Callow, Dan Renton Skinner, Haruka Kuroda",,9,,6.4
Dwegons and Leprechauns,98,"    Family inherits an old house and to their surprise, finds the home filled with wonderful colorful creatures that brings the family together.",2014,Animation            ,"Melissa Leo, Maggie Wheeler, Joey D. Vieira, R. Martin Klein",Tom Walsh,90,,4.1
Stella and Sam,23,    Sweet little cartoon about big sister Stella and her little brother Sam set in an adorable world of imagination . The cute duo set off on all sorts of imaginative adventures in their own ...                See full summary »,2011,"Animation, Family            ","Miles Johnson, Rachel Marcus, Tony Daniels, Jake Sim",,63,,8.3
Marco Macaco,80,"    MARCO MACACO works as a beach officer, but spends most of his time trying to win the heart of the beautiful LULU. One day Marco's rival, CARLO, builds a gigantic monkey-shaped casino right ...                See full summary »",2012,"Animation, Comedy, Family            ","Mille Lehfeldt, Toke Lars Bjarke, Rune Tolsgaard, Jess Ingerslev",Jan Rahbek,335,,3.8
Ice Age Avalanche,0,"    Gameloft has released its latest Windows Phone game based on the Ice Age movie series. Ice Age Avalanche is a free-to-play ""match 3"" puzzle game that has a number of unique models, levels ...                See full summary »",2015,Animation            ,"Aziz Ansari, Peter Dinklage, Nick Frost, Denis Leary",Lisa Ortiz,9,,5.8
The Marvel Experience,240,"    After a Super Adaptoid breaks into the S.H.I.E.L.D. Helicarrier, it fakes its destruction. S.H.I.E.L.D and the superheroes enlist recruits to help determine what was stolen before Hydra and AIM can team up to take over the world.",2014,"Animation, Action, Adventure            ","Laura Bailey, Steve Blum, Corey Burton, Keith David","Directors:Benjamin Hoyt, Jerry Rees",35,,5.8
Diablo III: Wrath,0,Add a Plot,2012,"Animation, Short            ","Jonathan Adams, JB Blanc, Michael Gough, Terrence Stone",Peter Chung,82,,7.4
Zorro the Chronicles,23,    The masked fox returns with his witty brother Beenardo and best friend Ines. With his remarkable exsplay of swordminship trying to defeat the evil general and his goons.,2015,"Animation, Action, Adventure            ","Johnny Yong Bosch, Dorothy Elias-Fahn, R. Martin Klein, Kyle McCarley",,47,,7.3
Asdfmovie11,2,    The eleventh part of the saga continues with more small animated shorts,2018,"Animation, Short, Comedy            ","Jaiden Dittfach, Alex Bertie, Eddie Bowley, Jack Douglass",Thomas Ridgewell,152,,6.7
Groove High,22,"    A musical comedy mixture of live action and animation that follows Tom and Zoe, two pop stars reminiscing about their days at the most elite performing arts boarding school in the country: Groove High.",2012,"Animation, Comedy, Musical            ","Jonathan Bailey, Samantha Barks, Beth Chalmers, Rupert Degas",,60,,6.6
Dorkly Originals,0,    Parodies about popular video games.,2010,"Animation, Short, Comedy            ","Brian Murphy, Tony Wilson, Caldwell Tanner, Owen Parsons",,46,,6.5
Go Go Giwas,0,    It integrates both indigenous cultures and scientific knowledge to help young viewers develop their interests in understanding the Indigenous cultures and spontaneously learn scientific concepts.,2016,"Animation, Adventure, Family            ",It integrates both indigenous cultures and scientific knowledge to help young viewers develop their interests in understanding the Indigenous cultures and spontaneously learn scientific concepts.,,0,,0
Disney Tangled,0,"    The story follows that of the film very closely. In a faraway kingdom, a king sought a cure for his wife's life-threatening ailment. After hearing of a magical flower that could cure ...                See full summary »",2010,"Animation, Action, Adventure            ","Ashley Boettcher, Colin Ford, Pat Fraley, M.C. Gainey",,22,,7.1
PostHuman,6,    A genius hacker and his dog help an enigmatic young woman to free the remaining test subjects of a black ops ESP test lab.,2012,"Animation, Short, Action            ","Ulric Dihle, Tricia Helfer",Cole Drumb,329,,6.8
The Frollo Show,0,    The wacky adventures of Frollo and other popular characters from animated and live action shows and movies.,2011,"Animation, Comedy            ","Tony Jay, Richard White, Tommy Wiseau, James Woods",,33,,7.5
Gorillaz: Saturnz Barz,7,    The Gorillaz members sorta go on a mind trip in the spirit house but it does actually happen and all of them areally being haunted by the spirits,2017,"Animation, Short, Fantasy            ","Damon Albarn, Jehnny Beth, Kevin Bishop, Phil Cornwell",Jamie Hewlett,130,,7.4
Minecraft Villagers,0,    Villagers tells you whats happening in the Minecraft world!,2013,"Animation, Comedy            ","Dan Lloyd, Dan Lloyd, Joel Louis Houghton",,18,,7.3
Princess of Rome,75,"    Princess of Rome, Mellika, granddaughter of Great Caesar. The story talks about her move from Byzantium in the 9th century, to avoid her marriage with Krytos, and brings her to Baghdad to become the mother of Imam Mahdi, the Savior.",2015,"Animation, Adventure, Drama            ","Nasser Tahmasb, Hosni Badr Aldin, Sawsan Awwad, Bilal Bishtawi",Hadi Mohammadian,379,,6.4
Hatchimals,0,    The Hatchimals have adventures and learn life lessons in the land of Hatchopia.,2017,Animation            ,The Hatchimals have adventures and learn life lessons in the land of Hatchopia.,,0,,0
Troy the Train of Car City,5,"    Troy the Train is the fastest train in the world. He makes sure that new vehicles arrive safely in Car City, and join the Car Team. Every day, Troy the train meets new friends, who follow him in amazing adventures.",2018,"Animation, Family            ","June Yoon, Malina Germanova",,22,,7.7
Kings of Atlantis,0,"    Kings of Atlantis is a thrilling, fun, and epic animated series that follows the two deposed, young monarchs of the vast underwater city of Atlantis, Cody and Joe, as they seek to overthrow...                See full summary »",2017,Animation            ,"Cody Owen, Joseph Kenny, Kevin Dean, Larry Brantley",,40,,6.0
Xyz,20,"    XYZ, is a digital poem exploring the social and personal elements of width, height and depth through poetry, music, movement and stereographic media. This work investigates concepts such as...                See full summary »",2013,"Animation, Short            ","XYZ, is a digital poem exploring the social and personal elements of width, height and depth through poetry, music, movement and stereographic media. This work investigates concepts such as...                See full summary »",,0,,0
Cartoon Hell,0,    Drawfee's Caldwell Tanner and Nathan Yaffe must spend eternity in Hell unless they make killer cartoons from viewers' suggestions.,2018,"Animation, Comedy            ","Caldwell Tanner, Nathan Yaffe, Jake Young, Rekha Shankar",,10,,7.7
Doraleous and Associates: The Series,0,    An awesome show about Neebs and Associates. They go on awesome adventures that usually end with Neebs killing someone *cough* Titanus *cough*.,2012,Animation            ,"Jon Etheridge, Bryan Mahoney, Nate Panning, Brent Triplett",,159,,9.3
Batmetal Forever,0,"    Batmetal is an animated video series by Russian duo ArhyBES which features Batman performing metal music by Dethklok, parodying the Batman series. The third video features the song Awaken. ...                See full summary »",2018,"Animation, Short, Comedy            ","Anna Demidova, Brendon Small","Directors:ArhyBes, Boris Kravchenko",6,,9.0
Batman: Abyss,107,    It's a new Gotham. Tim Drake is dead. Harvey Dent is cured. The Joker is curiously content in Arkham. Batman has exiled himself from Bruce Wayne. The Riddler and Scarecrow have formed an ...                See full summary »,2013,"Animation, Action, Adventure            ","Coulter Rail, Emily Lewis-Berry, Joel Morales, Ashley Dominique",,55,,7.2
Anime War,0,Add a Plot,2019,Animation            ,,,5,,7.2
Don't Hug Me I'm Scared 4,5,"    In this 4th installment, the puppets encounter a crazed computer named Colin, who uses singing and dancing to teach the puppets about technology and the Internet, although things soon turn too digital.",2015,"Animation, Short, Comedy            ","Baker Terry, Royngtt, Joseph Pelling","Directors:Joseph Pelling, Becky Sloan",1092,,8.2
Mokey's Show,0,    Mokey's Show is an animated-series based on the adventures of Mokey and this friends Dilan and Groovy.,2012,"Animation, Comedy            ",Star:David Cazares,,24,,9.2
Winx Club: Bloomix,0,"    Just when the Winx Club thought things were beginning to settle down, an old friend of Bloom's appears at Cloud Tower. She has a unique and dangerous power that comes from a book called the...                See full summary »",2014,"Animation, Family, Fantasy            ","Mat Lucas, Alejandra Reynoso, Jessica DiCicco, Gemma Donati",,439,,7.5
Pop-Up Porno,3,    Pop-up Porno is a series of shorts about meaningful and humiliating human experiences derived from three unique online-dating horror stories that are visually interpreted through original and hand-made erotic pop-up books.,2015,"Documentary, Animation, Short            ",,,50,,6.9
Hamlet A.D.D.,100,    Hamlet is an easily distracted prince who is challenged to kill his uncle Claudius by the ghost of his recently dead dad. This bizarre sci-fi comedy features live-action characters in a colorful cartoon world.,2014,"Animation, Comedy, Fantasy            ","Bobby Ciraldo, Robert Richard Jorge, Andrew Swant, Dustin Diamond","Directors:Bobby Ciraldo, Andrew Swant",79,,7.0
Consuming Spirits,136,"    Consuming Spirits 16mm to HD, is an Independent feature animation, chronicling the lives of three characters who live in a rust belt town called Magguson, and work at its local newspaper ...                See full summary »",2012,"Animation, Comedy, Drama            ","Nancy Andrews, Chris Sullivan, Judith Rafael, Mary Lou Zelazny",Chris Sullivan,129,,7.0
A Joy Story: Joy and Heron,4,    A great animated short story about opportunity and helping each other.,2018,"Animation, Short, Adventure            ","Directors:Kyra Buschor, Constantin Paeplow, Kenneth Kuan",,197,,7.8
Lily & the Snowman,2,"    Every winter, a magical snowman puts on a show for a little girl, but over time, life pulls them apart. Will she remember to take the time for what she loved?",2015,"Animation, Short, Family            ","Directors:Dan Abdo, Jason Patterson",,51,,8.2
Wolverine: Origin,66,    An animated look at the origin of Wolverine,2013,"Animation, Action, Sci-Fi            ","Kathleen Barr, Michael Dobson, Brian Drummond, Alessandro Juliani","Directors:Carl Upsdell, Mauro Casalese",305,,7.0
Der kleine Ritter Trenk,75,"    Ten-year-old Trenk, peasant and property of evil Sir Wertolt, wants to become a knight and free his family. His sword may be heavier than himself, but with unflagging practice, he's soon ...                See full summary »",2015,"Animation, Adventure, Comedy            ","Georg Sulzer, Axel Prahl, Johannes Zeiler, Denis Lyons",Anthony Power,128,,5.7
Dante's Inferno,230,    Modern English version of the first book of Dante's Divine Comedy.,2011,"Animation, Drama, Fantasy            ","Anthony Alabi, Bishop Brown, Meryl Bush, Michael Carreo",Douglas Neff,57,,6.4
Nina Needs to Go,3,"    Nina, a young girl, goes on adventures everywhere, determined to get to the bathroom.",2014,Animation            ,"Aubree Young, Jess Harnell, Miriam Margolyes, Colleen O'Shaughnessey",,77,,3.4
Scooby-Doo! Ghastly Goals,22,    A monster attacks the gang and players for a soccer ball.,2014,"Animation, Short, Comedy            ","Carlos Alazraqui, Mindy Cohn, Grey Griffin, Gabriel Iglesias",Victor Cook,162,,6.6
Riding Shotgun,6,    Doyle and Abby are two young assassins that plot to take down a bizarre gang of thugs.,2013,"Animation, Short, Action            ","Yuri Lowenthal, Jessy Schram",Michael Davis,194,,7.2
Tee and Mo,0,"    Tee and Mo follows the adventures of a fun-loving three-year-old monkey, Tee, and first-time super-mum, Mo, as they navigate the swings and roundabouts of life together, learning what it takes to be a son and a mum.",2018,Animation            ,"Caroly Larson, Lauren Laverne, Jayne McKenna",,5,,8.0
Winx Club: Power of Believix,0,"    It's a fantasy adventure with Bloom, Stella, Flora, Musa, Tecna & Aisha, the Winx Club! They use their magical powers to fight evil. The Winx Club takes girl power to new heights, with six ...                See full summary »",2012,Animation            ,"Lidia Abautt, Rebeca Aponte, Maria Jose Estevez, Ivette Garcia",,346,,7.9
Ninjago: 2 Much Lloyd,30,"    Lloyd Garmadon, aka the Green Ninja, encounters a mysterious golden ninja during a scouting in Ninjago City.",2018,"Animation, Short, Comedy            ","Lloyd Garmadon, aka the Green Ninja, encounters a mysterious golden ninja during a scouting in Ninjago City.",,0,,0
How to Train Your Dragon: Viking-Sized Cast,11,Add a Plot,2010,"Documentary, Animation, Short            ","Bonnie Arnold, Jay Baruchel, Gerard Butler, Dean DeBlois",,60,,8.5
Shaun the Sheep Championsheeps,1,    Twenty-one minute long sports-themed shorts made to coincide with the London 2012 Olympics celebrations.,2012,"Animation, Short            ",,,40,,7.7
Subway Surfers: The Animated Series,0,"    These misfit teens have skating adventures in their small town and sometimes get stopped by the cops, but the landing of certain alien technology changes these kids' lives.",2018,"Animation, Short, Adventure            ","Ogie Banks, Sara Cravens, Debi Derryberry, David Lodge",Michael Hegner,24,,8.3
Looped,22,"    Two pre-teen boys find themselves stuck in a time loop, where every day is the same Monday.",2016,"Animation, Comedy, Fantasy            ","Kevin Duhaney, Scott Gorman, Lyon Smith, Steph Lynn Robinson",,55,,6.4
Assassin's Creed: Ascendance,8,"    The story is the bridges the gap of Assassin's Creed II and Assassin's Creed Brotherhood. After the destruction of Monteriggioni in the year 1500, Ezio met with Leonardo Da Vinci to gather ...                See full summary »",2010,"Animation, Short, Action            ","Arthur Holden, Roger Craig Smith, Carlos Ferro, Harry Standjofski",Laurent Bernier,736,,6.3
Scooby-Doo! Spooky Games,22,"    Scooby and the gang get a chance to compete at then world games in London, but when an ancient statue comes to life, it could be game over.",2012,"Animation, Short, Mystery            ","Troy Baker, Mindy Cohn, Domitilla D'Amico, Robin Atkin Downes",Curt Geda,135,,6.9
So This Is Basically,0,"    In So This is Basically a strange narrator recounts shows and games to the best of his ability. He gets a lot wrong, but usually ends up reviewing them pretty well anyways.",2016,"Animation, Comedy            ","Brendan Blaber, Libby Moffett, Bindy Coda, Jonah Scott",,7,,7.7
TMNT: Don vs Raph,0,    Teenage Mutant Ninja Turtles brothers Donatello and Raphael get into a fight.,2016,"Animation, Short, Action            ","Adam Devine, Anders Holm, Blake Anderson, Eric Bauza",Sung Jin Ahn,63,,7.2
Chomp Squad,0,Add a Plot,2018,Animation            ,Add a Plot,,0,,0
Mi-mi-mishki,5,"    Two bears from different regions named Norm and Bucky become friends and try to find great solutions to their problems, even in rainy weather.",2015,"Animation, Comedy            ","Polina Kutepova, Natalya Medvedeva, Darya Mazanova, Lori Gardner",,20,,7.8
PAW Patrol,0,"    The Paw Patrol explore a Whole New World of Adventure, Save Anyone in need, and Defeat Sweetie.",2018,Animation            ,"The Paw Patrol explore a Whole New World of Adventure, Save Anyone in need, and Defeat Sweetie.",,0,,0
Lego Hero Factory: Rise of the Rookies,88,    A new Rookie team has been assigned to complete their training with Stormer and his crew - but someone from Stormer's past is trying to take down the Hero Factory and Stormer himself.,2010,"Animation, Action, Adventure            ","John Schneider, Henry Winkler, Eric Christian Olsen, Malcolm McDowell",Mark Baldo,161,,6.3
Children of Ether,14,"    Follow Rhonda, a woman with a dark past and a mysterious power, as she is pursued by an unknown assailant after the death of her father. Aided only by her wits and a pair of orphans, she ...                See full summary »",2017,"Animation, Short            ","Camille Winbush, Lola Wayne Villa, Jaden Michael, Josh Keaton",Lesean Thomas,47,,6.5
BUGS BUNNY Looney Tunes Cartoons 1942-1943 Golden-Era Collection,56,    This collection contains 8 classic Bugs Bunny cartoons from 1942-1943. All cartoons have been digitally remastered from the best possible sources. 1. Case of the Missing Hare (1942) 2. The ...                See full summary »,2016,Animation            ,,,420,,8.4
Eliot Kid,0,"    The series features Eliot, the little kid with an overactive imagination that turns the most commonplace situations into Hollywood action-adventure blockbusters, along with his two friends, Kaytoo and Mimi.",2011,Animation            ,"Christine Flowers, Matthew Géczy, Mirabelle Kirkland, Barbara Scaff",,110,,4.2
Eddie's Life Coach,4,    Eddie's mom signs her slacker son up for a digital training seminar to get his life back on track.,2017,"Animation, Short, Comedy            ","John C. Reilly, Laraine Newman, Brad Morris, Tara Strong","Directors:Guy-Laurent Homsy, Scott Mosier",122,,6.2
Gorillaz Featuring Mos Def and Bobby Womack: Stylo,5,"    In the music video ""Stylo"" from Damon Albarn's virtual band ""Gorillaz"", the animated band members are confronted by Bruce Willis in a high-octane car chase.",2010,"Animation, Short, Action            ","Damon Albarn, Gorillaz, Jason Nott, Bruce Willis","Directors:Peter Candeland, Jamie Hewlett",272,,7.9
A Boy and His Atom: The World's Smallest Movie,2,"    A wayward atom escapes life in a bit and encounters a friend he can dance, laugh and play with.",2013,"Animation, Short            ",Star:Atom,Nico Casavecchia,261,,6.8
Aliens Love Underpants And...,0,Add a Plot,2017,Animation            ,Add a Plot,,0,,0
Der Mondmann,95,    A bored Man in the Moon hitches a ride to Earth on the tails of a passing comet and starts to explore the fantastical creatures and sights of a new planet. But all is not well - the Moon ...                See full summary »,2012,"Animation, Sci-Fi            ","Katharina Thalbach, Ulrich Tukur, Corinna Harfouch, Thomas Kästner","Directors:Stephan Schesch, Sarah Clara Weber",340,,6.4
John Con Noir,3,"    When clay animated John Constantine (Matt Ryan) comes to Los Angeles for the premiere of his new show, he quickly finds the rising darkness has put a clutch in the filmmaking process.",2015,"Animation, Short            ","Matt Ryan, Frankie Wagner",Sammy Corrado,82,,6.9
Scrat's Continental Crack-Up: Part 2,3,"    Amid the boundless ice-cold ocean, the fortunate survivor, Scrat, finally finds a tiny islet, willing to go to great lengths to get his precious acorns; however, all that glitters is not gold. Will Scrat ever learn?",2011,"Animation, Short, Adventure            ","Ray Romano, John Leguizamo, Denis Leary, Peter Dinklage","Directors:Steve Martino, Mike Thurmeier",1755,,7.0
Ghost Patrol,47,"    Gabi and Spence, and the Spooky Dog, are the ""Ghost Patrol"", Their Towns supernatural pest control, but they have never seen a real ghost. When they get a call to investigate the old Geist ...                See full summary »",2016,"Animation, Adventure            ","Lili Beaudoin, Travis Turner, Kathleen Barr, Scott McNeil",Karen J. Lloyd,160,,4.9
"Eena, Meena, Deeka",0,Add a Plot,2015,Animation            ,,,9,,5.0
VeggieTales: God Loves You Very Much,80,    The Veggies show just how much God loves you.,2011,"Animation, Family, Musical            ","Mike Nawrocki, Phil Vischer",Mike Nawrocki,10,,6.6
Family Guy: 200 Episodes Later,22,"    A ""Family Guy"" retrospective, featuring Seth MacFarlane and other members of the cast and crew.",2012,"Documentary, Animation            ","Seth MacFarlane, Alex Borstein, Seth Green, Richard Appel",Brad Lachman,1312,,7.3
The Promise: The Birth of the Messiah - The Animated Musical,45,"    The Promise: The Birth of the Messiah is an animated musical celebration of one of the most pivotal events in all human history, the birth of Jesus Christ.",2013,"Animation, Musical            ","Clara Scott, Michael Daniel Murphy",Todd Shaffer,6,,8.8
Team Hot Wheels: The Origin of Awesome!,80,"    In the sloooooowest town in the world, four lucky kids are about to discover that life is better...in the fast lane! Meet Gage, Wyatt, Brandon and Rhett. Kids born to ride. Separately, they...                See full summary »",2014,"Animation, Adventure, Family            ","Ben Diskin, Jessica Gee-George, Grant George, Traian Virgil Georgescu",Matt Danner,142,,5.1
Kazoops!,7,"    Who says the world works the way grown ups think it should? Things can always be different if you just imagine. Monty is a spirited boy of six, with a vivid imagination and his best friend ...                See full summary »",2016,"Animation, Comedy, Family            ","Reece Pockney, Scott Langley, Alex Babic, Gemma Harvey",,99,,8.1
Snow White's New Adventure,78,"    Searching for her missing father, a young girl discovers Snow White and the Dwarfs' hidden cottage. Her newfound friends help her follow the clues to her dad's whereabouts, but will their ...                See full summary »",2016,Animation            ,"Linatopi Dorian, Riley Jackson, Sidney H. Jackson, John Malone",Ben Zhao,49,,6.0
Capt'n Sharky,73,    Fearless and full of laughter. Captain Sharky and his lively crew are off to exciting and frightening adventures where they learn that there is more than being the most fearsome pirate - being a good friend.,2018,"Animation, Action, Adventure            ","Norman Endres, Jule Hermann, Julian Manuel, Anton Petzold","Directors:Jan Stoltz, Hubert Weiland",53,,5.6
There's a Man in the Woods,4,    A teacher struggles to control a rumor spreading around his elementary school by one greedy child.,2014,"Animation, Short, Drama            ",Star:Michael Ho,Jacob Streilein,370,,7.7
Counting with Paula,22,"    An animated series that makes learning about numbers, counting and shapes, fun, easy and entertaining. Based on highly regarded public pre-school Math curriculum such as Singapore Math and ...                See full summary »",2014,Animation            ,"An animated series that makes learning about numbers, counting and shapes, fun, easy and entertaining. Based on highly regarded public pre-school Math curriculum such as Singapore Math and ...                See full summary »",,0,,0
Oushitsu kyoushi Haine,25,"    Heine Wittgenstein is hired as the Royal Tutor for four princes in the kingdom of Glanzreich. They hate tutors, and he must find a way to teach them.",2017,"Animation, Adventure, Comedy            ","Yuto Adachi, Shouta Aoi, Yûya Asato, Amber Lee Connors",,89,,7.3
Heroes of the City,11,"    Heroes of the City is a television series for pre-schoolers with stories that convey the message of helping, sharing and caring. Paulie Police Car and Fiona Fire Engine help the townspeople...                See full summary »",2012,"Animation, Family            ","Serra Hirsch, Rebecca Becker",,23,,6.6
Trumptastic Voyage,2,    A close encounter with Donald Trump's hairpiece sends Homer on an extraordinary journey.,2015,"Animation, Short            ","Dan Castellaneta, Donald Trump",David Silverman,48,,6.2
Blackford Manor,6,"    Josette is a sweet and curious young maid at gloomy Blackford Manor, whose master has a very disturbing secret.",2014,"Animation, Short, Comedy            ","Ashly Burch, Martin Rayner, Billy West",Jiwook Kim,165,,6.9
Kinmoza!,25,Add a Plot,2013,Animation            ,"Asuka Nishi, Manami Tanaka, Risa Taneda, Yumi Uchiyama",,146,,6.6
P. King Duckling,0,"    P. King Duckling is an animated comedy series that follows the adventures of a friendly but slightly hapless duck P. King and his two best friends, Wombat and Chumpkins, as they find hilarious and creative ways to overcome challenges.",2016,"Animation, Family            ","Benjie Randall, Courtney Shaw, Marc Thompson, Darren Dunstan",,18,,6.4
Holy Knight,54,"    Shinta is a student at an elite university in Tokyo, leading an ordinary and peaceful life. One day he meets Lilith, a beautiful girl from Romania who has just transferred to the school. ...                See full summary »",2012,"Animation, Drama, Fantasy            ","Amber Lee Connors, Daren Donofrio, Melanie Ehrlich, Miranda Gauvin",Jirô Fujimoto,68,,6.0
Very Important House,0,    11-year-old Frolie moves into the Very Important House and suddenly finds herself in the role of caretaker of the universe.,2016,"Animation, Action, Adventure            ","Arin Hanson, Sam Lavagnino, Natalie Palamides",Jhonen Vasquez,19,,8.4
Ryan Defrates: Secret Agent,0,"    ""Ryan Defrates: Secret Agent"" is an animated action-adventure series about a young spy with a whole lot to learn! He's arrogant and reckless and always insists on working alone. That is, ...                See full summary »",2017,"Animation, Action, Adventure            ","Chris Burnett, Marieve Herington, Akai Draco, Stephanie Nadolny",,11,,6.6
Donten ni warau,0,    The story of three brothers who live in a place that is always cloudy because of the curse of a great demon snake that is reborn every 300 years. Tears will be shed and smiles will be shed ...                See full summary »,2014,"Animation, Action, Drama            ","Terri Doty, Morgan Laure, Robert McCollum, Dave Trosko",,151,,7.1
Miffy's Adventures Big and Small,7,    Miffy is a charming bunny-rabbit who lives in a little house with red shutters and a red roof among green fields. She is adventurous and likes to go out with her friends and discover simple things about the world around her.,2015,"Animation, Family            ","Dan Chambers, Arisha Choudhury, Bert Davis, Shanti Deen-Ellis",,27,,7.1
Cirque du Soleil: Luna Petunia,22,    Luna Petunia is a new animated Netflix original series for preschool kids developed by Saban Brands and Cirque du Soleil Média. Inspired by the Cirque du Soleil brand of creativity and ...                See full summary »,2016,"Animation, Family, Fantasy            ","Neil Crone, Edward Glen, Jonah Wineberg, Ciara Alexys",,40,,6.5
Drag Tots,0,Add a Plot,2018,"Animation, Short            ","Roy Haylock, James Leyva, Danny Noriega, RuPaul",,31,,4.6
Meitantei Conan: Ijigen no sunaipâ,110,    A sniper targets Shuichi Akai and shoots Masumi Sera. The citizens of Tokyo panic. Nothing is known about the mysterious sniper. Why was Masumi targeted? Will Shuichi survive? Will Conan be able to uncover the culprit?,2014,"Animation, Action, Adventure            ","Minami Takayama, Kappei Yamaguchi, Wakana Yamazaki, Rikiya Koyama",Kôbun Shizuno,857,,6.8
The Muffin Song,3,"    TomSka's latest addition to the hilariously warped asdfmovie series is an adorably weird music video that doubles as a recipe (and a suicide note) for delicious, fresh-baked muffins, ...                See full summary »",2018,"Animation, Short, Comedy            ","Sam Lavagnino, Thomas Ridgewell",Thomas Ridgewell,18,,8.4
Overwatch: The Last Bastion,7,"    'The Last Bastion' follows the forgotten battle automaton, Bastion, as it unexpectedly reactivates after laying dormant in the wilderness for over a decade. Fascinated by its unfamiliar ...                See full summary »",2016,"Animation, Short, Sci-Fi            ",Star:Chris Metzen,"Directors:Ben Dai, Jeff Chamberlain",168,,8.5
Wat als?,3,"    This mix of film and animation delivers some of the big themes around climate change, resources and over-consumption but with a cheeky wink. The film gives people choices in the present that can avoid the worst potential outcomes.",2011,"Animation, Short, Comedy            ","Kees Boot, Vincent Croiset, Tina de Bruin, Roeland Fernhout",,49,,7.4
Ao no ekusoshisuto: Kuro no iede,24,"    Feeling insulted by Rin, Kuro runs away to find a new master",2011,"Animation, Short            ","Nobuhiko Okamoto, Jun Fukuyama, Keiji Fujiwara, Kana Hanazawa",,138,,7.1
"Monster High: Frights, Camera, Action!",73,"    When Draculaura is led to believe she's the rightful heir to the vampire throne, she and her best ghoulfriends are whisked away to Transylvania for a royal coronation to die for. But they ...                See full summary »",2014,Animation            ,"Kate Higgins, Salli Saffioti, Debi Derryberry, Marcus Griffin","Directors:William Lau, Sylvain Blais",494,,6.5
Full English,60,"    Revolves around the lives of members of a suburban family called the Johnsons. Hard-working Edgar, the father, is employed by Ken, his borderline-evil father-in law, while his house-proud ...                See full summary »",2012,"Animation, Comedy            ","Richard Ayoade, Rosie Cavaliero, Daisy Haggard, Oliver Maltman",,262,,5.6
Monster High: Friday Night Frights,46,"    When the boys can't compete in the Skulltimate Roller Maze Championships, Frankie Stein convinces her friends that some ""ghoul power"" is needed to save the day in this all-new movie!",2012,Animation            ,"Cam Clarke, Debi Derryberry, Andrew Duncan, Erin Fitzgerald",Dustin Mckenzie,447,,6.9
People Watching,0,"    People Watching is a ten part mini series that explores concepts such as depression, self loathing, societal stereotypes, preconceived opinions, and especially nostalgia. The characters ...                See full summary »",2017,Animation            ,"Andrew Knobbs, Phil Moorhead, Hannan Younis, Bracken Burns",,120,,8.7
Star Wars: The Fall of the Jedi,4,Add a Plot,2014,"Animation, Short, Action            ",Ryan Joseph Anderson,,8,,7.4
The Airport Diary,0,"    Small plane Winky dreams of seeing the world while meeting friends at the airport, including the transport plane Gugu and the private jet Force King.",2012,Animation            ,"Yun Seung-hee, Yu Dong Gyun, Hyeon-Wu Byeon, Jeong-mi Bae",,8,,8.4
"Amethyst, Princess of Gemworld",0,    An ordinary girl is pulled into the fantasy realm of Gemworld to save it from a monstrous villain.,2013,"Animation, Short, Action            ","Sophie Oda, Eric Bauza, Keith Ferguson, Grey Griffin",,227,,7.3
Summer Camp Island,8,    This is the cutest cartoon for kids uwu,2016,"Animation, Short, Adventure            ","Ashley Boettcher, Cedric the Entertainer, Justin Felbinger, Kate Flannery",Julia Pott,183,,7.4
Adventure Planet,81,"    After getting himself lost in the jungle, Sam is rescued by Jorpe, and his older sister Norva. After uncovering the truth about a government program that will destroy the ozone layer, they ...                See full summary »",2012,"Animation, Adventure            ","Noppan Chantasorn, Athipich Chutiwatkajornchai, Kongdej Jaturanrasamee, Bailee Madison",Kompin Kemgumnird,170,,5.0
Trulli Tales,11,Add a Plot,2017,"Animation, Family            ",,,8,,2.1
Rainbow Brite,0,    The Adventures of 8 Year old girl Rainbow Brite.,2014,"Animation, Short, Adventure            ","Emily Osment, Molly Ringwald, Marcus Toji, Mark C. Hanson",,33,,5.7
Smeshariki. Legenda o Zolotom Drakone,79,"    The lovably simple residents of peaceful Kikoriki Island are thrown kicking and screaming into big adventure, when their resident scientist invents an amazing device - a helmet called ""the ...                See full summary »",2017,"Animation, Adventure, Comedy            ","Wayne Grayson, Peter Linz, Mike Pollock, Alyson Leigh Rosenfeld",Denis Chernov,187,,5.1
Vroomiz,11,    A group of vehicular toys come alive to explore ways to build good character in their friendship.,2012,"Animation, Adventure, Family            ",Star:Simon Shocket,,17,,4.9
Rekkit the Rabbit,0,"    A suburban boy's life is turned upside down after adopting Rekkit, a giant rabbit with magical powers from the planet Chakabrak.",2011,"Animation, Comedy, Family            ","Ashleigh Ball, Kathleen Barr, Brian Drummond, Matt Hill",,58,,6.4
Sons of Ram,85,"    Surayavanshi Ram of Ayodhya, the greatest warrior king that ever lived, was forced to send his beloved wife Sita into exile, thus leading him and his kingdom to despair and towards an empty...                See full summary »",2012,"Animation, Drama, Musical            ","Sunidhi Chauhan, Ettienne Couthino, Devansh Doshi, Saptharishi Ghosh",Kushal Ruia,66,,6.6
The Death of Spider-Man,22,    A mortally wounded Spider-Man attempts to protect his family and friends from a recently escaped team of super villains led by the Green Goblin.,2011,"Animation, Short, Action            ","Andrew S. Bates, Jean Alexander, September Day, Bob Carter","Directors:Andrew S. Bates, Thomas Andrew Lawson",142,,7.5
