title,runtime,des,date,genre,cast,director,vote,gross,rating
Inside the Criminal Mind,52,    Inside the Criminal Mind- a gripping exploration exposing the psychological machinations and immoral behavior that define the most nefarious criminal types. Every episode of the series ...                See full summary »,2017,"Documentary, Crime            ","Geoffrey Martin, Jan Michalek, Antonio Pedro, Eva Ruzickova",,573,,5.3
Fear Thy Neighbor,44,    True crime show about conflicts between neighbors that go terribly wrong.,2019,"Action, Crime, Drama            ","Tish Iceton, David Bacque, Craig Cyr, Brian Scott Carleton",,463,,7.6
Sacrifice,91,"    After digging up a bizzarly mutilated corpse on her land, physician Tora Hamilton uncovers a lethal connection to ancient pagan rituals.",2016,"Crime, Horror, Mystery            ","Radha Mitchell, Rupert Graves, Hilary Rose, Ian McElhinney",Peter A. Dowling,3956,,5.3
Winter Ridge,86,    A young detective is torn apart after his wife ends up in a coma while hunting a serial-killer at the same time.,2018,"Crime, Drama, Mystery            ","Matt Hookings, Olwen Catherine Kelly, Hannah Waddingham, Michael McKell",Dom Lenoir,773,,4.3
Savage Youth,100,    Six young lives collide in the most horrific and twisted of ways. Based on true events.,2018,"Crime, Drama            ","Grace Victoria Cox, Tequan Richmond, Will Brittain, Chloë Levine",Michael Curtis Johnson,224,,5.1
Shit Creek,0,"    When a small time crook clocks out after a freak accident in a Sydney pub, it's left to his two sons to pick up his debt to the mob. They have six weeks to cough up a 100 grand or they'll find themselves without their favourite appendages.",2015,"Action, Comedy, Crime            ","Amy Scott-Smith, Gary Brun, Andrew Lindqvist, Alex Stamell",,13,,6.6
Death Note - Desu nôto: Light Up the New World,135,"    An update to the ""Death Note"" series in which a mysterious notebook contains deadly powers.",2016,"Crime, Drama, Horror            ","Ken'ichi Matsuyama, Tatsuya Fujiwara, Erika Toda, Miyuki Sawashiro",Shinsuke Sato,2264,,5.8
Ulysses: A Dark Odyssey,110,"    United States of Europe is established 2020. Back from war in the Middle East, amnesiac Ulysses goes thru a lot in Taurus City, a dictatorship, looking for his wife, Penelope.",2018,"Action, Crime, Drama            ","Danny Glover, Udo Kier, Anamaria Marinca, Gianni Capaldi",Federico Alotto,1566,,8.3
"Hailey Dean Mystery: Murder, with Love",85,"    Former prosecutor, Hailey Dean, is now a therapist. When her patient is questioned about the sudden deaths of her parents, Hailey's previous job will come in handy to prove her innocence.",2016,"Crime, Drama, Mystery            ","Kellie Martin, Giacomo Baessato, Cindy Busby, Viv Leacock",Terry Ingram,570,,6.6
The Thieves,135,"    After a heist in South Korea, a gang of 5+1 fly to Hong Kong to look into a heist, in a Macau casino, of a $30M diamond, planned by someone unreliable. He brings in HK thieves as well. Can anyone be trusted?",2012,"Action, Comedy, Crime            ","Yoon-seok Kim, Jung-jae Lee, Hye-su Kim, Ji-Hyun Jun",Dong-hoon Choi,8282,$0.69M,6.8
The Chair,84,    The line between good and evil becomes blurred as a death row inmate fights to maintain his sanity and escape the clutches of a deranged Warden and his sadistic guards. Based on the comic book mini-series from Alterna Comics.,2016,"Crime, Horror, Thriller            ","Bill Oberst Jr., Roddy Piper, Noah Hathaway, Zach Galligan",Chad Ferrin,98,,5.8
Cingöz Recai,111,"    A story of a thief, based on the novel of famous writer novelist Peyami Safa.",2017,"Action, Comedy, Crime            ","Kenan Imirzalioglu, Haluk Bilginer, Meryem Uzerli, Musa Uzunlar",Onur Ünlü,3291,,5.0
Der Bestatter,0,    A detective leaves the force to take over the family business as an undertaker at the same time as he is being investigated for murder. His close encounters with corpses and his earlier ...                See full summary »,2013,Crime            ,"Reto Stalder, Samuel Streiff, Mike Müller, Barbara Terpoorten",,384,,7.3
Fatal Honeymoon,99,    A man is accused of drowning his wife during their scuba diving trip at Australia's Great Barrier Reef.,2012,"Action, Biography, Crime            ","Billy Miller, Amber Clayton, Gary Sweet, Harvey Keitel",Nadia Tass,746,,5.5
Madoff,165,"    The rise and fall of Bernie Madoff, whose Ponzi scheme bilked $65 billion from unsuspecting victims; the largest fraud in US history.",2016,"Biography, Crime, Drama            ","Drew Gregory, Bruce Altman, Anthony Arkin, David Aaron Baker",,1679,,7.4
Killers,137,    A psychopathic Japanese executive accidentally triggers a journalist's 'dark side'. They begin to connect over the Internet and make a complicated bond.,2014,"Action, Crime, Drama            ","Kazuki Kitamura, Oka Antara, Rin Takanashi, Luna Maya","Directors:Kimo Stamboel, Timo Tjahjanto",4592,,6.4
"Nowhere, Michigan",95,"    David (Tequan Richmond) is fleeing from a murder, a pair of deadly con-men, and is inadvertently toting a bag full of crystal meth and cash with him. On the run, he ends up in a small, ...                See full summary »",2017,"Crime, Thriller            ","Tequan Richmond, Jenna Boyd, Christina Scherer, Ashlie Atkinson",G. Robert Vornkahl,24,,5.2
Tower,82,"    Animation, testimony, and archival footage combine to relate the events of August 1, 1966 when a gunman opened fire from the University of Texas clock tower, killing 16 people.",2016,"Documentary, Animation, Crime            ","Violett Beane, Louie Arnette, Blair Jackson, Monty Muir",Keith Maitland,6786,$0.09M,8.0
Black Work,45,"    A policewoman sets out to discover who murdered her husband, an undercover officer.",2015,"Crime, Drama, Thriller            ","Sheridan Smith, Matthew McNulty, Oliver Woollford, Honor Kneafsey",,1138,,6.7
Killing Daddy,85,"    When Callie discovers that her father has had a debilitating stroke, she sees it as the perfect opportunity to return home and seek justice for her mother.",2014,"Crime, Mystery, Thriller            ","Elizabeth Gillies, Cynthia Stevenson, William R. Moses, Sebastian Pigott",Curtis Crawford,946,,5.8
For My Man,0,    Real woman in real relationships that will do anything for their man.,2015,Crime            ,"Matt Gulbranson, Glenn Nelson, David Hammond, Angelz Nation Global Group",,53,,8.6
Murder in Paradise,0,    Each episode tells the story of how an idyllic trip in paradise turns deadly and takes viewers through the compelling investigation that follows.,2013,"Crime, Drama, Horror            ","Jacqueline Bynon, Cadence Allen, Erica Lane, JoAnn Nordstrom",,202,,7.2
Xie bu ya zheng,137,"    A young swordsman in 1930's China returns home to try and solve a five-year-old murder case. Described as the third installment of the gangster trilogy that includes ""Let The Bullets Fly"" and ""Gone With The Bullets.""",2018,"Action, Crime, Drama            ","Eddie Peng, Fan Liao, Yun Zhou, Qing Xu",Wen Jiang,1336,,6.4
7 Minutes,92,    Three high school friends are forced to commit a brazen robbery which quickly goes horribly wrong.,2014,"Crime, Drama, Thriller            ","Luke Mitchell, Zane Holtz, Jason Ritter, Brandon Hardesty",Jay Martin,2233,,5.0
The Bronze Garden,60,"    A new history created by the bestseller author Gustavo Malajovich inspired the first season of the series, along with Marcos Osorio Vidal.",2016,"Crime, Drama, Horror            ","Joaquín Furriel, Norma Aleandro, Daniel Fanego, Luis Luque",,919,,8.0
Reaper,90,    Criminals and a beautiful but cunning hitchhiker battle a supernatural force known as the Reaper.,2014,"Crime, Horror, Sci-Fi            ","Danny Trejo, Vinnie Jones, Jake Busey, Shayla Beesley",Wen-Han Shih,4475,,6.3
Hitman,0,"    When Agent 47 joins the ICA to hunt down threats to mankind, he is also pulled into a game of Cat and Mouse against a mysterious organization that is determined to stop him. All the while he is being stalked by someone from his past.",2016,"Action, Adventure, Crime            ","David Bateson, Jane Perry, John Hopkins, Philip Rosch","Directors:Ryan Barnard, Christian Elverdam, Jacob Mikkelsen",1376,,8.1
Broken Horses,101,"    The bonds of brotherhood, the laws of loyalty, and the futility of violence in the shadows of the US Mexico border gang wars.",2015,"Action, Crime, Drama            ","Henry Shotwell, Thomas Jane, Nicholas Neve, Sean Patrick Flanery",Vidhu Vinod Chopra,1989,$0.04M,5.7
Juggernaut,105,"    After a lengthy absence, a small town outlaw returns to his hometown, violently obsessed with the notion that his Mother's death was not a suicide.",2017,"Crime, Drama, Family            ","Amanda Crew, David Cubitt, Stephen McHattie, Ty Olsson",Daniel DiMarco,319,,5.3
Not Safe for Work,74,    An office worker is trapped inside the building where a killer is on the loose.,2014,"Crime, Mystery, Thriller            ","Michael Gladis, Dan Bakkedahl, Max Minghella, Frankie J. Allison",Joe Johnston,3950,,5.8
Last Seen in Idaho,109,    A woman awakens from a coma after a car accident and begins having shocking visions of her future murder. It's a race against the clock as she tries to solve and prevent her own murder.,2018,"Action, Crime, Thriller            ","Hallie Shepherd, Casper Van Dien, Wes Ramsey, Shawn Christian",Eric Colley,515,,5.1
Team Foxcatcher,90,"    Documentary filmmaker Jon Greenhalgh examines the life of Dave Schultz, a professional wrestler who was part of 'Team Foxcatcher', funded by multi-millionaire John du Pont.",2016,"Documentary, Biography, Crime            ","Dan Chaid, John du Pont, Dave Schultz, Mark Schultz",Jon Greenhalgh,4197,,7.3
Assassin's Creed: Brotherhood,0,"    Desmond Miles continues to travel the memories of Ezio Auditore, bringing him to turn-of-the-century Rome with Ezio rebuilding the assassin order to bring down the tyrannical Borgia rule.",2010,"Action, Adventure, Crime            ","Roger Craig Smith, Kristen Bell, Nolan North, Fred Tatasciore",Sylvain Bernard,12772,,8.8
The Staircase: An American Murder Mystery,42,"    Michael Iver Peterson, an American novelist convicted in 2003 of murdering his second wife, Kathleen, sees his life go under the microscope in this award winning true crime series by ...                See full summary »",2018,Crime            ,"Diane Dimond, Diane Fanning, Tom Gasparoli, Jim Hardin",,738,,7.5
King Arthur and the Knights of the Round Table,88,"    In medieval England, Merlin and King Arthur banish the evil enchantress Morgana and her son Mordred to the ends of the universe as Morgana vows revenge. In present day, Knights descendant ...                See full summary »",2017,"Action, Adventure, Crime            ","Sara Malakul Lane, Eoin O'Brien, Alexander Winters, Kelly B. Jones",Jared Cohn,484,,2.2
Tango One,112,    Three officers are assigned to go undercover and join a mission to capture Den Donovan.,2018,"Crime, Drama            ","Susannah Allman, Enrique Arce, Elijah Baker, Sacha Bennett","Directors:Sacha Bennett, Helena Holmes",251,,4.5
Real Murders: An Aurora Teagarden Mystery,120,"    A librarian who hosts a murder mystery book club at work finds people connected to the group are being killed off one by one like crimes in some of the books they read, based on real murders.",2015,"Crime, Drama, Mystery            ","Candace Cameron Bure, Lexa Doig, Marilu Henner, Robin Dunne",Martin Wood,1295,,6.9
Final Sale,91,"    A woman undergoes an illegal organ transplant only to discover that the young girl who donated the kidney died during the operation. Determined to stop this heinous activity, but torn by ...                See full summary »",2011,"Crime, Drama, Thriller            ","Laura Harris, Ivan Sergei, Kaitlin Doubleday, Jonathan LaPaglia",Andrew C. Erin,204,,5.5
Everlasting,85,    A High School Filmmaker travels to Los Angeles to confront the man who murdered his girlfriend.,2016,"Crime, Drama, Mystery            ","Elisabeth Röhm, Bai Ling, Michael Massee, Robert LaSardo",Anthony Stabley,2098,,7.0
The Julius House: An Aurora Teagarden Mystery,120,"    Aurora buys a house where the previous tenants, the Julius family, disappeared 4 years ago - something that excites Aurora and her friends in Real Murders Club. They start investigating.",2016,"Crime, Drama, Mystery            ","Candace Cameron Bure, Yannick Bisson, Marilu Henner, Lexa Doig",Terry Ingram,1063,,7.0
Closer to the Moon,112,    A Romanian police officer teams up with a small crew of old friends from the World War II Jewish Resistance to pull off a heist by convincing everyone at the scene of the crime that they are only filming a movie.,2014,"Comedy, Crime, Drama            ","Vera Farmiga, Mark Strong, Harry Lloyd, Anton Lesser",Nae Caranfil,3645,,6.9
Blood Out,90,"    When big city detectives refuse to further investigate his kid brother's gang related murder, small town Sheriff Michael Savion drops the badge and goes undercover to find his brother's killer and avenge his death.",2011,"Action, Crime, Thriller            ","Luke Goss, Val Kilmer, 50 Cent, Vinnie Jones",Jason Hewitt,3938,,4.5
Heart Blackened,125,"    A father goes all out to clear his daughter from any wrong doing in the murder of his fiance. When all evidence points to her, he takes matters into to his own hands to save his daughter and outwit the judiciary system.",2017,"Crime, Drama            ","Min-sik Choi, Shin-Hye Park, Jun-yeol Ryu, Lee Hanee",Ji-woo Jung,495,,6.5
Betrayed,98,    The mayor of Detroit ends his business with the Russian mob when young women are abducted and turn up drugged and dead. The best detectives (2 women) are put on the case. The Russians abduct the mayor's adult daughter as well for leverage.,2018,"Action, Crime, Thriller            ","John Savage, Richard Tyson, Billy Wirth, Blanca Blanco",Harley Wallen,3473,,6.3
The Hollow,128,"    When a U.S. congressman's daughter passing through a small town in Mississippi dies in a mysterious triple homicide, a team of F.B.I. agents descends to investigate, the team's brilliant ...                See full summary »",2016,"Crime, Drama, Mystery            ","William Sadler, William Forsythe, Jeff Fahey, James Callis",Miles Doleac,789,$0.00M,4.6
Decker,11,    CIA agent Jack Decker has to save the United States from terrorists due to an incompetent president.,2014,"Action, Comedy, Crime            ","Tim Heidecker, Joe Estevez, Gregg Turkington, James Mane Jr.",,1041,,8.0
Fat Tony & Co,42,"    A mini-series that uncovers the story of one of Australia's most notorious criminals, Tony Mokbel.",2014,Crime            ,"Robert Mammone, Gyton Grantley, Shane Jacobson, Madeleine West",,421,,7.0
The Moonstone,45,"    A diamond goes missing after a party at an English country house, and numerous suspects have a motive for its disappearance.",2016,"Crime, Drama, Mystery            ","Joshua Silver, Leo Wringer, Terenia Edwards, Nisa Cole",,364,,6.0
Paradise Lost 3: Purgatory,121,    A further followup of the case of the West Memphis Three and the decades long fight to exonerate them that finally gained traction with new DNA evidence.,2011,"Documentary, Crime            ","Gary Gitchell, Todd Moore, Dana Moore, Pam Hobbs","Directors:Joe Berlinger, Bruce Sinofsky",8622,,8.1
Last Scene Alive: An Aurora Teagarden Mystery,90,"    When a Hollywood film crew comes to shoot in Lawrenceton, and the film's star is found poisoned and bludgeoned in her dressing room, crime-solving librarian Aurora Teagarden enlists members...                See full summary »",2018,"Crime, Drama, Mystery            ","Candace Cameron Bure, Yannick Bisson, Marilu Henner, Robin Dunne",Martin Wood,681,,6.9
Need for Speed,0,"    The 22nd installment in the Need for Speed series features deep customization, a nocturnal open world, and an immersive plot. The overall focus is on deeper levels of authentic urban car culture, and is centered around the player's car.",2015,"Crime, Family, Sport            ","Faye Marsay, Howard Charles, Christina Wolfe, Adam Long","Directors:Craig Sullivan, Abdul Gamiet, Jason Smith",661,,6.8
Drive Hard,92,    A former race car driver is abducted by a mysterious thief and forced to be the wheel-man for a crime that puts them both in the sights of the cops and the mob.,2014,"Action, Comedy, Crime            ","John Cusack, Thomas Jane, Zoe Ventoura, Christopher Morris",Brian Trenchard-Smith,4005,,4.3
Jack Irish: Bad Debts,90,"    A former criminal lawyer is getting his life back together and now spends his days as a part-time investigator, debt collector, apprentice cabinet maker, punter and finding those who don't ...                See full summary »",2012,"Crime, Drama            ","Guy Pearce, Marta Dusseldorp, Aaron Pedersen, Roy Billing",Jeffrey Walker,1845,,6.8
King,0,"    Life of detective Jessica King does not run exactly smoothly. When she becomes the head of the Major Crime Task Force, she is eager to prove she is the best cop in town.",2011,"Crime, Drama            ","Amy Price-Francis, Alan Van Sprang, Gabriel Hogan, Tony Nardi",,1170,,6.8
A Violent Man,107,    A struggling mixed martial arts fighter finds himself in a fight for his life after his one night stand is found dead in her home.,2017,"Crime, Drama, Thriller            ","Thomas Q. Jones, Isaach De Bankolé, Chuck Liddell, Bruce Davison",Matthew Berkowitz,482,,5.7
The Dirties,83,    Two best friends are filming a comedy about getting revenge on the bullies at their high school. One of them isn't joking.,2013,"Crime, Drama            ","Matt Johnson, Owen Williams, Padraig Singal, Ross Hill",Matt Johnson,5899,,6.9
Bonded by Blood 2,91,"    In the aftermath of the infamous 'Essex Boys' Range Rover killings, a group of younger, flashier criminals emerge to fill the power vacuum.",2017,"Crime, Drama, Thriller            ","Sam Strike, Terry Stone, Martin Delaney, Naomi Willow","Directors:Greg Hall, Helena Holmes",1073,,5.8
Nightingale,83,    A lonely war veteran psychologically unravels ahead of an old friend's impending visit.,2014,"Crime, Drama            ","David Oyelowo, Barlow Jacobs, Heather Storm",Elliott Lester,1673,,6.4
The Internet's Own Boy: The Story of Aaron Swartz,105,"    The story of programming prodigy and information activist Aaron Swartz, who took his own life at the age of 26.",2014,"Documentary, Biography, Crime            ","Aaron Swartz, Tim Berners-Lee, Cindy Cohn, Gabriella Coleman",Brian Knappenberger,14762,$0.05M,8.1
Killer Women with Piers Morgan,60,    Piers Morgan steps into a maximum security prison to interview five female murderers who have committed unspeakable crimes.,2017,"Documentary, Crime            ","Piers Morgan, Amanda Lewis, Sheila Davalloo, Rebecca Fenton",,467,,6.5
Swelter,96,"    Ten years after their casino heist, four escaped convicts trace their former partner to a desert town, where he is now a lawman with no memory of his criminal past.",2014,"Action, Crime, Drama            ","Jean-Claude Van Damme, Courtney Hope, Josh Henderson, Alfred Molina",Keith Parmer,2601,,4.5
The Widower,60,    A three-part drama based on the crimes of convicted murderer Malcolm Webster.,2013,"Crime, Drama, Thriller            ","Reece Shearsmith, Kate Fleetwood, James Laurenson, Federay Holmes",,1668,,7.3
Zen,270,    Detective Aurelio Zen brings justice to modern-day Italy.,2011,"Crime, Drama, Mystery            ","Rufus Sewell, Caterina Murino, Nathalie Rapti Gomez, Stanley Townsend",,2878,,7.8
Metro Manila,115,"    Seeking a brighter future in megacity Manila, Oscar Ramirez and his family flee their impoverished life in the rice fields of the northern Philippines. But the sweltering capital's bustling...                See full summary »",2013,"Action, Crime, Drama            ","Jake Macapagal, John Arcilla, Althea Vega, Erin Panlilio",Sean Ellis,7561,,7.6
Hollywood Adventures,114,"    A young man goes from China to Hollywood on short notice to find his girlfriend. He ends up connected with two others in his quest, which gets much more complicated than he envisioned.",2015,"Action, Adventure, Comedy            ","Wei Zhao, Xiaoming Huang, Dawei Tong, Sarah Yan Li",Timothy Kendall,520,,5.0
Asian School Girls,91,"    After four Asian schoolgirls are drugged and gangraped by members of a crime syndicate, they train to hunt them down and exact revenge.",2014,"Action, Crime, Thriller            ","Sam Aotaki, Catherine Hyein Kim, Minnie Scarlet, Andray Johnson",Lawrence Silverstein,588,,3.4
Hyena,112,"    Good policing doesn't necessarily mean doing everything by the book. But as the business of crime in London turns to favour the Albanians and Turks, how does a ""good"" policeman survive?",2014,"Crime, Drama, Thriller            ","Peter Ferdinando, Stephen Graham, Neil Maskell, Elisa Lasowski",Gerard Johnson,2623,,6.1
By the Gun,110,"    Nick, a young Boston Italian, trying to find purpose in the ideology of the mafia and finding his world turned upside down.",2014,"Crime, Drama, Thriller            ","Ben Barnes, Leighton Meester, Slaine, Ritchie Coster",James Mottern,2564,,4.8
Cagney and Lacey,0,    Two female police detectives and friends keep the streets of Los Angeles safe.,2018,"Crime, Drama            ","Sarah Drew, Ving Rhames, Evan Jones, Michelle Hurd",Rosemary Rodriguez,18,,5.4
Scooby-Doo & Batman: The Brave and the Bold,75,    Batman teams up with the Scooby Doo gang when villains from both of their worlds unite to wreak havoc on the city.,2018,"Animation, Action, Comedy            ","Frank Welker, Grey Griffin, Matthew Lillard, Diedrich Bader",Jake Castorena,1241,,6.6
Code of a Killer,65,    The story of Sir Alec Jeffreys' discovery of DNA fingerprinting and its first use by DCS David Baker in catching a double murderer.,2015,"Biography, Crime, Drama            ","John Simm, Anna Madeley, David Threlfall, Lorcan Cranitch",,2195,,7.6
The Returned,98,"    In a post-zombie world, where the infected live normal lives, their retroviral drug is running out.",2013,"Crime, Drama, Horror            ","Emily Hampshire, Kris Holden-Ried, Shawn Doyle, Claudia Bassols",Manuel Carballo,7848,,5.9
End of a Gun,87,    A mall security guard -- and former federal agent -- crosses paths with a drug kingpin's enforcer after he saves a woman from danger.,2016,"Action, Crime, Thriller            ","Steven Seagal, Florin Piersic Jr., Jade Ewen, Jacob Grodnik",Keoni Waxman,1390,,3.8
Ninjak vs the Valiant Universe,0,"    A British intelligence agent and martial artist with a dark, mysterious alter ego battles his way through the heroes and villains of the Valiant Universe.",2018,"Action, Adventure, Crime            ","Ciera Foster, Derek Theler, Chantelle Barry, Katelyn Statton",,261,,6.9
Wolf,122,    A promising kickboxer struggles to resist the temptations of a life of crime.,2013,"Crime, Drama, Thriller            ","Marwan Kenzari, Chems Eddine Amar, Steef Cuijpers, Raymond Thiry",Jim Taihuttu,3334,,7.3
The Fear,0,    A Brighton crime boss turned entrepreneur and the disintegration of a criminal mind.,2012,"Crime, Thriller            ","Peter Mullan, Anastasia Hille, Harry Lloyd, Paul Nicholls",,1059,,7.2
Victor,105,"    Based on a true story, a migrant teen from Puerto Rico is forced to survive the dark streets of 1962 Brooklyn. Enslaved by the power of gangs and the addiction of heroin, he must find faith...                See full summary »",2015,"Biography, Crime, Drama            ","Danny Acosta, Matt Angel, Rustic Bodomov, Clint Calvert",Brandon Dickerson,219,$0.11M,6.6
Snapped: Killer Couples,60,"    Features couples whose passion drives them to commit terrible criminal acts. Through recreations and gripping firsthand accounts, each episode takes a deep dive into the stories behind the ...                See full summary »",2013,"Documentary, Crime            ","Anna Vocino, Emily Muse, Leigh Scarbrough, Daniel Luce",,277,,7.3
The Package,95,    A courier for a local crime lord must deliver a mysterious package while being chased by a horde of unusual gangsters.,2013,"Action, Crime, Thriller            ","Steve Austin, Dolph Lundgren, Eric Keenleyside, Mike Dopud",Jesse V. Johnson,3701,$0.00M,5.0
Inside Out,93,"    A man is released from prison after serving a long time for killing a man who tried to kill his best friend. Once out, he just wants to live a normal life, but his best friend immediately gets him into a new heap of serious troubles.",2011,"Crime, Drama            ","Paul Levesque, Michael Rapaport, Parker Posey, Bruce Dern",Artie Mandelberg,1580,,4.5
Meeting Evil,89,"    John is taken on a murder-fueled ride by a mysterious stranger that transforms the weak-willed, disillusioned husband and father into a desperate hero willing to go to any length to protect his family.",2012,"Crime, Drama, Mystery            ","Luke Wilson, Samuel L. Jackson, Leslie Bibb, Peyton List",Chris Fisher,11380,$0.00M,5.3
Death Valley,88,"    Four strangers on a drunken wedding dash from LA to Vegas hit a mysterious woman in the desert and must overcome injuries, the elements, and ultimately each other to survive.",2015,"Crime, Drama, Mystery            ","Katrina Law, Lochlyn Munro, Victoria Pratt, Nick E. Tarabay",T.J. Scott,346,$0.00M,3.7
Born to Raise Hell,98,"    A US drugs cop in Bucharest is up against a Russian gun and drug trafficker employing cute women and a Gypsy gang leader, who plunders, rapes and kills the young and rich. Lots of fighting and shooting.",2010,"Action, Crime, Thriller            ","Steven Seagal, Dan Badarau, Darren Shahlavi, D. Neil Mark",Lauro David Chartrand-DelValle,3749,,4.5
The Asian Connection,90,"    Two American expatriates, Jack and Sam, unwittingly steal a drug lord's money when they rob a series of banks in Southeast Asia and become the target of the gang's vengeance. When Sam is ...                See full summary »",2016,"Action, Crime, Drama            ","Pim Bubear, John Edward Lee, Steven Seagal, Michael Jai White",Daniel Zirilli,1370,,3.3
Arthur & George,60,    Sir Arthur Conan Doyle recaptures his zest for life by pursuing and challenging a notorious miscarriage of justice.,2015,"Biography, Crime, Drama            ","Martin Clunes, Arsher Ali, Charles Edwards, Art Malik",,1028,,7.1
A Ciambra,118,"    In A CIAMBRA, a small Romani community in Calabria, Pio Amato is desperate to grow up fast. At 14, he drinks, smokes and is one of the few to easily slide between the region's factions - ...                See full summary »",2017,"Crime, Drama            ","Pio Amato, Iolanda Amato, Koudous Seihon, Damiano Amato",Jonas Carpignano,1808,$0.03M,6.9
Zero Tolerance,89,"    Johnny and Peter, former paramilitary operatives, search Bangkok - leaving carnage in their wake - to find the men who killed Johnny's daughter, Angel.",2015,"Action, Crime, Thriller            ","Dustin Nguyen, Sahajak Boonthanakit, Scott Adkins, Gary Daniels",Wych Kaosayananda,1517,,4.0
House of the Rising Sun,90,"    Ray, an ex-con, is starting a new life looking to stay out of trouble. One evening, on Ray's watch, the nightclub he works for is robbed and the owner's son is shot dead. As his criminal ...                See full summary »",2011,"Action, Crime, Drama            ","Dave Bautista, Amy Smart, Dominic Purcell, Danny Trejo",Brian A. Miller,3249,,4.4
Line of Duty,100,"    Four friends from the rough side of town grow apart when two are consumed by a life of crime, and the other two become FBI agents sent deep undercover - to bring down those childhood friends.",2013,"Action, Crime, Thriller            ","Jeremy Ray Valdez, Walter Perez, Fernanda Romero, Will Rothhaar",Bryan Ramirez,753,$0.05M,5.1
Shiro's Story,10,    Shiro's story is a tale of a young man called Shiro from London and the experiences he went through trying to live a comfortable life with his family.,2018,"Short, Crime, Drama            ","Joivan Wade, Percelle Ascott, Rita Bernard-Shaw, Alexia Black",Rapman,199,,7.8
The Pineville Heist,80,    A high school teen stumbles into the aftermath of a bank robbery gone wrong and finds himself locked inside his school trying to keep himself and his teacher alive as one of the psychotic robbers hunts them down.,2016,"Action, Crime, Mystery            ","Basil Hoffman, Carl Bailey, Priscilla-Anne Jacob, Jacob Brown",Lee Chambers,80,,5.0
Jesse Stone: Benefit of the Doubt,90,    Jesse Stone comes out of involuntary retirement after the sheriff who replaced him exploded in their police car. The other officers Jesse worked with have left the department so he is forced to solve the crime on his own.,2012,"Action, Crime, Drama            ","Tom Selleck, Kathy Baker, Kohl Sudduth, Gloria Reuben",Robert Harmon,2469,,7.1
One in the Chamber,91,    A seasoned assassin plays both sides in a Russian gang war and becomes the target of an unknown enemy.,2012,"Action, Crime, Thriller            ","Cuba Gooding Jr., Dolph Lundgren, Claudia Bassols, Andrew Bicknell",William Kaufman,4371,,5.1
Tactical Force,91,"    A training exercise for the LAPD SWAT Team goes terribly wrong when they find themselves pitted against two rival gangs while trapped in an abandoned Hangar, armed with nothing but blanks.",2011,"Action, Comedy, Crime            ","Steve Austin, Michael Shanks, Michael Jai White, Adrian Holmes",Adamo P. Cultraro,5456,,4.8
An American in Texas,97,"    Based on a true story, and set in late 1990 against the backdrop of the first gulf war, An American in Texas is the story of lifelong friends as they reach the cusp of adulthood and must ...                See full summary »",2017,"Crime, Drama, Music            ","Barry Corbin, Tony Cavalero, Quinton Aaron, Keith Jardine",Anthony Pedone,173,,4.9
Snabba cash II,99,"    Three years later, JW gets out of prison, but soon finds himself between the contending parties of his criminal past.",2012,"Action, Crime, Drama            ","Joel Kinnaman, Matias Varela, Dragomir Mrsic, Fares Fares",Babak Najafi,6822,,6.2
Shaitan,121,    Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,2011,"Action, Crime, Drama            ","Kalki Koechlin, Shiv Panditt, Gulshan Devaiah, Rajeev Khandelwal",Bejoy Nambiar,7630,,7.2
The Suspicions of Mr Whicher: The Murder in Angel Lane,115,"    When Whicher offers to help a country lady find her niece, he's drawn into a disturbing case of murder which brings him up against wealthy and powerful figures and throws him into conflict with his former police colleagues.",2013,"Crime, Drama, Mystery            ","Paddy Considine, Olivia Colman, James Wilson, Paul Longley",Christopher Menaul,866,,7.2
Coin Heist,97,"    United by dire circumstances, four unlikely allies from a Philadelphia prep school - the hacker, the slacker, the athlete, and the perfect student - band together to attempt the impossible: steal from the U.S. Mint.",2017,"Crime, Drama, Romance            ","Alex Saxon, Alexis G. Zall, Sasha Pieterse, Jay Walker",Emily Hagins,2188,,4.8
Serial Killer with Piers Morgan,45,"    Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.",2017,"Documentary, Crime            ","Piers Morgan, Lorenzo Gilyard, Alejandro Henriquez, Dawn Knox",,808,,3.6
Bon Cop Bad Cop 2,126,    A francophone S.Q. officer and an anglophone O.P.P officer reunite to investigate a large car theft ring led by an Italian mobster.,2017,"Action, Comedy, Crime            ","Colm Feore, Patrick Huard, Marc Beaupré, Noam Jenkins",Alain Desrochers,3412,,6.6
Let Me Make You a Martyr,102,"    A cerebral revenge film about two adopted siblings who fall in love, and hatch a plan to kill their abusive father.",2016,"Action, Crime, Drama            ","Marilyn Manson, Mark Boone Junior, Sam Quartin, Niko Nicotera","Directors:Corey Asraf, John Swab",1271,,4.7
Murder Chose Me,0,"    Homicide detective, Rod Demery, races against the clock to catch criminals running loose on the streets of Shreveport, Louisiana.",2017,Crime            ,"John Nicholson, Rod Demery, Jordan Eli Arellano, Daniel Luce",,531,,8.3
