title,runtime,des,date,rating,genre
Leave Her to Heaven,110,"    A writer falls in love with a young socialite and they're soon married. But her obsessive love for him threatens to be the undoing of them both, and everyone else around them.",1945,7.7,"Drama, Film-Noir, Romance            "
The Librarian: Return to King Solomon's Mines,92,    Librarian-turned-adventurer Flynn Carsen endeavors to find King Solomon's mines.,2006,6.2,"Action, Adventure, Comedy            "
Jingle Around the Clock,90,"    Elle's plans for Christmas reunion are thwarted by work. In order to get a career-altering promotion she's forced to team up with advertising campaign 'fixer' Max, who has a completely different take on the Holidays.",2018,6.8,"Comedy, Romance            "
Spellbound,111,    A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,1945,7.6,"Film-Noir, Mystery, Romance            "
Grumpier Old Men,101,"    John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention.",1995,6.7,"Comedy, Romance            "
Blue Jay,80,"    Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",2016,7.3,"Drama, Romance            "
Joy Ride 2: Dead Ahead,91,"    After their car breaks down in the desert, four friends try to find their way back to civilization while trying to escape Rusty Nail's bloody wrath.",2008,5.1,"Crime, Horror, Romance            "
Threesome,89,"    A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work?",1994,6.3,"Comedy, Romance, Drama            "
Dogfight,94,"    Before leaving to fight in Vietnam, a group of teenagers play a game where they try to seduce the ugliest girl they can find.",1991,7.5,"Comedy, Drama, Romance            "
Prizzi's Honor,130,    A professional hitman and hitwoman fall in love.,1985,6.7,"Comedy, Crime, Drama            "
I Saw the Light,123,"    The story of the country-western singer Hank Williams, who in his brief life created one of the greatest bodies of work in American music. The film chronicles his rise to fame and its tragic effect on his health and personal life.",2015,5.7,"Biography, Drama, Music            "
Erufen rîto,24,"    Two university students come across a seemingly harmless girl named Lucy, unaware that she's actually a mutant serial killer with a split personality.",2004,8.0,"Animation, Action, Comedy            "
My Perfect Romance,91,"    Newly appointed CEO of Robinson Tech, Wes Robinson, is looking for new ideas to boost the company's sales. Vivian Blair, a program developer, shares a dating algorithm she has been working ...                See full summary »",2018,4.6,Romance            
The Hunchback of Notre Dame,117,"    In 15th century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.",1939,7.8,"Drama, Romance            "
Frances,140,    The story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,1982,7.4,"Biography, Drama, Romance            "
Rip Girls,87,    A 13-year-old (Camilla Belle) learns to surf while visiting Hawaii for the first time to see a plantation she inherited.,2000,6.2,"Drama, Family, Romance            "
A Christmas for the Books,90,"    During a prestigious holiday gala, which is an interview for her dream job, a lifestyle guru must prove that she is a romance expert.",2018,5.4,"Drama, Romance            "
State of Grace,134,    A New York cop is recruited to return to his hometown and infiltrate the mob ran by his best friend's brother.,1990,7.2,"Action, Crime, Drama            "
Teen Witch,90,"    High school misfit Louise, at a loss for romance, discovers magical abilities, but the teenage witch finds that she cannot conjure herself true love, so what?",1989,6.1,"Comedy, Fantasy, Romance            "
A Good Woman,93,    A 1930s American socialite creates a scandal in the expatriate high society of the Amalfi Coast of Italy when she forms a secretive relationship with a wealthy American unbeknownst to his young wife.,2004,6.5,"Drama, Comedy, Romance            "
Heart and Souls,104,    An unhappy businessman finds a new sense of purpose after he's tasked with helping a quartet of ghosts fulfill their last wishes before moving on to the afterlife.,1993,6.9,"Comedy, Drama, Fantasy            "
Arthur,110,    A drunken playboy stands to lose a wealthy inheritance when he falls for a woman his family doesn't like.,2011,5.7,"Comedy, Romance            "
Hometown Christmas,90,"    ""Back in Louisiana for Christmas, Noelle Collins (Mitchell) has big plans to resurrect the town's live nativity, a beloved tradition that her late mother used to put on. Things become ...                See full summary »",2018,6.3,Romance            
They Came Together,83,    A small business owner is about to lose her shop to a major corporate development.,2014,5.5,"Comedy, Romance            "
Crimes of Passion,107,"    A mysterious woman, fashion designer by day and prostitute by night, is hounded by two men: a married father of two children and a sexually repressed preacher.",1984,6.4,"Drama, Romance, Thriller            "
"You, Me and Dupree",110,"    A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance.",2006,5.6,"Comedy, Romance            "
White Palace,103,"    Still getting over the death of his wife, a young advertising executive meets an older waitress, a woman that might set him free.",1990,6.5,"Drama, Romance            "
Hotel,60,    The misadventures of the staff and guests of the St. Gregory Hotel.,1988,6.3,"Drama, Romance            "
To Have and Have Not,100,"    During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",1944,7.9,"Adventure, Comedy, Film-Noir            "
Dream a Little Dream,114,    An accident puts the consciousness of an elderly dream researcher into the body of a bratty teenager. The problem? The kid prefers dreamworld limbo to real life.,1989,5.9,"Comedy, Drama, Romance            "
The Secret Scripture,108,    A woman keeps a diary of her extended stay at a mental hospital.,2016,6.7,"Drama, Romance            "
The Perfect Christmas Present,82,"    The movie is about Tom who is called Mr. Christmas due to his ability to determine the perfect christmas gift for someone, befitting their personality.",2017,6.4,"Drama, Romance            "
Death Comes to Pemberley,180,"    Elizabeth and Darcy, now six years married, are preparing for their annual ball when festivities are brought to an abrupt halt. An adaptation of PD James's homage to Pride and Prejudice.",2013,7.1,"Drama, Mystery, Romance            "
Learning to Drive,90,"    As her marriage dissolves, a Manhattan writer takes driving lessons from a Sikh instructor with marriage troubles of his own. In each other's company they find the courage to get back on the road and the strength to take the wheel.",2014,6.4,"Comedy, Drama, Romance            "
Medicine Man,106,"    In the beautiful and dangerous Amazon rainforest, dissimilar people must make their choices between business, science, and love.",1992,6.0,"Adventure, Drama, Romance            "
Bringing Up Baby,102,"    While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",1938,7.9,"Comedy, Family, Romance            "
American Ninja,95,"    American soldier, obviously very skilled in martial arts, single-handedly takes on mercenaries in the Philippines.",1985,5.5,"Action, Adventure, Romance            "
Daddy's Little Girls,100,    A mechanic falls in love with his attorney.,2007,5.7,"Drama, Romance            "
Drumline,118,    A band director recruits a Harlem street drummer to play at a Southern university.,2002,5.8,"Comedy, Drama, Romance            "
An American in Paris,114,    Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,1951,7.2,"Drama, Musical, Romance            "
A Place in the Sun,122,    A poor boy gets a job working for his rich uncle and ends up falling in love with two women.,1951,7.8,"Drama, Romance            "
El tiempo entre costuras,853,    Sira Quiroga is a young Spanish dressmaker engaged to a solid suitor when a suave typewriter salesman upends her life. Spain is being upended by a civil war and the new regime's growing ...                See full summary »,2014,8.4,"Adventure, Drama, History            "
Austenland,97,"    Obsessed with Pride and Prejudice (1995), a woman travels to a Jane Austen theme park in search for her perfect gentleman.",2013,6.3,"Comedy, Romance            "
The Christmas Cabin,85,"    When Seth unknowingly interrupts Sammi's quiet holiday getaway at her family cabin, their hearts get more than they bargain for; The Christmas Cabin is a romantic comedy about finding ...                See full summary »",2019,6.2,"Comedy, Romance            "
Fools Rush In,109,"    After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",1997,6.0,"Comedy, Drama, Romance            "
The Bridge,83,"    Two new students at nearby Belmont University, Ryan and Molly, meet the first day of classes and become study partners. The Bridge, a local bookstore, becomes a close part of their lives as their relationship grows.",2015,6.5,"Drama, Romance            "
O,95,"    An update of Shakespeare's 'Othello' with a young cast, set in an upper class prep school, & centered around basketball player Odin.",2001,6.1,"Drama, Romance, Thriller            "
When a Man Loves a Woman,126,    The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.,1994,6.6,"Drama, Romance            "
Admission,107,    A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.,2013,5.7,"Comedy, Drama, Romance            "
Hiding Out,98,    A stockbroker on the run from the mob decides to hide out from them by enrolling as a student in high school.,1987,6.5,"Comedy, Drama, Romance            "
Support Your Local Sheriff!,92,"    In the old west, a man becomes a Sheriff just for the pay, figuring he can decamp if things get tough. In the end, he uses ingenuity instead.",1969,7.5,"Comedy, Romance, Western            "
Everyone Says I Love You,101,    A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.,1996,6.7,"Comedy, Musical, Romance            "
Prozac Nation,95,    A young woman struggles with depression during her first year at Harvard.,2001,6.3,"Biography, Drama, Romance            "
Must Love Dogs,98,"    A forty-something preschool teacher looks to the personals for a change of pace and a relationship, with hilarious results.",2005,5.9,"Comedy, Romance            "
Lust och fägring stor,130,"    Malmö, Sweden during the Second World War. Stig is a 15 year old pupil on the verge of adulthood. Viola is 37 years old and his teacher. He is attracted by her beauty and maturity. She is ...                See full summary »",1995,6.9,"Drama, Romance, War            "
Duplicity,125,"    Two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. However, they distract each other in more ways than one.",2009,6.1,"Comedy, Crime, Romance            "
Hysteria,100,    The truth of how Mortimer Granville devised the invention of the first vibrator in the name of medical science.,2011,6.7,"Comedy, Romance            "
A Handful of Dust,118,    The wife's affair and a death in the family hasten the demise of an upper-class English marriage.,1988,6.7,"Drama, Romance            "
Date Movie,83,"    Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.",2006,2.8,"Comedy, Romance            "
How I Live Now,101,"    An American girl, sent to the English countryside to stay with relatives, finds love and purpose while fighting for her survival as war envelops the world around her.",2013,6.5,"Romance, Sci-Fi, Thriller            "
The Ice Pirates,91,"    In a distant future scarce of water, space pirates get caught after stealing ice from a spaceship. They are sold to a princess looking for her dad. He might have found a planet abundant with water.",1984,5.7,"Action, Adventure, Comedy            "
Angel Eyes,102,"    A mysterious man is drawn to a feisty female police officer and a unusual relationship ensues, as not everything is as it seems.",2001,5.6,"Drama, Romance            "
Goodnight Sweetheart,30,    British sitcom in which an unhappily married man discovers he can time travel back to 1940s war-torn London where he masquerades as an MI5 agent and part-time songwriter whilst courting the local barmaid.,2016,7.5,"Comedy, Drama, Fantasy            "
Dimension 404,40,"    An anthology series that explores the wonders and terrors of our digital age, from outrageous horror comedy to mind-bending action adventure.",2017,6.6,"Adventure, Comedy, Drama            "
Swept Away,89,    A snooty socialite is stranded on a Mediterranean island with a communist sailor.,2002,3.6,"Comedy, Romance            "
Pushing Tin,124,"    A feud develops between two air traffic controllers: one cocky and determined while the other is restrained and laidback, which inevitably affects their lives.",1999,6.0,"Comedy, Drama, Romance            "
All About Steve,99,"    Convinced that a CCN cameraman is her true love, an eccentric crossword puzzler trails him as he travels all over the country, hoping to convince him that they belong together.",2009,4.8,"Comedy, Romance            "
Co-Ed Confidential,23,"    A frat house notorious for parties is turned into a co-ed residence for four freshmen under the supervision of a graduate student and her occasional boyfriend, a party animal from the closed fraternity.",2007,6.5,"Comedy, Drama, Romance            "
House of Anubis,15,"    When one of their number disappears on the same day that an American girl joins their ranks, a group of English boarding school students embarks on solving a mystery.",2013,7.4,"Drama, Family, Fantasy            "
Fingersmith,181,"    In Victorian England, Sue, a young thief, participates in a scam to defraud a rich heiress by becoming her maid. Things take an unexpected turn and Sue's plan goes horribly wrong.",2005,7.9,"Crime, Drama, Romance            "
I Give It a Year,97,"    Newlywed couple Nat and Josh are deliriously happy despite their differences, though friends and family aren't convinced that they can last. With their first anniversary approaching and attractive alternatives in the mix, can they last?",2013,5.7,"Comedy, Romance            "
Christmas at the Plaza,97,Add a Plot,2019,0,Romance            
A Puppy for Christmas,85,"    After adopting a cute puppy, Noelle's world is turned upside down when her boyfriend breaks up with her. After accepting an invitation to spend the holidays with a co-worker, she is ...                See full summary »",2016,6.0,"Comedy, Drama, Romance            "
Desert Hearts,91,    A woman on the precipice of divorce becomes drawn to a ranchowner's daughter.,1985,7.0,"Drama, Romance            "
Doc Hollywood,104,    A young doctor on his way across the country to a job interview crashes his car in a small town and is sentenced to work for several days at the town hospital.,1991,6.2,"Comedy, Drama, Romance            "
Girl/Girl Scene,122,"    Gay girls just want to have fun. Join bad girl Evan, blonde bombshell Bridget, party girl Ryan and their friends as they live and love as young lesbians living in a not so modern world.",2019,2.4,"Comedy, Drama, Romance            "
Into the West,552,"    Tales from the American West in the 19th century, told from the perspective of two families, one of white settlers and one of Native Americans.",2005,8.1,"Adventure, Drama, History            "
Bedazzled,103,"    A hapless loser sells his soul to the Devil in exchange for seven wishes, but has trouble winning over the girl of his dreams.",1967,6.9,"Comedy, Fantasy, Romance            "
Every Other Holiday,90,"    Recently separated parents Tracie (Fisk) and Rick (Rogers) spend every other holiday with their young daughters Harper and Ava. But this Christmas, the girls have only one thing on their ...                See full summary »",2018,7.1,"Drama, Family, Romance            "
Princess Cyd,96,"    Eager to escape life with her depressive single father, 16-year-old athlete Cyd Loughlin visits her novelist aunt in Chicago over the summer. While there, she falls for a girl in the ...                See full summary »",2017,6.7,"Drama, Romance            "
The Shop Around the Corner,99,"    Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",1940,8.1,"Comedy, Drama, Romance            "
Ice Sculpture Christmas,83,"    Callie, an aspiring chef, with her childhood friend David, enters Callie into a club's annual Christmas ice sculpting competition against her boss. Callie's passions for cooking and ice sculpting are met with romance and Christmas spirit.",2015,6.7,"Comedy, Drama, Romance            "
Batman: Mask of the Phantasm,76,    Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,1993,7.8,"Animation, Action, Adventure            "
"Sense, Sensibility & Snowmen",76,"    Ella and her sister Marianne are HUGE Christmas enthusiasts and own a party planning business. One of their new clients is a toy company and they don't see eye-to-eye with Edward, the company's CEO.",2019,0,Romance            
No Tomorrow,43,"    Evie, a risk-averse quality-control assessor falls for free-spirited thrill seeker Xavier only to find out he lives his life that way because he believes the apocalypse is coming.",2017,7.2,"Comedy, Drama, Romance            "
North Shore,60,"    Intrigue abounds at the Grand Waimea Hotel, an exclusive Hawaiian escape for the wealthy, powerful and beautiful. Hawaiian-born Jason Matthews runs the hotel as the assistant manager and ...                See full summary »",2005,6.8,"Drama, Romance            "
The Horse Soldiers,120,"    In 1863, a Union outfit is sent behind Confederate lines in Mississippi to destroy enemy railroads but a captive southern belle and the unit's doctor cause frictions within ranks.",1959,7.2,"Adventure, Romance, War            "
Avonlea,60,    A young rich girl is sent to live with relatives on Prince Edward Island in the early 1900s.,1996,8.5,"Drama, Adventure, Family            "
Twinkle all the Way,60,"    Two single parents of young daughters, grow closer as they contribute to each others' projects - Cadence with the wedding and Henry with his high-profile client, Mrs. Sutton, and her annual VIP Christmas Eve party.",2019,6.3,Romance            
Sunrise,94,    An allegorical tale about a man fighting the good and evil within him. Both sides are made flesh - one a sophisticated woman he is attracted to and the other his wife.,1927,8.1,"Drama, Romance            "
Catch a Christmas Star,84,"    With the help of his two precocious kids, a widower reconnects with his high school sweetheart, who just happens to be one of the biggest pop stars on the planet.",2013,6.3,"Family, Romance            "
Private Penthouse,70,"    A late night anthology series that explores the night life of high class fashion world where passions, betrayals, temptations, and dangers collide and where models are surrounded by chic, glamour, glitz, seduction and deception.",2007,5.9,"Drama, Romance            "
Dance Academy,24,"    At Sydney's National Dance Academy, a few talented youngsters are recruited for the excruciatingly tough course. Jewish long line of doctors' heir Samuel 'Sammy' and minor juvenile offender...                See full summary »",2013,8.1,"Drama, Family, Music            "
Thoroughly Modern Millie,138,"    Millie comes to town in the roaring twenties to encounter flappers, sexuality and white slavers.",1967,6.9,"Comedy, Musical, Romance            "
Jezebel,104,"    In 1850s Louisiana, a free-spirited Southern belle loses her fiancé due to her stubborn vanity and pride, and vows to win him back.",1938,7.5,"Drama, Romance            "
Obvious Child,84,    A twenty-something comedienne's unplanned pregnancy forces her to confront the realities of independent womanhood for the first time.,2014,6.8,"Comedy, Drama, Romance            "
Monarch of the Glen,60,"    Archie MacDonald, a young restaurateur is called back to his childhood home of Glenbogle where he is told he is the new Laird of Glenbogle.",2005,7.7,"Comedy, Drama, Romance            "
Dear Secret Santa,88,"    Beverly Hills banker/workaholic JENNIFER comes home to her small Northern California town just before Christmas when her dad, TED , takes a bad fall while putting up decorations. While home...                See full summary »",2013,6.3,"Comedy, Family, Romance            "
Summer Lovers,98,    A young American couple and a French woman engage in a threesome in the Greek Islands.,1982,5.7,"Comedy, Drama, Romance            "
The House of the Spirits,140,"    A rancher, his clairvoyant wife and their family face turbulent years in South America in this adaptation of Isabel Allende's best-seller.",1993,6.9,"Drama, Romance            "
Seasons of Love,140,"    Set in the picturesque backdrop of New York, ""Seasons of Love"" is a romantic, soulful holiday drama about two people who struggle to find love against the odds, while reconciling with the past and learning the true value of family.",2014,4.6,"Comedy, Drama, Romance            "
Jungle Fever,132,    Friends and family of a married black architect react in different ways to his affair with an Italian secretary.,1991,6.5,"Drama, Romance            "
Leto,126,"    A love triangle emerges around a rock and roll musician, his protege and his wife in 1980s Russia.",2018,7.4,"Biography, Music, Romance            "
Genius,82,    Charlie Boyle finds that even his high IQ can't solve all of his problems when he takes on a double life in order to make friends his own age.,1999,6.3,"Comedy, Family, Romance            "
The Boy Who Could Fly,114,"    An autistic boy who dreams of flying touches everyone he meets, including a new family who has moved in after their father dies.",1986,6.5,"Drama, Fantasy, Romance            "
Bob & Carol & Ted & Alice,105,    A light-hearted picture of middle-aged love and friendship.,1969,6.8,"Comedy, Drama, Romance            "
The Back-up Plan,104,"    A woman conceives twins through artificial insemination, only to meet the man of her dreams on the very same day.",2010,5.3,"Comedy, Romance            "
Shout at the Devil,150,"    During World War I, a British aristocrat, an American entrepreneur, and the latter's attractive young daughter, set out to destroy a German battlecruiser, which is awaiting repairs in an inlet just off Zanzibar.",1976,6.2,"Action, Adventure, Comedy            "
The Rooftop Christmas Tree,88,"    It's Christmas and once again, Dale Landis places a tree on his roof and ends up in court. No one in the small town knows why he continues the practice, but idealistic attorney, Sarah ...                See full summary »",2016,6.1,"Family, Romance            "
Broadcasting Christmas,84,"    Two news broadcasters who previously were in love fight for a position as a morning talk show host that they both want, ultimately finding what made them like each other so much in the first place.",2016,6.3,"Comedy, Drama, Family            "
The Bachelor,60,"    A single bachelor dates multiple women over several weeks, narrowing them down to hopefully find his true love.",2002,3.1,"Drama, Game-Show, Reality-TV            "
Bambi II,75,"    The story of Bambi growing up in the care of his father, The Great Prince of the Forest.",2006,6.1,"Animation, Adventure, Drama            "
It's a Boy Girl Thing,95,"    Sworn enemies find themselves in each other's bodies, and use this to ruin each other's lives.",2006,6.3,"Comedy, Fantasy, Romance            "
Valmont,137,"    France before 1789: When a widow hears that her lover is to marry her cousin's daughter, she asks the playboy Valmont to take the girl's virginity. But first she bets him, with her body as prize, to seduce a virtuous, young, married woman.",1989,7.0,"Drama, Romance            "
Total Eclipse,111,"    Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.",1995,6.6,"Biography, Drama, Romance            "
Becoming Santa,87,"    A woman brings her boyfriend home for Christmas to meet her parents, Santa and Mrs. Claus. He must decide if he's willing to continue their relationship after learning that he'd be next in line for Santa's job.",2015,5.7,"Comedy, Family, Fantasy            "
The Thing Called Love,116,    A group of newcomers to the country music business seek love and stardom.,1993,6.4,"Comedy, Drama, Music            "
Are We There Yet?,95,"    To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for.",2005,4.7,"Adventure, Comedy, Family            "
Crazy/Beautiful,99,"    At Pacific Palisades High, a poor Latino falls hard for a troubled girl from an affluent neighborhood.",2001,6.5,"Drama, Romance            "
Miss You Already,112,    The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.,2015,6.8,"Comedy, Drama, Romance            "
All About Christmas Eve,71,"    'Tis the Season for Evelyn Wright, literally, she is a party planner in NYC. At the last minute Eve finds out that one of her agency's top clients is throwing a HUGE Christmas event, in LA,...                See full summary »",2012,5.9,"Comedy, Romance            "
A Star Is Born,111,"    A young woman comes to Hollywood with dreams of stardom, but achieves them only with the help of an alcoholic leading man whose best days are behind him.",1937,7.3,"Drama, Romance            "
Wilde,118,    The turmoil in poet/playwright Oscar Wilde's life after he discovers his homosexuality.,1997,6.9,"Biography, Drama, Romance            "
Ladies in Lavender,104,    Two sisters befriend a mysterious foreigner who washes up on the beach of their 1930s Cornish seaside village.,2004,7.0,"Drama, Music, Romance            "
A Life Less Ordinary,103,"    Upon being fired, a desperate guy kidnaps a daughter of his former boss. Two angels are sent to Earth to check if love is possible in this case.",1997,6.4,"Comedy, Crime, Fantasy            "
Monster Musume: Everyday Life with Monster Girls,23,"    In a world where humans co-exist with fantasy beings, a young man must share a flat with a bevy of beastly beauties.",2015,6.7,"Animation, Comedy, Fantasy            "
Christmas Belle,85,"    With her California hometown in the rear-view mirror, Belle heads north on business to facilitate the estate sale of a mansion. While the job is a dream, the client, Hunter Lowell, is not. ...                See full summary »",2013,5.3,"Drama, Family, Romance            "
Wild Hearts Can't Be Broken,88,"    Thrilled by a performance she sees at a fair, Sonora tries to land a spot as a daredevil who rides horses off of high dives.",1991,7.2,"Drama, Family, Romance            "
Famous in Love,42,    A college student's big break in a Hollywood blockbuster leaves her navigating through an undeniable chemistry.,2018,6.9,"Drama, Romance            "
Boys and Girls,94,    A friendship is put to the ultimate test when two best friends wind up in bed together.,2000,5.4,"Comedy, Drama, Romance            "
Loser,98,"    A college student, branded a loser by his roommates and booted from the dorm, falls in love with a coed who has eyes for their condescending professor.",2000,5.3,"Comedy, Romance            "
Wedding at Graceland,120,"    After a romantic Christmas at Graceland, Clay (Wes Brown) and Laurel (Kellie Pickler) plan their wedding while simultaneously juggling their very different parents.",2019,6.0,Romance            
Maudie,115,    An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.,2016,7.6,"Biography, Drama, Romance            "
Holiday in Handcuffs,86,    A struggling artist working as waitress kidnaps one of her customers to bring home and meet her parents at Christmas.,2007,6.3,"Comedy, Crime, Family            "
The Messenger,113,    An American soldier struggles with an ethical dilemma when he becomes involved with a widow of a fallen officer.,2009,7.1,"Drama, Romance, War            "
Very Good Girls,91,"    Two New York City girls make a pact to lose their virginity during their first summer out of high school. When they both fall for the same street artist, the friends find their connection tested for the first time.",2013,6.0,"Drama, Romance            "
Mirai nikki,25,"    A young man competes with people around the world for a chance to become the succesor of God, with a diary that is able to tell the future.",2013,7.7,"Animation, Action, Drama            "
Love After Lockup,43,"    Couples finally meet their fiancé upon prison release. Once the bars are gone, will their love survive after lockup on the rocky road to the altar? Will the inmates ditch their mate as they...                See full summary »",2018,6.6,"Reality-TV, Romance            "
Chasing Life,60,"    April Carver, whose world has just started to look up, is diagnosed with leukemia. With the support of her family and best friend, she might just be able to fight it.",2015,7.8,"Drama, Family, Romance            "
The Last Days of Disco,113,"    Story of two female Manhattan book editors fresh out of college, both finding love and themselves while frequenting the local disco.",1998,6.7,"Comedy, Drama, Music            "
Cinderella,113,"    A modern musical version of the classic fairy tale, Cinderella.",2021,0,"Comedy, Fantasy, Musical            "
5 to 7,95,"    An aspiring novelist enters into a relationship with a woman, though there's just one catch: She's married and the couple can only meet between the hours of 5 and 7 each evening.",2014,7.1,"Comedy, Drama, Romance            "
The Lunchbox,104,    A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,2013,7.8,"Drama, Romance            "
Electric Dreams,95,    An artificially intelligent PC and his human owner find themselves in a romantic rivalry over a woman.,1984,6.4,"Comedy, Drama, Music            "
Nicholas Nickleby,132,"    A young, compassionate man struggles to save his family and friends from the abusive exploitation of his cold-heartedly grasping uncle.",2002,7.1,"Adventure, Drama, Romance            "
Good Dick,86,    A look at the relationship between a lonely introverted girl and a young video store clerk vying for her attention.,2008,6.4,"Comedy, Drama, Romance            "
New York Minute,91,"    Two very different twin sisters haven't spent a day together in years. That changes the day they have to go to NYC and everything goes wrong - chased by a truancy officer, a killer wanting a chip back and two nice young guys.",2004,4.9,"Comedy, Crime, Family            "
Dracula,109,"    In 1913, the charming, seductive and sinister vampire Count Dracula travels to England in search of an immortal bride.",1979,6.5,"Horror, Romance            "
Look Who's Talking Now,96,"    In this, the third film, it's the pets who do the talking. The Ubriacco's find themselves the owners of two dogs, Rocks, a street wise cross breed, and Daphne, a spoiled pedigree poodle. ...                See full summary »",1993,4.4,"Comedy, Family, Romance            "
A Night in the Life of Jimmy Reardon,90,"    A charming womanizer has to find a way to get $80 to elope to Hawaii with his one true love, or else go to his father's chosen business school.",1988,5.6,"Comedy, Drama, Romance            "
The Beast,98,"    A late businessman's daughter is heading with her aunt to the crumbling estate of her soon-to-be husband, unaware of the strange rumours that cloud the family's name.",1975,5.8,"Drama, Fantasy, Horror            "
Who's That Girl,92,"    The life of an uptight tax lawyer turns chaotic when he is asked to escort a young woman newly released from prison, who persuades him to help prove her innocence.",1987,4.8,"Comedy, Music, Romance            "
Beverly Hills Chihuahua,91,"    While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home.",2008,3.8,"Adventure, Comedy, Drama            "
Centennial,"1,256",    The economic and cultural growth of Colorado spanning two centuries from the mid 1700s to the late 1970s.,1979,8.4,"Action, Adventure, Drama            "
A Good Old Fashioned Orgy,95,    A group of 30-year-olds who have been friends since high school attempt to throw an end-of-summer orgy.,2011,6.1,"Comedy, Romance            "
Tanner Hall,96,"    Tanner Hall is a vivid peek into the private world of an all-girls boarding school. In a cozy, but run-down New England, the knot of adolescent complexity is unraveled through the coming-of-age stories of four teenage girls.",2009,5.8,"Drama, Romance            "
Stargirl,96,"    A quirky, homeschooled teenager shakes things up at her uptight high school in Arizona.",2020,0,"Comedy, Drama, Romance            "
High Society,111,"    A spoiled heiress must choose among three suitors: her jazz musician ex-husband, a stuffy businessman, and an undercover tabloid reporter.",1956,7.0,"Comedy, Musical, Romance            "
The Ultimate Gift,114,"    A deceased billionaire leaves his spoiled adult grandson a series of odd tasks to perform in order to receive ""the ultimate gift,"" with the resentful grandson having no idea what that might be.",2006,7.3,"Drama, Family, Romance            "
Broken,91,    The story of a young girl in North London whose life changes after witnessing a violent attack.,2012,7.3,"Drama, Romance            "
Head in the Clouds,132,"    From the roaring 1920s to the ruinous Spanish Civil War and Adolf Hitler's rise into power, the lives of an Irish schoolteacher, a provocative heiress and her Spanish muse are intricately interlaced, sharing the same destiny and passion.",2004,6.6,"Drama, Romance, War            "
Macon County Line,89,    A vengeful Southern sheriff is out for blood after his wife is brutally killed by a pair of drifters. Low-budget film set in Georgia in 1953 and based on fact.,1974,6.6,"Action, Drama, Romance            "
Turkish Delight,108,    A young love faces with old problems.,1973,7.1,"Drama, Romance            "
Frankie and Johnny,118,"    Johnny has just been released from prison, and gets a job in a café beside waitress Frankie. Frankie is a bit of a loner, but Johnny is determined their romance will blossom.",1991,6.7,"Comedy, Drama, Romance            "
Allure,105,    A house cleaner meets a teenaged girl and convinces her to run away and live with her in secret.,2017,4.9,"Drama, Romance, Thriller            "
A December Bride,84,"    A holiday wedding brings no joy to the bride's cousin, who was literally left by the groom right at the altar. But she might find her true love there when she gains a fake fiancé in the process.",2016,6.9,"Comedy, Romance            "
Summer of '42,104,"    During his summer vacation on Nantucket Island in 1942, a youth eagerly awaiting his first sexual encounter finds himself developing an innocent love for a young woman awaiting news on her soldier husband's fate in WWII.",1971,7.3,"Drama, Romance            "
Fame,107,"    An updated version of the musical Fame (1980), which centered on the students of the New York Academy of Performing Arts.",2009,5.0,"Comedy, Drama, Musical            "
