,pred
387,7.511921769717763
388,7.3771558263727925
389,7.434029178282429
390,7.48291622903555
391,6.317583267083812
392,7.036372817851706
393,6.864898647446606
394,7.415653545769941
395,4.998490588467892
396,6.7625016906172455
397,7.111424199463333
398,7.475384602197462
399,7.131552400174451
400,7.184641939100158
401,7.357703056710291
402,7.304023861119913
403,7.506664573354503
404,7.506664573354503
405,7.206330055290322
406,7.384526110522923
407,7.035642501515278
408,6.814350298217509
409,7.312850528784359
410,6.788137122659652
411,6.729964641797187
412,7.483665560804521
413,7.220339497535365
414,7.004450289091299
415,6.894902434535627
416,7.285582572746067
417,7.083720817851706
418,6.849708926399369
419,7.332621378043176
420,6.849708926399369
421,6.9354739220545705
422,7.244943990215567
423,7.374349168885524
424,7.071468873179286
425,7.3447635753878515
426,7.707401441140538
427,7.304845977868142
428,7.0638959357585245
429,7.640289474191227
430,7.426447299013837
431,6.904635990906521
432,6.847899216787595
433,7.277322763485771
434,6.899151805244442
435,7.352109477261772
436,7.520518395961727
437,6.799597503704389
438,7.010019664990292
439,7.3575649304927655
440,7.393766694937168
441,6.931566555297241
442,7.349823113648505
443,7.185736348290119
444,7.44175687581572
445,7.288395129590348
446,7.518552700102122
447,7.203188170252713
448,6.194161411732755
449,7.295427383884951
450,6.734161029839887
451,7.354778647025309
452,6.849708926399369
453,7.506664573354503
454,6.969839042505854
455,7.459791602825343
456,7.0015910685576355
457,7.203637101672577
458,6.967462207449855
459,6.869434429759946
460,6.929154032582972
461,6.986190510844512
462,6.647525609589726
463,7.0015910685576355
464,6.81183377443889
465,7.012350556730825
466,7.0103625823274145
467,7.318955013484328
468,7.593840734468893
469,7.122884328271547
470,7.414413729433031
471,6.849708926399369
472,7.549416651767356
473,7.50213564028804
474,7.266974418665361
475,7.526302001370645
476,7.680491259245499
477,7.194124556162893
478,7.031614502335486
479,6.369499155044513
480,7.390369377370554
481,7.0794094738981554
482,7.193198087128564
483,6.849708926399369
484,6.849708926399369
485,7.549416651767356
486,7.24867869476887
487,7.203562386059088
488,7.472250672391705
489,6.843241912954772
490,7.553309092601731
491,7.445807478190412
492,7.5649343953053165
493,7.32535011797963
494,7.483665560804521
495,6.755935529076546
496,7.289292684029556
497,7.337554211564857
498,5.984053314685877
499,6.849708926399369
500,7.214937936585537
501,7.0015910685576355
502,6.849708926399369
503,7.0015910685576355
504,7.362259350696221
505,7.300796935450793
506,6.879070258514524
507,7.133838659877934
508,7.511330354239916
509,7.640289474191227
510,7.285176469941351
511,7.444617495940617
512,7.445408654371546
513,7.384703683458395
514,7.475717914072369
515,7.0015910685576355
516,7.209472544283148
517,6.745637385858369
518,7.615625857439299
519,7.483665560804521
520,7.179574656119058
521,6.47766436942805
522,7.261079503092053
523,7.090882990176153
524,7.3178095408888915
525,7.478460263759076
526,7.17255975085138
527,7.370489901370528
528,6.912890556509247
529,7.0015910685576355
530,7.152228739026188
531,7.173445439199396
532,7.40971464552989
533,6.988297894614818
534,7.209472544283148
535,7.366739688578539
536,7.483665560804521
537,6.849708926399369
538,6.9055564978525545
539,7.474985903448295
540,7.185481982560673
541,6.849708926399369
542,7.518552700102122
543,7.236348625283572
544,6.938940745227398
545,7.3249617731412275
546,7.382766835151045
547,7.188389554011659
548,7.385742746050954
549,6.736632106946892
550,6.802104355198607
551,7.1527024600028755
552,6.710927449600888
553,6.710927449600888
554,6.710927449600888
555,6.710927449600888
556,6.710927449600888
557,6.710927449600888
558,6.710927449600888
559,6.736632106946892
560,6.795343155788553
561,6.795343155788553
562,6.795343155788553
563,6.607988381665648
564,7.0966017330032525
565,5.503067495691629
566,7.0966017330032525
567,6.806102889907969
568,7.0966017330032525
569,7.0966017330032525
570,7.0966017330032525
571,6.802104355198607
572,6.802104355198607
573,7.143734519806633
574,7.143734519806633
575,7.143734519806633
576,6.836397515687728
577,7.3601483147252615
578,7.369144061588875
579,7.985381082361791
580,6.836397515687728
581,7.904504564143168
582,6.836397515687728
583,6.836397515687728
584,6.836397515687728
585,6.836397515687728
586,7.262497644110475
587,7.262497644110475
588,7.398260031416417
589,7.287259659247142
590,6.795343155788553
591,6.795343155788553
592,6.795343155788553
593,7.357917641280923
594,7.370489901370528
595,6.865627487518031
596,7.179011800227495
597,6.882440831171308
598,7.21073179051221
599,6.7297472119425095
600,6.783196782267732
601,7.828485334038601
602,7.954763203406926
603,6.762006916816813
604,6.762006916816813
605,6.762006916816813
606,6.893931562650518
607,6.789362021559428
608,6.789362021559428
609,6.789362021559428
610,6.789362021559428
611,6.789362021559428
612,6.789362021559428
613,6.789362021559428
614,6.789362021559428
615,6.789362021559428
616,6.7948096969098755
617,7.828485334038601
618,6.736671777919883
619,7.511475613193522
620,6.041198207832878
621,6.832545766059037
622,7.84104286760351
623,5.430069326491905
624,7.178516354703623
625,6.921726985344675
626,6.736632106946892
627,5.956292265670276
628,7.857262680514636
629,6.947980318910713
630,6.347125904010352
631,7.096191429576877
632,7.99022081572994
633,6.914700569843587
634,6.754509171846714
635,6.752339574662573
636,7.029041180452749
637,7.226898698563787
638,7.2057248162420855
639,7.346239382662946
640,7.071176250164033
641,6.871574583301112
642,5.9867695566102626
643,5.797736992989118
644,7.220652234640007
645,6.852645996700508
646,7.408925624701944
647,6.499937221344446
648,6.083484648760044
649,6.783107508086192
650,7.403832470978135
651,7.423710759773164
652,6.853077926404231
653,7.322524391852989
654,7.4090966876459765
655,6.9472200101678165
656,6.8196130241966
657,6.057462502475443
658,6.96917615261784
659,6.513739348686738
660,7.115606363392032
661,7.64463567550449
662,7.177256009847863
663,6.777020918663962
664,6.8666333729626805
665,7.3823238213507985
666,7.1850675315246155
667,7.473708905559796
668,7.999753728178238
669,6.0810663533312175
670,7.987781933146003
671,5.995262328370163
672,7.33529028842254
673,5.9488298788017335
674,5.885793171903398
675,7.499476602584465
676,7.416172698288935
677,7.677296045315915
678,7.005235554574194
679,7.186108940580162
680,7.238869355050395
681,7.217797214011386
682,7.314879433998876
683,7.308928281342624
684,7.179798828218132
685,7.179451241426383
686,6.771924104025264
687,7.015371088420241
688,7.312595114563518
689,5.98524578826279
690,7.407229680637332
691,7.1080107388157785
692,7.31696005526458
693,7.173400555926731
694,7.355725616871732
695,7.463244678001124
696,7.315618630500218
697,7.434029178282429
698,6.367070693680031
699,7.42227769951834
700,7.684565317200662
701,7.131359578882929
702,6.527612760886706
703,6.808206237418112
704,7.208578878944411
705,6.729986691872962
706,7.022369179160446
707,7.450730949980095
708,7.503457383966581
709,7.500977113377238
710,6.77778726514064
711,7.199261207147816
712,6.739930925077381
713,6.85883808519391
714,6.769416405433511
715,7.351429108545346
716,7.23967916968426
717,6.817467773592191
718,6.761201196530384
719,7.322234967888835
720,6.887925956452566
721,7.487310396728142
722,7.0015910685576355
723,6.807725253494717
724,6.980686118897712
725,7.44582168207752
726,6.728406612405789
727,7.303284602905311
728,6.9930698596135645
729,7.524765631940645
730,7.178516354703623
731,7.116054039337673
732,7.455678981746655
733,6.773822391781454
734,7.266282523850069
735,7.176190229521136
736,6.664789685018662
737,7.208134507662454
738,7.542664572248239
739,5.153252239112636
740,6.828090480941827
741,7.016231977531129
742,4.931307344927063
743,7.314493002795563
744,6.728406612405789
745,7.561496564995508
746,5.760131902001405
747,6.6800462529072675
748,6.7297472119425095
749,6.8299504577707015
750,7.12544661349448
751,7.434029178282429
752,7.333429260364766
753,7.85076074093138
754,6.820812016126304
755,7.445775862137047
756,5.896077463283676
757,7.016231977531129
758,6.240271420008185
759,7.5700484150672755
760,7.358971744144287
761,7.208143571796677
762,6.794668280059457
763,7.453112925714473
764,6.722952261913988
765,7.03284500917353
766,7.015542481273815
767,7.05660829931197
768,7.796157046786426
769,7.501196244583024
770,6.796374546021375
771,6.719934932820397
772,6.846004835011006
773,6.66929794819442
774,7.3570648576324595
775,7.011434538870387
776,7.255737134217871
777,6.361615489622722
778,6.703055126322932
779,7.14882022489787
780,6.36706705726365
781,7.0015910685576355
782,6.7864540239623325
783,7.424395452364821
784,7.02862884131292
785,6.549283946796918
786,6.627682515773723
787,6.536618284610007
788,7.134669775590522
789,7.438111871725562
790,7.077127641411222
791,7.321565593155288
792,7.335746646302185
793,6.165875944315112
794,7.307848549741959
795,6.739306386197557
796,7.093337677155287
797,7.192321652490863
798,7.565049555602135
799,6.907183100536635
800,6.869512184821355
801,6.726921586215442
802,7.108345731604044
803,7.480062657363183
804,7.518552700102122
805,6.44871983504253
806,7.337802113792259
807,7.546506353879604
808,7.450429017811673
809,7.199178339874854
810,7.480154491924246
811,7.528302452124285
812,6.981963434274244
813,5.849870915465964
814,7.318535113924644
815,7.206677573021492
816,7.182159571135437
817,6.095403772178604
818,7.446030193528888
819,6.69109926057267
820,5.8041284355562315
821,7.061909803943507
822,7.0895890467671325
823,7.115498434596834
824,5.767833434607573
825,5.46500339004858
826,7.553289474191228
827,6.849708926399369
828,6.627930386016306
829,7.028307097124191
830,7.00772646899988
831,7.506664573354503
832,7.106758722639762
833,7.36239336497587
834,7.294621599974169
835,7.393328706546282
836,6.931988682564951
837,7.519707200339333
838,7.172157399336046
839,7.241710095241413
840,6.101352922681066
841,7.452226152334081
842,6.941624511319529
843,7.44597671759306
844,7.191683044758902
845,6.714201859054208
846,7.080669695494765
847,7.164124820527311
848,7.381457052282599
849,7.434029178282429
850,7.326062762339757
851,5.4425071489169365
852,7.073259974313185
853,6.728406612405789
854,7.133931847410224
855,7.596103556099255
856,7.457200507191086
857,6.909057185011956
858,7.2575683867880825
859,7.052274717324698
860,7.434029178282429
861,7.48291622903555
862,4.998490588467892
863,6.848829900140142
864,7.463720291171284
865,6.849708926399369
866,7.245926005719703
867,7.3150636912414075
868,7.51837847598473
869,6.894902434535627
870,6.787497120882467
871,7.354348981646568
872,6.9067058473877845
873,7.3447635753878515
874,7.375442098578155
875,6.980168409152381
876,6.7850551263229315
877,7.395103852767031
878,7.0015910685576355
879,7.137533553970378
880,7.305633509541779
881,7.201840669455778
882,6.904635990906521
883,7.4849291589699165
884,7.164124820527311
885,7.162281367620467
886,7.232724875204011
887,7.205889550880464
888,7.446549376856183
889,7.1731211253528935
890,7.052897240546895
891,6.458008921129314
892,7.250645037682873
893,7.291403795140667
894,6.857146282360182
895,7.281976085596434
896,7.24713326031453
897,7.483665560804521
898,7.414413729433031
899,7.50213564028804
900,7.526302001370645
901,7.390369377370554
902,7.518552700102122
903,7.455284591347838
904,7.0015910685576355
905,6.837149769622114
906,7.456344853736816
907,7.074159984038374
908,6.968031596564774
909,6.849708926399369
910,7.432230105939238
911,7.14277332187909
912,7.493748280534652
913,7.1314764418124
914,5.984053314685877
915,6.994638465757923
916,7.273986311046704
917,7.362259350696221
918,6.849708926399369
919,7.033931192172634
920,7.444617495940617
921,6.329145806197574
922,7.220697785668188
923,7.209472544283148
924,6.8198806867296495
925,7.205706895311664
926,7.117330278637379
927,8.00531592378496
928,7.2611950728652195
929,6.849708926399369
930,7.518552700102122
931,7.5892052771420495
932,7.461935360483966
933,7.276781693751076
934,7.509275461344596
935,7.243667631595235
936,7.476810602078043
937,6.849708926399369
938,7.407113226905437
939,6.776000721859359
940,6.988297894614818
941,7.130194439178715
942,6.849708926399369
943,7.25603528060783
944,6.938940745227398
945,7.483665560804521
946,7.203188170252713
947,7.653918577390916
948,7.385742746050954
949,6.736632106946892
950,7.1527024600028755
951,6.710927449600888
952,6.710927449600888
953,6.710927449600888
954,6.710927449600888
955,6.710927449600888
956,6.710927449600888
957,6.710927449600888
958,6.736632106946892
959,7.333989212982605
960,7.380562272035258
961,7.287086549308343
962,7.585446729273176
963,7.143734519806633
964,7.143734519806633
965,7.143734519806633
966,6.836397515687728
967,7.3601483147252615
968,7.369144061588875
969,7.985381082361791
970,6.836397515687728
971,7.904504564143168
972,6.836397515687728
973,6.836397515687728
974,6.836397515687728
975,6.836397515687728
976,7.395103852767031
977,7.179011800227495
978,6.882440831171308
979,7.21073179051221
980,7.27276760591207
981,6.7297472119425095
982,6.783196782267732
983,7.828485334038601
984,7.954763203406926
985,7.265552478610154
986,6.893931562650518
987,6.789362021559428
988,6.789362021559428
989,6.789362021559428
990,6.789362021559428
991,6.789362021559428
992,6.789362021559428
993,6.789362021559428
994,6.789362021559428
995,6.789362021559428
996,6.7948096969098755
997,7.828485334038601
998,7.540531347009296
999,6.886029973578463
1000,7.540531347009296
1001,6.8664799167096895
1002,6.8664799167096895
1003,6.886029973578463
1004,6.886029973578463
1005,6.736671777919883
1006,7.511475613193522
1007,6.041198207832878
1008,5.9867695566102626
1009,5.797736992989118
1010,6.083484648760044
1011,7.322524391852989
1012,6.9472200101678165
1013,6.057462502475443
1014,6.513739348686738
1015,7.3823238213507985
1016,6.0810663533312175
1017,5.995262328370163
1018,7.357084285794176
1019,6.077053910792573
1020,7.024283486538645
1021,5.9488298788017335
1022,7.238869355050395
1023,6.2516116174905685
1024,7.217797214011386
1025,7.314879433998876
1026,7.308928281342624
1027,6.771924104025264
1028,7.295509857257247
1029,7.312595114563518
1030,7.066473444681159
1031,7.503288051194587
1032,7.31696005526458
1033,7.226087706716457
1034,6.929660901326635
1035,6.943276842003042
1036,7.207774074757104
1037,7.355725616871732
1038,7.428933762553406
1039,6.834347767033786
1040,7.315618630500218
1041,7.337802113792259
1042,6.849708926399369
1043,7.434029178282429
1044,7.0695670518072395
1045,7.334210474575499
1046,7.5844840762290096
1047,7.150053405089119
1048,7.193007901382624
1049,7.2647045842024465
1050,7.503457383966581
1051,6.849708926399369
1052,7.446030193528888
1053,6.849708926399369
1054,6.85883808519391
1055,7.288996367061585
1056,7.23967916968426
1057,7.165958550752606
1058,6.849708926399369
1059,6.549752632545859
1060,6.294771054625415
1061,6.807725253494717
1062,7.323602744527112
1063,7.483665560804521
1064,7.303284602905311
1065,7.140295450866042
1066,7.2479445575396655
1067,7.483665560804521
1068,6.3460098682369015
1069,7.481946961567539
1070,6.849708926399369
1071,7.314493002795563
1072,6.7297472119425095
1073,7.434029178282429
1074,6.255103852475977
1075,6.240271420008185
1076,7.356929728612235
1077,7.208143571796677
1078,7.208483918650341
1079,7.355646522867241
1080,6.80493128116667
1081,7.796157046786426
1082,7.501196244583024
1083,6.849708926399369
1084,7.2575683867880825
1085,7.3570648576324595
1086,7.436249766948621
1087,6.966684097984483
1088,6.9465827315397926
1089,7.249902464427707
1090,7.335746646302185
1091,7.108890939872305
1092,7.272378890600418
1093,7.35949976694862
1094,7.025377172841736
1095,7.07483238335886
1096,7.281119393645485
1097,7.483665560804521
1098,6.44871983504253
1099,7.546506353879604
1100,7.483665560804521
1101,6.981963434274244
1102,5.849870915465964
1103,5.8041284355562315
1104,5.767833434607573
1105,6.849708926399369
1106,7.185736348290119
1107,7.417343149365511
1108,7.220129618736639
1109,6.849708926399369
1110,6.895141667825076
1111,7.506664573354503
1112,6.657532787525699
1113,7.343399633842921
1114,7.519707200339333
1115,7.209144074933273
1116,7.483665560804521
1117,6.849708926399369
1118,7.452226152334081
1119,6.598015935206597
1120,7.333429260364766
1121,5.9832957979812
1122,6.849708926399369
1123,6.849708926399369
1124,7.326062762339757
1125,7.219662292799549
1126,7.052274717324698
1127,6.849708926399369
1128,6.849708926399369
1129,7.434029178282429
1130,6.783960099758391
1131,7.833172535828469
1132,6.931399692106558
1133,6.795326668519072
1134,6.959695778311711
1135,6.849708926399369
1136,7.365762247975721
1137,7.245864000752955
1138,7.483665560804521
1139,6.788137122659652
1140,6.849708926399369
1141,6.849708926399369
1142,6.849708926399369
1143,7.021101773612997
1144,6.967462207449855
1145,7.380898028153539
1146,6.849708926399369
1147,6.931399692106558
1148,6.947293138307142
1149,6.914610916641393
1150,6.837149769622114
1151,6.848627836890238
1152,7.202048838135339
1153,7.236136514874611
1154,7.3362035104475725
1155,7.227710935520187
1156,6.964381132538933
1157,7.362259350696221
1158,7.379306127652194
1159,6.882440831171308
1160,6.824272382304103
1161,6.8712324214487195
1162,7.452603776322766
1163,6.990964869121135
1164,7.236471489474976
1165,6.931399692106558
1166,7.5892052771420495
1167,6.755896332090697
1168,6.973087765817251
1169,6.901355223151604
1170,7.476810602078043
1171,6.755896332090697
1172,7.298790066332325
1173,7.289292684029556
1174,6.938940745227398
1175,7.518552700102122
1176,7.241912930008077
1177,6.93202161182856
1178,6.93202161182856
1179,6.93202161182856
1180,6.93202161182856
1181,6.93202161182856
1182,6.93202161182856
1183,6.93202161182856
1184,7.209212070952302
1185,7.236046925199154
1186,6.7850551263229315
1187,6.7850551263229315
1188,6.7850551263229315
1189,6.7850551263229315
1190,6.7850551263229315
1191,6.7850551263229315
1192,6.7850551263229315
1193,6.7850551263229315
1194,6.7850551263229315
1195,6.7850551263229315
1196,6.7850551263229315
1197,6.7850551263229315
1198,6.7850551263229315
1199,6.7850551263229315
1200,7.483665560804521
1201,7.358654238507129
1202,6.130907043269933
1203,6.7850551263229315
1204,7.156324303267024
1205,6.866569418513932
1206,7.168213548974649
1207,7.52687409337167
1208,6.919892624965727
1209,7.269501919004187
1210,6.881020463423937
1211,6.808206237418112
1212,6.926385394972723
1213,6.888572649971681
1214,6.915409446645732
1215,6.841425689904375
1216,6.832514966175694
1217,6.800924480783745
1218,6.67717715811809
1219,7.333429260364766
1220,6.867704406381038
1221,7.319083336823228
1222,6.356659152718013
1223,6.757464946039403
1224,6.729986691872962
1225,7.379621612736466
1226,7.039963475969801
1227,6.856868614416573
1228,7.14367613403478
1229,7.767285872815665
1230,7.323602744527112
1231,6.580834126170827
1232,6.892374781482561
1233,6.93787688893112
1234,6.800924480783745
1235,6.58414765079181
1236,5.899011890078921
1237,7.492554435758167
1238,7.020983012683178
1239,7.308792684029555
1240,6.907379492115328
1241,7.483665560804521
1242,7.208181762221084
1243,7.3654867628873095
1244,6.094569571650195
1245,7.579047755001269
1246,7.251135874228834
1247,7.250242241044605
1248,7.232698731663716
1249,7.341738006941478
1250,7.351189893640611
1251,7.402350157657999
1252,7.331987195636995
1253,6.9184421648499415
1254,7.222823916687159
1255,6.920294032646593
1256,7.210647611793494
1257,7.417708528545549
1258,7.3521427564159065
1259,7.575705731000573
1260,6.6013734082734485
1261,6.888825675850426
1262,7.6269998915741875
1263,7.466160865968841
1264,7.003381802711601
1265,7.358329220809217
1266,7.286384168817267
1267,7.542664572248239
1268,7.203188170252713
1269,6.92992891098092
1270,7.193912930008077
1271,7.2302349565851305
1272,7.303063641515505
1273,7.367513404151845
1274,7.415939278873184
1275,7.459791602825343
1276,7.386715741430198
1277,7.196237630749165
1278,7.442737590893645
1279,7.391756475500063
1280,7.39399946852654
1281,7.3212109411449955
1282,7.280470748287553
1283,7.39399946852654
1284,7.474842002700871
1285,6.852173376094903
1286,7.391756475500063
1287,7.193912930008077
1288,6.112685891079113
1289,6.347125904010352
1290,5.932997307610026
1291,7.096191429576877
1292,6.631765806866023
1293,6.858411648535012
1294,6.8425908568230955
1295,5.9867695566102626
1296,5.797736992989118
1297,6.812100806459385
1298,7.502834770194101
1299,6.083484648760044
1300,6.777388007563087
1301,6.827852596736558
1302,7.503288051194587
1303,7.322524391852989
1304,6.8196130241966
1305,7.344139790004335
1306,6.057462502475443
1307,6.96917615261784
1308,6.513739348686738
1309,6.777020918663962
1310,6.857557896976297
1311,7.3823238213507985
1312,6.8518421097178885
1313,6.729359656969467
1314,7.202187265002805
1315,6.816529492697415
1316,6.0810663533312175
1317,7.390349168885523
1318,6.938035583010783
1319,5.995262328370163
1320,6.686391608958448
1321,6.808206237418112
1322,7.024283486538645
1323,7.400814353358387
1324,7.164341771597639
1325,5.9488298788017335
1326,6.869067340860821
1327,6.60529946637517
1328,7.186108940580162
1329,6.715124012746286
1330,6.702730418945684
1331,6.276495062370822
1332,6.8018398653991285
1333,6.945097547262387
1334,7.238869355050395
1335,6.2516116174905685
1336,6.660259572729143
1337,7.217797214011386
1338,7.333429260364766
1339,7.314879433998876
1340,6.759516361873562
1341,6.788975019869662
1342,6.50791881149014
1343,7.139036987296504
1344,7.308928281342624
1345,6.841425689904375
1346,7.300124283058138
