,link,title,description,category
0,6LV3JdR5aZ,,"Our Social Media:

5-Minute Crafts: https://www.goo.gl/8JVmuC
Facebook: ...
Instagram: 
Twitter: 

5-Minute Crafts KIDS: 
5-Minute Crafts GIRLY: 

The Bright Side of Youtube: ",science
